"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Italy (IT)","Generation - Solar  [MW] Intraday / Italy (IT)","Generation - Solar  [MW] Current / Italy (IT)","Generation - Wind Offshore  [MW] Day Ahead/ Italy (IT)","Generation - Wind Offshore  [MW] Intraday / Italy (IT)","Generation - Wind Offshore  [MW] Current / Italy (IT)","Generation - Wind Onshore  [MW] Day Ahead/ Italy (IT)","Generation - Wind Onshore  [MW] Intraday / Italy (IT)","Generation - Wind Onshore  [MW] Current / Italy (IT)"
"16.07.2022 13:00 - 16.07.2022 14:00","10438","N/A","10438","N/A","n/e","n/e","391","371","n/e"
"16.07.2022 14:00 - 16.07.2022 15:00","10225","N/A","10225","N/A","n/e","n/e","628","607","n/e"
"16.07.2022 15:00 - 16.07.2022 16:00","9491","N/A","9491","N/A","n/e","n/e","846","817","n/e"
"16.07.2022 16:00 - 16.07.2022 17:00","7961","N/A","7961","N/A","n/e","n/e","1091","1045","n/e"
"16.07.2022 17:00 - 16.07.2022 18:00","6067","N/A","6067","N/A","n/e","n/e","1273","1246","n/e"
"16.07.2022 18:00 - 16.07.2022 19:00","3575","N/A","3575","N/A","n/e","n/e","1024","1000","n/e"
"16.07.2022 19:00 - 16.07.2022 20:00","1289","N/A","1289","N/A","n/e","n/e","800","748","n/e"
"16.07.2022 20:00 - 16.07.2022 21:00","157","N/A","157","N/A","n/e","n/e","567","541","n/e"
"16.07.2022 21:00 - 16.07.2022 22:00","0","N/A","0","N/A","n/e","n/e","378","340","n/e"
"16.07.2022 22:00 - 16.07.2022 23:00","0","N/A","0","N/A","n/e","n/e","274","245","n/e"
"16.07.2022 23:00 - 17.07.2022 00:00","0","N/A","0","N/A","n/e","n/e","227","201","n/e"
"17.07.2022 00:00 - 17.07.2022 01:00","0","N/A","0","N/A","n/e","n/e","184","184","n/e"
"17.07.2022 01:00 - 17.07.2022 02:00","0","N/A","0","N/A","n/e","n/e","178","178","n/e"
"17.07.2022 02:00 - 17.07.2022 03:00","0","N/A","0","N/A","n/e","n/e","161","161","n/e"
"17.07.2022 03:00 - 17.07.2022 04:00","0","N/A","0","N/A","n/e","n/e","163","163","n/e"
"17.07.2022 04:00 - 17.07.2022 05:00","0","N/A","0","N/A","n/e","n/e","167","165","n/e"
"17.07.2022 05:00 - 17.07.2022 06:00","0","N/A","0","N/A","n/e","n/e","183","185","n/e"
"17.07.2022 06:00 - 17.07.2022 07:00","322","N/A","322","N/A","n/e","n/e","208","205","n/e"
"17.07.2022 07:00 - 17.07.2022 08:00","1827","N/A","1827","N/A","n/e","n/e","211","220","n/e"
"17.07.2022 08:00 - 17.07.2022 09:00","4300","N/A","4275","N/A","n/e","n/e","225","232","n/e"
"17.07.2022 09:00 - 17.07.2022 10:00","6630","N/A","6575","N/A","n/e","n/e","214","230","n/e"
"17.07.2022 10:00 - 17.07.2022 11:00","8232","N/A","8104","N/A","n/e","n/e","250","267","n/e"
"17.07.2022 11:00 - 17.07.2022 12:00","9587","N/A","9445","N/A","n/e","n/e","326","344","n/e"
"17.07.2022 12:00 - 17.07.2022 13:00","10072","N/A","9999","N/A","n/e","n/e","443","438","n/e"
"17.07.2022 13:00 - 17.07.2022 14:00","10216","N/A","10082","N/A","n/e","n/e","647","673","n/e"
"17.07.2022 14:00 - 17.07.2022 15:00","9950","N/A","9829","N/A","n/e","n/e","951","1008","n/e"
"17.07.2022 15:00 - 17.07.2022 16:00","9251","N/A","9045","N/A","n/e","n/e","1176","1156","n/e"
"17.07.2022 16:00 - 17.07.2022 17:00","7719","N/A","7586","N/A","n/e","n/e","1272","1380","n/e"
"17.07.2022 17:00 - 17.07.2022 18:00","5810","N/A","5574","N/A","n/e","n/e","1235","1480","n/e"
"17.07.2022 18:00 - 17.07.2022 19:00","3456","N/A","3288","N/A","n/e","n/e","1032","1114","n/e"
"17.07.2022 19:00 - 17.07.2022 20:00","1239","N/A","1126","N/A","n/e","n/e","993","940","n/e"
"17.07.2022 20:00 - 17.07.2022 21:00","150","N/A","121","N/A","n/e","n/e","984","825","n/e"
"17.07.2022 21:00 - 17.07.2022 22:00","0","N/A","0","N/A","n/e","n/e","877","769","n/e"
"17.07.2022 22:00 - 17.07.2022 23:00","0","N/A","0","N/A","n/e","n/e","811","741","n/e"
"17.07.2022 23:00 - 18.07.2022 00:00","0","N/A","0","N/A","n/e","n/e","817","753","n/e"
"18.07.2022 00:00 - 18.07.2022 01:00","0","N/A","0","N/A","n/e","n/e","683","683","n/e"
"18.07.2022 01:00 - 18.07.2022 02:00","0","N/A","0","N/A","n/e","n/e","792","792","n/e"
"18.07.2022 02:00 - 18.07.2022 03:00","0","N/A","0","N/A","n/e","n/e","894","894","n/e"
"18.07.2022 03:00 - 18.07.2022 04:00","0","N/A","0","N/A","n/e","n/e","955","955","n/e"
"18.07.2022 04:00 - 18.07.2022 05:00","0","N/A","0","N/A","n/e","n/e","1023","955","n/e"
"18.07.2022 05:00 - 18.07.2022 06:00","0","N/A","0","N/A","n/e","n/e","1060","993","n/e"
"18.07.2022 06:00 - 18.07.2022 07:00","325","N/A","325","N/A","n/e","n/e","968","907","n/e"
"18.07.2022 07:00 - 18.07.2022 08:00","1846","N/A","1845","N/A","n/e","n/e","857","796","n/e"
"18.07.2022 08:00 - 18.07.2022 09:00","4390","N/A","4388","N/A","n/e","n/e","815","781","n/e"
"18.07.2022 09:00 - 18.07.2022 10:00","6745","N/A","6731","N/A","n/e","n/e","835","805","n/e"
"18.07.2022 10:00 - 18.07.2022 11:00","8274","N/A","8288","N/A","n/e","n/e","893","868","n/e"
"18.07.2022 11:00 - 18.07.2022 12:00","9565","N/A","9565","N/A","n/e","n/e","960","958","n/e"
"18.07.2022 12:00 - 18.07.2022 13:00","10125","N/A","10116","N/A","n/e","n/e","1128","1367","n/e"
"18.07.2022 13:00 - 18.07.2022 14:00","10191","N/A","10193","N/A","n/e","n/e","1328","1515","n/e"
"18.07.2022 14:00 - 18.07.2022 15:00","9918","N/A","9953","N/A","n/e","n/e","1634","1674","n/e"
"18.07.2022 15:00 - 18.07.2022 16:00","9116","N/A","9268","N/A","n/e","n/e","1742","1782","n/e"
"18.07.2022 16:00 - 18.07.2022 17:00","7739","N/A","7813","N/A","n/e","n/e","1811","1784","n/e"
"18.07.2022 17:00 - 18.07.2022 18:00","5914","N/A","5685","N/A","n/e","n/e","1711","1676","n/e"
"18.07.2022 18:00 - 18.07.2022 19:00","3496","N/A","3280","N/A","n/e","n/e","1432","1483","n/e"
"18.07.2022 19:00 - 18.07.2022 20:00","1260","N/A","1122","N/A","n/e","n/e","1096","1181","n/e"
"18.07.2022 20:00 - 18.07.2022 21:00","149","N/A","119","N/A","n/e","n/e","841","887","n/e"
"18.07.2022 21:00 - 18.07.2022 22:00","0","N/A","0","N/A","n/e","n/e","770","710","n/e"
"18.07.2022 22:00 - 18.07.2022 23:00","0","N/A","0","N/A","n/e","n/e","743","720","n/e"
"18.07.2022 23:00 - 19.07.2022 00:00","0","N/A","0","N/A","n/e","n/e","788","750","n/e"
"19.07.2022 00:00 - 19.07.2022 01:00","0","N/A","0","N/A","n/e","n/e","710","710","n/e"
"19.07.2022 01:00 - 19.07.2022 02:00","0","N/A","0","N/A","n/e","n/e","725","725","n/e"
"19.07.2022 02:00 - 19.07.2022 03:00","0","N/A","0","N/A","n/e","n/e","709","709","n/e"
"19.07.2022 03:00 - 19.07.2022 04:00","0","N/A","0","N/A","n/e","n/e","750","750","n/e"
"19.07.2022 04:00 - 19.07.2022 05:00","0","N/A","0","N/A","n/e","n/e","810","746","n/e"
"19.07.2022 05:00 - 19.07.2022 06:00","0","N/A","0","N/A","n/e","n/e","843","776","n/e"
"19.07.2022 06:00 - 19.07.2022 07:00","341","N/A","342","N/A","n/e","n/e","786","717","n/e"
"19.07.2022 07:00 - 19.07.2022 08:00","1869","N/A","1868","N/A","n/e","n/e","715","639","n/e"
"19.07.2022 08:00 - 19.07.2022 09:00","4471","N/A","4370","N/A","n/e","n/e","634","584","n/e"
"19.07.2022 09:00 - 19.07.2022 10:00","6873","N/A","6831","N/A","n/e","n/e","690","684","n/e"
"19.07.2022 10:00 - 19.07.2022 11:00","8339","N/A","8364","N/A","n/e","n/e","757","780","n/e"
"19.07.2022 11:00 - 19.07.2022 12:00","9666","N/A","9642","N/A","n/e","n/e","903","895","n/e"
"19.07.2022 12:00 - 19.07.2022 13:00","10287","N/A","10252","N/A","n/e","n/e","1053","1044","n/e"
"19.07.2022 13:00 - 19.07.2022 14:00","10380","N/A","10334","N/A","n/e","n/e","1208","1229","n/e"
"19.07.2022 14:00 - 19.07.2022 15:00","10112","N/A","10068","N/A","n/e","n/e","1376","1420","n/e"
"19.07.2022 15:00 - 19.07.2022 16:00","9442","N/A","9401","N/A","n/e","n/e","1443","1491","n/e"
"19.07.2022 16:00 - 19.07.2022 17:00","7934","N/A","7936","N/A","n/e","n/e","1478","1535","n/e"
"19.07.2022 17:00 - 19.07.2022 18:00","6043","N/A","5915","N/A","n/e","n/e","1460","1565","n/e"
"19.07.2022 18:00 - 19.07.2022 19:00","3546","N/A","3430","N/A","n/e","n/e","1239","1309","n/e"
"19.07.2022 19:00 - 19.07.2022 20:00","1296","N/A","1203","N/A","n/e","n/e","1013","1018","n/e"
"19.07.2022 20:00 - 19.07.2022 21:00","151","N/A","125","N/A","n/e","n/e","706","686","n/e"
"19.07.2022 21:00 - 19.07.2022 22:00","0","N/A","0","N/A","n/e","n/e","410","409","n/e"
"19.07.2022 22:00 - 19.07.2022 23:00","0","N/A","0","N/A","n/e","n/e","286","301","n/e"
"19.07.2022 23:00 - 20.07.2022 00:00","0","N/A","0","N/A","n/e","n/e","228","249","n/e"
"20.07.2022 00:00 - 20.07.2022 01:00","0","N/A","0","N/A","n/e","n/e","206","206","n/e"
"20.07.2022 01:00 - 20.07.2022 02:00","0","N/A","0","N/A","n/e","n/e","207","207","n/e"
"20.07.2022 02:00 - 20.07.2022 03:00","0","N/A","0","N/A","n/e","n/e","215","215","n/e"
"20.07.2022 03:00 - 20.07.2022 04:00","0","N/A","0","N/A","n/e","n/e","231","231","n/e"
"20.07.2022 04:00 - 20.07.2022 05:00","0","N/A","0","N/A","n/e","n/e","239","240","n/e"
"20.07.2022 05:00 - 20.07.2022 06:00","0","N/A","0","N/A","n/e","n/e","263","261","n/e"
"20.07.2022 06:00 - 20.07.2022 07:00","331","N/A","331","N/A","n/e","n/e","230","239","n/e"
"20.07.2022 07:00 - 20.07.2022 08:00","1878","N/A","1878","N/A","n/e","n/e","203","199","n/e"
"20.07.2022 08:00 - 20.07.2022 09:00","4465","N/A","4444","N/A","n/e","n/e","171","162","n/e"
"20.07.2022 09:00 - 20.07.2022 10:00","6921","N/A","6926","N/A","n/e","n/e","150","146","n/e"
"20.07.2022 10:00 - 20.07.2022 11:00","8423","N/A","8470","N/A","n/e","n/e","157","156","n/e"
"20.07.2022 11:00 - 20.07.2022 12:00","9794","N/A","9779","N/A","n/e","n/e","212","210","n/e"
"20.07.2022 12:00 - 20.07.2022 13:00","10260","N/A","10258","N/A","n/e","n/e","348","322","n/e"
"20.07.2022 13:00 - 20.07.2022 14:00","10306","N/A","10312","N/A","n/e","n/e","526","492","n/e"
"20.07.2022 14:00 - 20.07.2022 15:00","10194","N/A","10164","N/A","n/e","n/e","701","673","n/e"
"20.07.2022 15:00 - 20.07.2022 16:00","9548","N/A","9513","N/A","n/e","n/e","866","793","n/e"
"20.07.2022 16:00 - 20.07.2022 17:00","8051","N/A","7991","N/A","n/e","n/e","994","889","n/e"
"20.07.2022 17:00 - 20.07.2022 18:00","6137","N/A","6001","N/A","n/e","n/e","1146","1037","n/e"
"20.07.2022 18:00 - 20.07.2022 19:00","3609","N/A","3513","N/A","n/e","n/e","1029","965","n/e"
"20.07.2022 19:00 - 20.07.2022 20:00","1299","N/A","1198","N/A","n/e","n/e","850","840","n/e"
"20.07.2022 20:00 - 20.07.2022 21:00","149","N/A","122","N/A","n/e","n/e","596","622","n/e"
"20.07.2022 21:00 - 20.07.2022 22:00","0","N/A","0","N/A","n/e","n/e","297","303","n/e"
"20.07.2022 22:00 - 20.07.2022 23:00","0","N/A","0","N/A","n/e","n/e","164","153","n/e"
"20.07.2022 23:00 - 21.07.2022 00:00","0","N/A","0","N/A","n/e","n/e","107","80","n/e"
"21.07.2022 00:00 - 21.07.2022 01:00","0","N/A","0","N/A","n/e","n/e","71","71","n/e"
"21.07.2022 01:00 - 21.07.2022 02:00","0","N/A","0","N/A","n/e","n/e","78","78","n/e"
"21.07.2022 02:00 - 21.07.2022 03:00","0","N/A","0","N/A","n/e","n/e","98","98","n/e"
"21.07.2022 03:00 - 21.07.2022 04:00","0","N/A","0","N/A","n/e","n/e","101","101","n/e"
"21.07.2022 04:00 - 21.07.2022 05:00","0","N/A","0","N/A","n/e","n/e","109","78","n/e"
"21.07.2022 05:00 - 21.07.2022 06:00","0","N/A","0","N/A","n/e","n/e","115","71","n/e"
"21.07.2022 06:00 - 21.07.2022 07:00","306","N/A","308","N/A","n/e","n/e","98","68","n/e"
"21.07.2022 07:00 - 21.07.2022 08:00","1793","N/A","1793","N/A","n/e","n/e","81","61","n/e"
"21.07.2022 08:00 - 21.07.2022 09:00","4266","N/A","4361","N/A","n/e","n/e","49","36","n/e"
"21.07.2022 09:00 - 21.07.2022 10:00","6592","N/A","6691","N/A","n/e","n/e","44","31","n/e"
"21.07.2022 10:00 - 21.07.2022 11:00","8258","N/A","8288","N/A","n/e","n/e","68","58","n/e"
"21.07.2022 11:00 - 21.07.2022 12:00","9578","N/A","9572","N/A","n/e","n/e","141","121","n/e"
"21.07.2022 12:00 - 21.07.2022 13:00","10171","N/A","10147","N/A","n/e","n/e","285","264","n/e"
"21.07.2022 13:00 - 21.07.2022 14:00","10255","N/A","10238","N/A","n/e","n/e","520","482","n/e"
"21.07.2022 14:00 - 21.07.2022 15:00","10066","N/A","10057","N/A","n/e","n/e","850","786","n/e"
"21.07.2022 15:00 - 21.07.2022 16:00","9313","N/A","9365","N/A","n/e","n/e","1135","1039","n/e"
"21.07.2022 16:00 - 21.07.2022 17:00","7863","N/A","7831","N/A","n/e","n/e","1415","1305","n/e"
"21.07.2022 17:00 - 21.07.2022 18:00","5983","N/A","5797","N/A","n/e","n/e","1616","1517","n/e"
"21.07.2022 18:00 - 21.07.2022 19:00","3520","N/A","3370","N/A","n/e","n/e","1280","1271","n/e"
"21.07.2022 19:00 - 21.07.2022 20:00","1261","N/A","1159","N/A","n/e","n/e","896","879","n/e"
"21.07.2022 20:00 - 21.07.2022 21:00","137","N/A","116","N/A","n/e","n/e","577","534","n/e"
"21.07.2022 21:00 - 21.07.2022 22:00","0","N/A","0","N/A","n/e","n/e","400","372","n/e"
"21.07.2022 22:00 - 21.07.2022 23:00","0","N/A","0","N/A","n/e","n/e","332","324","n/e"
"21.07.2022 23:00 - 22.07.2022 00:00","0","N/A","0","N/A","n/e","n/e","307","318","n/e"
"22.07.2022 00:00 - 22.07.2022 01:00","0","N/A","0","N/A","n/e","n/e","274","274","n/e"
"22.07.2022 01:00 - 22.07.2022 02:00","0","N/A","0","N/A","n/e","n/e","250","250","n/e"
"22.07.2022 02:00 - 22.07.2022 03:00","0","N/A","0","N/A","n/e","n/e","235","235","n/e"
"22.07.2022 03:00 - 22.07.2022 04:00","0","N/A","0","N/A","n/e","n/e","219","219","n/e"
"22.07.2022 04:00 - 22.07.2022 05:00","0","N/A","0","N/A","n/e","n/e","196","179","n/e"
"22.07.2022 05:00 - 22.07.2022 06:00","0","N/A","0","N/A","n/e","n/e","187","175","n/e"
"22.07.2022 06:00 - 22.07.2022 07:00","304","N/A","304","N/A","n/e","n/e","161","155","n/e"
"22.07.2022 07:00 - 22.07.2022 08:00","1835","N/A","1835","N/A","n/e","n/e","140","128","n/e"
"22.07.2022 08:00 - 22.07.2022 09:00","4325","N/A","4271","N/A","n/e","n/e","108","98","n/e"
"22.07.2022 09:00 - 22.07.2022 10:00","6571","N/A","6553","N/A","n/e","n/e","113","90","n/e"
"22.07.2022 10:00 - 22.07.2022 11:00","8246","N/A","8243","N/A","n/e","n/e","114","113","n/e"
"22.07.2022 11:00 - 22.07.2022 12:00","9584","N/A","9542","N/A","n/e","n/e","169","160","n/e"
"22.07.2022 12:00 - 22.07.2022 13:00","10190","N/A","10109","N/A","n/e","n/e","312","280","n/e"
"22.07.2022 13:00 - 22.07.2022 14:00","10275","N/A","10191","N/A","n/e","n/e","525","482","n/e"
"22.07.2022 14:00 - 22.07.2022 15:00","10059","N/A","9891","N/A","n/e","n/e","809","749","n/e"
"22.07.2022 15:00 - 22.07.2022 16:00","9272","N/A","9180","N/A","n/e","n/e","995","942","n/e"
"22.07.2022 16:00 - 22.07.2022 17:00","7800","N/A","7702","N/A","n/e","n/e","1157","1082","n/e"
"22.07.2022 17:00 - 22.07.2022 18:00","5940","N/A","5688","N/A","n/e","n/e","1278","1219","n/e"
"22.07.2022 18:00 - 22.07.2022 19:00","3486","N/A","3314","N/A","n/e","n/e","1071","1064","n/e"
"22.07.2022 19:00 - 22.07.2022 20:00","1245","N/A","1127","N/A","n/e","n/e","795","816","n/e"
"22.07.2022 20:00 - 22.07.2022 21:00","133","N/A","107","N/A","n/e","n/e","547","562","n/e"
"22.07.2022 21:00 - 22.07.2022 22:00","0","N/A","0","N/A","n/e","n/e","376","382","n/e"
"22.07.2022 22:00 - 22.07.2022 23:00","0","N/A","0","N/A","n/e","n/e","332","333","n/e"
"22.07.2022 23:00 - 23.07.2022 00:00","0","N/A","0","N/A","n/e","n/e","328","349","n/e"
"23.07.2022 00:00 - 23.07.2022 01:00","0","N/A","0","N/A","n/e","n/e","360","360","n/e"
"23.07.2022 01:00 - 23.07.2022 02:00","0","N/A","0","N/A","n/e","n/e","394","394","n/e"
"23.07.2022 02:00 - 23.07.2022 03:00","0","N/A","0","N/A","n/e","n/e","429","429","n/e"
"23.07.2022 03:00 - 23.07.2022 04:00","0","N/A","0","N/A","n/e","n/e","411","411","n/e"
"23.07.2022 04:00 - 23.07.2022 05:00","0","N/A","0","N/A","n/e","n/e","421","458","n/e"
"23.07.2022 05:00 - 23.07.2022 06:00","0","N/A","0","N/A","n/e","n/e","435","506","n/e"
"23.07.2022 06:00 - 23.07.2022 07:00","297","N/A","297","N/A","n/e","n/e","362","414","n/e"
"23.07.2022 07:00 - 23.07.2022 08:00","1786","N/A","1783","N/A","n/e","n/e","306","327","n/e"
"23.07.2022 08:00 - 23.07.2022 09:00","4183","N/A","4185","N/A","n/e","n/e","221","235","n/e"
"23.07.2022 09:00 - 23.07.2022 10:00","6448","N/A","6430","N/A","n/e","n/e","149","165","n/e"
"23.07.2022 10:00 - 23.07.2022 11:00","8144","N/A","8145","N/A","n/e","n/e","125","139","n/e"
"23.07.2022 11:00 - 23.07.2022 12:00","9453","N/A","9465","N/A","n/e","n/e","175","192","n/e"
"23.07.2022 12:00 - 23.07.2022 13:00","9941","N/A","9919","N/A","n/e","n/e","338","346","n/e"
"23.07.2022 13:00 - 23.07.2022 14:00","10020","N/A","9941","N/A","n/e","n/e","620","663","n/e"
"23.07.2022 14:00 - 23.07.2022 15:00","9679","N/A","9579","N/A","n/e","n/e","974","1057","n/e"
"23.07.2022 15:00 - 23.07.2022 16:00","8806","N/A","8697","N/A","n/e","n/e","1196","1269","n/e"
"23.07.2022 16:00 - 23.07.2022 17:00","7243","N/A","7100","N/A","n/e","n/e","1441","1425","n/e"
"23.07.2022 17:00 - 23.07.2022 18:00","5486","N/A","5225","N/A","n/e","n/e","1523","1468","n/e"
"23.07.2022 18:00 - 23.07.2022 19:00","3227","N/A","3014","N/A","n/e","n/e","1292","1241","n/e"
"23.07.2022 19:00 - 23.07.2022 20:00","1194","N/A","1063","N/A","n/e","n/e","1116","1096","n/e"
"23.07.2022 20:00 - 23.07.2022 21:00","130","N/A","103","N/A","n/e","n/e","961","997","n/e"
"23.07.2022 21:00 - 23.07.2022 22:00","0","N/A","0","N/A","n/e","n/e","795","850","n/e"
"23.07.2022 22:00 - 23.07.2022 23:00","0","N/A","0","N/A","n/e","n/e","768","809","n/e"
"23.07.2022 23:00 - 24.07.2022 00:00","0","N/A","0","N/A","n/e","n/e","807","871","n/e"
"24.07.2022 00:00 - 24.07.2022 01:00","0","N/A","0","N/A","n/e","n/e","932","932","n/e"
"24.07.2022 01:00 - 24.07.2022 02:00","0","N/A","0","N/A","n/e","n/e","997","997","n/e"
"24.07.2022 02:00 - 24.07.2022 03:00","0","N/A","0","N/A","n/e","n/e","1058","1058","n/e"
"24.07.2022 03:00 - 24.07.2022 04:00","0","N/A","0","N/A","n/e","n/e","1094","1094","n/e"
"24.07.2022 04:00 - 24.07.2022 05:00","0","N/A","0","N/A","n/e","n/e","1127","1136","n/e"
"24.07.2022 05:00 - 24.07.2022 06:00","0","N/A","0","N/A","n/e","n/e","1184","1244","n/e"
"24.07.2022 06:00 - 24.07.2022 07:00","288","N/A","288","N/A","n/e","n/e","1062","1104","n/e"
"24.07.2022 07:00 - 24.07.2022 08:00","1752","N/A","1751","N/A","n/e","n/e","931","956","n/e"
"24.07.2022 08:00 - 24.07.2022 09:00","4090","N/A","4099","N/A","n/e","n/e","789","811","n/e"
"24.07.2022 09:00 - 24.07.2022 10:00","6323","N/A","6291","N/A","n/e","n/e","614","646","n/e"
"24.07.2022 10:00 - 24.07.2022 11:00","8104","N/A","8103","N/A","n/e","n/e","524","568","n/e"
"24.07.2022 11:00 - 24.07.2022 12:00","9439","N/A","9432","N/A","n/e","n/e","524","572","n/e"
"24.07.2022 12:00 - 24.07.2022 13:00","9994","N/A","9960","N/A","n/e","n/e","658","703","n/e"
"24.07.2022 13:00 - 24.07.2022 14:00","10153","N/A","10108","N/A","n/e","n/e","929","1046","n/e"
"24.07.2022 14:00 - 24.07.2022 15:00","9844","N/A","9810","N/A","n/e","n/e","1274","1435","n/e"
"24.07.2022 15:00 - 24.07.2022 16:00","9059","N/A","9054","N/A","n/e","n/e","1581","1744","n/e"
"24.07.2022 16:00 - 24.07.2022 17:00","7624","N/A","7600","N/A","n/e","n/e","1765","1898","n/e"
"24.07.2022 17:00 - 24.07.2022 18:00","5728","N/A","5590","N/A","n/e","n/e","1778","1890","n/e"
"24.07.2022 18:00 - 24.07.2022 19:00","3314","N/A","3222","N/A","n/e","n/e","1483","1536","n/e"
"24.07.2022 19:00 - 24.07.2022 20:00","1189","N/A","1095","N/A","n/e","n/e","1261","1241","n/e"
"24.07.2022 20:00 - 24.07.2022 21:00","127","N/A","103","N/A","n/e","n/e","1059","989","n/e"
"24.07.2022 21:00 - 24.07.2022 22:00","0","N/A","0","N/A","n/e","n/e","851","821","n/e"
"24.07.2022 22:00 - 24.07.2022 23:00","0","N/A","0","N/A","n/e","n/e","692","718","n/e"
"24.07.2022 23:00 - 25.07.2022 00:00","0","N/A","0","N/A","n/e","n/e","600","679","n/e"
"25.07.2022 00:00 - 25.07.2022 01:00","0","N/A","0","N/A","n/e","n/e","628","628","n/e"
"25.07.2022 01:00 - 25.07.2022 02:00","0","N/A","0","N/A","n/e","n/e","658","658","n/e"
"25.07.2022 02:00 - 25.07.2022 03:00","0","N/A","0","N/A","n/e","n/e","737","737","n/e"
"25.07.2022 03:00 - 25.07.2022 04:00","0","N/A","0","N/A","n/e","n/e","746","746","n/e"
"25.07.2022 04:00 - 25.07.2022 05:00","0","N/A","0","N/A","n/e","n/e","745","702","n/e"
"25.07.2022 05:00 - 25.07.2022 06:00","0","N/A","0","N/A","n/e","n/e","758","735","n/e"
"25.07.2022 06:00 - 25.07.2022 07:00","276","N/A","276","N/A","n/e","n/e","640","636","n/e"
"25.07.2022 07:00 - 25.07.2022 08:00","1728","N/A","1728","N/A","n/e","n/e","562","561","n/e"
"25.07.2022 08:00 - 25.07.2022 09:00","4118","N/A","4106","N/A","n/e","n/e","445","453","n/e"
"25.07.2022 09:00 - 25.07.2022 10:00","6345","N/A","6380","N/A","n/e","n/e","431","447","n/e"
"25.07.2022 10:00 - 25.07.2022 11:00","8105","N/A","8101","N/A","n/e","n/e","426","451","n/e"
"25.07.2022 11:00 - 25.07.2022 12:00","9444","N/A","9423","N/A","n/e","n/e","489","517","n/e"
"25.07.2022 12:00 - 25.07.2022 13:00","10016","N/A","10039","N/A","n/e","n/e","666","697","n/e"
"25.07.2022 13:00 - 25.07.2022 14:00","10165","N/A","10148","N/A","n/e","n/e","927","983","n/e"
"25.07.2022 14:00 - 25.07.2022 15:00","9878","N/A","9822","N/A","n/e","n/e","1288","1318","n/e"
"25.07.2022 15:00 - 25.07.2022 16:00","9149","N/A","9007","N/A","n/e","n/e","1595","1569","n/e"
"25.07.2022 16:00 - 25.07.2022 17:00","7574","N/A","7523","N/A","n/e","n/e","1952","1865","n/e"
"25.07.2022 17:00 - 25.07.2022 18:00","5722","N/A","5445","N/A","n/e","n/e","2232","2025","n/e"
"25.07.2022 18:00 - 25.07.2022 19:00","3281","N/A","3102","N/A","n/e","n/e","1804","1605","n/e"
"25.07.2022 19:00 - 25.07.2022 20:00","1168","N/A","1061","N/A","n/e","n/e","1313","1267","n/e"
"25.07.2022 20:00 - 25.07.2022 21:00","122","N/A","97","N/A","n/e","n/e","964","1000","n/e"
"25.07.2022 21:00 - 25.07.2022 22:00","0","N/A","0","N/A","n/e","n/e","801","856","n/e"
"25.07.2022 22:00 - 25.07.2022 23:00","0","N/A","0","N/A","n/e","n/e","794","812","n/e"
"25.07.2022 23:00 - 26.07.2022 00:00","0","N/A","0","N/A","n/e","n/e","845","837","n/e"
"26.07.2022 00:00 - 26.07.2022 01:00","0","N/A","0","N/A","n/e","n/e","1004","1004","n/e"
"26.07.2022 01:00 - 26.07.2022 02:00","0","N/A","0","N/A","n/e","n/e","1106","1106","n/e"
"26.07.2022 02:00 - 26.07.2022 03:00","0","N/A","0","N/A","n/e","n/e","1245","1245","n/e"
"26.07.2022 03:00 - 26.07.2022 04:00","0","N/A","0","N/A","n/e","n/e","1338","1338","n/e"
"26.07.2022 04:00 - 26.07.2022 05:00","0","N/A","0","N/A","n/e","n/e","1425","1411","n/e"
"26.07.2022 05:00 - 26.07.2022 06:00","0","N/A","0","N/A","n/e","n/e","1525","1501","n/e"
"26.07.2022 06:00 - 26.07.2022 07:00","246","N/A","246","N/A","n/e","n/e","1335","1315","n/e"
"26.07.2022 07:00 - 26.07.2022 08:00","1533","N/A","1536","N/A","n/e","n/e","1152","1126","n/e"
"26.07.2022 08:00 - 26.07.2022 09:00","3867","N/A","3817","N/A","n/e","n/e","955","936","n/e"
"26.07.2022 09:00 - 26.07.2022 10:00","5979","N/A","5921","N/A","n/e","n/e","882","862","n/e"
"26.07.2022 10:00 - 26.07.2022 11:00","7666","N/A","7459","N/A","n/e","n/e","904","900","n/e"
"26.07.2022 11:00 - 26.07.2022 12:00","8792","N/A","8630","N/A","n/e","n/e","1021","1015","n/e"
"26.07.2022 12:00 - 26.07.2022 13:00","9331","N/A","9155","N/A","n/e","n/e","1232","1176","n/e"
"26.07.2022 13:00 - 26.07.2022 14:00","9378","N/A","9226","N/A","n/e","n/e","1534","1557","n/e"
"26.07.2022 14:00 - 26.07.2022 15:00","8984","N/A","8919","N/A","n/e","n/e","1901","2092","n/e"
"26.07.2022 15:00 - 26.07.2022 16:00","8152","N/A","8126","N/A","n/e","n/e","2122","2315","n/e"
"26.07.2022 16:00 - 26.07.2022 17:00","6787","N/A","6687","N/A","n/e","n/e","2248","2387","n/e"
"26.07.2022 17:00 - 26.07.2022 18:00","5235","N/A","4918","N/A","n/e","n/e","2244","2393","n/e"
"26.07.2022 18:00 - 26.07.2022 19:00","3059","N/A","2813","N/A","n/e","n/e","1837","1920","n/e"
