MTU (CET/CEST),Generation - Solar  [MW] Day Ahead/ Estonia (EE),Generation - Solar  [MW] Day Ahead/ Estonia (EE),Generation - Solar  [MW] Day Ahead/ Estonia (EE),Generation - Wind Offshore  [MW] Day Ahead/ Estonia (EE),Generation - Wind Offshore  [MW] Intraday / Estonia (EE),Generation - Wind Offshore  [MW] Current / Estonia (EE),Generation - Wind Onshore  [MW] Day Ahead/ Estonia (EE),Generation - Wind Onshore  [MW] Day Ahead/ Estonia (EE),Generation - Wind Onshore  [MW] Day Ahead/ Estonia (EE)
02.05.2022 16:00 - 02.05.2022 17:00,108,108,108,n/e,n/e,n/e,211,211,211
02.05.2022 17:00 - 02.05.2022 18:00,68,68,68,n/e,n/e,n/e,211,211,211
02.05.2022 18:00 - 02.05.2022 19:00,20,20,20,n/e,n/e,n/e,223,223,223
02.05.2022 19:00 - 02.05.2022 20:00,5,5,5,n/e,n/e,n/e,223,223,223
02.05.2022 20:00 - 02.05.2022 21:00,0,0,0,n/e,n/e,n/e,215,215,215
02.05.2022 21:00 - 02.05.2022 22:00,0,0,0,n/e,n/e,n/e,193,193,193
02.05.2022 22:00 - 02.05.2022 23:00,0,0,0,n/e,n/e,n/e,142,142,142
02.05.2022 23:00 - 03.05.2022 00:00,0,0,0,n/e,n/e,n/e,102,102,102
03.05.2022 00:00 - 03.05.2022 01:00,0,0,0,n/e,n/e,n/e,69,69,69
03.05.2022 01:00 - 03.05.2022 02:00,0,0,0,n/e,n/e,n/e,60,60,60
03.05.2022 02:00 - 03.05.2022 03:00,0,0,0,n/e,n/e,n/e,68,68,68
03.05.2022 03:00 - 03.05.2022 04:00,0,0,0,n/e,n/e,n/e,78,78,78
03.05.2022 04:00 - 03.05.2022 05:00,1,1,1,n/e,n/e,n/e,92,92,92
03.05.2022 05:00 - 03.05.2022 06:00,9,9,9,n/e,n/e,n/e,103,103,103
03.05.2022 06:00 - 03.05.2022 07:00,52,52,52,n/e,n/e,n/e,107,107,107
03.05.2022 07:00 - 03.05.2022 08:00,115,115,115,n/e,n/e,n/e,116,116,116
03.05.2022 08:00 - 03.05.2022 09:00,189,189,189,n/e,n/e,n/e,129,129,129
03.05.2022 09:00 - 03.05.2022 10:00,240,240,240,n/e,n/e,n/e,144,144,144
03.05.2022 10:00 - 03.05.2022 11:00,272,272,272,n/e,n/e,n/e,164,164,164
03.05.2022 11:00 - 03.05.2022 12:00,280,280,280,n/e,n/e,n/e,187,187,187
03.05.2022 12:00 - 03.05.2022 13:00,274,274,274,n/e,n/e,n/e,203,203,203
03.05.2022 13:00 - 03.05.2022 14:00,262,262,262,n/e,n/e,n/e,212,212,212
03.05.2022 14:00 - 03.05.2022 15:00,230,230,230,n/e,n/e,n/e,216,216,216
03.05.2022 15:00 - 03.05.2022 16:00,185,185,185,n/e,n/e,n/e,216,216,216
03.05.2022 16:00 - 03.05.2022 17:00,134,134,134,n/e,n/e,n/e,211,211,211
03.05.2022 17:00 - 03.05.2022 18:00,77,77,77,n/e,n/e,n/e,197,197,197
03.05.2022 18:00 - 03.05.2022 19:00,23,23,23,n/e,n/e,n/e,185,185,185
03.05.2022 19:00 - 03.05.2022 20:00,5,5,5,n/e,n/e,n/e,168,168,168
03.05.2022 20:00 - 03.05.2022 21:00,0,0,0,n/e,n/e,n/e,162,162,162
03.05.2022 21:00 - 03.05.2022 22:00,0,0,0,n/e,n/e,n/e,146,146,146
03.05.2022 22:00 - 03.05.2022 23:00,0,0,0,n/e,n/e,n/e,134,134,134
03.05.2022 23:00 - 04.05.2022 00:00,0,0,0,n/e,n/e,n/e,128,128,128
04.05.2022 00:00 - 04.05.2022 01:00,0,0,0,n/e,n/e,n/e,102,102,102
04.05.2022 01:00 - 04.05.2022 02:00,0,0,0,n/e,n/e,n/e,91,91,91
04.05.2022 02:00 - 04.05.2022 03:00,0,0,0,n/e,n/e,n/e,82,82,82
04.05.2022 03:00 - 04.05.2022 04:00,0,0,0,n/e,n/e,n/e,73,73,73
04.05.2022 04:00 - 04.05.2022 05:00,1,1,1,n/e,n/e,n/e,68,68,68
04.05.2022 05:00 - 04.05.2022 06:00,11,11,11,n/e,n/e,n/e,63,63,63
04.05.2022 06:00 - 04.05.2022 07:00,48,48,48,n/e,n/e,n/e,61,61,61
04.05.2022 07:00 - 04.05.2022 08:00,123,123,123,n/e,n/e,n/e,55,55,55
04.05.2022 08:00 - 04.05.2022 09:00,196,196,196,n/e,n/e,n/e,53,53,53
04.05.2022 09:00 - 04.05.2022 10:00,245,245,245,n/e,n/e,n/e,45,45,45
04.05.2022 10:00 - 04.05.2022 11:00,266,266,266,n/e,n/e,n/e,50,50,50
04.05.2022 11:00 - 04.05.2022 12:00,275,275,275,n/e,n/e,n/e,51,51,51
04.05.2022 12:00 - 04.05.2022 13:00,268,268,268,n/e,n/e,n/e,54,54,54
04.05.2022 13:00 - 04.05.2022 14:00,261,261,261,n/e,n/e,n/e,50,50,50
04.05.2022 14:00 - 04.05.2022 15:00,248,248,248,n/e,n/e,n/e,52,52,52
04.05.2022 15:00 - 04.05.2022 16:00,209,209,209,n/e,n/e,n/e,51,51,51
04.05.2022 16:00 - 04.05.2022 17:00,150,150,150,n/e,n/e,n/e,53,53,53
04.05.2022 17:00 - 04.05.2022 18:00,74,74,74,n/e,n/e,n/e,46,46,46
04.05.2022 18:00 - 04.05.2022 19:00,23,23,23,n/e,n/e,n/e,32,32,32
04.05.2022 19:00 - 04.05.2022 20:00,5,5,5,n/e,n/e,n/e,26,26,26
04.05.2022 20:00 - 04.05.2022 21:00,0,0,0,n/e,n/e,n/e,24,24,24
04.05.2022 21:00 - 04.05.2022 22:00,0,0,0,n/e,n/e,n/e,26,26,26
04.05.2022 22:00 - 04.05.2022 23:00,0,0,0,n/e,n/e,n/e,29,29,29
04.05.2022 23:00 - 05.05.2022 00:00,0,0,0,n/e,n/e,n/e,33,33,33
05.05.2022 00:00 - 05.05.2022 01:00,0,0,0,n/e,n/e,n/e,40,40,40
05.05.2022 01:00 - 05.05.2022 02:00,0,0,0,n/e,n/e,n/e,49,49,49
05.05.2022 02:00 - 05.05.2022 03:00,0,0,0,n/e,n/e,n/e,57,57,57
05.05.2022 03:00 - 05.05.2022 04:00,0,0,0,n/e,n/e,n/e,61,61,61
05.05.2022 04:00 - 05.05.2022 05:00,2,2,2,n/e,n/e,n/e,65,65,65
05.05.2022 05:00 - 05.05.2022 06:00,8,8,8,n/e,n/e,n/e,68,68,68
05.05.2022 06:00 - 05.05.2022 07:00,30,30,30,n/e,n/e,n/e,69,69,69
05.05.2022 07:00 - 05.05.2022 08:00,67,67,67,n/e,n/e,n/e,67,67,67
05.05.2022 08:00 - 05.05.2022 09:00,106,106,106,n/e,n/e,n/e,67,67,67
05.05.2022 09:00 - 05.05.2022 10:00,141,141,141,n/e,n/e,n/e,70,70,70
05.05.2022 10:00 - 05.05.2022 11:00,184,184,184,n/e,n/e,n/e,79,79,79
05.05.2022 11:00 - 05.05.2022 12:00,211,211,211,n/e,n/e,n/e,90,90,90
05.05.2022 12:00 - 05.05.2022 13:00,202,202,202,n/e,n/e,n/e,95,95,95
05.05.2022 13:00 - 05.05.2022 14:00,190,190,190,n/e,n/e,n/e,88,88,88
05.05.2022 14:00 - 05.05.2022 15:00,163,163,163,n/e,n/e,n/e,89,89,89
05.05.2022 15:00 - 05.05.2022 16:00,128,128,128,n/e,n/e,n/e,85,85,85
05.05.2022 16:00 - 05.05.2022 17:00,87,87,87,n/e,n/e,n/e,78,78,78
05.05.2022 17:00 - 05.05.2022 18:00,47,47,47,n/e,n/e,n/e,67,67,67
05.05.2022 18:00 - 05.05.2022 19:00,17,17,17,n/e,n/e,n/e,55,55,55
05.05.2022 19:00 - 05.05.2022 20:00,4,4,4,n/e,n/e,n/e,48,48,48
05.05.2022 20:00 - 05.05.2022 21:00,0,0,0,n/e,n/e,n/e,46,46,46
05.05.2022 21:00 - 05.05.2022 22:00,0,0,0,n/e,n/e,n/e,45,45,45
05.05.2022 22:00 - 05.05.2022 23:00,0,0,0,n/e,n/e,n/e,47,47,47
05.05.2022 23:00 - 06.05.2022 00:00,0,0,0,n/e,n/e,n/e,51,51,51
06.05.2022 00:00 - 06.05.2022 01:00,0,0,0,n/e,n/e,n/e,43,43,43
06.05.2022 01:00 - 06.05.2022 02:00,0,0,0,n/e,n/e,n/e,47,47,47
06.05.2022 02:00 - 06.05.2022 03:00,0,0,0,n/e,n/e,n/e,49,49,49
06.05.2022 03:00 - 06.05.2022 04:00,0,0,0,n/e,n/e,n/e,50,50,50
06.05.2022 04:00 - 06.05.2022 05:00,1,1,1,n/e,n/e,n/e,46,46,46
06.05.2022 05:00 - 06.05.2022 06:00,11,11,11,n/e,n/e,n/e,40,40,40
06.05.2022 06:00 - 06.05.2022 07:00,47,47,47,n/e,n/e,n/e,31,31,31
06.05.2022 07:00 - 06.05.2022 08:00,120,120,120,n/e,n/e,n/e,21,21,21
06.05.2022 08:00 - 06.05.2022 09:00,181,181,181,n/e,n/e,n/e,18,18,18
06.05.2022 09:00 - 06.05.2022 10:00,218,218,218,n/e,n/e,n/e,18,18,18
06.05.2022 10:00 - 06.05.2022 11:00,235,235,235,n/e,n/e,n/e,20,20,20
06.05.2022 11:00 - 06.05.2022 12:00,234,234,234,n/e,n/e,n/e,21,21,21
06.05.2022 12:00 - 06.05.2022 13:00,214,214,214,n/e,n/e,n/e,23,23,23
06.05.2022 13:00 - 06.05.2022 14:00,197,197,197,n/e,n/e,n/e,23,23,23
06.05.2022 14:00 - 06.05.2022 15:00,182,182,182,n/e,n/e,n/e,23,23,23
06.05.2022 15:00 - 06.05.2022 16:00,158,158,158,n/e,n/e,n/e,21,21,21
06.05.2022 16:00 - 06.05.2022 17:00,126,126,126,n/e,n/e,n/e,20,20,20
06.05.2022 17:00 - 06.05.2022 18:00,76,76,76,n/e,n/e,n/e,19,19,19
06.05.2022 18:00 - 06.05.2022 19:00,27,27,27,n/e,n/e,n/e,21,21,21
06.05.2022 19:00 - 06.05.2022 20:00,5,5,5,n/e,n/e,n/e,19,19,19
06.05.2022 20:00 - 06.05.2022 21:00,0,0,0,n/e,n/e,n/e,25,25,25
06.05.2022 21:00 - 06.05.2022 22:00,0,0,0,n/e,n/e,n/e,40,40,40
06.05.2022 22:00 - 06.05.2022 23:00,0,0,0,n/e,n/e,n/e,52,52,52
06.05.2022 23:00 - 07.05.2022 00:00,0,0,0,n/e,n/e,n/e,64,64,64
07.05.2022 00:00 - 07.05.2022 01:00,0,0,0,n/e,n/e,n/e,61,61,61
07.05.2022 01:00 - 07.05.2022 02:00,0,0,0,n/e,n/e,n/e,71,71,71
07.05.2022 02:00 - 07.05.2022 03:00,0,0,0,n/e,n/e,n/e,69,69,69
07.05.2022 03:00 - 07.05.2022 04:00,0,0,0,n/e,n/e,n/e,73,73,73
07.05.2022 04:00 - 07.05.2022 05:00,1,1,1,n/e,n/e,n/e,78,78,78
07.05.2022 05:00 - 07.05.2022 06:00,14,14,14,n/e,n/e,n/e,80,80,80
07.05.2022 06:00 - 07.05.2022 07:00,57,57,57,n/e,n/e,n/e,73,73,73
07.05.2022 07:00 - 07.05.2022 08:00,118,118,118,n/e,n/e,n/e,73,73,73
07.05.2022 08:00 - 07.05.2022 09:00,177,177,177,n/e,n/e,n/e,76,76,76
07.05.2022 09:00 - 07.05.2022 10:00,232,232,232,n/e,n/e,n/e,73,73,73
07.05.2022 10:00 - 07.05.2022 11:00,240,240,240,n/e,n/e,n/e,81,81,81
07.05.2022 11:00 - 07.05.2022 12:00,229,229,229,n/e,n/e,n/e,94,94,94
07.05.2022 12:00 - 07.05.2022 13:00,219,219,219,n/e,n/e,n/e,108,108,108
07.05.2022 13:00 - 07.05.2022 14:00,197,197,197,n/e,n/e,n/e,114,114,114
07.05.2022 14:00 - 07.05.2022 15:00,144,144,144,n/e,n/e,n/e,112,112,112
07.05.2022 15:00 - 07.05.2022 16:00,99,99,99,n/e,n/e,n/e,106,106,106
07.05.2022 16:00 - 07.05.2022 17:00,65,65,65,n/e,n/e,n/e,104,104,104
07.05.2022 17:00 - 07.05.2022 18:00,38,38,38,n/e,n/e,n/e,88,88,88
07.05.2022 18:00 - 07.05.2022 19:00,18,18,18,n/e,n/e,n/e,82,82,82
07.05.2022 19:00 - 07.05.2022 20:00,3,3,3,n/e,n/e,n/e,78,78,78
07.05.2022 20:00 - 07.05.2022 21:00,0,0,0,n/e,n/e,n/e,84,84,84
07.05.2022 21:00 - 07.05.2022 22:00,0,0,0,n/e,n/e,n/e,88,88,88
07.05.2022 22:00 - 07.05.2022 23:00,0,0,0,n/e,n/e,n/e,96,96,96
07.05.2022 23:00 - 08.05.2022 00:00,0,0,0,n/e,n/e,n/e,102,102,102
08.05.2022 00:00 - 08.05.2022 01:00,0,0,0,n/e,n/e,n/e,85,85,85
08.05.2022 01:00 - 08.05.2022 02:00,0,0,0,n/e,n/e,n/e,82,82,82
08.05.2022 02:00 - 08.05.2022 03:00,0,0,0,n/e,n/e,n/e,82,82,82
08.05.2022 03:00 - 08.05.2022 04:00,0,0,0,n/e,n/e,n/e,85,85,85
08.05.2022 04:00 - 08.05.2022 05:00,3,3,3,n/e,n/e,n/e,89,89,89
08.05.2022 05:00 - 08.05.2022 06:00,14,14,14,n/e,n/e,n/e,86,86,86
08.05.2022 06:00 - 08.05.2022 07:00,56,56,56,n/e,n/e,n/e,81,81,81
08.05.2022 07:00 - 08.05.2022 08:00,126,126,126,n/e,n/e,n/e,71,71,71
08.05.2022 08:00 - 08.05.2022 09:00,202,202,202,n/e,n/e,n/e,73,73,73
08.05.2022 09:00 - 08.05.2022 10:00,270,270,270,n/e,n/e,n/e,80,80,80
08.05.2022 10:00 - 08.05.2022 11:00,298,298,298,n/e,n/e,n/e,94,94,94
08.05.2022 11:00 - 08.05.2022 12:00,301,301,301,n/e,n/e,n/e,114,114,114
08.05.2022 12:00 - 08.05.2022 13:00,298,298,298,n/e,n/e,n/e,137,137,137
08.05.2022 13:00 - 08.05.2022 14:00,290,290,290,n/e,n/e,n/e,152,152,152
08.05.2022 14:00 - 08.05.2022 15:00,256,256,256,n/e,n/e,n/e,161,161,161
08.05.2022 15:00 - 08.05.2022 16:00,210,210,210,n/e,n/e,n/e,163,163,163
08.05.2022 16:00 - 08.05.2022 17:00,149,149,149,n/e,n/e,n/e,160,160,160
08.05.2022 17:00 - 08.05.2022 18:00,81,81,81,n/e,n/e,n/e,150,150,150
08.05.2022 18:00 - 08.05.2022 19:00,29,29,29,n/e,n/e,n/e,134,134,134
08.05.2022 19:00 - 08.05.2022 20:00,8,8,8,n/e,n/e,n/e,115,115,115
08.05.2022 20:00 - 08.05.2022 21:00,0,0,0,n/e,n/e,n/e,97,97,97
08.05.2022 21:00 - 08.05.2022 22:00,0,0,0,n/e,n/e,n/e,86,86,86
08.05.2022 22:00 - 08.05.2022 23:00,0,0,0,n/e,n/e,n/e,80,80,80
08.05.2022 23:00 - 09.05.2022 00:00,0,0,0,n/e,n/e,n/e,75,75,75
09.05.2022 00:00 - 09.05.2022 01:00,0,0,0,n/e,n/e,n/e,63,63,63
09.05.2022 01:00 - 09.05.2022 02:00,0,0,0,n/e,n/e,n/e,57,57,57
09.05.2022 02:00 - 09.05.2022 03:00,0,0,0,n/e,n/e,n/e,48,48,48
09.05.2022 03:00 - 09.05.2022 04:00,0,0,0,n/e,n/e,n/e,41,41,41
09.05.2022 04:00 - 09.05.2022 05:00,3,3,3,n/e,n/e,n/e,37,37,37
09.05.2022 05:00 - 09.05.2022 06:00,12,12,12,n/e,n/e,n/e,34,34,34
09.05.2022 06:00 - 09.05.2022 07:00,44,44,44,n/e,n/e,n/e,27,27,27
09.05.2022 07:00 - 09.05.2022 08:00,115,115,115,n/e,n/e,n/e,22,22,22
09.05.2022 08:00 - 09.05.2022 09:00,183,183,183,n/e,n/e,n/e,28,28,28
09.05.2022 09:00 - 09.05.2022 10:00,230,230,230,n/e,n/e,n/e,39,39,39
09.05.2022 10:00 - 09.05.2022 11:00,239,239,239,n/e,n/e,n/e,54,54,54
09.05.2022 11:00 - 09.05.2022 12:00,244,244,244,n/e,n/e,n/e,68,68,68
09.05.2022 12:00 - 09.05.2022 13:00,235,235,235,n/e,n/e,n/e,75,75,75
09.05.2022 13:00 - 09.05.2022 14:00,217,217,217,n/e,n/e,n/e,76,76,76
09.05.2022 14:00 - 09.05.2022 15:00,198,198,198,n/e,n/e,n/e,75,75,75
09.05.2022 15:00 - 09.05.2022 16:00,174,174,174,n/e,n/e,n/e,71,71,71
09.05.2022 16:00 - 09.05.2022 17:00,137,137,137,n/e,n/e,n/e,63,63,63
09.05.2022 17:00 - 09.05.2022 18:00,84,84,84,n/e,n/e,n/e,55,55,55
09.05.2022 18:00 - 09.05.2022 19:00,33,33,33,n/e,n/e,n/e,46,46,46
09.05.2022 19:00 - 09.05.2022 20:00,6,6,6,n/e,n/e,n/e,40,40,40
09.05.2022 20:00 - 09.05.2022 21:00,0,0,0,n/e,n/e,n/e,40,40,40
09.05.2022 21:00 - 09.05.2022 22:00,0,0,0,n/e,n/e,n/e,45,45,45
09.05.2022 22:00 - 09.05.2022 23:00,0,0,0,n/e,n/e,n/e,51,51,51
09.05.2022 23:00 - 10.05.2022 00:00,0,0,0,n/e,n/e,n/e,57,57,57
10.05.2022 00:00 - 10.05.2022 01:00,0,0,0,n/e,n/e,n/e,72,72,72
10.05.2022 01:00 - 10.05.2022 02:00,0,0,0,n/e,n/e,n/e,79,79,79
10.05.2022 02:00 - 10.05.2022 03:00,0,0,0,n/e,n/e,n/e,97,97,97
10.05.2022 03:00 - 10.05.2022 04:00,0,0,0,n/e,n/e,n/e,102,102,102
10.05.2022 04:00 - 10.05.2022 05:00,3,3,3,n/e,n/e,n/e,114,114,114
10.05.2022 05:00 - 10.05.2022 06:00,16,16,16,n/e,n/e,n/e,108,108,108
10.05.2022 06:00 - 10.05.2022 07:00,56,56,56,n/e,n/e,n/e,99,99,99
10.05.2022 07:00 - 10.05.2022 08:00,119,119,119,n/e,n/e,n/e,89,89,89
10.05.2022 08:00 - 10.05.2022 09:00,192,192,192,n/e,n/e,n/e,90,90,90
10.05.2022 09:00 - 10.05.2022 10:00,251,251,251,n/e,n/e,n/e,88,88,88
10.05.2022 10:00 - 10.05.2022 11:00,276,276,276,n/e,n/e,n/e,83,83,83
10.05.2022 11:00 - 10.05.2022 12:00,285,285,285,n/e,n/e,n/e,85,85,85
10.05.2022 12:00 - 10.05.2022 13:00,288,288,288,n/e,n/e,n/e,90,90,90
10.05.2022 13:00 - 10.05.2022 14:00,282,282,282,n/e,n/e,n/e,95,95,95
10.05.2022 14:00 - 10.05.2022 15:00,260,260,260,n/e,n/e,n/e,99,99,99
10.05.2022 15:00 - 10.05.2022 16:00,217,217,217,n/e,n/e,n/e,101,101,101
10.05.2022 16:00 - 10.05.2022 17:00,143,143,143,n/e,n/e,n/e,99,99,99
10.05.2022 17:00 - 10.05.2022 18:00,76,76,76,n/e,n/e,n/e,101,101,101
10.05.2022 18:00 - 10.05.2022 19:00,24,24,24,n/e,n/e,n/e,102,102,102
10.05.2022 19:00 - 10.05.2022 20:00,4,4,4,n/e,n/e,n/e,101,101,101
10.05.2022 20:00 - 10.05.2022 21:00,0,0,0,n/e,n/e,n/e,114,114,114
10.05.2022 21:00 - 10.05.2022 22:00,0,0,0,n/e,n/e,n/e,128,128,128
10.05.2022 22:00 - 10.05.2022 23:00,0,0,0,n/e,n/e,n/e,150,150,150
10.05.2022 23:00 - 11.05.2022 00:00,0,0,0,n/e,n/e,n/e,169,169,169
11.05.2022 00:00 - 11.05.2022 01:00,0,0,0,n/e,n/e,n/e,169,169,169
11.05.2022 01:00 - 11.05.2022 02:00,0,0,0,n/e,n/e,n/e,181,181,181
11.05.2022 02:00 - 11.05.2022 03:00,0,0,0,n/e,n/e,n/e,187,187,187
11.05.2022 03:00 - 11.05.2022 04:00,0,0,0,n/e,n/e,n/e,191,191,191
11.05.2022 04:00 - 11.05.2022 05:00,1,1,1,n/e,n/e,n/e,193,193,193
11.05.2022 05:00 - 11.05.2022 06:00,4,4,4,n/e,n/e,n/e,187,187,187
11.05.2022 06:00 - 11.05.2022 07:00,19,19,19,n/e,n/e,n/e,173,173,173
11.05.2022 07:00 - 11.05.2022 08:00,40,40,40,n/e,n/e,n/e,153,153,153
11.05.2022 08:00 - 11.05.2022 09:00,61,61,61,n/e,n/e,n/e,136,136,136
11.05.2022 09:00 - 11.05.2022 10:00,83,83,83,n/e,n/e,n/e,123,123,123
11.05.2022 10:00 - 11.05.2022 11:00,109,109,109,n/e,n/e,n/e,117,117,117
11.05.2022 11:00 - 11.05.2022 12:00,138,138,138,n/e,n/e,n/e,116,116,116
11.05.2022 12:00 - 11.05.2022 13:00,159,159,159,n/e,n/e,n/e,114,114,114
11.05.2022 13:00 - 11.05.2022 14:00,181,181,181,n/e,n/e,n/e,109,109,109
11.05.2022 14:00 - 11.05.2022 15:00,188,188,188,n/e,n/e,n/e,103,103,103
11.05.2022 15:00 - 11.05.2022 16:00,175,175,175,n/e,n/e,n/e,91,91,91
11.05.2022 16:00 - 11.05.2022 17:00,119,119,119,n/e,n/e,n/e,76,76,76
11.05.2022 17:00 - 11.05.2022 18:00,63,63,63,n/e,n/e,n/e,63,63,63
11.05.2022 18:00 - 11.05.2022 19:00,24,24,24,n/e,n/e,n/e,56,56,56
11.05.2022 19:00 - 11.05.2022 20:00,6,6,6,n/e,n/e,n/e,56,56,56
11.05.2022 20:00 - 11.05.2022 21:00,0,0,0,n/e,n/e,n/e,62,62,62
11.05.2022 21:00 - 11.05.2022 22:00,0,0,0,n/e,n/e,n/e,71,71,71
11.05.2022 22:00 - 11.05.2022 23:00,0,0,0,n/e,n/e,n/e,77,77,77
11.05.2022 23:00 - 12.05.2022 00:00,0,0,0,n/e,n/e,n/e,76,76,76
12.05.2022 00:00 - 12.05.2022 01:00,0,0,0,n/e,n/e,n/e,74,74,74
12.05.2022 01:00 - 12.05.2022 02:00,0,0,0,n/e,n/e,n/e,73,73,73
12.05.2022 02:00 - 12.05.2022 03:00,0,0,0,n/e,n/e,n/e,75,75,75
12.05.2022 03:00 - 12.05.2022 04:00,0,0,0,n/e,n/e,n/e,79,79,79
12.05.2022 04:00 - 12.05.2022 05:00,1,1,1,n/e,n/e,n/e,70,70,70
12.05.2022 05:00 - 12.05.2022 06:00,6,6,6,n/e,n/e,n/e,68,68,68
12.05.2022 06:00 - 12.05.2022 07:00,18,18,18,n/e,n/e,n/e,52,52,52
12.05.2022 07:00 - 12.05.2022 08:00,32,32,32,n/e,n/e,n/e,45,45,45
12.05.2022 08:00 - 12.05.2022 09:00,48,48,48,n/e,n/e,n/e,45,45,45
12.05.2022 09:00 - 12.05.2022 10:00,61,61,61,n/e,n/e,n/e,51,51,51
12.05.2022 10:00 - 12.05.2022 11:00,69,69,69,n/e,n/e,n/e,61,61,61
12.05.2022 11:00 - 12.05.2022 12:00,80,80,80,n/e,n/e,n/e,86,86,86
12.05.2022 12:00 - 12.05.2022 13:00,91,91,91,n/e,n/e,n/e,113,113,113
12.05.2022 13:00 - 12.05.2022 14:00,114,114,114,n/e,n/e,n/e,136,136,136
12.05.2022 14:00 - 12.05.2022 15:00,135,135,135,n/e,n/e,n/e,159,159,159
12.05.2022 15:00 - 12.05.2022 16:00,140,140,140,n/e,n/e,n/e,167,167,167
12.05.2022 16:00 - 12.05.2022 17:00,113,113,113,n/e,n/e,n/e,175,175,175
12.05.2022 17:00 - 12.05.2022 18:00,64,64,64,n/e,n/e,n/e,167,167,167
12.05.2022 18:00 - 12.05.2022 19:00,26,26,26,n/e,n/e,n/e,167,167,167
12.05.2022 19:00 - 12.05.2022 20:00,7,7,7,n/e,n/e,n/e,167,167,167
12.05.2022 20:00 - 12.05.2022 21:00,0,0,0,n/e,n/e,n/e,161,161,161
12.05.2022 21:00 - 12.05.2022 22:00,0,0,0,n/e,n/e,n/e,155,155,155
12.05.2022 22:00 - 12.05.2022 23:00,0,0,0,n/e,n/e,n/e,154,154,154
12.05.2022 23:00 - 13.05.2022 00:00,0,0,0,n/e,n/e,n/e,76,76,76
13.05.2022 00:00 - 13.05.2022 01:00,0,0,0,n/e,n/e,n/e,74,74,74
13.05.2022 01:00 - 13.05.2022 02:00,0,0,0,n/e,n/e,n/e,73,73,73
13.05.2022 02:00 - 13.05.2022 03:00,0,0,0,n/e,n/e,n/e,75,75,75
13.05.2022 03:00 - 13.05.2022 04:00,0,0,0,n/e,n/e,n/e,79,79,79
13.05.2022 04:00 - 13.05.2022 05:00,1,1,1,n/e,n/e,n/e,70,70,70
13.05.2022 05:00 - 13.05.2022 06:00,6,6,6,n/e,n/e,n/e,68,68,68
13.05.2022 06:00 - 13.05.2022 07:00,18,18,18,n/e,n/e,n/e,52,52,52
13.05.2022 07:00 - 13.05.2022 08:00,32,32,32,n/e,n/e,n/e,45,45,45
13.05.2022 08:00 - 13.05.2022 09:00,48,48,48,n/e,n/e,n/e,45,45,45
13.05.2022 09:00 - 13.05.2022 10:00,61,61,61,n/e,n/e,n/e,51,51,51
13.05.2022 10:00 - 13.05.2022 11:00,69,69,69,n/e,n/e,n/e,61,61,61
13.05.2022 11:00 - 13.05.2022 12:00,80,80,80,n/e,n/e,n/e,86,86,86
13.05.2022 12:00 - 13.05.2022 13:00,91,91,91,n/e,n/e,n/e,113,113,113
13.05.2022 13:00 - 13.05.2022 14:00,114,114,114,n/e,n/e,n/e,136,136,136
13.05.2022 14:00 - 13.05.2022 15:00,135,135,135,n/e,n/e,n/e,159,159,159
13.05.2022 15:00 - 13.05.2022 16:00,140,140,140,n/e,n/e,n/e,167,167,167
13.05.2022 16:00 - 13.05.2022 17:00,113,113,113,n/e,n/e,n/e,175,175,175
13.05.2022 17:00 - 13.05.2022 18:00,64,64,64,n/e,n/e,n/e,167,167,167
13.05.2022 18:00 - 13.05.2022 19:00,26,26,26,n/e,n/e,n/e,167,167,167
13.05.2022 19:00 - 13.05.2022 20:00,7,7,7,n/e,n/e,n/e,167,167,167
13.05.2022 20:00 - 13.05.2022 21:00,0,0,0,n/e,n/e,n/e,161,161,161
13.05.2022 21:00 - 13.05.2022 22:00,0,0,0,n/e,n/e,n/e,155,155,155
13.05.2022 22:00 - 13.05.2022 23:00,0,0,0,n/e,n/e,n/e,154,154,154
13.05.2022 23:00 - 14.05.2022 00:00,0,0,0,n/e,n/e,n/e,63,63,63
14.05.2022 00:00 - 14.05.2022 01:00,0,0,0,n/e,n/e,n/e,62,62,62
14.05.2022 01:00 - 14.05.2022 02:00,0,0,0,n/e,n/e,n/e,60,60,60
14.05.2022 02:00 - 14.05.2022 03:00,0,0,0,n/e,n/e,n/e,57,57,57
14.05.2022 03:00 - 14.05.2022 04:00,0,0,0,n/e,n/e,n/e,52,52,52
14.05.2022 04:00 - 14.05.2022 05:00,3,3,3,n/e,n/e,n/e,45,45,45
14.05.2022 05:00 - 14.05.2022 06:00,16,16,16,n/e,n/e,n/e,41,41,41
14.05.2022 06:00 - 14.05.2022 07:00,47,47,47,n/e,n/e,n/e,30,30,30
14.05.2022 07:00 - 14.05.2022 08:00,82,82,82,n/e,n/e,n/e,23,23,23
14.05.2022 08:00 - 14.05.2022 09:00,130,130,130,n/e,n/e,n/e,20,20,20
14.05.2022 09:00 - 14.05.2022 10:00,163,163,163,n/e,n/e,n/e,19,19,19
14.05.2022 10:00 - 14.05.2022 11:00,165,165,165,n/e,n/e,n/e,22,22,22
14.05.2022 11:00 - 14.05.2022 12:00,163,163,163,n/e,n/e,n/e,20,20,20
14.05.2022 12:00 - 14.05.2022 13:00,152,152,152,n/e,n/e,n/e,29,29,29
