MTU (CET/CEST),Generation - Solar  [MW] Day Ahead/ Estonia (EE),Generation - Solar  [MW] Day Ahead/ Estonia (EE),Generation - Solar  [MW] Day Ahead/ Estonia (EE),Generation - Wind Offshore  [MW] Day Ahead/ Estonia (EE),Generation - Wind Offshore  [MW] Intraday / Estonia (EE),Generation - Wind Offshore  [MW] Current / Estonia (EE),Generation - Wind Onshore  [MW] Day Ahead/ Estonia (EE),Generation - Wind Onshore  [MW] Day Ahead/ Estonia (EE),Generation - Wind Onshore  [MW] Day Ahead/ Estonia (EE)
22.05.2022 14:00 - 22.05.2022 15:00,272,272,272,n/e,n/e,n/e,63,63,63
22.05.2022 15:00 - 22.05.2022 16:00,236,236,236,n/e,n/e,n/e,56,56,56
22.05.2022 16:00 - 22.05.2022 17:00,173,173,173,n/e,n/e,n/e,52,52,52
22.05.2022 17:00 - 22.05.2022 18:00,98,98,98,n/e,n/e,n/e,38,38,38
22.05.2022 18:00 - 22.05.2022 19:00,37,37,37,n/e,n/e,n/e,31,31,31
22.05.2022 19:00 - 22.05.2022 20:00,10,10,10,n/e,n/e,n/e,32,32,32
22.05.2022 20:00 - 22.05.2022 21:00,1,1,1,n/e,n/e,n/e,25,25,25
22.05.2022 21:00 - 22.05.2022 22:00,0,0,0,n/e,n/e,n/e,29,29,29
22.05.2022 22:00 - 22.05.2022 23:00,0,0,0,n/e,n/e,n/e,28,28,28
22.05.2022 23:00 - 23.05.2022 00:00,0,0,0,n/e,n/e,n/e,27,27,27
23.05.2022 00:00 - 23.05.2022 01:00,0,0,0,n/e,n/e,n/e,27,27,27
23.05.2022 01:00 - 23.05.2022 02:00,0,0,0,n/e,n/e,n/e,26,26,26
23.05.2022 02:00 - 23.05.2022 03:00,0,0,0,n/e,n/e,n/e,21,21,21
23.05.2022 03:00 - 23.05.2022 04:00,0,0,0,n/e,n/e,n/e,21,21,21
23.05.2022 04:00 - 23.05.2022 05:00,4,4,4,n/e,n/e,n/e,20,20,20
23.05.2022 05:00 - 23.05.2022 06:00,18,18,18,n/e,n/e,n/e,23,23,23
23.05.2022 06:00 - 23.05.2022 07:00,60,60,60,n/e,n/e,n/e,13,13,13
23.05.2022 07:00 - 23.05.2022 08:00,128,128,128,n/e,n/e,n/e,10,10,10
23.05.2022 08:00 - 23.05.2022 09:00,207,207,207,n/e,n/e,n/e,11,11,11
23.05.2022 09:00 - 23.05.2022 10:00,262,262,262,n/e,n/e,n/e,15,15,15
23.05.2022 10:00 - 23.05.2022 11:00,278,278,278,n/e,n/e,n/e,18,18,18
23.05.2022 11:00 - 23.05.2022 12:00,285,285,285,n/e,n/e,n/e,21,21,21
23.05.2022 12:00 - 23.05.2022 13:00,276,276,276,n/e,n/e,n/e,24,24,24
23.05.2022 13:00 - 23.05.2022 14:00,260,260,260,n/e,n/e,n/e,25,25,25
23.05.2022 14:00 - 23.05.2022 15:00,243,243,243,n/e,n/e,n/e,25,25,25
23.05.2022 15:00 - 23.05.2022 16:00,210,210,210,n/e,n/e,n/e,25,25,25
23.05.2022 16:00 - 23.05.2022 17:00,156,156,156,n/e,n/e,n/e,25,25,25
23.05.2022 17:00 - 23.05.2022 18:00,88,88,88,n/e,n/e,n/e,23,23,23
23.05.2022 18:00 - 23.05.2022 19:00,36,36,36,n/e,n/e,n/e,21,21,21
23.05.2022 19:00 - 23.05.2022 20:00,9,9,9,n/e,n/e,n/e,21,21,21
23.05.2022 20:00 - 23.05.2022 21:00,1,1,1,n/e,n/e,n/e,24,24,24
23.05.2022 21:00 - 23.05.2022 22:00,0,0,0,n/e,n/e,n/e,27,27,27
23.05.2022 22:00 - 23.05.2022 23:00,0,0,0,n/e,n/e,n/e,30,30,30
23.05.2022 23:00 - 24.05.2022 00:00,0,0,0,n/e,n/e,n/e,28,28,28
24.05.2022 00:00 - 24.05.2022 01:00,0,0,0,n/e,n/e,n/e,27,27,27
24.05.2022 01:00 - 24.05.2022 02:00,0,0,0,n/e,n/e,n/e,25,25,25
24.05.2022 02:00 - 24.05.2022 03:00,0,0,0,n/e,n/e,n/e,23,23,23
24.05.2022 03:00 - 24.05.2022 04:00,0,0,0,n/e,n/e,n/e,20,20,20
24.05.2022 04:00 - 24.05.2022 05:00,7,7,7,n/e,n/e,n/e,17,17,17
24.05.2022 05:00 - 24.05.2022 06:00,23,23,23,n/e,n/e,n/e,13,13,13
24.05.2022 06:00 - 24.05.2022 07:00,70,70,70,n/e,n/e,n/e,10,10,10
24.05.2022 07:00 - 24.05.2022 08:00,151,151,151,n/e,n/e,n/e,7,7,7
24.05.2022 08:00 - 24.05.2022 09:00,227,227,227,n/e,n/e,n/e,12,12,12
24.05.2022 09:00 - 24.05.2022 10:00,276,276,276,n/e,n/e,n/e,7,7,7
24.05.2022 10:00 - 24.05.2022 11:00,297,297,297,n/e,n/e,n/e,10,10,10
24.05.2022 11:00 - 24.05.2022 12:00,301,301,301,n/e,n/e,n/e,13,13,13
24.05.2022 12:00 - 24.05.2022 13:00,300,300,300,n/e,n/e,n/e,15,15,15
24.05.2022 13:00 - 24.05.2022 14:00,296,296,296,n/e,n/e,n/e,17,17,17
24.05.2022 14:00 - 24.05.2022 15:00,284,284,284,n/e,n/e,n/e,17,17,17
24.05.2022 15:00 - 24.05.2022 16:00,248,248,248,n/e,n/e,n/e,17,17,17
24.05.2022 16:00 - 24.05.2022 17:00,181,181,181,n/e,n/e,n/e,17,17,17
24.05.2022 17:00 - 24.05.2022 18:00,100,100,100,n/e,n/e,n/e,17,17,17
24.05.2022 18:00 - 24.05.2022 19:00,38,38,38,n/e,n/e,n/e,16,16,16
24.05.2022 19:00 - 24.05.2022 20:00,13,13,13,n/e,n/e,n/e,17,17,17
24.05.2022 20:00 - 24.05.2022 21:00,3,3,3,n/e,n/e,n/e,21,21,21
24.05.2022 21:00 - 24.05.2022 22:00,0,0,0,n/e,n/e,n/e,29,29,29
24.05.2022 22:00 - 24.05.2022 23:00,0,0,0,n/e,n/e,n/e,39,39,39
24.05.2022 23:00 - 25.05.2022 00:00,0,0,0,n/e,n/e,n/e,51,51,51
25.05.2022 00:00 - 25.05.2022 01:00,0,0,0,n/e,n/e,n/e,60,60,60
25.05.2022 01:00 - 25.05.2022 02:00,0,0,0,n/e,n/e,n/e,70,70,70
25.05.2022 02:00 - 25.05.2022 03:00,0,0,0,n/e,n/e,n/e,78,78,78
25.05.2022 03:00 - 25.05.2022 04:00,0,0,0,n/e,n/e,n/e,82,82,82
25.05.2022 04:00 - 25.05.2022 05:00,8,8,8,n/e,n/e,n/e,79,79,79
25.05.2022 05:00 - 25.05.2022 06:00,22,22,22,n/e,n/e,n/e,75,75,75
25.05.2022 06:00 - 25.05.2022 07:00,68,68,68,n/e,n/e,n/e,53,53,53
25.05.2022 07:00 - 25.05.2022 08:00,147,147,147,n/e,n/e,n/e,36,36,36
25.05.2022 08:00 - 25.05.2022 09:00,211,211,211,n/e,n/e,n/e,30,30,30
25.05.2022 09:00 - 25.05.2022 10:00,244,244,244,n/e,n/e,n/e,29,29,29
25.05.2022 10:00 - 25.05.2022 11:00,252,252,252,n/e,n/e,n/e,38,38,38
25.05.2022 11:00 - 25.05.2022 12:00,236,236,236,n/e,n/e,n/e,41,41,41
25.05.2022 12:00 - 25.05.2022 13:00,204,204,204,n/e,n/e,n/e,47,47,47
25.05.2022 13:00 - 25.05.2022 14:00,168,168,168,n/e,n/e,n/e,51,51,51
25.05.2022 14:00 - 25.05.2022 15:00,143,143,143,n/e,n/e,n/e,50,50,50
25.05.2022 15:00 - 25.05.2022 16:00,113,113,113,n/e,n/e,n/e,52,52,52
25.05.2022 16:00 - 25.05.2022 17:00,76,76,76,n/e,n/e,n/e,46,46,46
25.05.2022 17:00 - 25.05.2022 18:00,49,49,49,n/e,n/e,n/e,30,30,30
25.05.2022 18:00 - 25.05.2022 19:00,27,27,27,n/e,n/e,n/e,25,25,25
25.05.2022 19:00 - 25.05.2022 20:00,8,8,8,n/e,n/e,n/e,22,22,22
25.05.2022 20:00 - 25.05.2022 21:00,1,1,1,n/e,n/e,n/e,22,22,22
25.05.2022 21:00 - 25.05.2022 22:00,0,0,0,n/e,n/e,n/e,25,25,25
25.05.2022 22:00 - 25.05.2022 23:00,0,0,0,n/e,n/e,n/e,27,27,27
25.05.2022 23:00 - 26.05.2022 00:00,0,0,0,n/e,n/e,n/e,30,30,30
26.05.2022 00:00 - 26.05.2022 01:00,0,0,0,n/e,n/e,n/e,28,28,28
26.05.2022 01:00 - 26.05.2022 02:00,0,0,0,n/e,n/e,n/e,27,27,27
26.05.2022 02:00 - 26.05.2022 03:00,0,0,0,n/e,n/e,n/e,24,24,24
26.05.2022 03:00 - 26.05.2022 04:00,0,0,0,n/e,n/e,n/e,20,20,20
26.05.2022 04:00 - 26.05.2022 05:00,3,3,3,n/e,n/e,n/e,17,17,17
26.05.2022 05:00 - 26.05.2022 06:00,10,10,10,n/e,n/e,n/e,15,15,15
26.05.2022 06:00 - 26.05.2022 07:00,24,24,24,n/e,n/e,n/e,14,14,14
26.05.2022 07:00 - 26.05.2022 08:00,42,42,42,n/e,n/e,n/e,13,13,13
26.05.2022 08:00 - 26.05.2022 09:00,70,70,70,n/e,n/e,n/e,13,13,13
26.05.2022 09:00 - 26.05.2022 10:00,101,101,101,n/e,n/e,n/e,15,15,15
26.05.2022 10:00 - 26.05.2022 11:00,133,133,133,n/e,n/e,n/e,17,17,17
26.05.2022 11:00 - 26.05.2022 12:00,155,155,155,n/e,n/e,n/e,21,21,21
26.05.2022 12:00 - 26.05.2022 13:00,170,170,170,n/e,n/e,n/e,23,23,23
26.05.2022 13:00 - 26.05.2022 14:00,184,184,184,n/e,n/e,n/e,28,28,28
26.05.2022 14:00 - 26.05.2022 15:00,183,183,183,n/e,n/e,n/e,29,29,29
26.05.2022 15:00 - 26.05.2022 16:00,155,155,155,n/e,n/e,n/e,21,21,21
26.05.2022 16:00 - 26.05.2022 17:00,127,127,127,n/e,n/e,n/e,24,24,24
26.05.2022 17:00 - 26.05.2022 18:00,86,86,86,n/e,n/e,n/e,26,26,26
26.05.2022 18:00 - 26.05.2022 19:00,49,49,49,n/e,n/e,n/e,23,23,23
26.05.2022 19:00 - 26.05.2022 20:00,22,22,22,n/e,n/e,n/e,16,16,16
26.05.2022 20:00 - 26.05.2022 21:00,11,11,11,n/e,n/e,n/e,10,10,10
26.05.2022 21:00 - 26.05.2022 22:00,0,0,0,n/e,n/e,n/e,11,11,11
26.05.2022 22:00 - 26.05.2022 23:00,0,0,0,n/e,n/e,n/e,19,19,19
26.05.2022 23:00 - 27.05.2022 00:00,0,0,0,n/e,n/e,n/e,23,23,23
27.05.2022 00:00 - 27.05.2022 01:00,0,0,0,n/e,n/e,n/e,15,15,15
27.05.2022 01:00 - 27.05.2022 02:00,0,0,0,n/e,n/e,n/e,18,18,18
27.05.2022 02:00 - 27.05.2022 03:00,0,0,0,n/e,n/e,n/e,19,19,19
27.05.2022 03:00 - 27.05.2022 04:00,0,0,0,n/e,n/e,n/e,20,20,20
27.05.2022 04:00 - 27.05.2022 05:00,6,6,6,n/e,n/e,n/e,20,20,20
27.05.2022 05:00 - 27.05.2022 06:00,15,15,15,n/e,n/e,n/e,19,19,19
27.05.2022 06:00 - 27.05.2022 07:00,33,33,33,n/e,n/e,n/e,32,32,32
27.05.2022 07:00 - 27.05.2022 08:00,53,53,53,n/e,n/e,n/e,34,34,34
27.05.2022 08:00 - 27.05.2022 09:00,68,68,68,n/e,n/e,n/e,37,37,37
27.05.2022 09:00 - 27.05.2022 10:00,73,73,73,n/e,n/e,n/e,36,36,36
27.05.2022 10:00 - 27.05.2022 11:00,80,80,80,n/e,n/e,n/e,45,45,45
27.05.2022 11:00 - 27.05.2022 12:00,86,86,86,n/e,n/e,n/e,49,49,49
27.05.2022 12:00 - 27.05.2022 13:00,85,85,85,n/e,n/e,n/e,48,48,48
27.05.2022 13:00 - 27.05.2022 14:00,85,85,85,n/e,n/e,n/e,53,53,53
27.05.2022 14:00 - 27.05.2022 15:00,85,85,85,n/e,n/e,n/e,62,62,62
27.05.2022 15:00 - 27.05.2022 16:00,79,79,79,n/e,n/e,n/e,62,62,62
27.05.2022 16:00 - 27.05.2022 17:00,66,66,66,n/e,n/e,n/e,61,61,61
27.05.2022 17:00 - 27.05.2022 18:00,48,48,48,n/e,n/e,n/e,58,58,58
27.05.2022 18:00 - 27.05.2022 19:00,23,23,23,n/e,n/e,n/e,51,51,51
27.05.2022 19:00 - 27.05.2022 20:00,8,8,8,n/e,n/e,n/e,43,43,43
27.05.2022 20:00 - 27.05.2022 21:00,2,2,2,n/e,n/e,n/e,26,26,26
27.05.2022 21:00 - 27.05.2022 22:00,0,0,0,n/e,n/e,n/e,31,31,31
27.05.2022 22:00 - 27.05.2022 23:00,0,0,0,n/e,n/e,n/e,24,24,24
27.05.2022 23:00 - 28.05.2022 00:00,0,0,0,n/e,n/e,n/e,23,23,23
28.05.2022 00:00 - 28.05.2022 01:00,0,0,0,n/e,n/e,n/e,15,15,15
28.05.2022 01:00 - 28.05.2022 02:00,0,0,0,n/e,n/e,n/e,14,14,14
28.05.2022 02:00 - 28.05.2022 03:00,0,0,0,n/e,n/e,n/e,13,13,13
28.05.2022 03:00 - 28.05.2022 04:00,0,0,0,n/e,n/e,n/e,12,12,12
28.05.2022 04:00 - 28.05.2022 05:00,4,4,4,n/e,n/e,n/e,9,9,9
28.05.2022 05:00 - 28.05.2022 06:00,17,17,17,n/e,n/e,n/e,8,8,8
28.05.2022 06:00 - 28.05.2022 07:00,43,43,43,n/e,n/e,n/e,7,7,7
28.05.2022 07:00 - 28.05.2022 08:00,72,72,72,n/e,n/e,n/e,6,6,6
28.05.2022 08:00 - 28.05.2022 09:00,96,96,96,n/e,n/e,n/e,6,6,6
28.05.2022 09:00 - 28.05.2022 10:00,115,115,115,n/e,n/e,n/e,7,7,7
28.05.2022 10:00 - 28.05.2022 11:00,124,124,124,n/e,n/e,n/e,10,10,10
28.05.2022 11:00 - 28.05.2022 12:00,127,127,127,n/e,n/e,n/e,13,13,13
28.05.2022 12:00 - 28.05.2022 13:00,125,125,125,n/e,n/e,n/e,15,15,15
28.05.2022 13:00 - 28.05.2022 14:00,122,122,122,n/e,n/e,n/e,15,15,15
28.05.2022 14:00 - 28.05.2022 15:00,115,115,115,n/e,n/e,n/e,15,15,15
28.05.2022 15:00 - 28.05.2022 16:00,105,105,105,n/e,n/e,n/e,14,14,14
28.05.2022 16:00 - 28.05.2022 17:00,90,90,90,n/e,n/e,n/e,12,12,12
28.05.2022 17:00 - 28.05.2022 18:00,62,62,62,n/e,n/e,n/e,10,10,10
28.05.2022 18:00 - 28.05.2022 19:00,31,31,31,n/e,n/e,n/e,10,10,10
28.05.2022 19:00 - 28.05.2022 20:00,11,11,11,n/e,n/e,n/e,9,9,9
28.05.2022 20:00 - 28.05.2022 21:00,1,1,1,n/e,n/e,n/e,8,8,8
28.05.2022 21:00 - 28.05.2022 22:00,0,0,0,n/e,n/e,n/e,8,8,8
28.05.2022 22:00 - 28.05.2022 23:00,0,0,0,n/e,n/e,n/e,9,9,9
28.05.2022 23:00 - 29.05.2022 00:00,0,0,0,n/e,n/e,n/e,10,10,10
29.05.2022 00:00 - 29.05.2022 01:00,0,0,0,n/e,n/e,n/e,8,8,8
29.05.2022 01:00 - 29.05.2022 02:00,0,0,0,n/e,n/e,n/e,8,8,8
29.05.2022 02:00 - 29.05.2022 03:00,0,0,0,n/e,n/e,n/e,8,8,8
29.05.2022 03:00 - 29.05.2022 04:00,0,0,0,n/e,n/e,n/e,8,8,8
29.05.2022 04:00 - 29.05.2022 05:00,5,5,5,n/e,n/e,n/e,7,7,7
29.05.2022 05:00 - 29.05.2022 06:00,21,21,21,n/e,n/e,n/e,8,8,8
29.05.2022 06:00 - 29.05.2022 07:00,48,48,48,n/e,n/e,n/e,4,4,4
29.05.2022 07:00 - 29.05.2022 08:00,82,82,82,n/e,n/e,n/e,5,5,5
29.05.2022 08:00 - 29.05.2022 09:00,125,125,125,n/e,n/e,n/e,5,5,5
29.05.2022 09:00 - 29.05.2022 10:00,148,148,148,n/e,n/e,n/e,11,11,11
29.05.2022 10:00 - 29.05.2022 11:00,164,164,164,n/e,n/e,n/e,13,13,13
29.05.2022 11:00 - 29.05.2022 12:00,188,188,188,n/e,n/e,n/e,13,13,13
29.05.2022 12:00 - 29.05.2022 13:00,185,185,185,n/e,n/e,n/e,15,15,15
29.05.2022 13:00 - 29.05.2022 14:00,189,189,189,n/e,n/e,n/e,18,18,18
29.05.2022 14:00 - 29.05.2022 15:00,191,191,191,n/e,n/e,n/e,16,16,16
29.05.2022 15:00 - 29.05.2022 16:00,176,176,176,n/e,n/e,n/e,16,16,16
29.05.2022 16:00 - 29.05.2022 17:00,132,132,132,n/e,n/e,n/e,10,10,10
29.05.2022 17:00 - 29.05.2022 18:00,85,85,85,n/e,n/e,n/e,8,8,8
29.05.2022 18:00 - 29.05.2022 19:00,46,46,46,n/e,n/e,n/e,6,6,6
29.05.2022 19:00 - 29.05.2022 20:00,17,17,17,n/e,n/e,n/e,4,4,4
29.05.2022 20:00 - 29.05.2022 21:00,2,2,2,n/e,n/e,n/e,4,4,4
29.05.2022 21:00 - 29.05.2022 22:00,0,0,0,n/e,n/e,n/e,4,4,4
29.05.2022 22:00 - 29.05.2022 23:00,0,0,0,n/e,n/e,n/e,5,5,5
29.05.2022 23:00 - 30.05.2022 00:00,0,0,0,n/e,n/e,n/e,5,5,5
30.05.2022 00:00 - 30.05.2022 01:00,0,0,0,n/e,n/e,n/e,3,3,3
30.05.2022 01:00 - 30.05.2022 02:00,0,0,0,n/e,n/e,n/e,3,3,3
30.05.2022 02:00 - 30.05.2022 03:00,0,0,0,n/e,n/e,n/e,4,4,4
30.05.2022 03:00 - 30.05.2022 04:00,0,0,0,n/e,n/e,n/e,3,3,3
30.05.2022 04:00 - 30.05.2022 05:00,6,6,6,n/e,n/e,n/e,3,3,3
30.05.2022 05:00 - 30.05.2022 06:00,23,23,23,n/e,n/e,n/e,3,3,3
30.05.2022 06:00 - 30.05.2022 07:00,71,71,71,n/e,n/e,n/e,7,7,7
30.05.2022 07:00 - 30.05.2022 08:00,131,131,131,n/e,n/e,n/e,1,1,1
30.05.2022 08:00 - 30.05.2022 09:00,178,178,178,n/e,n/e,n/e,7,7,7
30.05.2022 09:00 - 30.05.2022 10:00,222,222,222,n/e,n/e,n/e,2,2,2
30.05.2022 10:00 - 30.05.2022 11:00,236,236,236,n/e,n/e,n/e,7,7,7
30.05.2022 11:00 - 30.05.2022 12:00,230,230,230,n/e,n/e,n/e,4,4,4
30.05.2022 12:00 - 30.05.2022 13:00,227,227,227,n/e,n/e,n/e,7,7,7
30.05.2022 13:00 - 30.05.2022 14:00,216,216,216,n/e,n/e,n/e,12,12,12
30.05.2022 14:00 - 30.05.2022 15:00,208,208,208,n/e,n/e,n/e,16,16,16
30.05.2022 15:00 - 30.05.2022 16:00,171,171,171,n/e,n/e,n/e,20,20,20
30.05.2022 16:00 - 30.05.2022 17:00,124,124,124,n/e,n/e,n/e,26,26,26
30.05.2022 17:00 - 30.05.2022 18:00,76,76,76,n/e,n/e,n/e,31,31,31
30.05.2022 18:00 - 30.05.2022 19:00,39,39,39,n/e,n/e,n/e,35,35,35
30.05.2022 19:00 - 30.05.2022 20:00,12,12,12,n/e,n/e,n/e,41,41,41
30.05.2022 20:00 - 30.05.2022 21:00,1,1,1,n/e,n/e,n/e,48,48,48
30.05.2022 21:00 - 30.05.2022 22:00,0,0,0,n/e,n/e,n/e,57,57,57
30.05.2022 22:00 - 30.05.2022 23:00,0,0,0,n/e,n/e,n/e,63,63,63
30.05.2022 23:00 - 31.05.2022 00:00,0,0,0,n/e,n/e,n/e,67,67,67
31.05.2022 00:00 - 31.05.2022 01:00,0,0,0,n/e,n/e,n/e,78,78,78
31.05.2022 01:00 - 31.05.2022 02:00,0,0,0,n/e,n/e,n/e,84,84,84
31.05.2022 02:00 - 31.05.2022 03:00,0,0,0,n/e,n/e,n/e,93,93,93
31.05.2022 03:00 - 31.05.2022 04:00,0,0,0,n/e,n/e,n/e,105,105,105
31.05.2022 04:00 - 31.05.2022 05:00,5,5,5,n/e,n/e,n/e,120,120,120
31.05.2022 05:00 - 31.05.2022 06:00,13,13,13,n/e,n/e,n/e,129,129,129
31.05.2022 06:00 - 31.05.2022 07:00,27,27,27,n/e,n/e,n/e,141,141,141
31.05.2022 07:00 - 31.05.2022 08:00,43,43,43,n/e,n/e,n/e,131,131,131
31.05.2022 08:00 - 31.05.2022 09:00,56,56,56,n/e,n/e,n/e,118,118,118
31.05.2022 09:00 - 31.05.2022 10:00,69,69,69,n/e,n/e,n/e,104,104,104
31.05.2022 10:00 - 31.05.2022 11:00,76,76,76,n/e,n/e,n/e,90,90,90
31.05.2022 11:00 - 31.05.2022 12:00,79,79,79,n/e,n/e,n/e,82,82,82
31.05.2022 12:00 - 31.05.2022 13:00,83,83,83,n/e,n/e,n/e,81,81,81
31.05.2022 13:00 - 31.05.2022 14:00,85,85,85,n/e,n/e,n/e,89,89,89
31.05.2022 14:00 - 31.05.2022 15:00,76,76,76,n/e,n/e,n/e,100,100,100
31.05.2022 15:00 - 31.05.2022 16:00,69,69,69,n/e,n/e,n/e,115,115,115
31.05.2022 16:00 - 31.05.2022 17:00,57,57,57,n/e,n/e,n/e,127,127,127
31.05.2022 17:00 - 31.05.2022 18:00,41,41,41,n/e,n/e,n/e,133,133,133
31.05.2022 18:00 - 31.05.2022 19:00,24,24,24,n/e,n/e,n/e,134,134,134
31.05.2022 19:00 - 31.05.2022 20:00,10,10,10,n/e,n/e,n/e,130,130,130
31.05.2022 20:00 - 31.05.2022 21:00,2,2,2,n/e,n/e,n/e,133,133,133
31.05.2022 21:00 - 31.05.2022 22:00,0,0,0,n/e,n/e,n/e,141,141,141
31.05.2022 22:00 - 31.05.2022 23:00,0,0,0,n/e,n/e,n/e,148,148,148
31.05.2022 23:00 - 01.06.2022 00:00,0,0,0,n/e,n/e,n/e,143,143,143
01.06.2022 00:00 - 01.06.2022 01:00,0,0,0,n/e,n/e,n/e,140,140,140
01.06.2022 01:00 - 01.06.2022 02:00,0,0,0,n/e,n/e,n/e,129,129,129
01.06.2022 02:00 - 01.06.2022 03:00,0,0,0,n/e,n/e,n/e,115,115,115
01.06.2022 03:00 - 01.06.2022 04:00,0,0,0,n/e,n/e,n/e,103,103,103
01.06.2022 04:00 - 01.06.2022 05:00,8,8,8,n/e,n/e,n/e,94,94,94
01.06.2022 05:00 - 01.06.2022 06:00,24,24,24,n/e,n/e,n/e,80,80,80
01.06.2022 06:00 - 01.06.2022 07:00,60,60,60,n/e,n/e,n/e,63,63,63
01.06.2022 07:00 - 01.06.2022 08:00,118,118,118,n/e,n/e,n/e,53,53,53
01.06.2022 08:00 - 01.06.2022 09:00,177,177,177,n/e,n/e,n/e,48,48,48
01.06.2022 09:00 - 01.06.2022 10:00,223,223,223,n/e,n/e,n/e,47,47,47
01.06.2022 10:00 - 01.06.2022 11:00,235,235,235,n/e,n/e,n/e,46,46,46
01.06.2022 11:00 - 01.06.2022 12:00,235,235,235,n/e,n/e,n/e,43,43,43
01.06.2022 12:00 - 01.06.2022 13:00,227,227,227,n/e,n/e,n/e,39,39,39
01.06.2022 13:00 - 01.06.2022 14:00,209,209,209,n/e,n/e,n/e,35,35,35
01.06.2022 14:00 - 01.06.2022 15:00,179,179,179,n/e,n/e,n/e,31,31,31
01.06.2022 15:00 - 01.06.2022 16:00,143,143,143,n/e,n/e,n/e,28,28,28
01.06.2022 16:00 - 01.06.2022 17:00,102,102,102,n/e,n/e,n/e,28,28,28
01.06.2022 17:00 - 01.06.2022 18:00,59,59,59,n/e,n/e,n/e,27,27,27
01.06.2022 18:00 - 01.06.2022 19:00,28,28,28,n/e,n/e,n/e,29,29,29
01.06.2022 19:00 - 01.06.2022 20:00,10,10,10,n/e,n/e,n/e,36,36,36
01.06.2022 20:00 - 01.06.2022 21:00,2,2,2,n/e,n/e,n/e,50,50,50
01.06.2022 21:00 - 01.06.2022 22:00,0,0,0,n/e,n/e,n/e,68,68,68
01.06.2022 22:00 - 01.06.2022 23:00,0,0,0,n/e,n/e,n/e,87,87,87
01.06.2022 23:00 - 02.06.2022 00:00,0,0,0,n/e,n/e,n/e,100,100,100
02.06.2022 00:00 - 02.06.2022 01:00,0,0,0,n/e,n/e,n/e,116,116,116
02.06.2022 01:00 - 02.06.2022 02:00,0,0,0,n/e,n/e,n/e,116,116,116
02.06.2022 02:00 - 02.06.2022 03:00,0,0,0,n/e,n/e,n/e,108,108,108
02.06.2022 03:00 - 02.06.2022 04:00,0,0,0,n/e,n/e,n/e,99,99,99
02.06.2022 04:00 - 02.06.2022 05:00,4,4,4,n/e,n/e,n/e,93,93,93
02.06.2022 05:00 - 02.06.2022 06:00,15,15,15,n/e,n/e,n/e,88,88,88
02.06.2022 06:00 - 02.06.2022 07:00,39,39,39,n/e,n/e,n/e,94,94,94
02.06.2022 07:00 - 02.06.2022 08:00,58,58,58,n/e,n/e,n/e,114,114,114
02.06.2022 08:00 - 02.06.2022 09:00,79,79,79,n/e,n/e,n/e,140,140,140
02.06.2022 09:00 - 02.06.2022 10:00,99,99,99,n/e,n/e,n/e,164,164,164
02.06.2022 10:00 - 02.06.2022 11:00,120,120,120,n/e,n/e,n/e,182,182,182
02.06.2022 11:00 - 02.06.2022 12:00,123,123,123,n/e,n/e,n/e,193,193,193
02.06.2022 12:00 - 02.06.2022 13:00,133,133,133,n/e,n/e,n/e,200,200,200
02.06.2022 13:00 - 02.06.2022 14:00,131,131,131,n/e,n/e,n/e,205,205,205
02.06.2022 14:00 - 02.06.2022 15:00,120,120,120,n/e,n/e,n/e,209,209,209
02.06.2022 15:00 - 02.06.2022 16:00,110,110,110,n/e,n/e,n/e,208,208,208
02.06.2022 16:00 - 02.06.2022 17:00,88,88,88,n/e,n/e,n/e,206,206,206
02.06.2022 17:00 - 02.06.2022 18:00,58,58,58,n/e,n/e,n/e,198,198,198
02.06.2022 18:00 - 02.06.2022 19:00,24,24,24,n/e,n/e,n/e,187,187,187
02.06.2022 19:00 - 02.06.2022 20:00,10,10,10,n/e,n/e,n/e,173,173,173
02.06.2022 20:00 - 02.06.2022 21:00,2,2,2,n/e,n/e,n/e,163,163,163
02.06.2022 21:00 - 02.06.2022 22:00,0,0,0,n/e,n/e,n/e,159,159,159
02.06.2022 22:00 - 02.06.2022 23:00,0,0,0,n/e,n/e,n/e,155,155,155
02.06.2022 23:00 - 03.06.2022 00:00,0,0,0,n/e,n/e,n/e,148,148,148
03.06.2022 00:00 - 03.06.2022 01:00,0,0,0,n/e,n/e,n/e,166,166,166
03.06.2022 01:00 - 03.06.2022 02:00,0,0,0,n/e,n/e,n/e,154,154,154
03.06.2022 02:00 - 03.06.2022 03:00,0,0,0,n/e,n/e,n/e,142,142,142
03.06.2022 03:00 - 03.06.2022 04:00,0,0,0,n/e,n/e,n/e,128,128,128
03.06.2022 04:00 - 03.06.2022 05:00,4,4,4,n/e,n/e,n/e,112,112,112
03.06.2022 05:00 - 03.06.2022 06:00,14,14,14,n/e,n/e,n/e,97,97,97
03.06.2022 06:00 - 03.06.2022 07:00,34,34,34,n/e,n/e,n/e,84,84,84
03.06.2022 07:00 - 03.06.2022 08:00,61,61,61,n/e,n/e,n/e,72,72,72
03.06.2022 08:00 - 03.06.2022 09:00,86,86,86,n/e,n/e,n/e,65,65,65
03.06.2022 09:00 - 03.06.2022 10:00,121,121,121,n/e,n/e,n/e,64,64,64
03.06.2022 10:00 - 03.06.2022 11:00,155,155,155,n/e,n/e,n/e,65,65,65
