MTU (CET/CEST),Generation - Solar  [MW] Day Ahead/ Slovakia (SK),Generation - Solar  [MW] Intraday / Slovakia (SK),Generation - Solar  [MW] Day Ahead/ Slovakia (SK),Generation - Wind Offshore  [MW] Day Ahead/ Slovakia (SK),Generation - Wind Offshore  [MW] Intraday / Slovakia (SK),Generation - Wind Offshore  [MW] Current / Slovakia (SK),Generation - Wind Onshore  [MW] Day Ahead/ Slovakia (SK),Generation - Wind Onshore  [MW] Intraday / Slovakia (SK),Generation - Wind Onshore  [MW] Day Ahead/ Slovakia (SK)
30.05.2022 16:00 - 30.05.2022 17:00,140,140,140,n/e,n/e,n/e,2,2,2
30.05.2022 17:00 - 30.05.2022 18:00,75,75,75,n/e,n/e,n/e,2,2,2
30.05.2022 18:00 - 30.05.2022 19:00,20,20,20,n/e,n/e,n/e,2,2,2
30.05.2022 19:00 - 30.05.2022 20:00,4,4,4,n/e,n/e,n/e,2,2,2
30.05.2022 20:00 - 30.05.2022 21:00,0,0,0,n/e,n/e,n/e,2,2,2
30.05.2022 21:00 - 30.05.2022 22:00,0,0,0,n/e,n/e,n/e,2,2,2
30.05.2022 22:00 - 30.05.2022 23:00,0,0,0,n/e,n/e,n/e,2,2,2
30.05.2022 23:00 - 31.05.2022 00:00,0,0,0,n/e,n/e,n/e,2,2,2
31.05.2022 00:00 - 31.05.2022 01:00,0,0,0,n/e,n/e,n/e,1,1,1
31.05.2022 01:00 - 31.05.2022 02:00,0,0,0,n/e,n/e,n/e,1,1,1
31.05.2022 02:00 - 31.05.2022 03:00,0,0,0,n/e,n/e,n/e,1,1,1
31.05.2022 03:00 - 31.05.2022 04:00,0,0,0,n/e,n/e,n/e,1,1,1
31.05.2022 04:00 - 31.05.2022 05:00,0,0,0,n/e,n/e,n/e,1,1,1
31.05.2022 05:00 - 31.05.2022 06:00,10,10,10,n/e,n/e,n/e,1,1,1
31.05.2022 06:00 - 31.05.2022 07:00,50,50,50,n/e,n/e,n/e,1,1,1
31.05.2022 07:00 - 31.05.2022 08:00,130,130,130,n/e,n/e,n/e,1,1,1
31.05.2022 08:00 - 31.05.2022 09:00,200,200,200,n/e,n/e,n/e,1,1,1
31.05.2022 09:00 - 31.05.2022 10:00,260,260,260,n/e,n/e,n/e,1,1,1
31.05.2022 10:00 - 31.05.2022 11:00,290,290,290,n/e,n/e,n/e,1,1,1
31.05.2022 11:00 - 31.05.2022 12:00,305,305,305,n/e,n/e,n/e,1,1,1
31.05.2022 12:00 - 31.05.2022 13:00,310,310,310,n/e,n/e,n/e,1,1,1
31.05.2022 13:00 - 31.05.2022 14:00,305,305,305,n/e,n/e,n/e,1,1,1
31.05.2022 14:00 - 31.05.2022 15:00,275,275,275,n/e,n/e,n/e,1,1,1
31.05.2022 15:00 - 31.05.2022 16:00,220,220,220,n/e,n/e,n/e,1,1,1
31.05.2022 16:00 - 31.05.2022 17:00,150,150,150,n/e,n/e,n/e,1,1,1
31.05.2022 17:00 - 31.05.2022 18:00,70,70,70,n/e,n/e,n/e,1,1,1
31.05.2022 18:00 - 31.05.2022 19:00,20,20,20,n/e,n/e,n/e,1,1,1
31.05.2022 19:00 - 31.05.2022 20:00,5,5,5,n/e,n/e,n/e,1,1,1
31.05.2022 20:00 - 31.05.2022 21:00,0,0,0,n/e,n/e,n/e,1,1,1
31.05.2022 21:00 - 31.05.2022 22:00,0,0,0,n/e,n/e,n/e,1,1,1
31.05.2022 22:00 - 31.05.2022 23:00,0,0,0,n/e,n/e,n/e,1,1,1
31.05.2022 23:00 - 01.06.2022 00:00,0,0,0,n/e,n/e,n/e,1,1,1
01.06.2022 00:00 - 01.06.2022 01:00,0,0,0,n/e,n/e,n/e,1,1,1
01.06.2022 01:00 - 01.06.2022 02:00,0,0,0,n/e,n/e,n/e,1,1,1
01.06.2022 02:00 - 01.06.2022 03:00,0,0,0,n/e,n/e,n/e,1,1,1
01.06.2022 03:00 - 01.06.2022 04:00,0,0,0,n/e,n/e,n/e,1,1,1
01.06.2022 04:00 - 01.06.2022 05:00,0,0,0,n/e,n/e,n/e,1,1,1
01.06.2022 05:00 - 01.06.2022 06:00,10,10,10,n/e,n/e,n/e,1,1,1
01.06.2022 06:00 - 01.06.2022 07:00,60,60,60,n/e,n/e,n/e,1,1,1
01.06.2022 07:00 - 01.06.2022 08:00,135,135,135,n/e,n/e,n/e,1,1,1
01.06.2022 08:00 - 01.06.2022 09:00,200,200,200,n/e,n/e,n/e,1,1,1
01.06.2022 09:00 - 01.06.2022 10:00,240,240,240,n/e,n/e,n/e,1,1,1
01.06.2022 10:00 - 01.06.2022 11:00,255,255,255,n/e,n/e,n/e,1,1,1
01.06.2022 11:00 - 01.06.2022 12:00,245,245,245,n/e,n/e,n/e,1,1,1
01.06.2022 12:00 - 01.06.2022 13:00,230,230,230,n/e,n/e,n/e,1,1,1
01.06.2022 13:00 - 01.06.2022 14:00,210,210,210,n/e,n/e,n/e,1,1,1
01.06.2022 14:00 - 01.06.2022 15:00,175,175,175,n/e,n/e,n/e,1,1,1
01.06.2022 15:00 - 01.06.2022 16:00,145,145,145,n/e,n/e,n/e,1,1,1
01.06.2022 16:00 - 01.06.2022 17:00,125,125,125,n/e,n/e,n/e,1,1,1
01.06.2022 17:00 - 01.06.2022 18:00,70,70,70,n/e,n/e,n/e,1,1,1
01.06.2022 18:00 - 01.06.2022 19:00,20,20,20,n/e,n/e,n/e,1,1,1
01.06.2022 19:00 - 01.06.2022 20:00,2,2,2,n/e,n/e,n/e,1,1,1
01.06.2022 20:00 - 01.06.2022 21:00,0,0,0,n/e,n/e,n/e,1,1,1
01.06.2022 21:00 - 01.06.2022 22:00,0,0,0,n/e,n/e,n/e,1,1,1
01.06.2022 22:00 - 01.06.2022 23:00,0,0,0,n/e,n/e,n/e,1,1,1
01.06.2022 23:00 - 02.06.2022 00:00,0,0,0,n/e,n/e,n/e,1,1,1
02.06.2022 00:00 - 02.06.2022 01:00,0,0,0,n/e,n/e,n/e,1,1,1
02.06.2022 01:00 - 02.06.2022 02:00,0,0,0,n/e,n/e,n/e,1,1,1
02.06.2022 02:00 - 02.06.2022 03:00,0,0,0,n/e,n/e,n/e,1,1,1
02.06.2022 03:00 - 02.06.2022 04:00,0,0,0,n/e,n/e,n/e,1,1,1
02.06.2022 04:00 - 02.06.2022 05:00,0,0,0,n/e,n/e,n/e,1,1,1
02.06.2022 05:00 - 02.06.2022 06:00,10,10,10,n/e,n/e,n/e,1,1,1
02.06.2022 06:00 - 02.06.2022 07:00,52,52,52,n/e,n/e,n/e,1,1,1
02.06.2022 07:00 - 02.06.2022 08:00,119,119,119,n/e,n/e,n/e,1,1,1
02.06.2022 08:00 - 02.06.2022 09:00,209,209,209,n/e,n/e,n/e,1,1,1
02.06.2022 09:00 - 02.06.2022 10:00,242,242,242,n/e,n/e,n/e,1,1,1
02.06.2022 10:00 - 02.06.2022 11:00,270,270,270,n/e,n/e,n/e,1,1,1
02.06.2022 11:00 - 02.06.2022 12:00,280,280,280,n/e,n/e,n/e,1,1,1
02.06.2022 12:00 - 02.06.2022 13:00,295,295,295,n/e,n/e,n/e,1,1,1
02.06.2022 13:00 - 02.06.2022 14:00,280,280,280,n/e,n/e,n/e,1,1,1
02.06.2022 14:00 - 02.06.2022 15:00,247,247,247,n/e,n/e,n/e,1,1,1
02.06.2022 15:00 - 02.06.2022 16:00,209,209,209,n/e,n/e,n/e,1,1,1
02.06.2022 16:00 - 02.06.2022 17:00,133,133,133,n/e,n/e,n/e,1,1,1
02.06.2022 17:00 - 02.06.2022 18:00,71,71,71,n/e,n/e,n/e,1,1,1
02.06.2022 18:00 - 02.06.2022 19:00,19,19,19,n/e,n/e,n/e,1,1,1
02.06.2022 19:00 - 02.06.2022 20:00,4,4,4,n/e,n/e,n/e,1,1,1
02.06.2022 20:00 - 02.06.2022 21:00,0,0,0,n/e,n/e,n/e,1,1,1
02.06.2022 21:00 - 02.06.2022 22:00,0,0,0,n/e,n/e,n/e,1,1,1
02.06.2022 22:00 - 02.06.2022 23:00,0,0,0,n/e,n/e,n/e,1,1,1
02.06.2022 23:00 - 03.06.2022 00:00,0,0,0,n/e,n/e,n/e,1,1,1
03.06.2022 00:00 - 03.06.2022 01:00,0,0,0,n/e,n/e,n/e,1,1,1
03.06.2022 01:00 - 03.06.2022 02:00,0,0,0,n/e,n/e,n/e,1,1,1
03.06.2022 02:00 - 03.06.2022 03:00,0,0,0,n/e,n/e,n/e,1,1,1
03.06.2022 03:00 - 03.06.2022 04:00,0,0,0,n/e,n/e,n/e,1,1,1
03.06.2022 04:00 - 03.06.2022 05:00,0,0,0,n/e,n/e,n/e,1,1,1
03.06.2022 05:00 - 03.06.2022 06:00,10,10,10,n/e,n/e,n/e,1,1,1
03.06.2022 06:00 - 03.06.2022 07:00,55,55,55,n/e,n/e,n/e,1,1,1
03.06.2022 07:00 - 03.06.2022 08:00,125,125,125,n/e,n/e,n/e,1,1,1
03.06.2022 08:00 - 03.06.2022 09:00,220,220,220,n/e,n/e,n/e,1,1,1
03.06.2022 09:00 - 03.06.2022 10:00,255,255,255,n/e,n/e,n/e,1,1,1
03.06.2022 10:00 - 03.06.2022 11:00,280,280,280,n/e,n/e,n/e,1,1,1
03.06.2022 11:00 - 03.06.2022 12:00,285,285,285,n/e,n/e,n/e,1,1,1
03.06.2022 12:00 - 03.06.2022 13:00,310,310,310,n/e,n/e,n/e,1,1,1
03.06.2022 13:00 - 03.06.2022 14:00,295,295,295,n/e,n/e,n/e,1,1,1
03.06.2022 14:00 - 03.06.2022 15:00,260,260,260,n/e,n/e,n/e,1,1,1
03.06.2022 15:00 - 03.06.2022 16:00,220,220,220,n/e,n/e,n/e,1,1,1
03.06.2022 16:00 - 03.06.2022 17:00,140,140,140,n/e,n/e,n/e,1,1,1
03.06.2022 17:00 - 03.06.2022 18:00,75,75,75,n/e,n/e,n/e,1,1,1
03.06.2022 18:00 - 03.06.2022 19:00,20,20,20,n/e,n/e,n/e,1,1,1
03.06.2022 19:00 - 03.06.2022 20:00,4,4,4,n/e,n/e,n/e,1,1,1
03.06.2022 20:00 - 03.06.2022 21:00,0,0,0,n/e,n/e,n/e,1,1,1
03.06.2022 21:00 - 03.06.2022 22:00,0,0,0,n/e,n/e,n/e,1,1,1
03.06.2022 22:00 - 03.06.2022 23:00,0,0,0,n/e,n/e,n/e,1,1,1
03.06.2022 23:00 - 04.06.2022 00:00,0,0,0,n/e,n/e,n/e,1,1,1
04.06.2022 00:00 - 04.06.2022 01:00,0,0,0,n/e,n/e,n/e,1,1,1
04.06.2022 01:00 - 04.06.2022 02:00,0,0,0,n/e,n/e,n/e,1,1,1
04.06.2022 02:00 - 04.06.2022 03:00,0,0,0,n/e,n/e,n/e,1,1,1
04.06.2022 03:00 - 04.06.2022 04:00,0,0,0,n/e,n/e,n/e,1,1,1
04.06.2022 04:00 - 04.06.2022 05:00,0,0,0,n/e,n/e,n/e,1,1,1
04.06.2022 05:00 - 04.06.2022 06:00,2,2,2,n/e,n/e,n/e,1,1,1
04.06.2022 06:00 - 04.06.2022 07:00,10,10,10,n/e,n/e,n/e,1,1,1
04.06.2022 07:00 - 04.06.2022 08:00,23,23,23,n/e,n/e,n/e,1,1,1
04.06.2022 08:00 - 04.06.2022 09:00,57,57,57,n/e,n/e,n/e,1,1,1
04.06.2022 09:00 - 04.06.2022 10:00,82,82,82,n/e,n/e,n/e,1,1,1
04.06.2022 10:00 - 04.06.2022 11:00,98,98,98,n/e,n/e,n/e,1,1,1
04.06.2022 11:00 - 04.06.2022 12:00,109,109,109,n/e,n/e,n/e,1,1,1
04.06.2022 12:00 - 04.06.2022 13:00,120,120,120,n/e,n/e,n/e,1,1,1
04.06.2022 13:00 - 04.06.2022 14:00,131,131,131,n/e,n/e,n/e,1,1,1
04.06.2022 14:00 - 04.06.2022 15:00,174,174,174,n/e,n/e,n/e,1,1,1
04.06.2022 15:00 - 04.06.2022 16:00,168,168,168,n/e,n/e,n/e,1,1,1
04.06.2022 16:00 - 04.06.2022 17:00,138,138,138,n/e,n/e,n/e,1,1,1
04.06.2022 17:00 - 04.06.2022 18:00,68,68,68,n/e,n/e,n/e,1,1,1
04.06.2022 18:00 - 04.06.2022 19:00,17,17,17,n/e,n/e,n/e,1,1,1
04.06.2022 19:00 - 04.06.2022 20:00,2,2,2,n/e,n/e,n/e,1,1,1
04.06.2022 20:00 - 04.06.2022 21:00,0,0,0,n/e,n/e,n/e,1,1,1
04.06.2022 21:00 - 04.06.2022 22:00,0,0,0,n/e,n/e,n/e,1,1,1
04.06.2022 22:00 - 04.06.2022 23:00,0,0,0,n/e,n/e,n/e,1,1,1
04.06.2022 23:00 - 05.06.2022 00:00,0,0,0,n/e,n/e,n/e,1,1,1
05.06.2022 00:00 - 05.06.2022 01:00,0,0,0,n/e,n/e,n/e,1,1,1
05.06.2022 01:00 - 05.06.2022 02:00,0,0,0,n/e,n/e,n/e,1,1,1
05.06.2022 02:00 - 05.06.2022 03:00,0,0,0,n/e,n/e,n/e,1,1,1
05.06.2022 03:00 - 05.06.2022 04:00,0,0,0,n/e,n/e,n/e,1,1,1
05.06.2022 04:00 - 05.06.2022 05:00,0,0,0,n/e,n/e,n/e,1,1,1
05.06.2022 05:00 - 05.06.2022 06:00,10,10,10,n/e,n/e,n/e,1,1,1
05.06.2022 06:00 - 05.06.2022 07:00,50,50,50,n/e,n/e,n/e,1,1,1
05.06.2022 07:00 - 05.06.2022 08:00,130,130,130,n/e,n/e,n/e,1,1,1
05.06.2022 08:00 - 05.06.2022 09:00,200,200,200,n/e,n/e,n/e,1,1,1
05.06.2022 09:00 - 05.06.2022 10:00,260,260,260,n/e,n/e,n/e,1,1,1
05.06.2022 10:00 - 05.06.2022 11:00,290,290,290,n/e,n/e,n/e,1,1,1
05.06.2022 11:00 - 05.06.2022 12:00,305,305,305,n/e,n/e,n/e,1,1,1
05.06.2022 12:00 - 05.06.2022 13:00,310,310,310,n/e,n/e,n/e,1,1,1
05.06.2022 13:00 - 05.06.2022 14:00,305,305,305,n/e,n/e,n/e,1,1,1
05.06.2022 14:00 - 05.06.2022 15:00,275,275,275,n/e,n/e,n/e,1,1,1
05.06.2022 15:00 - 05.06.2022 16:00,220,220,220,n/e,n/e,n/e,1,1,1
05.06.2022 16:00 - 05.06.2022 17:00,150,150,150,n/e,n/e,n/e,1,1,1
05.06.2022 17:00 - 05.06.2022 18:00,70,70,70,n/e,n/e,n/e,1,1,1
05.06.2022 18:00 - 05.06.2022 19:00,20,20,20,n/e,n/e,n/e,1,1,1
05.06.2022 19:00 - 05.06.2022 20:00,5,5,5,n/e,n/e,n/e,1,1,1
05.06.2022 20:00 - 05.06.2022 21:00,0,0,0,n/e,n/e,n/e,1,1,1
05.06.2022 21:00 - 05.06.2022 22:00,0,0,0,n/e,n/e,n/e,1,1,1
05.06.2022 22:00 - 05.06.2022 23:00,0,0,0,n/e,n/e,n/e,1,1,1
05.06.2022 23:00 - 06.06.2022 00:00,0,0,0,n/e,n/e,n/e,1,1,1
06.06.2022 00:00 - 06.06.2022 01:00,0,0,0,n/e,n/e,n/e,1,1,1
06.06.2022 01:00 - 06.06.2022 02:00,0,0,0,n/e,n/e,n/e,1,1,1
06.06.2022 02:00 - 06.06.2022 03:00,0,0,0,n/e,n/e,n/e,1,1,1
06.06.2022 03:00 - 06.06.2022 04:00,0,0,0,n/e,n/e,n/e,1,1,1
06.06.2022 04:00 - 06.06.2022 05:00,0,0,0,n/e,n/e,n/e,1,1,1
06.06.2022 05:00 - 06.06.2022 06:00,0,0,0,n/e,n/e,n/e,1,1,1
06.06.2022 06:00 - 06.06.2022 07:00,30,30,30,n/e,n/e,n/e,1,1,1
06.06.2022 07:00 - 06.06.2022 08:00,110,110,110,n/e,n/e,n/e,1,1,1
06.06.2022 08:00 - 06.06.2022 09:00,180,180,180,n/e,n/e,n/e,1,1,1
06.06.2022 09:00 - 06.06.2022 10:00,240,240,240,n/e,n/e,n/e,1,1,1
06.06.2022 10:00 - 06.06.2022 11:00,270,270,270,n/e,n/e,n/e,1,1,1
06.06.2022 11:00 - 06.06.2022 12:00,285,285,285,n/e,n/e,n/e,1,1,1
06.06.2022 12:00 - 06.06.2022 13:00,290,290,290,n/e,n/e,n/e,1,1,1
06.06.2022 13:00 - 06.06.2022 14:00,285,285,285,n/e,n/e,n/e,1,1,1
06.06.2022 14:00 - 06.06.2022 15:00,255,255,255,n/e,n/e,n/e,1,1,1
06.06.2022 15:00 - 06.06.2022 16:00,200,200,200,n/e,n/e,n/e,1,1,1
06.06.2022 16:00 - 06.06.2022 17:00,130,130,130,n/e,n/e,n/e,1,1,1
06.06.2022 17:00 - 06.06.2022 18:00,50,50,50,n/e,n/e,n/e,1,1,1
06.06.2022 18:00 - 06.06.2022 19:00,20,20,20,n/e,n/e,n/e,1,1,1
06.06.2022 19:00 - 06.06.2022 20:00,0,0,0,n/e,n/e,n/e,1,1,1
06.06.2022 20:00 - 06.06.2022 21:00,0,0,0,n/e,n/e,n/e,1,1,1
06.06.2022 21:00 - 06.06.2022 22:00,0,0,0,n/e,n/e,n/e,1,1,1
06.06.2022 22:00 - 06.06.2022 23:00,0,0,0,n/e,n/e,n/e,1,1,1
06.06.2022 23:00 - 07.06.2022 00:00,0,0,0,n/e,n/e,n/e,1,1,1
07.06.2022 00:00 - 07.06.2022 01:00,0,0,0,n/e,n/e,n/e,1,1,1
07.06.2022 01:00 - 07.06.2022 02:00,0,0,0,n/e,n/e,n/e,1,1,1
07.06.2022 02:00 - 07.06.2022 03:00,0,0,0,n/e,n/e,n/e,1,1,1
07.06.2022 03:00 - 07.06.2022 04:00,0,0,0,n/e,n/e,n/e,1,1,1
07.06.2022 04:00 - 07.06.2022 05:00,0,0,0,n/e,n/e,n/e,1,1,1
07.06.2022 05:00 - 07.06.2022 06:00,10,10,10,n/e,n/e,n/e,1,1,1
07.06.2022 06:00 - 07.06.2022 07:00,50,50,50,n/e,n/e,n/e,1,1,1
07.06.2022 07:00 - 07.06.2022 08:00,130,130,130,n/e,n/e,n/e,1,1,1
07.06.2022 08:00 - 07.06.2022 09:00,200,200,200,n/e,n/e,n/e,1,1,1
07.06.2022 09:00 - 07.06.2022 10:00,260,260,260,n/e,n/e,n/e,1,1,1
07.06.2022 10:00 - 07.06.2022 11:00,290,290,290,n/e,n/e,n/e,1,1,1
07.06.2022 11:00 - 07.06.2022 12:00,305,305,305,n/e,n/e,n/e,1,1,1
07.06.2022 12:00 - 07.06.2022 13:00,310,310,310,n/e,n/e,n/e,1,1,1
07.06.2022 13:00 - 07.06.2022 14:00,305,305,305,n/e,n/e,n/e,1,1,1
07.06.2022 14:00 - 07.06.2022 15:00,275,275,275,n/e,n/e,n/e,1,1,1
07.06.2022 15:00 - 07.06.2022 16:00,220,220,220,n/e,n/e,n/e,1,1,1
07.06.2022 16:00 - 07.06.2022 17:00,150,150,150,n/e,n/e,n/e,1,1,1
07.06.2022 17:00 - 07.06.2022 18:00,70,70,70,n/e,n/e,n/e,1,1,1
07.06.2022 18:00 - 07.06.2022 19:00,20,20,20,n/e,n/e,n/e,1,1,1
07.06.2022 19:00 - 07.06.2022 20:00,5,5,5,n/e,n/e,n/e,1,1,1
07.06.2022 20:00 - 07.06.2022 21:00,0,0,0,n/e,n/e,n/e,1,1,1
07.06.2022 21:00 - 07.06.2022 22:00,0,0,0,n/e,n/e,n/e,1,1,1
07.06.2022 22:00 - 07.06.2022 23:00,0,0,0,n/e,n/e,n/e,1,1,1
07.06.2022 23:00 - 08.06.2022 00:00,0,0,0,n/e,n/e,n/e,1,1,1
08.06.2022 00:00 - 08.06.2022 01:00,0,0,0,n/e,n/e,n/e,1,1,1
08.06.2022 01:00 - 08.06.2022 02:00,0,0,0,n/e,n/e,n/e,1,1,1
08.06.2022 02:00 - 08.06.2022 03:00,0,0,0,n/e,n/e,n/e,1,1,1
08.06.2022 03:00 - 08.06.2022 04:00,0,0,0,n/e,n/e,n/e,1,1,1
08.06.2022 04:00 - 08.06.2022 05:00,0,0,0,n/e,n/e,n/e,1,1,1
08.06.2022 05:00 - 08.06.2022 06:00,0,0,0,n/e,n/e,n/e,1,1,1
08.06.2022 06:00 - 08.06.2022 07:00,5,5,5,n/e,n/e,n/e,1,1,1
08.06.2022 07:00 - 08.06.2022 08:00,20,20,20,n/e,n/e,n/e,1,1,1
08.06.2022 08:00 - 08.06.2022 09:00,40,40,40,n/e,n/e,n/e,1,1,1
08.06.2022 09:00 - 08.06.2022 10:00,60,60,60,n/e,n/e,n/e,1,1,1
08.06.2022 10:00 - 08.06.2022 11:00,75,75,75,n/e,n/e,n/e,1,1,1
08.06.2022 11:00 - 08.06.2022 12:00,80,80,80,n/e,n/e,n/e,1,1,1
08.06.2022 12:00 - 08.06.2022 13:00,75,75,75,n/e,n/e,n/e,1,1,1
08.06.2022 13:00 - 08.06.2022 14:00,60,60,60,n/e,n/e,n/e,1,1,1
08.06.2022 14:00 - 08.06.2022 15:00,40,40,40,n/e,n/e,n/e,1,1,1
08.06.2022 15:00 - 08.06.2022 16:00,25,25,25,n/e,n/e,n/e,1,1,1
08.06.2022 16:00 - 08.06.2022 17:00,10,10,10,n/e,n/e,n/e,1,1,1
08.06.2022 17:00 - 08.06.2022 18:00,5,5,5,n/e,n/e,n/e,1,1,1
08.06.2022 18:00 - 08.06.2022 19:00,0,0,0,n/e,n/e,n/e,1,1,1
08.06.2022 19:00 - 08.06.2022 20:00,0,0,0,n/e,n/e,n/e,1,1,1
08.06.2022 20:00 - 08.06.2022 21:00,0,0,0,n/e,n/e,n/e,1,1,1
08.06.2022 21:00 - 08.06.2022 22:00,0,0,0,n/e,n/e,n/e,1,1,1
08.06.2022 22:00 - 08.06.2022 23:00,0,0,0,n/e,n/e,n/e,1,1,1
08.06.2022 23:00 - 09.06.2022 00:00,0,0,0,n/e,n/e,n/e,1,1,1
09.06.2022 00:00 - 09.06.2022 01:00,0,0,0,n/e,n/e,n/e,1,1,1
09.06.2022 01:00 - 09.06.2022 02:00,0,0,0,n/e,n/e,n/e,1,1,1
09.06.2022 02:00 - 09.06.2022 03:00,0,0,0,n/e,n/e,n/e,1,1,1
09.06.2022 03:00 - 09.06.2022 04:00,0,0,0,n/e,n/e,n/e,1,1,1
09.06.2022 04:00 - 09.06.2022 05:00,0,0,0,n/e,n/e,n/e,1,1,1
09.06.2022 05:00 - 09.06.2022 06:00,5,5,5,n/e,n/e,n/e,1,1,1
09.06.2022 06:00 - 09.06.2022 07:00,30,30,30,n/e,n/e,n/e,1,1,1
09.06.2022 07:00 - 09.06.2022 08:00,70,70,70,n/e,n/e,n/e,1,1,1
09.06.2022 08:00 - 09.06.2022 09:00,130,130,130,n/e,n/e,n/e,1,1,1
09.06.2022 09:00 - 09.06.2022 10:00,180,180,180,n/e,n/e,n/e,1,1,1
09.06.2022 10:00 - 09.06.2022 11:00,230,230,230,n/e,n/e,n/e,1,1,1
09.06.2022 11:00 - 09.06.2022 12:00,255,255,255,n/e,n/e,n/e,1,1,1
09.06.2022 12:00 - 09.06.2022 13:00,255,255,255,n/e,n/e,n/e,1,1,1
09.06.2022 13:00 - 09.06.2022 14:00,230,230,230,n/e,n/e,n/e,1,1,1
09.06.2022 14:00 - 09.06.2022 15:00,180,180,180,n/e,n/e,n/e,1,1,1
09.06.2022 15:00 - 09.06.2022 16:00,120,120,120,n/e,n/e,n/e,1,1,1
09.06.2022 16:00 - 09.06.2022 17:00,60,60,60,n/e,n/e,n/e,1,1,1
09.06.2022 17:00 - 09.06.2022 18:00,15,15,15,n/e,n/e,n/e,1,1,1
09.06.2022 18:00 - 09.06.2022 19:00,5,5,5,n/e,n/e,n/e,1,1,1
09.06.2022 19:00 - 09.06.2022 20:00,0,0,0,n/e,n/e,n/e,1,1,1
09.06.2022 20:00 - 09.06.2022 21:00,0,0,0,n/e,n/e,n/e,1,1,1
09.06.2022 21:00 - 09.06.2022 22:00,0,0,0,n/e,n/e,n/e,1,1,1
09.06.2022 22:00 - 09.06.2022 23:00,0,0,0,n/e,n/e,n/e,1,1,1
09.06.2022 23:00 - 10.06.2022 00:00,0,0,0,n/e,n/e,n/e,1,1,1
10.06.2022 00:00 - 10.06.2022 01:00,0,0,0,n/e,n/e,n/e,2,2,2
10.06.2022 01:00 - 10.06.2022 02:00,0,0,0,n/e,n/e,n/e,2,2,2
10.06.2022 02:00 - 10.06.2022 03:00,0,0,0,n/e,n/e,n/e,2,2,2
10.06.2022 03:00 - 10.06.2022 04:00,0,0,0,n/e,n/e,n/e,2,2,2
10.06.2022 04:00 - 10.06.2022 05:00,0,0,0,n/e,n/e,n/e,2,2,2
10.06.2022 05:00 - 10.06.2022 06:00,3,3,3,n/e,n/e,n/e,2,2,2
10.06.2022 06:00 - 10.06.2022 07:00,15,15,15,n/e,n/e,n/e,2,2,2
10.06.2022 07:00 - 10.06.2022 08:00,35,35,35,n/e,n/e,n/e,2,2,2
10.06.2022 08:00 - 10.06.2022 09:00,55,55,55,n/e,n/e,n/e,2,2,2
10.06.2022 09:00 - 10.06.2022 10:00,110,110,110,n/e,n/e,n/e,2,2,2
10.06.2022 10:00 - 10.06.2022 11:00,125,125,125,n/e,n/e,n/e,2,2,2
10.06.2022 11:00 - 10.06.2022 12:00,165,165,165,n/e,n/e,n/e,2,2,2
10.06.2022 12:00 - 10.06.2022 13:00,150,150,150,n/e,n/e,n/e,2,2,2
10.06.2022 13:00 - 10.06.2022 14:00,135,135,135,n/e,n/e,n/e,2,2,2
10.06.2022 14:00 - 10.06.2022 15:00,110,110,110,n/e,n/e,n/e,2,2,2
10.06.2022 15:00 - 10.06.2022 16:00,90,90,90,n/e,n/e,n/e,2,2,2
10.06.2022 16:00 - 10.06.2022 17:00,70,70,70,n/e,n/e,n/e,2,2,2
10.06.2022 17:00 - 10.06.2022 18:00,35,35,35,n/e,n/e,n/e,2,2,2
10.06.2022 18:00 - 10.06.2022 19:00,10,10,10,n/e,n/e,n/e,2,2,2
10.06.2022 19:00 - 10.06.2022 20:00,0,0,0,n/e,n/e,n/e,2,2,2
10.06.2022 20:00 - 10.06.2022 21:00,0,0,0,n/e,n/e,n/e,2,2,2
10.06.2022 21:00 - 10.06.2022 22:00,0,0,0,n/e,n/e,n/e,2,2,2
10.06.2022 22:00 - 10.06.2022 23:00,0,0,0,n/e,n/e,n/e,2,2,2
10.06.2022 23:00 - 11.06.2022 00:00,0,0,0,n/e,n/e,n/e,2,2,2
11.06.2022 00:00 - 11.06.2022 01:00,0,0,0,n/e,n/e,n/e,1,1,1
11.06.2022 01:00 - 11.06.2022 02:00,0,0,0,n/e,n/e,n/e,1,1,1
11.06.2022 02:00 - 11.06.2022 03:00,0,0,0,n/e,n/e,n/e,1,1,1
11.06.2022 03:00 - 11.06.2022 04:00,0,0,0,n/e,n/e,n/e,1,1,1
11.06.2022 04:00 - 11.06.2022 05:00,0,0,0,n/e,n/e,n/e,1,1,1
11.06.2022 05:00 - 11.06.2022 06:00,10,10,10,n/e,n/e,n/e,1,1,1
11.06.2022 06:00 - 11.06.2022 07:00,55,55,55,n/e,n/e,n/e,1,1,1
11.06.2022 07:00 - 11.06.2022 08:00,125,125,125,n/e,n/e,n/e,1,1,1
11.06.2022 08:00 - 11.06.2022 09:00,220,220,220,n/e,n/e,n/e,1,1,1
11.06.2022 09:00 - 11.06.2022 10:00,255,255,255,n/e,n/e,n/e,1,1,1
11.06.2022 10:00 - 11.06.2022 11:00,280,280,280,n/e,n/e,n/e,1,1,1
11.06.2022 11:00 - 11.06.2022 12:00,285,285,285,n/e,n/e,n/e,1,1,1
11.06.2022 12:00 - 11.06.2022 13:00,310,310,310,n/e,n/e,n/e,1,1,1
