"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Germany (DE)","Generation - Solar  [MW] Intraday / Germany (DE)","Generation - Solar  [MW] Current / Germany (DE)","Generation - Wind Offshore  [MW] Day Ahead/ Germany (DE)","Generation - Wind Offshore  [MW] Intraday / Germany (DE)","Generation - Wind Offshore  [MW] Current / Germany (DE)","Generation - Wind Onshore  [MW] Day Ahead/ Germany (DE)","Generation - Wind Onshore  [MW] Intraday / Germany (DE)","Generation - Wind Onshore  [MW] Current / Germany (DE)"
"14.01.2022 23:30 - 14.01.2022 23:45","0","0","n/e","772","705","n/e","5974","4792","n/e"
"14.01.2022 23:45 - 15.01.2022 00:00","0","0","n/e","746","680","n/e","5831","4690","n/e"
"15.01.2022 00:00 - 15.01.2022 00:15","0","0","n/e","604","635","n/e","4534","4496","n/e"
"15.01.2022 00:15 - 15.01.2022 00:30","0","0","n/e","581","617","n/e","4461","4544","n/e"
"15.01.2022 00:30 - 15.01.2022 00:45","0","0","n/e","558","604","n/e","4402","4673","n/e"
"15.01.2022 00:45 - 15.01.2022 01:00","0","0","n/e","537","589","n/e","4343","4762","n/e"
"15.01.2022 01:00 - 15.01.2022 01:15","0","0","n/e","534","580","n/e","4281","4872","n/e"
"15.01.2022 01:15 - 15.01.2022 01:30","0","0","n/e","513","569","n/e","4230","4985","n/e"
"15.01.2022 01:30 - 15.01.2022 01:45","0","0","n/e","492","549","n/e","4191","5006","n/e"
"15.01.2022 01:45 - 15.01.2022 02:00","0","0","n/e","477","536","n/e","4168","4975","n/e"
"15.01.2022 02:00 - 15.01.2022 02:15","0","0","n/e","458","523","n/e","4146","5041","n/e"
"15.01.2022 02:15 - 15.01.2022 02:30","0","0","n/e","439","504","n/e","4130","5017","n/e"
"15.01.2022 02:30 - 15.01.2022 02:45","0","0","n/e","418","483","n/e","4110","4940","n/e"
"15.01.2022 02:45 - 15.01.2022 03:00","0","0","n/e","400","476","n/e","4073","4938","n/e"
"15.01.2022 03:00 - 15.01.2022 03:15","0","0","n/e","385","460","n/e","4035","4886","n/e"
"15.01.2022 03:15 - 15.01.2022 03:30","0","0","n/e","372","444","n/e","3999","4809","n/e"
"15.01.2022 03:30 - 15.01.2022 03:45","0","0","n/e","358","424","n/e","3969","4793","n/e"
"15.01.2022 03:45 - 15.01.2022 04:00","0","0","n/e","342","416","n/e","3940","4740","n/e"
"15.01.2022 04:00 - 15.01.2022 04:15","0","0","n/e","329","405","n/e","3914","4621","n/e"
"15.01.2022 04:15 - 15.01.2022 04:30","0","0","n/e","322","387","n/e","3863","4445","n/e"
"15.01.2022 04:30 - 15.01.2022 04:45","0","0","n/e","313","378","n/e","3814","4309","n/e"
"15.01.2022 04:45 - 15.01.2022 05:00","0","0","n/e","306","364","n/e","3767","4249","n/e"
"15.01.2022 05:00 - 15.01.2022 05:15","0","0","n/e","297","353","n/e","3725","4215","n/e"
"15.01.2022 05:15 - 15.01.2022 05:30","0","0","n/e","287","335","n/e","3681","4202","n/e"
"15.01.2022 05:30 - 15.01.2022 05:45","0","0","n/e","281","318","n/e","3639","4164","n/e"
"15.01.2022 05:45 - 15.01.2022 06:00","0","0","n/e","273","307","n/e","3599","4164","n/e"
"15.01.2022 06:00 - 15.01.2022 06:15","0","0","n/e","267","288","n/e","3572","4136","n/e"
"15.01.2022 06:15 - 15.01.2022 06:30","0","0","n/e","266","278","n/e","3507","4002","n/e"
"15.01.2022 06:30 - 15.01.2022 06:45","0","0","n/e","271","265","n/e","3443","3933","n/e"
"15.01.2022 06:45 - 15.01.2022 07:00","0","0","n/e","270","253","n/e","3376","3900","n/e"
"15.01.2022 07:00 - 15.01.2022 07:15","0","0","n/e","278","241","n/e","3310","3784","n/e"
"15.01.2022 07:15 - 15.01.2022 07:30","0","0","n/e","291","240","n/e","3205","3678","n/e"
"15.01.2022 07:30 - 15.01.2022 07:45","0","0","n/e","299","225","n/e","3106","3550","n/e"
"15.01.2022 07:45 - 15.01.2022 08:00","0","0","n/e","316","221","n/e","3008","3485","n/e"
"15.01.2022 08:00 - 15.01.2022 08:15","26","29","n/e","333","221","n/e","2920","3363","n/e"
"15.01.2022 08:15 - 15.01.2022 08:30","135","153","n/e","362","222","n/e","2851","3218","n/e"
"15.01.2022 08:30 - 15.01.2022 08:45","626","628","n/e","390","232","n/e","2780","3135","n/e"
"15.01.2022 08:45 - 15.01.2022 09:00","1096","1127","n/e","421","242","n/e","2711","3091","n/e"
"15.01.2022 09:00 - 15.01.2022 09:15","1655","1758","n/e","456","255","n/e","2639","2983","n/e"
"15.01.2022 09:15 - 15.01.2022 09:30","2282","2453","n/e","497","279","n/e","2579","2887","n/e"
"15.01.2022 09:30 - 15.01.2022 09:45","2940","3162","n/e","538","304","n/e","2520","2787","n/e"
"15.01.2022 09:45 - 15.01.2022 10:00","3603","3890","n/e","585","330","n/e","2459","2682","n/e"
"15.01.2022 10:00 - 15.01.2022 10:15","4248","4602","n/e","633","364","n/e","2397","2582","n/e"
"15.01.2022 10:15 - 15.01.2022 10:30","4869","5278","n/e","677","418","n/e","2293","2478","n/e"
"15.01.2022 10:30 - 15.01.2022 10:45","5469","5903","n/e","721","465","n/e","2192","2378","n/e"
"15.01.2022 10:45 - 15.01.2022 11:00","6028","6519","n/e","762","514","n/e","2092","2282","n/e"
"15.01.2022 11:00 - 15.01.2022 11:15","6544","7094","n/e","807","561","n/e","1993","2184","n/e"
"15.01.2022 11:15 - 15.01.2022 11:30","7028","7581","n/e","852","619","n/e","1883","2075","n/e"
"15.01.2022 11:30 - 15.01.2022 11:45","7397","7966","n/e","903","675","n/e","1772","1966","n/e"
"15.01.2022 11:45 - 15.01.2022 12:00","7698","8289","n/e","947","732","n/e","1665","1859","n/e"
"15.01.2022 12:00 - 15.01.2022 12:15","7925","8570","n/e","990","786","n/e","1558","1753","n/e"
"15.01.2022 12:15 - 15.01.2022 12:30","8037","8695","n/e","1032","831","n/e","1485","1674","n/e"
"15.01.2022 12:30 - 15.01.2022 12:45","8043","8749","n/e","1075","879","n/e","1410","1597","n/e"
"15.01.2022 12:45 - 15.01.2022 13:00","7977","8709","n/e","1110","925","n/e","1335","1522","n/e"
"15.01.2022 13:00 - 15.01.2022 13:15","7830","8558","n/e","1140","960","n/e","1265","1452","n/e"
"15.01.2022 13:15 - 15.01.2022 13:30","7591","8316","n/e","1165","974","n/e","1245","1422","n/e"
"15.01.2022 13:30 - 15.01.2022 13:45","7261","7965","n/e","1186","988","n/e","1224","1398","n/e"
"15.01.2022 13:45 - 15.01.2022 14:00","6848","7527","n/e","1204","1006","n/e","1203","1372","n/e"
"15.01.2022 14:00 - 15.01.2022 14:15","6361","6877","n/e","1224","1014","n/e","1186","1375","n/e"
"15.01.2022 14:15 - 15.01.2022 14:30","5822","6238","n/e","1248","1017","n/e","1192","1339","n/e"
"15.01.2022 14:30 - 15.01.2022 14:45","5184","5458","n/e","1270","1020","n/e","1199","1301","n/e"
"15.01.2022 14:45 - 15.01.2022 15:00","4489","4720","n/e","1296","1024","n/e","1206","1271","n/e"
"15.01.2022 15:00 - 15.01.2022 15:15","3761","3935","n/e","1324","1234","n/e","1214","1245","n/e"
"15.01.2022 15:15 - 15.01.2022 15:30","3040","3156","n/e","1366","1244","n/e","1264","1243","n/e"
"15.01.2022 15:30 - 15.01.2022 15:45","2328","2405","n/e","1404","1251","n/e","1316","1257","n/e"
"15.01.2022 15:45 - 15.01.2022 16:00","1645","1688","n/e","1442","1263","n/e","1369","1276","n/e"
"15.01.2022 16:00 - 15.01.2022 16:15","1054","1069","n/e","1475","1279","n/e","1434","1307","n/e"
"15.01.2022 16:15 - 15.01.2022 16:30","579","560","n/e","1516","1294","n/e","1568","1405","n/e"
"15.01.2022 16:30 - 15.01.2022 16:45","186","166","n/e","1552","1308","n/e","1704","1502","n/e"
"15.01.2022 16:45 - 15.01.2022 17:00","19","19","n/e","1592","1329","n/e","1838","1596","n/e"
"15.01.2022 17:00 - 15.01.2022 17:15","0","0","n/e","1642","1353","n/e","1973","1692","n/e"
"15.01.2022 17:15 - 15.01.2022 17:30","0","0","n/e","1700","1399","n/e","2129","1805","n/e"
"15.01.2022 17:30 - 15.01.2022 17:45","0","0","n/e","1759","1443","n/e","2285","1919","n/e"
"15.01.2022 17:45 - 15.01.2022 18:00","0","0","n/e","1819","1488","n/e","2441","2033","n/e"
"15.01.2022 18:00 - 15.01.2022 18:15","0","0","n/e","1888","1540","n/e","2595","2144","n/e"
"15.01.2022 18:15 - 15.01.2022 18:30","0","0","n/e","1964","1620","n/e","2723","2249","n/e"
"15.01.2022 18:30 - 15.01.2022 18:45","0","0","n/e","2046","1695","n/e","2847","2354","n/e"
"15.01.2022 18:45 - 15.01.2022 19:00","0","0","n/e","2125","1772","n/e","2970","2463","n/e"
"15.01.2022 19:00 - 15.01.2022 19:15","0","0","n/e","2206","1854","n/e","3093","2577","n/e"
"15.01.2022 19:15 - 15.01.2022 19:30","0","0","n/e","2295","1940","n/e","3182","2674","n/e"
"15.01.2022 19:30 - 15.01.2022 19:45","0","0","n/e","2378","2032","n/e","3270","2771","n/e"
"15.01.2022 19:45 - 15.01.2022 20:00","0","0","n/e","2460","2116","n/e","3362","2870","n/e"
"15.01.2022 20:00 - 15.01.2022 20:15","0","0","n/e","2549","2205","n/e","3448","2971","n/e"
"15.01.2022 20:15 - 15.01.2022 20:30","0","0","n/e","2639","2313","n/e","3517","3073","n/e"
"15.01.2022 20:30 - 15.01.2022 20:45","0","0","n/e","2731","2424","n/e","3583","3178","n/e"
"15.01.2022 20:45 - 15.01.2022 21:00","0","0","n/e","2822","2538","n/e","3645","3282","n/e"
"15.01.2022 21:00 - 15.01.2022 21:15","0","0","n/e","2913","2648","n/e","3708","3384","n/e"
"15.01.2022 21:15 - 15.01.2022 21:30","0","0","n/e","2985","2742","n/e","3786","3501","n/e"
"15.01.2022 21:30 - 15.01.2022 21:45","0","0","n/e","3053","2843","n/e","3864","3623","n/e"
"15.01.2022 21:45 - 15.01.2022 22:00","0","0","n/e","3123","2942","n/e","3942","3730","n/e"
"15.01.2022 22:00 - 15.01.2022 22:15","0","0","n/e","3200","3047","n/e","4009","3830","n/e"
"15.01.2022 22:15 - 15.01.2022 22:30","0","0","n/e","3241","3116","n/e","4085","3916","n/e"
"15.01.2022 22:30 - 15.01.2022 22:45","0","0","n/e","3284","3184","n/e","4162","4006","n/e"
"15.01.2022 22:45 - 15.01.2022 23:00","0","0","n/e","3326","3249","n/e","4242","4100","n/e"
"15.01.2022 23:00 - 15.01.2022 23:15","0","0","n/e","3367","3314","n/e","4316","4191","n/e"
"15.01.2022 23:15 - 15.01.2022 23:30","0","0","n/e","3372","3355","n/e","4387","4293","n/e"
"15.01.2022 23:30 - 15.01.2022 23:45","0","0","n/e","3381","3396","n/e","4459","4389","n/e"
"15.01.2022 23:45 - 16.01.2022 00:00","0","0","n/e","3382","3437","n/e","4533","4489","n/e"
"16.01.2022 00:00 - 16.01.2022 00:15","0","0","n/e","3197","2950","n/e","4564","4619","n/e"
"16.01.2022 00:15 - 16.01.2022 00:30","0","0","n/e","3203","3011","n/e","4673","4499","n/e"
"16.01.2022 00:30 - 16.01.2022 00:45","0","0","n/e","3215","3096","n/e","4788","4559","n/e"
"16.01.2022 00:45 - 16.01.2022 01:00","0","0","n/e","3222","3166","n/e","4909","4625","n/e"
"16.01.2022 01:00 - 16.01.2022 01:15","0","0","n/e","3495","3169","n/e","5014","4850","n/e"
"16.01.2022 01:15 - 16.01.2022 01:30","0","0","n/e","3494","3189","n/e","5137","4977","n/e"
"16.01.2022 01:30 - 16.01.2022 01:45","0","0","n/e","3487","3280","n/e","5264","5167","n/e"
"16.01.2022 01:45 - 16.01.2022 02:00","0","0","n/e","3483","3309","n/e","5402","5364","n/e"
"16.01.2022 02:00 - 16.01.2022 02:15","0","0","n/e","3490","3271","n/e","5555","5595","n/e"
"16.01.2022 02:15 - 16.01.2022 02:30","0","0","n/e","3522","3297","n/e","5752","5798","n/e"
"16.01.2022 02:30 - 16.01.2022 02:45","0","0","n/e","3557","3309","n/e","5952","6018","n/e"
"16.01.2022 02:45 - 16.01.2022 03:00","0","0","n/e","3589","3304","n/e","6158","6362","n/e"
"16.01.2022 03:00 - 16.01.2022 03:15","0","0","n/e","3649","3295","n/e","6381","6486","n/e"
"16.01.2022 03:15 - 16.01.2022 03:30","0","0","n/e","3781","3344","n/e","6640","6659","n/e"
"16.01.2022 03:30 - 16.01.2022 03:45","0","0","n/e","3906","3348","n/e","6921","7079","n/e"
"16.01.2022 03:45 - 16.01.2022 04:00","0","0","n/e","4025","3447","n/e","7210","7498","n/e"
"16.01.2022 04:00 - 16.01.2022 04:15","0","0","n/e","4119","3496","n/e","7483","7929","n/e"
"16.01.2022 04:15 - 16.01.2022 04:30","0","0","n/e","4230","3552","n/e","7728","8214","n/e"
"16.01.2022 04:30 - 16.01.2022 04:45","0","0","n/e","4384","3576","n/e","7973","8423","n/e"
"16.01.2022 04:45 - 16.01.2022 05:00","0","0","n/e","4511","3749","n/e","8223","8497","n/e"
"16.01.2022 05:00 - 16.01.2022 05:15","0","0","n/e","4622","4068","n/e","8483","8551","n/e"
"16.01.2022 05:15 - 16.01.2022 05:30","0","0","n/e","4682","4161","n/e","8819","8669","n/e"
"16.01.2022 05:30 - 16.01.2022 05:45","0","0","n/e","4743","4291","n/e","9159","8974","n/e"
"16.01.2022 05:45 - 16.01.2022 06:00","0","0","n/e","4795","4231","n/e","9508","9254","n/e"
"16.01.2022 06:00 - 16.01.2022 06:15","0","0","n/e","4824","4347","n/e","9934","9710","n/e"
"16.01.2022 06:15 - 16.01.2022 06:30","0","0","n/e","4869","4517","n/e","10291","9833","n/e"
"16.01.2022 06:30 - 16.01.2022 06:45","0","0","n/e","4916","4501","n/e","10669","10114","n/e"
"16.01.2022 06:45 - 16.01.2022 07:00","0","0","n/e","4947","4559","n/e","11045","10357","n/e"
"16.01.2022 07:00 - 16.01.2022 07:15","0","0","n/e","4980","4489","n/e","11471","10761","n/e"
"16.01.2022 07:15 - 16.01.2022 07:30","0","0","n/e","5030","4427","n/e","11913","11238","n/e"
"16.01.2022 07:30 - 16.01.2022 07:45","0","0","n/e","5080","4352","n/e","12384","11799","n/e"
"16.01.2022 07:45 - 16.01.2022 08:00","0","0","n/e","5126","4418","n/e","12885","12192","n/e"
"16.01.2022 08:00 - 16.01.2022 08:15","20","16","n/e","5172","4489","n/e","13384","12657","n/e"
"16.01.2022 08:15 - 16.01.2022 08:30","102","104","n/e","5215","4564","n/e","13904","13194","n/e"
"16.01.2022 08:30 - 16.01.2022 08:45","523","498","n/e","5254","4639","n/e","14419","13761","n/e"
"16.01.2022 08:45 - 16.01.2022 09:00","911","882","n/e","5300","4721","n/e","14925","14341","n/e"
"16.01.2022 09:00 - 16.01.2022 09:15","1328","1294","n/e","5331","4784","n/e","15402","14712","n/e"
"16.01.2022 09:15 - 16.01.2022 09:30","1759","1717","n/e","5367","4829","n/e","15903","15141","n/e"
"16.01.2022 09:30 - 16.01.2022 09:45","2200","2140","n/e","5397","4875","n/e","16396","15571","n/e"
"16.01.2022 09:45 - 16.01.2022 10:00","2676","2590","n/e","5430","4928","n/e","16891","16010","n/e"
"16.01.2022 10:00 - 16.01.2022 10:15","3165","3054","n/e","5460","4977","n/e","17378","16448","n/e"
"16.01.2022 10:15 - 16.01.2022 10:30","3662","3533","n/e","5503","5042","n/e","17672","16831","n/e"
"16.01.2022 10:30 - 16.01.2022 10:45","4126","3963","n/e","5540","5109","n/e","17978","17234","n/e"
"16.01.2022 10:45 - 16.01.2022 11:00","4549","4360","n/e","5584","5183","n/e","18309","17648","n/e"
"16.01.2022 11:00 - 16.01.2022 11:15","4908","4710","n/e","5636","5206","n/e","18616","18055","n/e"
"16.01.2022 11:15 - 16.01.2022 11:30","5209","5025","n/e","5726","5407","n/e","18903","18457","n/e"
"16.01.2022 11:30 - 16.01.2022 11:45","5377","5224","n/e","5812","5551","n/e","19196","18870","n/e"
"16.01.2022 11:45 - 16.01.2022 12:00","5497","5363","n/e","5896","5684","n/e","19503","19293","n/e"
"16.01.2022 12:00 - 16.01.2022 12:15","5576","5455","n/e","5958","5811","n/e","19830","19682","n/e"
"16.01.2022 12:15 - 16.01.2022 12:30","5598","5463","n/e","6006","5911","n/e","20233","20059","n/e"
"16.01.2022 12:30 - 16.01.2022 12:45","5536","5437","n/e","6046","5998","n/e","20647","20439","n/e"
"16.01.2022 12:45 - 16.01.2022 13:00","5389","5290","n/e","6086","6080","n/e","21062","20845","n/e"
"16.01.2022 13:00 - 16.01.2022 13:15","5189","5088","n/e","6118","6140","n/e","21472","21262","n/e"
"16.01.2022 13:15 - 16.01.2022 13:30","4957","4854","n/e","6133","6149","n/e","21963","21620","n/e"
"16.01.2022 13:30 - 16.01.2022 13:45","4665","4565","n/e","6142","6152","n/e","22460","21963","n/e"
"16.01.2022 13:45 - 16.01.2022 14:00","4311","4231","n/e","6151","6151","n/e","22949","22306","n/e"
"16.01.2022 14:00 - 16.01.2022 14:15","3940","3729","n/e","6156","6149","n/e","23424","23010","n/e"
"16.01.2022 14:15 - 16.01.2022 14:30","3545","3315","n/e","6158","6149","n/e","23700","23308","n/e"
"16.01.2022 14:30 - 16.01.2022 14:45","3138","2896","n/e","6155","6146","n/e","23965","23603","n/e"
"16.01.2022 14:45 - 16.01.2022 15:00","2713","2500","n/e","6155","6143","n/e","24229","23901","n/e"
"16.01.2022 15:00 - 16.01.2022 15:15","2278","2089","n/e","6156","6084","n/e","24477","24167","n/e"
"16.01.2022 15:15 - 16.01.2022 15:30","1853","1692","n/e","6157","6094","n/e","24697","24315","n/e"
"16.01.2022 15:30 - 16.01.2022 15:45","1469","1330","n/e","6160","6097","n/e","24917","24448","n/e"
"16.01.2022 15:45 - 16.01.2022 16:00","1097","984","n/e","6166","6105","n/e","25141","24574","n/e"
"16.01.2022 16:00 - 16.01.2022 16:15","727","648","n/e","6176","6112","n/e","25373","24715","n/e"
"16.01.2022 16:15 - 16.01.2022 16:30","412","351","n/e","6191","6134","n/e","25604","24895","n/e"
"16.01.2022 16:30 - 16.01.2022 16:45","141","115","n/e","6204","6158","n/e","25831","25076","n/e"
"16.01.2022 16:45 - 16.01.2022 17:00","8","7","n/e","6214","6183","n/e","26043","25262","n/e"
"16.01.2022 17:00 - 16.01.2022 17:15","0","0","n/e","6205","6199","n/e","26238","25461","n/e"
"16.01.2022 17:15 - 16.01.2022 17:30","0","0","n/e","6203","6201","n/e","26435","25740","n/e"
"16.01.2022 17:30 - 16.01.2022 17:45","0","0","n/e","6199","6204","n/e","26630","26013","n/e"
"16.01.2022 17:45 - 16.01.2022 18:00","0","0","n/e","6193","6205","n/e","26831","26280","n/e"
"16.01.2022 18:00 - 16.01.2022 18:15","0","0","n/e","6106","6184","n/e","27020","26530","n/e"
"16.01.2022 18:15 - 16.01.2022 18:30","0","0","n/e","6105","6072","n/e","27184","26775","n/e"
"16.01.2022 18:30 - 16.01.2022 18:45","0","0","n/e","6103","6068","n/e","27345","27004","n/e"
"16.01.2022 18:45 - 16.01.2022 19:00","0","0","n/e","6103","6070","n/e","27493","27221","n/e"
"16.01.2022 19:00 - 16.01.2022 19:15","0","0","n/e","6113","6070","n/e","27650","27432","n/e"
"16.01.2022 19:15 - 16.01.2022 19:30","0","0","n/e","6135","6082","n/e","27787","27586","n/e"
"16.01.2022 19:30 - 16.01.2022 19:45","0","0","n/e","6151","6094","n/e","27921","27726","n/e"
"16.01.2022 19:45 - 16.01.2022 20:00","0","0","n/e","6169","6102","n/e","28054","27852","n/e"
"16.01.2022 20:00 - 16.01.2022 20:15","0","0","n/e","6188","6117","n/e","28180","27960","n/e"
"16.01.2022 20:15 - 16.01.2022 20:30","0","0","n/e","6202","6134","n/e","28255","28062","n/e"
"16.01.2022 20:30 - 16.01.2022 20:45","0","0","n/e","6153","6148","n/e","28328","28168","n/e"
"16.01.2022 20:45 - 16.01.2022 21:00","0","0","n/e","6164","6159","n/e","28404","28280","n/e"
"16.01.2022 21:00 - 16.01.2022 21:15","0","0","n/e","6170","6171","n/e","28470","28397","n/e"
"16.01.2022 21:15 - 16.01.2022 21:30","0","0","n/e","6171","6180","n/e","28512","28485","n/e"
"16.01.2022 21:30 - 16.01.2022 21:45","0","0","n/e","6168","6130","n/e","28552","28592","n/e"
"16.01.2022 21:45 - 16.01.2022 22:00","0","0","n/e","6168","6141","n/e","28590","28696","n/e"
"16.01.2022 22:00 - 16.01.2022 22:15","0","0","n/e","6194","6168","n/e","28120","28309","n/e"
"16.01.2022 22:15 - 16.01.2022 22:30","0","0","n/e","6200","6183","n/e","28159","28400","n/e"
"16.01.2022 22:30 - 16.01.2022 22:45","0","0","n/e","6205","6190","n/e","28193","28487","n/e"
"16.01.2022 22:45 - 16.01.2022 23:00","0","0","n/e","6208","6201","n/e","28236","28582","n/e"
"16.01.2022 23:00 - 16.01.2022 23:15","0","0","n/e","6212","6200","n/e","28298","28702","n/e"
"16.01.2022 23:15 - 16.01.2022 23:30","0","0","n/e","6222","6211","n/e","28455","28879","n/e"
"16.01.2022 23:30 - 16.01.2022 23:45","0","0","n/e","6221","6219","n/e","28604","29054","n/e"
"16.01.2022 23:45 - 17.01.2022 00:00","0","0","n/e","6221","6224","n/e","28759","29227","n/e"
"17.01.2022 00:00 - 17.01.2022 00:15","0","0","n/e","6098","4913","n/e","29162","29061","n/e"
"17.01.2022 00:15 - 17.01.2022 00:30","0","0","n/e","6090","4898","n/e","29378","29002","n/e"
"17.01.2022 00:30 - 17.01.2022 00:45","0","0","n/e","6089","4903","n/e","29553","29127","n/e"
"17.01.2022 00:45 - 17.01.2022 01:00","0","0","n/e","6085","4901","n/e","29722","29112","n/e"
"17.01.2022 01:00 - 17.01.2022 01:15","0","0","n/e","6112","4893","n/e","29914","29396","n/e"
"17.01.2022 01:15 - 17.01.2022 01:30","0","0","n/e","6099","5191","n/e","30077","29558","n/e"
"17.01.2022 01:30 - 17.01.2022 01:45","0","0","n/e","6086","5390","n/e","30244","29994","n/e"
"17.01.2022 01:45 - 17.01.2022 02:00","0","0","n/e","6073","5428","n/e","30355","30235","n/e"
"17.01.2022 02:00 - 17.01.2022 02:15","0","0","n/e","6061","5401","n/e","30485","30490","n/e"
"17.01.2022 02:15 - 17.01.2022 02:30","0","0","n/e","6036","5395","n/e","30602","30625","n/e"
"17.01.2022 02:30 - 17.01.2022 02:45","0","0","n/e","6008","5387","n/e","30749","30702","n/e"
"17.01.2022 02:45 - 17.01.2022 03:00","0","0","n/e","5976","5382","n/e","30895","30913","n/e"
"17.01.2022 03:00 - 17.01.2022 03:15","0","0","n/e","5941","5320","n/e","31039","31536","n/e"
"17.01.2022 03:15 - 17.01.2022 03:30","0","0","n/e","5930","5161","n/e","31184","31904","n/e"
"17.01.2022 03:30 - 17.01.2022 03:45","0","0","n/e","5850","5096","n/e","31381","32092","n/e"
"17.01.2022 03:45 - 17.01.2022 04:00","0","0","n/e","5738","5078","n/e","31626","32386","n/e"
"17.01.2022 04:00 - 17.01.2022 04:15","0","0","n/e","5742","4985","n/e","31808","32749","n/e"
"17.01.2022 04:15 - 17.01.2022 04:30","0","0","n/e","5757","5053","n/e","32030","32854","n/e"
"17.01.2022 04:30 - 17.01.2022 04:45","0","0","n/e","5779","5067","n/e","32267","33042","n/e"
"17.01.2022 04:45 - 17.01.2022 05:00","0","0","n/e","5879","5071","n/e","32426","33075","n/e"
"17.01.2022 05:00 - 17.01.2022 05:15","0","0","n/e","5981","5052","n/e","32605","33117","n/e"
"17.01.2022 05:15 - 17.01.2022 05:30","0","0","n/e","6009","5053","n/e","32848","33027","n/e"
"17.01.2022 05:30 - 17.01.2022 05:45","0","0","n/e","5856","5075","n/e","33129","33065","n/e"
"17.01.2022 05:45 - 17.01.2022 06:00","0","0","n/e","5872","5086","n/e","33423","33150","n/e"
"17.01.2022 06:00 - 17.01.2022 06:15","0","0","n/e","5876","5012","n/e","34027","33667","n/e"
"17.01.2022 06:15 - 17.01.2022 06:30","0","0","n/e","5892","4791","n/e","34319","33477","n/e"
"17.01.2022 06:30 - 17.01.2022 06:45","0","0","n/e","5904","4440","n/e","34629","33572","n/e"
"17.01.2022 06:45 - 17.01.2022 07:00","0","0","n/e","5910","4305","n/e","34905","34018","n/e"
"17.01.2022 07:00 - 17.01.2022 07:15","0","0","n/e","5915","4234","n/e","35135","34169","n/e"
