"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Germany (DE)","Generation - Solar  [MW] Intraday / Germany (DE)","Generation - Solar  [MW] Current / Germany (DE)","Generation - Wind Offshore  [MW] Day Ahead/ Germany (DE)","Generation - Wind Offshore  [MW] Intraday / Germany (DE)","Generation - Wind Offshore  [MW] Current / Germany (DE)","Generation - Wind Onshore  [MW] Day Ahead/ Germany (DE)","Generation - Wind Onshore  [MW] Intraday / Germany (DE)","Generation - Wind Onshore  [MW] Current / Germany (DE)"
"13.08.2022 09:00 - 13.08.2022 09:15","18661","17804","n/e","233","242","n/e","1987","1459","n/e"
"13.08.2022 09:15 - 13.08.2022 09:30","20817","19806","n/e","229","236","n/e","1803","1352","n/e"
"13.08.2022 09:30 - 13.08.2022 09:45","22864","21735","n/e","219","226","n/e","1665","1250","n/e"
"13.08.2022 09:45 - 13.08.2022 10:00","24749","23536","n/e","208","220","n/e","1565","1176","n/e"
"13.08.2022 10:00 - 13.08.2022 10:15","26463","25170","n/e","202","215","n/e","1564","1147","n/e"
"13.08.2022 10:15 - 13.08.2022 10:30","28013","26655","n/e","197","210","n/e","1700","1362","n/e"
"13.08.2022 10:30 - 13.08.2022 10:45","29380","27941","n/e","187","205","n/e","1833","1572","n/e"
"13.08.2022 10:45 - 13.08.2022 11:00","30588","29086","n/e","182","200","n/e","1969","1789","n/e"
"13.08.2022 11:00 - 13.08.2022 11:15","31659","30053","n/e","177","195","n/e","2082","2005","n/e"
"13.08.2022 11:15 - 13.08.2022 11:30","32555","30798","n/e","172","194","n/e","2234","2283","n/e"
"13.08.2022 11:30 - 13.08.2022 11:45","33214","31432","n/e","168","189","n/e","2371","2557","n/e"
"13.08.2022 11:45 - 13.08.2022 12:00","33703","31903","n/e","164","185","n/e","2494","2828","n/e"
"13.08.2022 12:00 - 13.08.2022 12:15","34093","32291","n/e","157","186","n/e","2602","3079","n/e"
"13.08.2022 12:15 - 13.08.2022 12:30","34369","32563","n/e","154","183","n/e","2667","3277","n/e"
"13.08.2022 12:30 - 13.08.2022 12:45","34491","32681","n/e","151","183","n/e","2725","3466","n/e"
"13.08.2022 12:45 - 13.08.2022 13:00","34491","32622","n/e","149","184","n/e","2796","3641","n/e"
"13.08.2022 13:00 - 13.08.2022 13:15","34401","32563","n/e","141","183","n/e","2864","3801","n/e"
"13.08.2022 13:15 - 13.08.2022 13:30","34205","32293","n/e","143","189","n/e","2935","3940","n/e"
"13.08.2022 13:30 - 13.08.2022 13:45","33897","31949","n/e","145","192","n/e","3017","4049","n/e"
"13.08.2022 13:45 - 13.08.2022 14:00","33463","31490","n/e","148","200","n/e","3108","4167","n/e"
"13.08.2022 14:00 - 13.08.2022 14:15","32926","31146","n/e","153","207","n/e","3211","4264","n/e"
"13.08.2022 14:15 - 13.08.2022 14:30","32263","30487","n/e","162","225","n/e","3313","4357","n/e"
"13.08.2022 14:30 - 13.08.2022 14:45","31438","29717","n/e","172","245","n/e","3397","4422","n/e"
"13.08.2022 14:45 - 13.08.2022 15:00","30509","28857","n/e","180","263","n/e","3466","4467","n/e"
"13.08.2022 15:00 - 13.08.2022 15:15","29621","28006","n/e","190","275","n/e","3537","4510","n/e"
"13.08.2022 15:15 - 13.08.2022 15:30","28678","27008","n/e","213","310","n/e","3624","4559","n/e"
"13.08.2022 15:30 - 13.08.2022 15:45","27604","25943","n/e","233","342","n/e","3714","4613","n/e"
"13.08.2022 15:45 - 13.08.2022 16:00","26418","24794","n/e","249","373","n/e","3810","4672","n/e"
"13.08.2022 16:00 - 13.08.2022 16:15","25134","23543","n/e","277","405","n/e","3910","4739","n/e"
"13.08.2022 16:15 - 13.08.2022 16:30","23710","22175","n/e","302","441","n/e","4052","4861","n/e"
"13.08.2022 16:30 - 13.08.2022 16:45","22178","20709","n/e","332","479","n/e","4193","4986","n/e"
"13.08.2022 16:45 - 13.08.2022 17:00","20540","19163","n/e","361","519","n/e","4332","5112","n/e"
"13.08.2022 17:00 - 13.08.2022 17:15","18828","17578","n/e","388","555","n/e","4473","5246","n/e"
"13.08.2022 17:15 - 13.08.2022 17:30","16998","15920","n/e","410","589","n/e","4606","5345","n/e"
"13.08.2022 17:30 - 13.08.2022 17:45","15119","14179","n/e","433","628","n/e","4738","5442","n/e"
"13.08.2022 17:45 - 13.08.2022 18:00","13214","12422","n/e","448","660","n/e","4875","5547","n/e"
"13.08.2022 18:00 - 13.08.2022 18:15","11354","10681","n/e","472","691","n/e","5017","5659","n/e"
"13.08.2022 18:15 - 13.08.2022 18:30","9495","8940","n/e","494","734","n/e","5143","5804","n/e"
"13.08.2022 18:30 - 13.08.2022 18:45","7697","7232","n/e","518","771","n/e","5267","5917","n/e"
"13.08.2022 18:45 - 13.08.2022 19:00","6032","5647","n/e","541","811","n/e","5410","6032","n/e"
"13.08.2022 19:00 - 13.08.2022 19:15","4547","4256","n/e","578","867","n/e","5554","6155","n/e"
"13.08.2022 19:15 - 13.08.2022 19:30","3219","3036","n/e","616","930","n/e","5708","6230","n/e"
"13.08.2022 19:30 - 13.08.2022 19:45","2153","2047","n/e","655","988","n/e","5894","6287","n/e"
"13.08.2022 19:45 - 13.08.2022 20:00","1373","1315","n/e","695","1046","n/e","6056","6368","n/e"
"13.08.2022 20:00 - 13.08.2022 20:15","833","809","n/e","733","1110","n/e","6179","6417","n/e"
"13.08.2022 20:15 - 13.08.2022 20:30","467","456","n/e","792","1197","n/e","6321","6547","n/e"
"13.08.2022 20:30 - 13.08.2022 20:45","241","220","n/e","853","1283","n/e","6530","6764","n/e"
"13.08.2022 20:45 - 13.08.2022 21:00","96","80","n/e","910","1380","n/e","6773","7032","n/e"
"13.08.2022 21:00 - 13.08.2022 21:15","0","0","n/e","974","1476","n/e","6958","7271","n/e"
"13.08.2022 21:15 - 13.08.2022 21:30","0","0","n/e","1041","1565","n/e","7106","7483","n/e"
"13.08.2022 21:30 - 13.08.2022 21:45","0","0","n/e","1115","1652","n/e","7259","7665","n/e"
"13.08.2022 21:45 - 13.08.2022 22:00","0","0","n/e","1188","1743","n/e","7371","7794","n/e"
"13.08.2022 22:00 - 13.08.2022 22:15","0","0","n/e","1279","1861","n/e","7401","7810","n/e"
"13.08.2022 22:15 - 13.08.2022 22:30","0","0","n/e","1371","1947","n/e","7396","7729","n/e"
"13.08.2022 22:30 - 13.08.2022 22:45","0","0","n/e","1448","2047","n/e","7389","7634","n/e"
"13.08.2022 22:45 - 13.08.2022 23:00","0","0","n/e","1531","2137","n/e","7371","7527","n/e"
"13.08.2022 23:00 - 13.08.2022 23:15","0","0","n/e","1603","2230","n/e","7330","7404","n/e"
"13.08.2022 23:15 - 13.08.2022 23:30","0","0","n/e","1673","2288","n/e","7200","7238","n/e"
"13.08.2022 23:30 - 13.08.2022 23:45","0","0","n/e","1745","2323","n/e","7069","7087","n/e"
"13.08.2022 23:45 - 14.08.2022 00:00","0","0","n/e","1816","2356","n/e","6936","6934","n/e"
"14.08.2022 00:00 - 14.08.2022 00:15","0","0","n/e","2629","2359","n/e","6916","6333","n/e"
"14.08.2022 00:15 - 14.08.2022 00:30","0","0","n/e","2631","2311","n/e","6697","6477","n/e"
"14.08.2022 00:30 - 14.08.2022 00:45","0","0","n/e","2627","2264","n/e","6482","6455","n/e"
"14.08.2022 00:45 - 14.08.2022 01:00","0","0","n/e","2625","2252","n/e","6283","6285","n/e"
"14.08.2022 01:00 - 14.08.2022 01:15","0","0","n/e","2440","2284","n/e","6082","5725","n/e"
"14.08.2022 01:15 - 14.08.2022 01:30","0","0","n/e","2359","2422","n/e","5885","5693","n/e"
"14.08.2022 01:30 - 14.08.2022 01:45","0","0","n/e","2279","2455","n/e","5735","5480","n/e"
"14.08.2022 01:45 - 14.08.2022 02:00","0","0","n/e","2200","2491","n/e","5623","5320","n/e"
"14.08.2022 02:00 - 14.08.2022 02:15","0","0","n/e","2124","2448","n/e","5566","5163","n/e"
"14.08.2022 02:15 - 14.08.2022 02:30","0","0","n/e","2054","2383","n/e","5538","5099","n/e"
"14.08.2022 02:30 - 14.08.2022 02:45","0","0","n/e","1979","2279","n/e","5461","5034","n/e"
"14.08.2022 02:45 - 14.08.2022 03:00","0","0","n/e","1897","2137","n/e","5371","5005","n/e"
"14.08.2022 03:00 - 14.08.2022 03:15","0","0","n/e","1819","2021","n/e","5295","4861","n/e"
"14.08.2022 03:15 - 14.08.2022 03:30","0","0","n/e","1780","1967","n/e","5217","4699","n/e"
"14.08.2022 03:30 - 14.08.2022 03:45","0","0","n/e","1734","1812","n/e","5146","4553","n/e"
"14.08.2022 03:45 - 14.08.2022 04:00","0","0","n/e","1690","1712","n/e","5087","4434","n/e"
"14.08.2022 04:00 - 14.08.2022 04:15","0","0","n/e","1655","1604","n/e","5045","4309","n/e"
"14.08.2022 04:15 - 14.08.2022 04:30","0","0","n/e","1660","1586","n/e","5050","4293","n/e"
"14.08.2022 04:30 - 14.08.2022 04:45","0","0","n/e","1665","1540","n/e","5056","4296","n/e"
"14.08.2022 04:45 - 14.08.2022 05:00","0","0","n/e","1664","1441","n/e","5082","4386","n/e"
"14.08.2022 05:00 - 14.08.2022 05:15","0","0","n/e","1669","1403","n/e","5113","4428","n/e"
"14.08.2022 05:15 - 14.08.2022 05:30","0","0","n/e","1683","1332","n/e","5154","4513","n/e"
"14.08.2022 05:30 - 14.08.2022 05:45","0","0","n/e","1696","1291","n/e","5200","4617","n/e"
"14.08.2022 05:45 - 14.08.2022 06:00","4","4","n/e","1706","1282","n/e","5248","4638","n/e"
"14.08.2022 06:00 - 14.08.2022 06:15","125","111","n/e","1709","1277","n/e","5312","4830","n/e"
"14.08.2022 06:15 - 14.08.2022 06:30","413","385","n/e","1714","1304","n/e","5332","4970","n/e"
"14.08.2022 06:30 - 14.08.2022 06:45","782","737","n/e","1721","1312","n/e","5351","5013","n/e"
"14.08.2022 06:45 - 14.08.2022 07:00","1343","1299","n/e","1726","1375","n/e","5339","5101","n/e"
"14.08.2022 07:00 - 14.08.2022 07:15","2231","2181","n/e","1726","1424","n/e","5305","5268","n/e"
"14.08.2022 07:15 - 14.08.2022 07:30","3429","3437","n/e","1715","1473","n/e","5231","5357","n/e"
"14.08.2022 07:30 - 14.08.2022 07:45","4906","5002","n/e","1700","1501","n/e","5118","5331","n/e"
"14.08.2022 07:45 - 14.08.2022 08:00","6630","6796","n/e","1689","1552","n/e","4945","5172","n/e"
"14.08.2022 08:00 - 14.08.2022 08:15","8543","8772","n/e","1671","1574","n/e","4721","4896","n/e"
"14.08.2022 08:15 - 14.08.2022 08:30","10676","10921","n/e","1662","1562","n/e","4407","4512","n/e"
"14.08.2022 08:30 - 14.08.2022 08:45","13014","13161","n/e","1648","1558","n/e","4002","4012","n/e"
"14.08.2022 08:45 - 14.08.2022 09:00","15273","15442","n/e","1638","1569","n/e","3619","3545","n/e"
"14.08.2022 09:00 - 14.08.2022 09:15","17456","17498","n/e","1622","1583","n/e","3346","3257","n/e"
"14.08.2022 09:15 - 14.08.2022 09:30","19549","19496","n/e","1600","1581","n/e","3167","3093","n/e"
"14.08.2022 09:30 - 14.08.2022 09:45","21544","21483","n/e","1577","1574","n/e","3067","2949","n/e"
"14.08.2022 09:45 - 14.08.2022 10:00","23399","23347","n/e","1556","1573","n/e","3012","2894","n/e"
"14.08.2022 10:00 - 14.08.2022 10:15","25114","25049","n/e","1542","1566","n/e","3054","2881","n/e"
"14.08.2022 10:15 - 14.08.2022 10:30","26666","26626","n/e","1527","1551","n/e","3211","2988","n/e"
"14.08.2022 10:30 - 14.08.2022 10:45","28080","28058","n/e","1521","1529","n/e","3386","3101","n/e"
"14.08.2022 10:45 - 14.08.2022 11:00","29332","29347","n/e","1503","1507","n/e","3564","3245","n/e"
"14.08.2022 11:00 - 14.08.2022 11:15","30509","30443","n/e","1498","1487","n/e","3723","3386","n/e"
"14.08.2022 11:15 - 14.08.2022 11:30","31370","31284","n/e","1497","1468","n/e","3939","3563","n/e"
"14.08.2022 11:30 - 14.08.2022 11:45","32124","32049","n/e","1498","1449","n/e","4150","3747","n/e"
"14.08.2022 11:45 - 14.08.2022 12:00","32733","32674","n/e","1494","1429","n/e","4348","3907","n/e"
"14.08.2022 12:00 - 14.08.2022 12:15","33217","33168","n/e","1498","1418","n/e","4581","4076","n/e"
"14.08.2022 12:15 - 14.08.2022 12:30","33587","33562","n/e","1519","1413","n/e","4738","4197","n/e"
"14.08.2022 12:30 - 14.08.2022 12:45","33807","33789","n/e","1542","1406","n/e","4893","4310","n/e"
"14.08.2022 12:45 - 14.08.2022 13:00","33897","33867","n/e","1561","1406","n/e","5022","4404","n/e"
"14.08.2022 13:00 - 14.08.2022 13:15","33858","33908","n/e","1590","1480","n/e","5146","4496","n/e"
"14.08.2022 13:15 - 14.08.2022 13:30","33698","33734","n/e","1636","1527","n/e","5259","4574","n/e"
"14.08.2022 13:30 - 14.08.2022 13:45","33396","33435","n/e","1676","1572","n/e","5358","4634","n/e"
"14.08.2022 13:45 - 14.08.2022 14:00","32972","33032","n/e","1722","1622","n/e","5470","4697","n/e"
"14.08.2022 14:00 - 14.08.2022 14:15","32459","32828","n/e","1764","1672","n/e","5590","4542","n/e"
"14.08.2022 14:15 - 14.08.2022 14:30","31814","32220","n/e","1841","1762","n/e","5698","4626","n/e"
"14.08.2022 14:30 - 14.08.2022 14:45","31047","31515","n/e","1908","1854","n/e","5772","4694","n/e"
"14.08.2022 14:45 - 14.08.2022 15:00","30177","30694","n/e","1974","1944","n/e","5829","4744","n/e"
"14.08.2022 15:00 - 14.08.2022 15:15","29299","29803","n/e","2046","1899","n/e","5870","4773","n/e"
"14.08.2022 15:15 - 14.08.2022 15:30","28390","28767","n/e","2125","1985","n/e","5900","4791","n/e"
"14.08.2022 15:30 - 14.08.2022 15:45","27274","27609","n/e","2195","2070","n/e","5932","4803","n/e"
"14.08.2022 15:45 - 14.08.2022 16:00","26028","26363","n/e","2271","2161","n/e","5978","4829","n/e"
"14.08.2022 16:00 - 14.08.2022 16:15","24683","25006","n/e","2352","2251","n/e","6037","4848","n/e"
"14.08.2022 16:15 - 14.08.2022 16:30","23183","23518","n/e","2416","2298","n/e","6135","4898","n/e"
"14.08.2022 16:30 - 14.08.2022 16:45","21591","21872","n/e","2486","2356","n/e","6242","4945","n/e"
"14.08.2022 16:45 - 14.08.2022 17:00","19911","20171","n/e","2554","2408","n/e","6332","4997","n/e"
"14.08.2022 17:00 - 14.08.2022 17:15","18162","18504","n/e","2619","2456","n/e","6439","5062","n/e"
"14.08.2022 17:15 - 14.08.2022 17:30","16303","16669","n/e","2720","2518","n/e","6534","5174","n/e"
"14.08.2022 17:30 - 14.08.2022 17:45","14407","14732","n/e","2802","2595","n/e","6627","5284","n/e"
"14.08.2022 17:45 - 14.08.2022 18:00","12499","12792","n/e","2879","2658","n/e","6731","5398","n/e"
"14.08.2022 18:00 - 14.08.2022 18:15","10630","10887","n/e","2951","2721","n/e","6840","5517","n/e"
"14.08.2022 18:15 - 14.08.2022 18:30","8801","9014","n/e","3076","2775","n/e","6915","5675","n/e"
"14.08.2022 18:30 - 14.08.2022 18:45","7046","7199","n/e","3200","2826","n/e","6994","5833","n/e"
"14.08.2022 18:45 - 14.08.2022 19:00","5455","5547","n/e","3329","2879","n/e","7102","6008","n/e"
"14.08.2022 19:00 - 14.08.2022 19:15","4075","4133","n/e","3457","2934","n/e","7226","6194","n/e"
"14.08.2022 19:15 - 14.08.2022 19:30","2903","2963","n/e","3579","2979","n/e","7362","6417","n/e"
"14.08.2022 19:30 - 14.08.2022 19:45","1980","2035","n/e","3700","3033","n/e","7571","6682","n/e"
"14.08.2022 19:45 - 14.08.2022 20:00","1285","1333","n/e","3818","3095","n/e","7760","6908","n/e"
"14.08.2022 20:00 - 14.08.2022 20:15","772","816","n/e","3954","3163","n/e","7929","7104","n/e"
"14.08.2022 20:15 - 14.08.2022 20:30","424","452","n/e","4045","3229","n/e","8183","7340","n/e"
"14.08.2022 20:30 - 14.08.2022 20:45","218","217","n/e","4143","3301","n/e","8546","7664","n/e"
"14.08.2022 20:45 - 14.08.2022 21:00","82","73","n/e","4106","3370","n/e","8948","8047","n/e"
"14.08.2022 21:00 - 14.08.2022 21:15","0","0","n/e","4184","3433","n/e","9347","8366","n/e"
"14.08.2022 21:15 - 14.08.2022 21:30","0","0","n/e","4212","3487","n/e","9719","8647","n/e"
"14.08.2022 21:30 - 14.08.2022 21:45","0","0","n/e","4236","3540","n/e","10092","8931","n/e"
"14.08.2022 21:45 - 14.08.2022 22:00","0","0","n/e","4264","3598","n/e","10415","9161","n/e"
"14.08.2022 22:00 - 14.08.2022 22:15","0","0","n/e","4307","3652","n/e","10543","9238","n/e"
"14.08.2022 22:15 - 14.08.2022 22:30","0","0","n/e","4380","3687","n/e","10651","9326","n/e"
"14.08.2022 22:30 - 14.08.2022 22:45","0","0","n/e","4443","3722","n/e","10757","9426","n/e"
"14.08.2022 22:45 - 14.08.2022 23:00","0","0","n/e","4495","3757","n/e","10857","9496","n/e"
"14.08.2022 23:00 - 14.08.2022 23:15","0","0","n/e","4539","3787","n/e","10936","9523","n/e"
"14.08.2022 23:15 - 14.08.2022 23:30","0","0","n/e","4513","3824","n/e","10798","9450","n/e"
"14.08.2022 23:30 - 14.08.2022 23:45","0","0","n/e","4481","3847","n/e","10667","9363","n/e"
"14.08.2022 23:45 - 15.08.2022 00:00","0","0","n/e","4445","3883","n/e","10519","9251","n/e"
"15.08.2022 00:00 - 15.08.2022 00:15","0","0","n/e","4305","4054","n/e","9870","10219","n/e"
"15.08.2022 00:15 - 15.08.2022 00:30","0","0","n/e","4219","4001","n/e","9724","9315","n/e"
"15.08.2022 00:30 - 15.08.2022 00:45","0","0","n/e","4138","4044","n/e","9568","9111","n/e"
"15.08.2022 00:45 - 15.08.2022 01:00","0","0","n/e","4044","4191","n/e","9437","9063","n/e"
"15.08.2022 01:00 - 15.08.2022 01:15","0","0","n/e","3795","4175","n/e","9285","9310","n/e"
"15.08.2022 01:15 - 15.08.2022 01:30","0","0","n/e","3659","4077","n/e","9118","8853","n/e"
"15.08.2022 01:30 - 15.08.2022 01:45","0","0","n/e","3526","3965","n/e","8945","8643","n/e"
"15.08.2022 01:45 - 15.08.2022 02:00","0","0","n/e","3460","3793","n/e","8753","8480","n/e"
"15.08.2022 02:00 - 15.08.2022 02:15","0","0","n/e","3380","3706","n/e","8572","8362","n/e"
"15.08.2022 02:15 - 15.08.2022 02:30","0","0","n/e","3234","3540","n/e","8341","8121","n/e"
"15.08.2022 02:30 - 15.08.2022 02:45","0","0","n/e","3073","3266","n/e","8079","7924","n/e"
"15.08.2022 02:45 - 15.08.2022 03:00","0","0","n/e","2919","3008","n/e","7797","7523","n/e"
"15.08.2022 03:00 - 15.08.2022 03:15","0","0","n/e","2758","2738","n/e","7567","7233","n/e"
"15.08.2022 03:15 - 15.08.2022 03:30","0","0","n/e","2648","2503","n/e","7363","7050","n/e"
"15.08.2022 03:30 - 15.08.2022 03:45","0","0","n/e","2543","2312","n/e","7162","6882","n/e"
"15.08.2022 03:45 - 15.08.2022 04:00","0","0","n/e","2432","2173","n/e","6985","6693","n/e"
"15.08.2022 04:00 - 15.08.2022 04:15","0","0","n/e","2327","2086","n/e","6848","6498","n/e"
"15.08.2022 04:15 - 15.08.2022 04:30","0","0","n/e","2250","1864","n/e","6745","6467","n/e"
"15.08.2022 04:30 - 15.08.2022 04:45","0","0","n/e","2160","1647","n/e","6646","6300","n/e"
"15.08.2022 04:45 - 15.08.2022 05:00","0","0","n/e","2078","1435","n/e","6562","6351","n/e"
"15.08.2022 05:00 - 15.08.2022 05:15","0","0","n/e","2002","1371","n/e","6484","6367","n/e"
"15.08.2022 05:15 - 15.08.2022 05:30","0","0","n/e","1953","1446","n/e","6404","6359","n/e"
"15.08.2022 05:30 - 15.08.2022 05:45","0","0","n/e","1914","1368","n/e","6324","6259","n/e"
"15.08.2022 05:45 - 15.08.2022 06:00","2","1","n/e","1865","1376","n/e","6246","6242","n/e"
"15.08.2022 06:00 - 15.08.2022 06:15","114","85","n/e","1815","1312","n/e","6216","6268","n/e"
"15.08.2022 06:15 - 15.08.2022 06:30","320","276","n/e","1820","1300","n/e","6134","6319","n/e"
"15.08.2022 06:30 - 15.08.2022 06:45","661","585","n/e","1813","1242","n/e","6044","6227","n/e"
"15.08.2022 06:45 - 15.08.2022 07:00","1149","1067","n/e","1801","1157","n/e","5906","6116","n/e"
"15.08.2022 07:00 - 15.08.2022 07:15","1868","1842","n/e","1788","1064","n/e","5739","6261","n/e"
"15.08.2022 07:15 - 15.08.2022 07:30","2803","2790","n/e","1765","1006","n/e","5493","5925","n/e"
"15.08.2022 07:30 - 15.08.2022 07:45","3934","3920","n/e","1695","1006","n/e","5204","5479","n/e"
"15.08.2022 07:45 - 15.08.2022 08:00","5227","5206","n/e","1665","984","n/e","4879","5121","n/e"
"15.08.2022 08:00 - 15.08.2022 08:15","6623","6591","n/e","1627","1008","n/e","4536","4717","n/e"
"15.08.2022 08:15 - 15.08.2022 08:30","8155","8071","n/e","1573","1016","n/e","4189","4252","n/e"
"15.08.2022 08:30 - 15.08.2022 08:45","9791","9595","n/e","1560","1051","n/e","3826","3826","n/e"
"15.08.2022 08:45 - 15.08.2022 09:00","11425","11178","n/e","1504","1114","n/e","3478","3447","n/e"
"15.08.2022 09:00 - 15.08.2022 09:15","13024","12672","n/e","1458","1137","n/e","3244","3173","n/e"
"15.08.2022 09:15 - 15.08.2022 09:30","14608","14211","n/e","1413","1137","n/e","3074","2981","n/e"
"15.08.2022 09:30 - 15.08.2022 09:45","16155","15719","n/e","1366","1142","n/e","2954","2799","n/e"
"15.08.2022 09:45 - 15.08.2022 10:00","17618","17138","n/e","1317","1144","n/e","2861","2650","n/e"
"15.08.2022 10:00 - 15.08.2022 10:15","18981","18453","n/e","1285","1154","n/e","2842","2518","n/e"
"15.08.2022 10:15 - 15.08.2022 10:30","20272","19718","n/e","1265","1200","n/e","2831","2448","n/e"
"15.08.2022 10:30 - 15.08.2022 10:45","21484","20927","n/e","1247","1222","n/e","2866","2377","n/e"
"15.08.2022 10:45 - 15.08.2022 11:00","22583","21997","n/e","1229","1242","n/e","2889","2309","n/e"
"15.08.2022 11:00 - 15.08.2022 11:15","23607","22962","n/e","1216","1254","n/e","2909","2248","n/e"
"15.08.2022 11:15 - 15.08.2022 11:30","24499","23829","n/e","1204","1198","n/e","2933","2288","n/e"
"15.08.2022 11:30 - 15.08.2022 11:45","25246","24588","n/e","1195","1141","n/e","2954","2330","n/e"
"15.08.2022 11:45 - 15.08.2022 12:00","25880","25216","n/e","1184","1084","n/e","2970","2373","n/e"
"15.08.2022 12:00 - 15.08.2022 12:15","26436","25754","n/e","1166","1020","n/e","2982","2414","n/e"
"15.08.2022 12:15 - 15.08.2022 12:30","26931","26216","n/e","1146","951","n/e","3010","2471","n/e"
"15.08.2022 12:30 - 15.08.2022 12:45","27305","26553","n/e","1125","888","n/e","3035","2527","n/e"
"15.08.2022 12:45 - 15.08.2022 13:00","27517","26693","n/e","1100","821","n/e","3066","2582","n/e"
"15.08.2022 13:00 - 15.08.2022 13:15","27589","26769","n/e","1073","769","n/e","3093","2645","n/e"
"15.08.2022 13:15 - 15.08.2022 13:30","27569","26739","n/e","1049","743","n/e","3131","2709","n/e"
"15.08.2022 13:30 - 15.08.2022 13:45","27397","26532","n/e","1032","717","n/e","3191","2795","n/e"
"15.08.2022 13:45 - 15.08.2022 14:00","27081","26198","n/e","1008","688","n/e","3257","2877","n/e"
"15.08.2022 14:00 - 15.08.2022 14:15","26680","26023","n/e","988","665","n/e","3330","2907","n/e"
"15.08.2022 14:15 - 15.08.2022 14:30","26193","25486","n/e","951","655","n/e","3384","3032","n/e"
"15.08.2022 14:30 - 15.08.2022 14:45","25626","24845","n/e","916","643","n/e","3418","3123","n/e"
"15.08.2022 14:45 - 15.08.2022 15:00","24859","24053","n/e","876","631","n/e","3444","3209","n/e"
"15.08.2022 15:00 - 15.08.2022 15:15","24163","23282","n/e","842","618","n/e","3504","3258","n/e"
"15.08.2022 15:15 - 15.08.2022 15:30","23336","22449","n/e","820","621","n/e","3588","3295","n/e"
"15.08.2022 15:30 - 15.08.2022 15:45","22399","21527","n/e","803","624","n/e","3673","3333","n/e"
"15.08.2022 15:45 - 15.08.2022 16:00","21372","20540","n/e","781","628","n/e","3779","3376","n/e"
"15.08.2022 16:00 - 15.08.2022 16:15","20297","19496","n/e","767","629","n/e","3894","3434","n/e"
"15.08.2022 16:15 - 15.08.2022 16:30","19142","18389","n/e","785","633","n/e","3907","3450","n/e"
"15.08.2022 16:30 - 15.08.2022 16:45","17906","17186","n/e","804","634","n/e","3921","3459","n/e"
"15.08.2022 16:45 - 15.08.2022 17:00","16579","15909","n/e","812","636","n/e","3920","3474","n/e"
"15.08.2022 17:00 - 15.08.2022 17:15","15162","14574","n/e","832","643","n/e","3913","3488","n/e"
"15.08.2022 17:15 - 15.08.2022 17:30","13676","13187","n/e","857","685","n/e","3918","3410","n/e"
"15.08.2022 17:30 - 15.08.2022 17:45","12110","11733","n/e","875","723","n/e","3922","3325","n/e"
"15.08.2022 17:45 - 15.08.2022 18:00","10556","10262","n/e","896","750","n/e","3937","3241","n/e"
"15.08.2022 18:00 - 15.08.2022 18:15","9047","8827","n/e","917","776","n/e","3942","3154","n/e"
"15.08.2022 18:15 - 15.08.2022 18:30","7566","7394","n/e","958","791","n/e","3852","3079","n/e"
"15.08.2022 18:30 - 15.08.2022 18:45","6145","5985","n/e","993","806","n/e","3761","3004","n/e"
"15.08.2022 18:45 - 15.08.2022 19:00","4827","4682","n/e","1030","819","n/e","3687","2934","n/e"
"15.08.2022 19:00 - 15.08.2022 19:15","3649","3537","n/e","1067","829","n/e","3614","2870","n/e"
"15.08.2022 19:15 - 15.08.2022 19:30","2626","2554","n/e","1101","847","n/e","3542","2831","n/e"
"15.08.2022 19:30 - 15.08.2022 19:45","1808","1749","n/e","1140","864","n/e","3479","2828","n/e"
"15.08.2022 19:45 - 15.08.2022 20:00","1176","1134","n/e","1178","879","n/e","3387","2801","n/e"
"15.08.2022 20:00 - 15.08.2022 20:15","719","681","n/e","1213","893","n/e","3240","2752","n/e"
"15.08.2022 20:15 - 15.08.2022 20:30","394","367","n/e","1204","889","n/e","3117","2694","n/e"
"15.08.2022 20:30 - 15.08.2022 20:45","200","171","n/e","1199","875","n/e","3073","2673","n/e"
"15.08.2022 20:45 - 15.08.2022 21:00","35","32","n/e","1186","865","n/e","3065","2682","n/e"
"15.08.2022 21:00 - 15.08.2022 21:15","0","0","n/e","1181","852","n/e","3092","2714","n/e"
"15.08.2022 21:15 - 15.08.2022 21:30","0","0","n/e","1156","848","n/e","3139","2764","n/e"
"15.08.2022 21:30 - 15.08.2022 21:45","0","0","n/e","1130","841","n/e","3188","2820","n/e"
"15.08.2022 21:45 - 15.08.2022 22:00","0","0","n/e","1104","834","n/e","3240","2887","n/e"
"15.08.2022 22:00 - 15.08.2022 22:15","0","0","n/e","1088","837","n/e","3288","2974","n/e"
"15.08.2022 22:15 - 15.08.2022 22:30","0","0","n/e","1075","820","n/e","3390","3090","n/e"
"15.08.2022 22:30 - 15.08.2022 22:45","0","0","n/e","1070","803","n/e","3492","3206","n/e"
"15.08.2022 22:45 - 15.08.2022 23:00","0","0","n/e","1061","785","n/e","3580","3311","n/e"
"15.08.2022 23:00 - 15.08.2022 23:15","0","0","n/e","1049","768","n/e","3666","3424","n/e"
"15.08.2022 23:15 - 15.08.2022 23:30","0","0","n/e","1028","746","n/e","3730","3494","n/e"
"15.08.2022 23:30 - 15.08.2022 23:45","0","0","n/e","999","727","n/e","3793","3561","n/e"
