MTU (CET/CEST),Generation - Solar  [MW] Day Ahead/ Bulgaria (BG),Generation - Solar  [MW] Day Ahead/ Bulgaria (BG),Generation - Solar  [MW] Day Ahead/ Bulgaria (BG),Generation - Wind Offshore  [MW] Day Ahead/ Bulgaria (BG),Generation - Wind Offshore  [MW] Intraday / Bulgaria (BG),Generation - Wind Offshore  [MW] Current / Bulgaria (BG),Generation - Wind Onshore  [MW] Day Ahead/ Bulgaria (BG),Generation - Wind Onshore  [MW] Day Ahead/ Bulgaria (BG),Generation - Wind Onshore  [MW] Day Ahead/ Bulgaria (BG)
20.02.2022 12:00 - 20.02.2022 13:00,307,307,307,N/A,n/e,n/e,8,8,8
20.02.2022 13:00 - 20.02.2022 14:00,223,223,223,N/A,n/e,n/e,22,22,22
20.02.2022 14:00 - 20.02.2022 15:00,120,120,120,N/A,n/e,n/e,41,41,41
20.02.2022 15:00 - 20.02.2022 16:00,56,56,56,N/A,n/e,n/e,57,57,57
20.02.2022 16:00 - 20.02.2022 17:00,8,8,8,N/A,n/e,n/e,68,68,68
20.02.2022 17:00 - 20.02.2022 18:00,0,0,0,N/A,n/e,n/e,69,69,69
20.02.2022 18:00 - 20.02.2022 19:00,0,0,0,N/A,n/e,n/e,70,70,70
20.02.2022 19:00 - 20.02.2022 20:00,0,0,0,N/A,n/e,n/e,192,192,192
20.02.2022 20:00 - 20.02.2022 21:00,0,0,0,N/A,n/e,n/e,92,92,92
20.02.2022 21:00 - 20.02.2022 22:00,0,0,0,N/A,n/e,n/e,80,80,80
20.02.2022 22:00 - 20.02.2022 23:00,0,0,0,N/A,n/e,n/e,107,107,107
20.02.2022 23:00 - 21.02.2022 00:00,0,0,0,N/A,n/e,n/e,87,87,87
21.02.2022 00:00 - 21.02.2022 01:00,0,0,0,N/A,n/e,n/e,206,206,206
21.02.2022 01:00 - 21.02.2022 02:00,0,0,0,N/A,n/e,n/e,210,210,210
21.02.2022 02:00 - 21.02.2022 03:00,0,0,0,N/A,n/e,n/e,255,255,255
21.02.2022 03:00 - 21.02.2022 04:00,0,0,0,N/A,n/e,n/e,257,257,257
21.02.2022 04:00 - 21.02.2022 05:00,0,0,0,N/A,n/e,n/e,161,161,161
21.02.2022 05:00 - 21.02.2022 06:00,0,0,0,N/A,n/e,n/e,47,47,47
21.02.2022 06:00 - 21.02.2022 07:00,21,21,21,N/A,n/e,n/e,26,26,26
21.02.2022 07:00 - 21.02.2022 08:00,194,194,194,N/A,n/e,n/e,30,30,30
21.02.2022 08:00 - 21.02.2022 09:00,392,392,392,N/A,n/e,n/e,60,60,60
21.02.2022 09:00 - 21.02.2022 10:00,557,557,557,N/A,n/e,n/e,79,79,79
21.02.2022 10:00 - 21.02.2022 11:00,659,659,659,N/A,n/e,n/e,57,57,57
21.02.2022 11:00 - 21.02.2022 12:00,709,709,709,N/A,n/e,n/e,89,89,89
21.02.2022 12:00 - 21.02.2022 13:00,682,682,682,N/A,n/e,n/e,100,100,100
21.02.2022 13:00 - 21.02.2022 14:00,560,560,560,N/A,n/e,n/e,94,94,94
21.02.2022 14:00 - 21.02.2022 15:00,397,397,397,N/A,n/e,n/e,116,116,116
21.02.2022 15:00 - 21.02.2022 16:00,187,187,187,N/A,n/e,n/e,140,140,140
21.02.2022 16:00 - 21.02.2022 17:00,22,22,22,N/A,n/e,n/e,146,146,146
21.02.2022 17:00 - 21.02.2022 18:00,0,0,0,N/A,n/e,n/e,148,148,148
21.02.2022 18:00 - 21.02.2022 19:00,0,0,0,N/A,n/e,n/e,166,166,166
21.02.2022 19:00 - 21.02.2022 20:00,0,0,0,N/A,n/e,n/e,160,160,160
21.02.2022 20:00 - 21.02.2022 21:00,0,0,0,N/A,n/e,n/e,174,174,174
21.02.2022 21:00 - 21.02.2022 22:00,0,0,0,N/A,n/e,n/e,195,195,195
21.02.2022 22:00 - 21.02.2022 23:00,0,0,0,N/A,n/e,n/e,173,173,173
21.02.2022 23:00 - 22.02.2022 00:00,0,0,0,N/A,n/e,n/e,263,263,263
22.02.2022 00:00 - 22.02.2022 01:00,0,0,0,N/A,n/e,n/e,308,308,308
22.02.2022 01:00 - 22.02.2022 02:00,0,0,0,N/A,n/e,n/e,345,345,345
22.02.2022 02:00 - 22.02.2022 03:00,0,0,0,N/A,n/e,n/e,385,385,385
22.02.2022 03:00 - 22.02.2022 04:00,0,0,0,N/A,n/e,n/e,399,399,399
22.02.2022 04:00 - 22.02.2022 05:00,0,0,0,N/A,n/e,n/e,293,293,293
22.02.2022 05:00 - 22.02.2022 06:00,0,0,0,N/A,n/e,n/e,233,233,233
22.02.2022 06:00 - 22.02.2022 07:00,7,7,7,N/A,n/e,n/e,174,174,174
22.02.2022 07:00 - 22.02.2022 08:00,62,62,62,N/A,n/e,n/e,141,141,141
22.02.2022 08:00 - 22.02.2022 09:00,135,135,135,N/A,n/e,n/e,127,127,127
22.02.2022 09:00 - 22.02.2022 10:00,215,215,215,N/A,n/e,n/e,103,103,103
22.02.2022 10:00 - 22.02.2022 11:00,232,232,232,N/A,n/e,n/e,101,101,101
22.02.2022 11:00 - 22.02.2022 12:00,282,282,282,N/A,n/e,n/e,31,31,31
22.02.2022 12:00 - 22.02.2022 13:00,276,276,276,N/A,n/e,n/e,27,27,27
22.02.2022 13:00 - 22.02.2022 14:00,229,229,229,N/A,n/e,n/e,43,43,43
22.02.2022 14:00 - 22.02.2022 15:00,139,139,139,N/A,n/e,n/e,48,48,48
22.02.2022 15:00 - 22.02.2022 16:00,52,52,52,N/A,n/e,n/e,63,63,63
22.02.2022 16:00 - 22.02.2022 17:00,4,4,4,N/A,n/e,n/e,73,73,73
22.02.2022 17:00 - 22.02.2022 18:00,0,0,0,N/A,n/e,n/e,112,112,112
22.02.2022 18:00 - 22.02.2022 19:00,0,0,0,N/A,n/e,n/e,355,355,355
22.02.2022 19:00 - 22.02.2022 20:00,0,0,0,N/A,n/e,n/e,307,307,307
22.02.2022 20:00 - 22.02.2022 21:00,0,0,0,N/A,n/e,n/e,333,333,333
22.02.2022 21:00 - 22.02.2022 22:00,0,0,0,N/A,n/e,n/e,360,360,360
22.02.2022 22:00 - 22.02.2022 23:00,0,0,0,N/A,n/e,n/e,322,322,322
22.02.2022 23:00 - 23.02.2022 00:00,0,0,0,N/A,n/e,n/e,429,429,429
23.02.2022 00:00 - 23.02.2022 01:00,0,0,0,N/A,n/e,n/e,446,446,446
23.02.2022 01:00 - 23.02.2022 02:00,0,0,0,N/A,n/e,n/e,471,471,471
23.02.2022 02:00 - 23.02.2022 03:00,0,0,0,N/A,n/e,n/e,460,460,460
23.02.2022 03:00 - 23.02.2022 04:00,0,0,0,N/A,n/e,n/e,449,449,449
23.02.2022 04:00 - 23.02.2022 05:00,0,0,0,N/A,n/e,n/e,424,424,424
23.02.2022 05:00 - 23.02.2022 06:00,0,0,0,N/A,n/e,n/e,389,389,389
23.02.2022 06:00 - 23.02.2022 07:00,4,4,4,N/A,n/e,n/e,344,344,344
23.02.2022 07:00 - 23.02.2022 08:00,48,48,48,N/A,n/e,n/e,317,317,317
23.02.2022 08:00 - 23.02.2022 09:00,117,117,117,N/A,n/e,n/e,285,285,285
23.02.2022 09:00 - 23.02.2022 10:00,186,186,186,N/A,n/e,n/e,280,280,280
23.02.2022 10:00 - 23.02.2022 11:00,256,256,256,N/A,n/e,n/e,219,219,219
23.02.2022 11:00 - 23.02.2022 12:00,298,298,298,N/A,n/e,n/e,139,139,139
23.02.2022 12:00 - 23.02.2022 13:00,303,303,303,N/A,n/e,n/e,79,79,79
23.02.2022 13:00 - 23.02.2022 14:00,274,274,274,N/A,n/e,n/e,67,67,67
23.02.2022 14:00 - 23.02.2022 15:00,188,188,188,N/A,n/e,n/e,81,81,81
23.02.2022 15:00 - 23.02.2022 16:00,91,91,91,N/A,n/e,n/e,82,82,82
23.02.2022 16:00 - 23.02.2022 17:00,14,14,14,N/A,n/e,n/e,86,86,86
23.02.2022 17:00 - 23.02.2022 18:00,0,0,0,N/A,n/e,n/e,79,79,79
23.02.2022 18:00 - 23.02.2022 19:00,0,0,0,N/A,n/e,n/e,107,107,107
23.02.2022 19:00 - 23.02.2022 20:00,0,0,0,N/A,n/e,n/e,154,154,154
23.02.2022 20:00 - 23.02.2022 21:00,0,0,0,N/A,n/e,n/e,339,339,339
23.02.2022 21:00 - 23.02.2022 22:00,0,0,0,N/A,n/e,n/e,298,298,298
23.02.2022 22:00 - 23.02.2022 23:00,0,0,0,N/A,n/e,n/e,384,384,384
23.02.2022 23:00 - 24.02.2022 00:00,0,0,0,N/A,n/e,n/e,309,309,309
24.02.2022 00:00 - 24.02.2022 01:00,0,0,0,N/A,n/e,n/e,242,242,242
24.02.2022 01:00 - 24.02.2022 02:00,0,0,0,N/A,n/e,n/e,198,198,198
24.02.2022 02:00 - 24.02.2022 03:00,0,0,0,N/A,n/e,n/e,272,272,272
24.02.2022 03:00 - 24.02.2022 04:00,0,0,0,N/A,n/e,n/e,385,385,385
24.02.2022 04:00 - 24.02.2022 05:00,0,0,0,N/A,n/e,n/e,352,352,352
24.02.2022 05:00 - 24.02.2022 06:00,0,0,0,N/A,n/e,n/e,331,331,331
24.02.2022 06:00 - 24.02.2022 07:00,14,14,14,N/A,n/e,n/e,341,341,341
24.02.2022 07:00 - 24.02.2022 08:00,118,118,118,N/A,n/e,n/e,420,420,420
24.02.2022 08:00 - 24.02.2022 09:00,277,277,277,N/A,n/e,n/e,487,487,487
24.02.2022 09:00 - 24.02.2022 10:00,435,435,435,N/A,n/e,n/e,496,496,496
24.02.2022 10:00 - 24.02.2022 11:00,540,540,540,N/A,n/e,n/e,472,472,472
24.02.2022 11:00 - 24.02.2022 12:00,564,564,564,N/A,n/e,n/e,422,422,422
24.02.2022 12:00 - 24.02.2022 13:00,587,587,587,N/A,n/e,n/e,379,379,379
24.02.2022 13:00 - 24.02.2022 14:00,501,501,501,N/A,n/e,n/e,357,357,357
24.02.2022 14:00 - 24.02.2022 15:00,365,365,365,N/A,n/e,n/e,333,333,333
24.02.2022 15:00 - 24.02.2022 16:00,201,201,201,N/A,n/e,n/e,261,261,261
24.02.2022 16:00 - 24.02.2022 17:00,34,34,34,N/A,n/e,n/e,170,170,170
24.02.2022 17:00 - 24.02.2022 18:00,0,0,0,N/A,n/e,n/e,133,133,133
24.02.2022 18:00 - 24.02.2022 19:00,0,0,0,N/A,n/e,n/e,138,138,138
24.02.2022 19:00 - 24.02.2022 20:00,0,0,0,N/A,n/e,n/e,134,134,134
24.02.2022 20:00 - 24.02.2022 21:00,0,0,0,N/A,n/e,n/e,125,125,125
24.02.2022 21:00 - 24.02.2022 22:00,0,0,0,N/A,n/e,n/e,134,134,134
24.02.2022 22:00 - 24.02.2022 23:00,0,0,0,N/A,n/e,n/e,159,159,159
24.02.2022 23:00 - 25.02.2022 00:00,0,0,0,N/A,n/e,n/e,318,318,318
25.02.2022 00:00 - 25.02.2022 01:00,0,0,0,N/A,n/e,n/e,346,346,346
25.02.2022 01:00 - 25.02.2022 02:00,0,0,0,N/A,n/e,n/e,362,362,362
25.02.2022 02:00 - 25.02.2022 03:00,0,0,0,N/A,n/e,n/e,374,374,374
25.02.2022 03:00 - 25.02.2022 04:00,0,0,0,N/A,n/e,n/e,382,382,382
25.02.2022 04:00 - 25.02.2022 05:00,0,0,0,N/A,n/e,n/e,366,366,366
25.02.2022 05:00 - 25.02.2022 06:00,0,0,0,N/A,n/e,n/e,339,339,339
25.02.2022 06:00 - 25.02.2022 07:00,37,37,37,N/A,n/e,n/e,329,329,329
25.02.2022 07:00 - 25.02.2022 08:00,236,236,236,N/A,n/e,n/e,210,210,210
25.02.2022 08:00 - 25.02.2022 09:00,447,447,447,N/A,n/e,n/e,162,162,162
25.02.2022 09:00 - 25.02.2022 10:00,628,628,628,N/A,n/e,n/e,179,179,179
25.02.2022 10:00 - 25.02.2022 11:00,741,741,741,N/A,n/e,n/e,150,150,150
25.02.2022 11:00 - 25.02.2022 12:00,788,788,788,N/A,n/e,n/e,141,141,141
25.02.2022 12:00 - 25.02.2022 13:00,733,733,733,N/A,n/e,n/e,140,140,140
25.02.2022 13:00 - 25.02.2022 14:00,628,628,628,N/A,n/e,n/e,96,96,96
25.02.2022 14:00 - 25.02.2022 15:00,452,452,452,N/A,n/e,n/e,77,77,77
25.02.2022 15:00 - 25.02.2022 16:00,241,241,241,N/A,n/e,n/e,66,66,66
25.02.2022 16:00 - 25.02.2022 17:00,41,41,41,N/A,n/e,n/e,36,36,36
25.02.2022 17:00 - 25.02.2022 18:00,0,0,0,N/A,n/e,n/e,23,23,23
25.02.2022 18:00 - 25.02.2022 19:00,0,0,0,N/A,n/e,n/e,25,25,25
25.02.2022 19:00 - 25.02.2022 20:00,0,0,0,N/A,n/e,n/e,84,84,84
25.02.2022 20:00 - 25.02.2022 21:00,0,0,0,N/A,n/e,n/e,162,162,162
25.02.2022 21:00 - 25.02.2022 22:00,0,0,0,N/A,n/e,n/e,301,301,301
25.02.2022 22:00 - 25.02.2022 23:00,0,0,0,N/A,n/e,n/e,405,405,405
25.02.2022 23:00 - 26.02.2022 00:00,0,0,0,N/A,n/e,n/e,218,218,218
26.02.2022 00:00 - 26.02.2022 01:00,0,0,0,N/A,n/e,n/e,295,295,295
26.02.2022 01:00 - 26.02.2022 02:00,0,0,0,N/A,n/e,n/e,294,294,294
26.02.2022 02:00 - 26.02.2022 03:00,0,0,0,N/A,n/e,n/e,322,322,322
26.02.2022 03:00 - 26.02.2022 04:00,0,0,0,N/A,n/e,n/e,302,302,302
26.02.2022 04:00 - 26.02.2022 05:00,0,0,0,N/A,n/e,n/e,256,256,256
26.02.2022 05:00 - 26.02.2022 06:00,0,0,0,N/A,n/e,n/e,201,201,201
26.02.2022 06:00 - 26.02.2022 07:00,29,29,29,N/A,n/e,n/e,234,234,234
26.02.2022 07:00 - 26.02.2022 08:00,206,206,206,N/A,n/e,n/e,164,164,164
26.02.2022 08:00 - 26.02.2022 09:00,426,426,426,N/A,n/e,n/e,83,83,83
26.02.2022 09:00 - 26.02.2022 10:00,599,599,599,N/A,n/e,n/e,91,91,91
26.02.2022 10:00 - 26.02.2022 11:00,702,702,702,N/A,n/e,n/e,83,83,83
26.02.2022 11:00 - 26.02.2022 12:00,735,735,735,N/A,n/e,n/e,90,90,90
26.02.2022 12:00 - 26.02.2022 13:00,694,694,694,N/A,n/e,n/e,100,100,100
26.02.2022 13:00 - 26.02.2022 14:00,589,589,589,N/A,n/e,n/e,109,109,109
26.02.2022 14:00 - 26.02.2022 15:00,412,412,412,N/A,n/e,n/e,121,121,121
26.02.2022 15:00 - 26.02.2022 16:00,195,195,195,N/A,n/e,n/e,104,104,104
26.02.2022 16:00 - 26.02.2022 17:00,29,29,29,N/A,n/e,n/e,71,71,71
26.02.2022 17:00 - 26.02.2022 18:00,0,0,0,N/A,n/e,n/e,71,71,71
26.02.2022 18:00 - 26.02.2022 19:00,0,0,0,N/A,n/e,n/e,79,79,79
26.02.2022 19:00 - 26.02.2022 20:00,0,0,0,N/A,n/e,n/e,72,72,72
26.02.2022 20:00 - 26.02.2022 21:00,0,0,0,N/A,n/e,n/e,89,89,89
26.02.2022 21:00 - 26.02.2022 22:00,0,0,0,N/A,n/e,n/e,111,111,111
26.02.2022 22:00 - 26.02.2022 23:00,0,0,0,N/A,n/e,n/e,143,143,143
26.02.2022 23:00 - 27.02.2022 00:00,0,0,0,N/A,n/e,n/e,246,246,246
27.02.2022 00:00 - 27.02.2022 01:00,0,0,0,N/A,n/e,n/e,288,288,288
27.02.2022 01:00 - 27.02.2022 02:00,0,0,0,N/A,n/e,n/e,291,291,291
27.02.2022 02:00 - 27.02.2022 03:00,0,0,0,N/A,n/e,n/e,310,310,310
27.02.2022 03:00 - 27.02.2022 04:00,0,0,0,N/A,n/e,n/e,315,315,315
27.02.2022 04:00 - 27.02.2022 05:00,0,0,0,N/A,n/e,n/e,346,346,346
27.02.2022 05:00 - 27.02.2022 06:00,0,0,0,N/A,n/e,n/e,365,365,365
27.02.2022 06:00 - 27.02.2022 07:00,16,16,16,N/A,n/e,n/e,322,322,322
27.02.2022 07:00 - 27.02.2022 08:00,83,83,83,N/A,n/e,n/e,316,316,316
27.02.2022 08:00 - 27.02.2022 09:00,170,170,170,N/A,n/e,n/e,324,324,324
27.02.2022 09:00 - 27.02.2022 10:00,246,246,246,N/A,n/e,n/e,317,317,317
27.02.2022 10:00 - 27.02.2022 11:00,312,312,312,N/A,n/e,n/e,400,400,400
27.02.2022 11:00 - 27.02.2022 12:00,329,329,329,N/A,n/e,n/e,448,448,448
27.02.2022 12:00 - 27.02.2022 13:00,283,283,283,N/A,n/e,n/e,470,470,470
27.02.2022 13:00 - 27.02.2022 14:00,154,154,154,N/A,n/e,n/e,503,503,503
27.02.2022 14:00 - 27.02.2022 15:00,74,74,74,N/A,n/e,n/e,514,514,514
27.02.2022 15:00 - 27.02.2022 16:00,24,24,24,N/A,n/e,n/e,524,524,524
27.02.2022 16:00 - 27.02.2022 17:00,3,3,3,N/A,n/e,n/e,526,526,526
27.02.2022 17:00 - 27.02.2022 18:00,0,0,0,N/A,n/e,n/e,520,520,520
27.02.2022 18:00 - 27.02.2022 19:00,0,0,0,N/A,n/e,n/e,538,538,538
27.02.2022 19:00 - 27.02.2022 20:00,0,0,0,N/A,n/e,n/e,563,563,563
27.02.2022 20:00 - 27.02.2022 21:00,0,0,0,N/A,n/e,n/e,586,586,586
27.02.2022 21:00 - 27.02.2022 22:00,0,0,0,N/A,n/e,n/e,611,611,611
27.02.2022 22:00 - 27.02.2022 23:00,0,0,0,N/A,n/e,n/e,621,621,621
27.02.2022 23:00 - 28.02.2022 00:00,0,0,0,N/A,n/e,n/e,595,595,595
28.02.2022 00:00 - 28.02.2022 01:00,0,0,0,N/A,n/e,n/e,591,591,591
28.02.2022 01:00 - 28.02.2022 02:00,0,0,0,N/A,n/e,n/e,596,596,596
28.02.2022 02:00 - 28.02.2022 03:00,0,0,0,N/A,n/e,n/e,612,612,612
28.02.2022 03:00 - 28.02.2022 04:00,0,0,0,N/A,n/e,n/e,613,613,613
28.02.2022 04:00 - 28.02.2022 05:00,0,0,0,N/A,n/e,n/e,622,622,622
28.02.2022 05:00 - 28.02.2022 06:00,0,0,0,N/A,n/e,n/e,630,630,630
28.02.2022 06:00 - 28.02.2022 07:00,5,5,5,N/A,n/e,n/e,639,639,639
28.02.2022 07:00 - 28.02.2022 08:00,41,41,41,N/A,n/e,n/e,636,636,636
28.02.2022 08:00 - 28.02.2022 09:00,122,122,122,N/A,n/e,n/e,632,632,632
28.02.2022 09:00 - 28.02.2022 10:00,241,241,241,N/A,n/e,n/e,633,633,633
28.02.2022 10:00 - 28.02.2022 11:00,343,343,343,N/A,n/e,n/e,627,627,627
28.02.2022 11:00 - 28.02.2022 12:00,375,375,375,N/A,n/e,n/e,624,624,624
28.02.2022 12:00 - 28.02.2022 13:00,356,356,356,N/A,n/e,n/e,616,616,616
28.02.2022 13:00 - 28.02.2022 14:00,304,304,304,N/A,n/e,n/e,602,602,602
28.02.2022 14:00 - 28.02.2022 15:00,221,221,221,N/A,n/e,n/e,594,594,594
28.02.2022 15:00 - 28.02.2022 16:00,115,115,115,N/A,n/e,n/e,609,609,609
28.02.2022 16:00 - 28.02.2022 17:00,20,20,20,N/A,n/e,n/e,615,615,615
28.02.2022 17:00 - 28.02.2022 18:00,0,0,0,N/A,n/e,n/e,620,620,620
28.02.2022 18:00 - 28.02.2022 19:00,0,0,0,N/A,n/e,n/e,620,620,620
28.02.2022 19:00 - 28.02.2022 20:00,0,0,0,N/A,n/e,n/e,622,622,622
28.02.2022 20:00 - 28.02.2022 21:00,0,0,0,N/A,n/e,n/e,616,616,616
28.02.2022 21:00 - 28.02.2022 22:00,0,0,0,N/A,n/e,n/e,608,608,608
28.02.2022 22:00 - 28.02.2022 23:00,0,0,0,N/A,n/e,n/e,602,602,602
28.02.2022 23:00 - 01.03.2022 00:00,0,0,0,N/A,n/e,n/e,606,606,606
01.03.2022 00:00 - 01.03.2022 01:00,0,0,0,N/A,n/e,n/e,604,604,604
01.03.2022 01:00 - 01.03.2022 02:00,0,0,0,N/A,n/e,n/e,612,612,612
01.03.2022 02:00 - 01.03.2022 03:00,0,0,0,N/A,n/e,n/e,614,614,614
01.03.2022 03:00 - 01.03.2022 04:00,0,0,0,N/A,n/e,n/e,614,614,614
01.03.2022 04:00 - 01.03.2022 05:00,0,0,0,N/A,n/e,n/e,606,606,606
01.03.2022 05:00 - 01.03.2022 06:00,0,0,0,N/A,n/e,n/e,594,594,594
01.03.2022 06:00 - 01.03.2022 07:00,33,33,33,N/A,n/e,n/e,580,580,580
01.03.2022 07:00 - 01.03.2022 08:00,185,185,185,N/A,n/e,n/e,565,565,565
01.03.2022 08:00 - 01.03.2022 09:00,361,361,361,N/A,n/e,n/e,545,545,545
01.03.2022 09:00 - 01.03.2022 10:00,491,491,491,N/A,n/e,n/e,516,516,516
01.03.2022 10:00 - 01.03.2022 11:00,574,574,574,N/A,n/e,n/e,490,490,490
01.03.2022 11:00 - 01.03.2022 12:00,576,576,576,N/A,n/e,n/e,413,413,413
01.03.2022 12:00 - 01.03.2022 13:00,519,519,519,N/A,n/e,n/e,328,328,328
01.03.2022 13:00 - 01.03.2022 14:00,426,426,426,N/A,n/e,n/e,271,271,271
01.03.2022 14:00 - 01.03.2022 15:00,296,296,296,N/A,n/e,n/e,236,236,236
01.03.2022 15:00 - 01.03.2022 16:00,148,148,148,N/A,n/e,n/e,225,225,225
01.03.2022 16:00 - 01.03.2022 17:00,26,26,26,N/A,n/e,n/e,227,227,227
01.03.2022 17:00 - 01.03.2022 18:00,0,0,0,N/A,n/e,n/e,254,254,254
01.03.2022 18:00 - 01.03.2022 19:00,0,0,0,N/A,n/e,n/e,268,268,268
01.03.2022 19:00 - 01.03.2022 20:00,0,0,0,N/A,n/e,n/e,279,279,279
01.03.2022 20:00 - 01.03.2022 21:00,0,0,0,N/A,n/e,n/e,269,269,269
01.03.2022 21:00 - 01.03.2022 22:00,0,0,0,N/A,n/e,n/e,232,232,232
01.03.2022 22:00 - 01.03.2022 23:00,0,0,0,N/A,n/e,n/e,236,236,236
01.03.2022 23:00 - 02.03.2022 00:00,0,0,0,N/A,n/e,n/e,258,258,258
02.03.2022 00:00 - 02.03.2022 01:00,0,0,0,N/A,n/e,n/e,262,262,262
02.03.2022 01:00 - 02.03.2022 02:00,0,0,0,N/A,n/e,n/e,274,274,274
02.03.2022 02:00 - 02.03.2022 03:00,0,0,0,N/A,n/e,n/e,253,253,253
02.03.2022 03:00 - 02.03.2022 04:00,0,0,0,N/A,n/e,n/e,219,219,219
02.03.2022 04:00 - 02.03.2022 05:00,0,0,0,N/A,n/e,n/e,203,203,203
02.03.2022 05:00 - 02.03.2022 06:00,0,0,0,N/A,n/e,n/e,188,188,188
02.03.2022 06:00 - 02.03.2022 07:00,18,18,18,N/A,n/e,n/e,181,181,181
02.03.2022 07:00 - 02.03.2022 08:00,127,127,127,N/A,n/e,n/e,213,213,213
02.03.2022 08:00 - 02.03.2022 09:00,284,284,284,N/A,n/e,n/e,223,223,223
02.03.2022 09:00 - 02.03.2022 10:00,432,432,432,N/A,n/e,n/e,205,205,205
02.03.2022 10:00 - 02.03.2022 11:00,532,532,532,N/A,n/e,n/e,200,200,200
02.03.2022 11:00 - 02.03.2022 12:00,579,579,579,N/A,n/e,n/e,204,204,204
02.03.2022 12:00 - 02.03.2022 13:00,537,537,537,N/A,n/e,n/e,205,205,205
02.03.2022 13:00 - 02.03.2022 14:00,447,447,447,N/A,n/e,n/e,223,223,223
02.03.2022 14:00 - 02.03.2022 15:00,315,315,315,N/A,n/e,n/e,250,250,250
02.03.2022 15:00 - 02.03.2022 16:00,181,181,181,N/A,n/e,n/e,244,244,244
02.03.2022 16:00 - 02.03.2022 17:00,41,41,41,N/A,n/e,n/e,211,211,211
02.03.2022 17:00 - 02.03.2022 18:00,0,0,0,N/A,n/e,n/e,224,224,224
02.03.2022 18:00 - 02.03.2022 19:00,0,0,0,N/A,n/e,n/e,251,251,251
02.03.2022 19:00 - 02.03.2022 20:00,0,0,0,N/A,n/e,n/e,255,255,255
02.03.2022 20:00 - 02.03.2022 21:00,0,0,0,N/A,n/e,n/e,262,262,262
02.03.2022 21:00 - 02.03.2022 22:00,0,0,0,N/A,n/e,n/e,305,305,305
02.03.2022 22:00 - 02.03.2022 23:00,0,0,0,N/A,n/e,n/e,339,339,339
02.03.2022 23:00 - 03.03.2022 00:00,0,0,0,N/A,n/e,n/e,355,355,355
03.03.2022 00:00 - 03.03.2022 01:00,0,0,0,N/A,n/e,n/e,368,368,368
03.03.2022 01:00 - 03.03.2022 02:00,0,0,0,N/A,n/e,n/e,412,412,412
03.03.2022 02:00 - 03.03.2022 03:00,0,0,0,N/A,n/e,n/e,461,461,461
03.03.2022 03:00 - 03.03.2022 04:00,0,0,0,N/A,n/e,n/e,503,503,503
03.03.2022 04:00 - 03.03.2022 05:00,0,0,0,N/A,n/e,n/e,503,503,503
03.03.2022 05:00 - 03.03.2022 06:00,0,0,0,N/A,n/e,n/e,499,499,499
03.03.2022 06:00 - 03.03.2022 07:00,47,47,47,N/A,n/e,n/e,475,475,475
03.03.2022 07:00 - 03.03.2022 08:00,245,245,245,N/A,n/e,n/e,464,464,464
03.03.2022 08:00 - 03.03.2022 09:00,448,448,448,N/A,n/e,n/e,431,431,431
03.03.2022 09:00 - 03.03.2022 10:00,634,634,634,N/A,n/e,n/e,391,391,391
03.03.2022 10:00 - 03.03.2022 11:00,720,720,720,N/A,n/e,n/e,352,352,352
03.03.2022 11:00 - 03.03.2022 12:00,763,763,763,N/A,n/e,n/e,317,317,317
03.03.2022 12:00 - 03.03.2022 13:00,681,681,681,N/A,n/e,n/e,320,320,320
03.03.2022 13:00 - 03.03.2022 14:00,558,558,558,N/A,n/e,n/e,310,310,310
03.03.2022 14:00 - 03.03.2022 15:00,417,417,417,N/A,n/e,n/e,239,239,239
03.03.2022 15:00 - 03.03.2022 16:00,245,245,245,N/A,n/e,n/e,153,153,153
03.03.2022 16:00 - 03.03.2022 17:00,57,57,57,N/A,n/e,n/e,102,102,102
03.03.2022 17:00 - 03.03.2022 18:00,0,0,0,N/A,n/e,n/e,95,95,95
03.03.2022 18:00 - 03.03.2022 19:00,0,0,0,N/A,n/e,n/e,84,84,84
03.03.2022 19:00 - 03.03.2022 20:00,0,0,0,N/A,n/e,n/e,48,48,48
03.03.2022 20:00 - 03.03.2022 21:00,0,0,0,N/A,n/e,n/e,21,21,21
03.03.2022 21:00 - 03.03.2022 22:00,0,0,0,N/A,n/e,n/e,7,7,7
03.03.2022 22:00 - 03.03.2022 23:00,0,0,0,N/A,n/e,n/e,3,3,3
03.03.2022 23:00 - 04.03.2022 00:00,0,0,0,N/A,n/e,n/e,3,3,3
04.03.2022 00:00 - 04.03.2022 01:00,0,0,0,N/A,n/e,n/e,3,3,3
04.03.2022 01:00 - 04.03.2022 02:00,0,0,0,N/A,n/e,n/e,1,1,1
04.03.2022 02:00 - 04.03.2022 03:00,0,0,0,N/A,n/e,n/e,1,1,1
04.03.2022 03:00 - 04.03.2022 04:00,0,0,0,N/A,n/e,n/e,1,1,1
04.03.2022 04:00 - 04.03.2022 05:00,0,0,0,N/A,n/e,n/e,1,1,1
04.03.2022 05:00 - 04.03.2022 06:00,0,0,0,N/A,n/e,n/e,19,19,19
04.03.2022 06:00 - 04.03.2022 07:00,40,40,40,N/A,n/e,n/e,21,21,21
04.03.2022 07:00 - 04.03.2022 08:00,174,174,174,N/A,n/e,n/e,11,11,11
04.03.2022 08:00 - 04.03.2022 09:00,323,323,323,N/A,n/e,n/e,0,0,0
