MTU (CET/CEST),Generation - Solar  [MW] Day Ahead/ Germany (DE),Generation - Solar  [MW] Intraday / Germany (DE),Generation - Solar  [MW] Day Ahead/ Germany (DE),Generation - Wind Offshore  [MW] Day Ahead/ Germany (DE),Generation - Wind Offshore  [MW] Intraday / Germany (DE),Generation - Wind Offshore  [MW] Day Ahead/ Germany (DE),Generation - Wind Onshore  [MW] Day Ahead/ Germany (DE),Generation - Wind Onshore  [MW] Intraday / Germany (DE),Generation - Wind Onshore  [MW] Day Ahead/ Germany (DE)
13.06.2022 12:45 - 13.06.2022 13:00,29180,28889,29180,2702,2795,2702,15502,13931,15502
13.06.2022 13:00 - 13.06.2022 13:15,29278,29038,29278,2652,2787,2652,15853,14339,15853
13.06.2022 13:15 - 13.06.2022 13:30,29296,29086,29296,2626,2789,2626,16192,14694,16192
13.06.2022 13:30 - 13.06.2022 13:45,29268,29084,29268,2597,2790,2597,16520,15011,16520
13.06.2022 13:45 - 13.06.2022 14:00,29130,28977,29130,2573,2786,2573,16869,15370,16869
13.06.2022 14:00 - 13.06.2022 14:15,28921,28563,28921,2551,2783,2551,17255,15747,17255
13.06.2022 14:15 - 13.06.2022 14:30,28668,28313,28668,2552,2780,2552,17634,16037,17634
13.06.2022 14:30 - 13.06.2022 14:45,28338,27971,28338,2533,2775,2533,17936,16272,17936
13.06.2022 14:45 - 13.06.2022 15:00,27893,27479,27893,2544,2772,2544,18168,16464,18168
13.06.2022 15:00 - 13.06.2022 15:15,27393,26950,27393,2549,2701,2549,18322,16645,18322
13.06.2022 15:15 - 13.06.2022 15:30,26778,26360,26778,2568,2684,2568,18416,16776,18416
13.06.2022 15:30 - 13.06.2022 15:45,26011,25636,26011,2581,2671,2581,18500,16894,18500
13.06.2022 15:45 - 13.06.2022 16:00,25121,24781,25121,2599,2656,2599,18514,16968,18514
13.06.2022 16:00 - 13.06.2022 16:15,24159,23855,24159,2614,2644,2614,18501,17023,18501
13.06.2022 16:15 - 13.06.2022 16:30,23082,22799,23082,2643,2652,2643,18397,16957,18397
13.06.2022 16:30 - 13.06.2022 16:45,21892,21647,21892,2665,2660,2665,18257,16878,18257
13.06.2022 16:45 - 13.06.2022 17:00,20615,20406,20615,2688,2671,2688,18138,16780,18138
13.06.2022 17:00 - 13.06.2022 17:15,19250,19060,19250,2712,2674,2712,18015,16670,18015
13.06.2022 17:15 - 13.06.2022 17:30,17791,17666,17791,2741,2705,2741,17647,16398,17647
13.06.2022 17:30 - 13.06.2022 17:45,16265,16165,16265,2781,2728,2781,17321,16133,17321
13.06.2022 17:45 - 13.06.2022 18:00,14688,14618,14688,2809,2753,2809,16954,15823,16954
13.06.2022 18:00 - 13.06.2022 18:15,13074,13026,13074,2824,2777,2824,16617,15526,16617
13.06.2022 18:15 - 13.06.2022 18:30,11420,11399,11420,2805,2765,2805,16179,15088,16179
13.06.2022 18:30 - 13.06.2022 18:45,9757,9748,9757,2786,2751,2786,15757,14660,15757
13.06.2022 18:45 - 13.06.2022 19:00,8172,8157,8172,2763,2740,2763,15307,14224,15307
13.06.2022 19:00 - 13.06.2022 19:15,6693,6675,6693,2729,2719,2729,14793,13743,14793
13.06.2022 19:15 - 13.06.2022 19:30,5314,5323,5314,2701,2687,2701,14192,13183,14192
13.06.2022 19:30 - 13.06.2022 19:45,4110,4095,4110,2666,2648,2666,13526,12566,13526
13.06.2022 19:45 - 13.06.2022 20:00,3116,3094,3116,2637,2612,2637,12858,11910,12858
13.06.2022 20:00 - 13.06.2022 20:15,2324,2307,2324,2613,2582,2613,12165,11287,12165
13.06.2022 20:15 - 13.06.2022 20:30,1653,1633,1653,2579,2539,2579,11526,10701,11526
13.06.2022 20:30 - 13.06.2022 20:45,1121,1061,1121,2542,2516,2542,10924,9989,10924
13.06.2022 20:45 - 13.06.2022 21:00,702,595,702,2523,2468,2523,10331,9388,10331
13.06.2022 21:00 - 13.06.2022 21:15,398,334,398,2481,2426,2481,9953,8974,9953
13.06.2022 21:15 - 13.06.2022 21:30,239,201,239,2457,2401,2457,9715,8815,9715
13.06.2022 21:30 - 13.06.2022 21:45,137,110,137,2440,2377,2440,9484,8681,9484
13.06.2022 21:45 - 13.06.2022 22:00,0,1,0,2417,2350,2417,9315,8557,9315
13.06.2022 22:00 - 13.06.2022 22:15,0,0,0,2405,2335,2405,9057,8363,9057
13.06.2022 22:15 - 13.06.2022 22:30,0,0,0,2384,2330,2384,8949,8343,8949
13.06.2022 22:30 - 13.06.2022 22:45,0,0,0,2364,2326,2364,8843,8325,8843
13.06.2022 22:45 - 13.06.2022 23:00,0,0,0,2343,2320,2343,8724,8295,8724
13.06.2022 23:00 - 13.06.2022 23:15,0,0,0,2328,2320,2328,8608,8263,8608
13.06.2022 23:15 - 13.06.2022 23:30,0,0,0,2362,2354,2362,8446,8255,8446
13.06.2022 23:30 - 13.06.2022 23:45,0,0,0,2397,2386,2397,8283,8246,8283
13.06.2022 23:45 - 14.06.2022 00:00,0,0,0,2430,2416,2430,8111,8194,8111
14.06.2022 00:00 - 14.06.2022 00:15,0,0,0,2219,2436,2219,7761,7649,7761
14.06.2022 00:15 - 14.06.2022 00:30,0,0,0,2265,2465,2265,7659,7590,7659
14.06.2022 00:30 - 14.06.2022 00:45,0,0,0,2322,2494,2322,7559,7450,7559
14.06.2022 00:45 - 14.06.2022 01:00,0,0,0,2370,2473,2370,7453,7342,7453
14.06.2022 01:00 - 14.06.2022 01:15,0,0,0,2337,2464,2337,7350,7292,7350
14.06.2022 01:15 - 14.06.2022 01:30,0,0,0,2313,2460,2313,7252,7172,7252
14.06.2022 01:30 - 14.06.2022 01:45,0,0,0,2288,2440,2288,7164,7133,7164
14.06.2022 01:45 - 14.06.2022 02:00,0,0,0,2266,2455,2266,7079,7155,7079
14.06.2022 02:00 - 14.06.2022 02:15,0,0,0,2249,2444,2249,7012,7087,7012
14.06.2022 02:15 - 14.06.2022 02:30,0,0,0,2242,2425,2242,6933,7019,6933
14.06.2022 02:30 - 14.06.2022 02:45,0,0,0,2232,2412,2232,6817,6979,6817
14.06.2022 02:45 - 14.06.2022 03:00,0,0,0,2219,2382,2219,6683,6809,6683
14.06.2022 03:00 - 14.06.2022 03:15,0,0,0,2210,2404,2210,6558,6552,6558
14.06.2022 03:15 - 14.06.2022 03:30,0,0,0,2207,2440,2207,6449,6318,6449
14.06.2022 03:30 - 14.06.2022 03:45,0,0,0,2197,2370,2197,6351,6221,6351
14.06.2022 03:45 - 14.06.2022 04:00,0,0,0,2191,2326,2191,6267,6117,6267
14.06.2022 04:00 - 14.06.2022 04:15,0,0,0,2169,2255,2169,6183,6068,6183
14.06.2022 04:15 - 14.06.2022 04:30,0,0,0,2129,2161,2129,6097,5979,6097
14.06.2022 04:30 - 14.06.2022 04:45,0,0,0,2090,2094,2090,6009,5835,6009
14.06.2022 04:45 - 14.06.2022 05:00,1,1,1,2048,2051,2048,5929,5599,5929
14.06.2022 05:00 - 14.06.2022 05:15,68,49,68,2005,1976,2005,5839,5457,5839
14.06.2022 05:15 - 14.06.2022 05:30,206,183,206,1978,1921,1978,5666,5332,5666
14.06.2022 05:30 - 14.06.2022 05:45,455,445,455,1949,1874,1949,5492,5029,5492
14.06.2022 05:45 - 14.06.2022 06:00,785,792,785,1921,1878,1921,5289,4762,5289
14.06.2022 06:00 - 14.06.2022 06:15,1278,1290,1278,1893,1893,1893,5138,4531,5138
14.06.2022 06:15 - 14.06.2022 06:30,1955,2046,1955,1882,1826,1882,4835,4163,4835
14.06.2022 06:30 - 14.06.2022 06:45,2821,2900,2821,1871,1805,1871,4505,3849,4505
14.06.2022 06:45 - 14.06.2022 07:00,3956,3984,3956,1862,1778,1862,4239,3736,4239
14.06.2022 07:00 - 14.06.2022 07:15,5335,5268,5335,1823,1789,1823,3973,3462,3973
14.06.2022 07:15 - 14.06.2022 07:30,6916,6879,6916,1795,1762,1795,3746,3217,3746
14.06.2022 07:30 - 14.06.2022 07:45,8650,8617,8650,1766,1714,1766,3602,3051,3602
14.06.2022 07:45 - 14.06.2022 08:00,10485,10439,10485,1733,1682,1733,3565,2903,3565
14.06.2022 08:00 - 14.06.2022 08:15,12392,12347,12392,1707,1693,1707,3642,2980,3642
14.06.2022 08:15 - 14.06.2022 08:30,14349,14311,14349,1688,1662,1688,3739,2982,3739
14.06.2022 08:30 - 14.06.2022 08:45,16319,16290,16319,1657,1642,1657,3864,3105,3864
14.06.2022 08:45 - 14.06.2022 09:00,18173,18122,18173,1642,1627,1642,4006,3279,4006
14.06.2022 09:00 - 14.06.2022 09:15,19980,19917,19980,1617,1612,1617,4115,3383,4115
14.06.2022 09:15 - 14.06.2022 09:30,21699,21638,21699,1601,1606,1601,4179,3446,4179
14.06.2022 09:30 - 14.06.2022 09:45,23304,23251,23304,1579,1604,1579,4231,3528,4231
14.06.2022 09:45 - 14.06.2022 10:00,24768,24718,24768,1558,1602,1558,4261,3599,4261
14.06.2022 10:00 - 14.06.2022 10:15,26095,26031,26095,1545,1600,1545,4290,3675,4290
14.06.2022 10:15 - 14.06.2022 10:30,27288,27213,27288,1514,1582,1514,4309,3732,4309
14.06.2022 10:30 - 14.06.2022 10:45,28362,28235,28362,1490,1564,1490,4315,3773,4315
14.06.2022 10:45 - 14.06.2022 11:00,29342,29169,29342,1465,1523,1465,4320,3804,4320
14.06.2022 11:00 - 14.06.2022 11:15,30193,30004,30193,1458,1520,1458,4323,3834,4323
14.06.2022 11:15 - 14.06.2022 11:30,30911,30767,30911,1439,1503,1439,4309,3869,4309
14.06.2022 11:30 - 14.06.2022 11:45,31535,31440,31535,1422,1488,1422,4297,3892,4297
14.06.2022 11:45 - 14.06.2022 12:00,32056,32019,32056,1384,1475,1384,4281,3909,4281
14.06.2022 12:00 - 14.06.2022 12:15,32505,32515,32505,1370,1461,1370,4269,3916,4269
14.06.2022 12:15 - 14.06.2022 12:30,32860,32909,32860,1362,1454,1362,4244,3911,4244
14.06.2022 12:30 - 14.06.2022 12:45,33110,33183,33110,1351,1448,1351,4221,3906,4221
14.06.2022 12:45 - 14.06.2022 13:00,33269,33405,33269,1346,1441,1346,4208,3901,4208
14.06.2022 13:00 - 14.06.2022 13:15,33371,33535,33371,1333,1433,1333,4197,3894,4197
14.06.2022 13:15 - 14.06.2022 13:30,33389,33567,33389,1321,1412,1321,4193,3881,4193
14.06.2022 13:30 - 14.06.2022 13:45,33325,33498,33325,1307,1390,1307,4198,3863,4198
14.06.2022 13:45 - 14.06.2022 14:00,33169,33350,33169,1296,1364,1296,4219,3863,4219
14.06.2022 14:00 - 14.06.2022 14:15,32959,32740,32959,1277,1345,1277,4272,4001,4272
14.06.2022 14:15 - 14.06.2022 14:30,32692,32485,32692,1258,1303,1258,4296,3987,4296
14.06.2022 14:30 - 14.06.2022 14:45,32315,32120,32315,1237,1274,1237,4273,3948,4273
14.06.2022 14:45 - 14.06.2022 15:00,31816,31639,31816,1215,1253,1215,4224,3899,4224
14.06.2022 15:00 - 14.06.2022 15:15,31199,31064,31199,1194,1184,1194,4164,3839,4164
14.06.2022 15:15 - 14.06.2022 15:30,30506,30353,30506,1156,1146,1156,4098,3774,4098
14.06.2022 15:30 - 14.06.2022 15:45,29667,29510,29667,1132,1108,1132,4032,3703,4032
14.06.2022 15:45 - 14.06.2022 16:00,28673,28568,28673,1106,1068,1106,3942,3586,3942
14.06.2022 16:00 - 14.06.2022 16:15,27562,27495,27562,1081,1035,1081,3824,3505,3824
14.06.2022 16:15 - 14.06.2022 16:30,26312,26296,26312,1073,1007,1073,3716,3400,3716
14.06.2022 16:30 - 14.06.2022 16:45,24933,24931,24933,1063,970,1063,3612,3292,3612
14.06.2022 16:45 - 14.06.2022 17:00,23432,23457,23432,1049,941,1049,3508,3178,3508
14.06.2022 17:00 - 14.06.2022 17:15,21829,21859,21829,1040,910,1040,3405,3061,3405
14.06.2022 17:15 - 14.06.2022 17:30,20112,20188,20112,1000,889,1000,3288,2926,3288
14.06.2022 17:30 - 14.06.2022 17:45,18300,18411,18300,956,856,956,3171,2789,3171
14.06.2022 17:45 - 14.06.2022 18:00,16391,16547,16391,911,831,911,3053,2650,3053
14.06.2022 18:00 - 14.06.2022 18:15,14448,14611,14448,873,801,873,2930,2506,2930
14.06.2022 18:15 - 14.06.2022 18:30,12466,12639,12466,832,766,832,2765,2373,2765
14.06.2022 18:30 - 14.06.2022 18:45,10502,10658,10502,789,733,789,2601,2239,2601
14.06.2022 18:45 - 14.06.2022 19:00,8636,8769,8636,749,700,749,2457,2127,2457
14.06.2022 19:00 - 14.06.2022 19:15,6944,7040,6944,709,670,709,2322,2021,2322
14.06.2022 19:15 - 14.06.2022 19:30,5422,5502,5422,682,643,682,2212,1933,2212
14.06.2022 19:30 - 14.06.2022 19:45,4113,4160,4113,651,622,651,2153,1873,2153
14.06.2022 19:45 - 14.06.2022 20:00,3058,3078,3058,625,600,625,2102,1816,2102
14.06.2022 20:00 - 14.06.2022 20:15,2245,2251,2245,594,584,594,2057,1773,2057
14.06.2022 20:15 - 14.06.2022 20:30,1579,1573,1579,573,558,573,2054,1788,2054
14.06.2022 20:30 - 14.06.2022 20:45,1042,1014,1042,553,534,553,2094,1851,2094
14.06.2022 20:45 - 14.06.2022 21:00,613,568,613,527,516,527,2148,1928,2148
14.06.2022 21:00 - 14.06.2022 21:15,351,312,351,508,494,508,2329,2062,2329
14.06.2022 21:15 - 14.06.2022 21:30,223,185,223,486,477,486,2559,2267,2559
14.06.2022 21:30 - 14.06.2022 21:45,127,96,127,469,460,469,2788,2483,2788
14.06.2022 21:45 - 14.06.2022 22:00,1,1,1,450,445,450,3052,2741,3052
14.06.2022 22:00 - 14.06.2022 22:15,0,0,0,435,434,435,3300,2990,3300
14.06.2022 22:15 - 14.06.2022 22:30,0,0,0,434,428,434,3523,3167,3523
14.06.2022 22:30 - 14.06.2022 22:45,0,0,0,436,423,436,3743,3347,3743
14.06.2022 22:45 - 14.06.2022 23:00,0,0,0,432,416,432,3964,3529,3964
14.06.2022 23:00 - 14.06.2022 23:15,0,0,0,432,410,432,4155,3701,4155
14.06.2022 23:15 - 14.06.2022 23:30,0,0,0,427,405,427,4160,3755,4160
14.06.2022 23:30 - 14.06.2022 23:45,0,0,0,426,397,426,4164,3810,4164
14.06.2022 23:45 - 15.06.2022 00:00,0,0,0,416,390,416,4161,3858,4161
15.06.2022 00:00 - 15.06.2022 00:15,0,0,0,388,388,388,3704,4357,3704
15.06.2022 00:15 - 15.06.2022 00:30,0,0,0,380,337,380,3688,4741,3688
15.06.2022 00:30 - 15.06.2022 00:45,0,0,0,372,303,372,3674,4657,3674
15.06.2022 00:45 - 15.06.2022 01:00,0,0,0,366,332,366,3664,4639,3664
15.06.2022 01:00 - 15.06.2022 01:15,0,0,0,350,305,350,3656,4624,3656
15.06.2022 01:15 - 15.06.2022 01:30,0,0,0,335,304,335,3660,4490,3660
15.06.2022 01:30 - 15.06.2022 01:45,0,0,0,326,313,326,3673,4408,3673
15.06.2022 01:45 - 15.06.2022 02:00,0,0,0,315,368,315,3686,4303,3686
15.06.2022 02:00 - 15.06.2022 02:15,0,0,0,304,376,304,3709,4307,3709
15.06.2022 02:15 - 15.06.2022 02:30,0,0,0,303,351,303,3714,4230,3714
15.06.2022 02:30 - 15.06.2022 02:45,0,0,0,306,342,306,3686,4083,3686
15.06.2022 02:45 - 15.06.2022 03:00,0,0,0,304,347,304,3641,3961,3641
15.06.2022 03:00 - 15.06.2022 03:15,0,0,0,303,335,303,3598,4085,3598
15.06.2022 03:15 - 15.06.2022 03:30,0,0,0,298,302,298,3557,4158,3557
15.06.2022 03:30 - 15.06.2022 03:45,0,0,0,293,280,293,3519,4131,3519
15.06.2022 03:45 - 15.06.2022 04:00,0,0,0,290,252,290,3484,4116,3484
15.06.2022 04:00 - 15.06.2022 04:15,0,0,0,283,246,283,3453,4042,3453
15.06.2022 04:15 - 15.06.2022 04:30,0,0,0,274,230,274,3419,3958,3419
15.06.2022 04:30 - 15.06.2022 04:45,0,0,0,262,217,262,3385,3869,3385
15.06.2022 04:45 - 15.06.2022 05:00,1,1,1,256,202,256,3358,3759,3358
15.06.2022 05:00 - 15.06.2022 05:15,74,48,74,246,189,246,3329,3674,3329
15.06.2022 05:15 - 15.06.2022 05:30,217,198,217,235,186,235,3237,3528,3237
15.06.2022 05:30 - 15.06.2022 05:45,468,491,468,226,191,226,3141,3418,3141
15.06.2022 05:45 - 15.06.2022 06:00,800,898,800,215,166,215,3034,3312,3034
15.06.2022 06:00 - 15.06.2022 06:15,1305,1404,1305,205,157,205,2921,3249,2921
15.06.2022 06:15 - 15.06.2022 06:30,1991,2025,1991,195,124,195,2781,3214,2781
15.06.2022 06:30 - 15.06.2022 06:45,2874,2878,2874,186,114,186,2634,3107,2634
15.06.2022 06:45 - 15.06.2022 07:00,4036,4000,4036,178,93,178,2456,2912,2456
15.06.2022 07:00 - 15.06.2022 07:15,5452,5466,5452,169,93,169,2213,2717,2213
15.06.2022 07:15 - 15.06.2022 07:30,7106,7224,7106,162,78,162,1925,2442,1925
15.06.2022 07:30 - 15.06.2022 07:45,8930,9127,8930,156,75,156,1598,2150,1598
15.06.2022 07:45 - 15.06.2022 08:00,10889,11172,10889,148,74,148,1285,1833,1285
15.06.2022 08:00 - 15.06.2022 08:15,12941,13330,12941,139,66,139,1036,1569,1036
15.06.2022 08:15 - 15.06.2022 08:30,15098,15543,15098,136,60,136,876,1327,876
15.06.2022 08:30 - 15.06.2022 08:45,17304,17786,17304,129,54,129,751,1165,751
15.06.2022 08:45 - 15.06.2022 09:00,19424,19872,19424,127,55,127,655,1029,655
15.06.2022 09:00 - 15.06.2022 09:15,21418,21898,21418,124,50,124,581,931,581
15.06.2022 09:15 - 15.06.2022 09:30,23326,23827,23326,125,54,125,544,867,544
15.06.2022 09:30 - 15.06.2022 09:45,25106,25628,25106,123,56,123,517,808,517
15.06.2022 09:45 - 15.06.2022 10:00,26736,27278,26736,122,57,122,502,773,502
15.06.2022 10:00 - 15.06.2022 10:15,28204,28769,28204,122,59,122,489,735,489
15.06.2022 10:15 - 15.06.2022 10:30,29543,30130,29543,119,62,119,493,718,493
15.06.2022 10:30 - 15.06.2022 10:45,30729,31337,30729,117,65,117,491,696,491
15.06.2022 10:45 - 15.06.2022 11:00,31781,32382,31781,112,66,112,495,676,495
15.06.2022 11:00 - 15.06.2022 11:15,32706,33276,32706,109,65,109,498,654,498
15.06.2022 11:15 - 15.06.2022 11:30,33479,34105,33479,106,64,106,488,621,488
15.06.2022 11:30 - 15.06.2022 11:45,34119,34801,34119,103,65,103,478,586,478
15.06.2022 11:45 - 15.06.2022 12:00,34639,35383,34639,100,66,100,469,551,469
15.06.2022 12:00 - 15.06.2022 12:15,35049,35860,35049,97,66,97,454,517,454
15.06.2022 12:15 - 15.06.2022 12:30,35348,36254,35348,98,68,98,455,496,455
15.06.2022 12:30 - 15.06.2022 12:45,35527,36508,35527,99,70,99,455,475,455
15.06.2022 12:45 - 15.06.2022 13:00,35641,36640,35641,101,71,101,461,463,461
15.06.2022 13:00 - 15.06.2022 13:15,35668,36674,35668,102,70,102,469,453,469
15.06.2022 13:15 - 15.06.2022 13:30,35614,36618,35614,105,73,105,484,455,484
15.06.2022 13:30 - 15.06.2022 13:45,35460,36452,35460,105,75,105,511,469,511
15.06.2022 13:45 - 15.06.2022 14:00,35214,36177,35214,108,77,108,543,493,543
15.06.2022 14:00 - 15.06.2022 14:15,34882,35256,34882,109,78,109,586,507,586
15.06.2022 14:15 - 15.06.2022 14:30,34490,34827,34490,113,86,113,631,560,631
15.06.2022 14:30 - 15.06.2022 14:45,33997,34293,33997,120,92,120,668,608,668
15.06.2022 14:45 - 15.06.2022 15:00,33400,33644,33400,124,98,124,700,655,700
15.06.2022 15:00 - 15.06.2022 15:15,32619,32891,32619,128,105,128,744,709,744
15.06.2022 15:15 - 15.06.2022 15:30,31771,32036,31771,139,115,139,796,767,796
15.06.2022 15:30 - 15.06.2022 15:45,30812,31050,30812,148,125,148,847,827,847
15.06.2022 15:45 - 15.06.2022 16:00,29723,29957,29723,157,135,157,903,889,903
15.06.2022 16:00 - 15.06.2022 16:15,28503,28754,28503,167,144,167,937,954,937
15.06.2022 16:15 - 15.06.2022 16:30,27150,27425,27150,171,146,171,988,1045,988
15.06.2022 16:30 - 15.06.2022 16:45,25660,25967,25660,174,150,174,1040,1134,1040
15.06.2022 16:45 - 15.06.2022 17:00,24060,24379,24060,176,153,176,1091,1226,1091
15.06.2022 17:00 - 15.06.2022 17:15,22365,22647,22365,176,156,176,1150,1313,1150
15.06.2022 17:15 - 15.06.2022 17:30,20571,20838,20571,178,152,178,1222,1378,1222
15.06.2022 17:30 - 15.06.2022 17:45,18694,18946,18694,176,148,176,1297,1443,1297
15.06.2022 17:45 - 15.06.2022 18:00,16734,16958,16734,172,143,172,1374,1509,1374
15.06.2022 18:00 - 15.06.2022 18:15,14756,14935,14756,167,137,167,1452,1572,1452
15.06.2022 18:15 - 15.06.2022 18:30,12752,12892,12752,160,131,160,1567,1670,1567
15.06.2022 18:30 - 15.06.2022 18:45,10769,10852,10769,155,125,155,1676,1766,1676
15.06.2022 18:45 - 15.06.2022 19:00,8889,8914,8889,147,118,147,1812,1907,1812
15.06.2022 19:00 - 15.06.2022 19:15,7187,7137,7187,142,111,142,1960,2050,1960
15.06.2022 19:15 - 15.06.2022 19:30,5624,5551,5624,135,107,135,2127,2228,2127
15.06.2022 19:30 - 15.06.2022 19:45,4276,4193,4276,128,103,128,2328,2475,2328
15.06.2022 19:45 - 15.06.2022 20:00,3169,3115,3169,122,101,122,2530,2701,2530
15.06.2022 20:00 - 15.06.2022 20:15,2318,2307,2318,115,97,115,2713,2908,2713
15.06.2022 20:15 - 15.06.2022 20:30,1614,1643,1614,112,93,112,2941,3135,2941
15.06.2022 20:30 - 15.06.2022 20:45,1041,1089,1041,113,92,113,3226,3415,3226
15.06.2022 20:45 - 15.06.2022 21:00,597,647,597,110,87,110,3520,3711,3520
15.06.2022 21:00 - 15.06.2022 21:15,339,363,339,108,85,108,3874,4100,3874
15.06.2022 21:15 - 15.06.2022 21:30,219,208,219,105,83,105,4279,4498,4279
15.06.2022 21:30 - 15.06.2022 21:45,122,108,122,102,79,102,4686,4914,4686
15.06.2022 21:45 - 15.06.2022 22:00,2,1,2,97,75,97,5054,5314,5054
15.06.2022 22:00 - 15.06.2022 22:15,0,0,0,97,72,97,5371,5655,5371
15.06.2022 22:15 - 15.06.2022 22:30,0,0,0,93,72,93,5490,5795,5490
15.06.2022 22:30 - 15.06.2022 22:45,0,0,0,92,70,92,5600,5931,5600
15.06.2022 22:45 - 15.06.2022 23:00,0,0,0,89,70,89,5680,6046,5680
15.06.2022 23:00 - 15.06.2022 23:15,0,0,0,89,73,89,5785,6110,5785
15.06.2022 23:15 - 15.06.2022 23:30,0,0,0,88,75,88,5634,5959,5634
15.06.2022 23:30 - 15.06.2022 23:45,0,0,0,86,75,86,5482,5808,5482
15.06.2022 23:45 - 16.06.2022 00:00,0,0,0,85,76,85,5323,5649,5323
16.06.2022 00:00 - 16.06.2022 00:15,0,0,0,101,83,101,5602,5959,5602
16.06.2022 00:15 - 16.06.2022 00:30,0,0,0,106,76,106,5410,5776,5410
16.06.2022 00:30 - 16.06.2022 00:45,0,0,0,112,80,112,5222,5669,5222
16.06.2022 00:45 - 16.06.2022 01:00,0,0,0,118,77,118,5033,5479,5033
16.06.2022 01:00 - 16.06.2022 01:15,0,0,0,103,74,103,4850,5076,4850
16.06.2022 01:15 - 16.06.2022 01:30,0,0,0,99,59,99,4681,5069,4681
16.06.2022 01:30 - 16.06.2022 01:45,0,0,0,96,52,96,4537,4873,4537
16.06.2022 01:45 - 16.06.2022 02:00,0,0,0,96,53,96,4417,4682,4417
16.06.2022 02:00 - 16.06.2022 02:15,0,0,0,95,47,95,4319,4557,4319
16.06.2022 02:15 - 16.06.2022 02:30,0,0,0,89,45,89,4223,4437,4223
16.06.2022 02:30 - 16.06.2022 02:45,0,0,0,89,43,89,4104,4212,4104
16.06.2022 02:45 - 16.06.2022 03:00,0,0,0,87,45,87,3969,4071,3969
16.06.2022 03:00 - 16.06.2022 03:15,0,0,0,83,46,83,3853,4041,3853
16.06.2022 03:15 - 16.06.2022 03:30,0,0,0,86,43,86,3756,3983,3756
16.06.2022 03:30 - 16.06.2022 03:45,0,0,0,86,47,86,3670,3815,3670
16.06.2022 03:45 - 16.06.2022 04:00,0,0,0,84,48,84,3601,3776,3601
16.06.2022 04:00 - 16.06.2022 04:15,0,0,0,87,48,87,3546,3761,3546
16.06.2022 04:15 - 16.06.2022 04:30,0,0,0,84,52,84,3524,3710,3524
16.06.2022 04:30 - 16.06.2022 04:45,0,0,0,85,58,85,3503,3678,3503
16.06.2022 04:45 - 16.06.2022 05:00,1,1,1,91,69,91,3493,3669,3493
16.06.2022 05:00 - 16.06.2022 05:15,58,47,58,93,78,93,3485,3639,3485
16.06.2022 05:15 - 16.06.2022 05:30,188,181,188,100,82,100,3503,3706,3503
16.06.2022 05:30 - 16.06.2022 05:45,451,432,451,108,80,108,3519,3865,3519
16.06.2022 05:45 - 16.06.2022 06:00,811,767,811,115,76,115,3534,4057,3534
16.06.2022 06:00 - 16.06.2022 06:15,1278,1242,1278,123,72,123,3557,4200,3557
16.06.2022 06:15 - 16.06.2022 06:30,1883,1908,1883,127,77,127,3554,4150,3554
16.06.2022 06:30 - 16.06.2022 06:45,2636,2670,2636,132,78,132,3533,4057,3533
16.06.2022 06:45 - 16.06.2022 07:00,3588,3657,3588,137,91,137,3444,3815,3444
16.06.2022 07:00 - 16.06.2022 07:15,4709,4829,4709,135,91,135,3268,3588,3268
16.06.2022 07:15 - 16.06.2022 07:30,6087,6213,6087,137,97,137,2993,3341,2993
16.06.2022 07:30 - 16.06.2022 07:45,7529,7690,7529,133,92,133,2671,3028,2671
16.06.2022 07:45 - 16.06.2022 08:00,9092,9290,9092,134,97,134,2392,2699,2392
16.06.2022 08:00 - 16.06.2022 08:15,10724,10940,10724,136,111,136,2227,2536,2227
16.06.2022 08:15 - 16.06.2022 08:30,12428,12665,12428,136,124,136,2194,2549,2194
16.06.2022 08:30 - 16.06.2022 08:45,14269,14518,14269,140,132,140,2252,2575,2252
16.06.2022 08:45 - 16.06.2022 09:00,15950,16179,15950,147,144,147,2287,2593,2287
16.06.2022 09:00 - 16.06.2022 09:15,17673,17825,17673,149,154,149,2356,2656,2356
16.06.2022 09:15 - 16.06.2022 09:30,19327,19456,19327,155,161,155,2472,2767,2472
16.06.2022 09:30 - 16.06.2022 09:45,20911,21072,20911,160,172,160,2599,2889,2599
16.06.2022 09:45 - 16.06.2022 10:00,22385,22588,22385,167,182,167,2726,3026,2726
16.06.2022 10:00 - 16.06.2022 10:15,23787,24045,23787,172,193,172,2886,3176,2886
16.06.2022 10:15 - 16.06.2022 10:30,25139,25462,25139,187,198,187,3031,3274,3031
16.06.2022 10:30 - 16.06.2022 10:45,26408,26812,26408,200,210,200,3195,3394,3195
16.06.2022 10:45 - 16.06.2022 11:00,27476,28003,27476,214,222,214,3359,3527,3359
16.06.2022 11:00 - 16.06.2022 11:15,28442,29009,28442,234,229,234,3509,3648,3509
16.06.2022 11:15 - 16.06.2022 11:30,29289,29929,29289,254,244,254,3596,3706,3596
16.06.2022 11:30 - 16.06.2022 11:45,30027,30801,30027,279,260,279,3669,3759,3669
16.06.2022 11:45 - 16.06.2022 12:00,30708,31552,30708,304,274,304,3751,3810,3751
16.06.2022 12:00 - 16.06.2022 12:15,31298,32195,31298,324,286,324,3832,3861,3832
16.06.2022 12:15 - 16.06.2022 12:30,31825,32752,31825,355,305,355,3923,3901,3923
