MTU (CET/CEST),Generation - Solar  [MW] Day Ahead/ Germany (DE),Generation - Solar  [MW] Intraday / Germany (DE),Generation - Solar  [MW] Day Ahead/ Germany (DE),Generation - Wind Offshore  [MW] Day Ahead/ Germany (DE),Generation - Wind Offshore  [MW] Intraday / Germany (DE),Generation - Wind Offshore  [MW] Day Ahead/ Germany (DE),Generation - Wind Onshore  [MW] Day Ahead/ Germany (DE),Generation - Wind Onshore  [MW] Intraday / Germany (DE),Generation - Wind Onshore  [MW] Day Ahead/ Germany (DE)
21.09.2022 22:00 - 21.09.2022 22:15,0,0,0,80,63,80,1782,1489,1782
21.09.2022 22:15 - 21.09.2022 22:30,0,0,0,79,64,79,1770,1482,1770
21.09.2022 22:30 - 21.09.2022 22:45,0,0,0,82,68,82,1756,1475,1756
21.09.2022 22:45 - 21.09.2022 23:00,0,0,0,91,69,91,1744,1468,1744
21.09.2022 23:00 - 21.09.2022 23:15,0,0,0,98,74,98,1727,1459,1727
21.09.2022 23:15 - 21.09.2022 23:30,0,0,0,106,80,106,1702,1455,1702
21.09.2022 23:30 - 21.09.2022 23:45,0,0,0,116,84,116,1675,1446,1675
21.09.2022 23:45 - 22.09.2022 00:00,0,0,0,122,90,122,1643,1430,1643
22.09.2022 00:00 - 22.09.2022 00:15,0,0,0,69,56,69,1308,1491,1308
22.09.2022 00:15 - 22.09.2022 00:30,0,0,0,79,55,79,1270,1426,1270
22.09.2022 00:30 - 22.09.2022 00:45,0,0,0,84,53,84,1233,1307,1233
22.09.2022 00:45 - 22.09.2022 01:00,0,0,0,88,54,88,1199,1281,1199
22.09.2022 01:00 - 22.09.2022 01:15,0,0,0,88,55,88,1168,1244,1168
22.09.2022 01:15 - 22.09.2022 01:30,0,0,0,93,57,93,1138,1208,1138
22.09.2022 01:30 - 22.09.2022 01:45,0,0,0,104,57,104,1123,1182,1123
22.09.2022 01:45 - 22.09.2022 02:00,0,0,0,116,61,116,1116,1154,1116
22.09.2022 02:00 - 22.09.2022 02:15,0,0,0,123,64,123,1115,1141,1115
22.09.2022 02:15 - 22.09.2022 02:30,0,0,0,133,68,133,1112,1139,1112
22.09.2022 02:30 - 22.09.2022 02:45,0,0,0,141,72,141,1099,1085,1099
22.09.2022 02:45 - 22.09.2022 03:00,0,0,0,154,79,154,1082,1047,1082
22.09.2022 03:00 - 22.09.2022 03:15,0,0,0,166,85,166,1067,1007,1067
22.09.2022 03:15 - 22.09.2022 03:30,0,0,0,180,86,180,1051,959,1051
22.09.2022 03:30 - 22.09.2022 03:45,0,0,0,191,90,191,1037,926,1037
22.09.2022 03:45 - 22.09.2022 04:00,0,0,0,205,92,205,1022,901,1022
22.09.2022 04:00 - 22.09.2022 04:15,0,0,0,215,99,215,1013,875,1013
22.09.2022 04:15 - 22.09.2022 04:30,0,0,0,216,109,216,1017,868,1017
22.09.2022 04:30 - 22.09.2022 04:45,0,0,0,218,117,218,1018,854,1018
22.09.2022 04:45 - 22.09.2022 05:00,0,0,0,228,122,228,1023,849,1023
22.09.2022 05:00 - 22.09.2022 05:15,0,0,0,232,137,232,1028,854,1028
22.09.2022 05:15 - 22.09.2022 05:30,0,0,0,241,159,241,1037,871,1037
22.09.2022 05:30 - 22.09.2022 05:45,0,0,0,246,175,246,1044,894,1044
22.09.2022 05:45 - 22.09.2022 06:00,0,0,0,255,191,255,1053,914,1053
22.09.2022 06:00 - 22.09.2022 06:15,0,0,0,264,203,264,1064,923,1064
22.09.2022 06:15 - 22.09.2022 06:30,0,0,0,276,221,276,1071,954,1071
22.09.2022 06:30 - 22.09.2022 06:45,0,0,0,296,232,296,1076,971,1076
22.09.2022 06:45 - 22.09.2022 07:00,3,2,3,309,252,309,1085,997,1085
22.09.2022 07:00 - 22.09.2022 07:15,239,196,239,323,263,323,1094,1011,1094
22.09.2022 07:15 - 22.09.2022 07:30,844,792,844,346,282,346,1099,1027,1099
22.09.2022 07:30 - 22.09.2022 07:45,1673,1483,1673,365,304,365,1112,1044,1112
22.09.2022 07:45 - 22.09.2022 08:00,2959,2617,2959,388,318,388,1128,1054,1128
22.09.2022 08:00 - 22.09.2022 08:15,4556,4083,4556,411,341,411,1150,1072,1150
22.09.2022 08:15 - 22.09.2022 08:30,6412,6018,6412,440,368,440,1162,1064,1162
22.09.2022 08:30 - 22.09.2022 08:45,8481,8198,8481,467,390,467,1154,1056,1154
22.09.2022 08:45 - 22.09.2022 09:00,10700,10474,10700,492,407,492,1129,1032,1129
22.09.2022 09:00 - 22.09.2022 09:15,12987,12926,12987,525,430,525,1075,967,1075
22.09.2022 09:15 - 22.09.2022 09:30,15304,15345,15304,552,462,552,1001,897,1001
22.09.2022 09:30 - 22.09.2022 09:45,17566,17724,17566,575,497,575,919,830,919
22.09.2022 09:45 - 22.09.2022 10:00,19702,19961,19702,604,532,604,828,761,828
22.09.2022 10:00 - 22.09.2022 10:15,21679,22006,21679,623,556,623,729,688,729
22.09.2022 10:15 - 22.09.2022 10:30,23506,23904,23506,652,583,652,659,633,659
22.09.2022 10:30 - 22.09.2022 10:45,25148,25600,25148,677,611,677,587,577,587
22.09.2022 10:45 - 22.09.2022 11:00,26567,27079,26567,699,635,699,520,522,520
22.09.2022 11:00 - 22.09.2022 11:15,27813,28424,27813,729,660,729,457,471,457
22.09.2022 11:15 - 22.09.2022 11:30,28823,29568,28823,745,675,745,469,475,469
22.09.2022 11:30 - 22.09.2022 11:45,29634,30470,29634,756,690,756,481,481,481
22.09.2022 11:45 - 22.09.2022 12:00,30235,31147,30235,775,707,775,492,485,492
22.09.2022 12:00 - 22.09.2022 12:15,30652,31613,30652,787,718,787,506,491,506
22.09.2022 12:15 - 22.09.2022 12:30,30874,31898,30874,795,723,795,531,519,531
22.09.2022 12:30 - 22.09.2022 12:45,30919,31935,30919,804,726,804,555,544,555
22.09.2022 12:45 - 22.09.2022 13:00,30796,31767,30796,811,728,811,574,569,574
22.09.2022 13:00 - 22.09.2022 13:15,30574,31483,30574,817,727,817,589,592,589
22.09.2022 13:15 - 22.09.2022 13:30,30207,31072,30207,808,729,808,599,613,599
22.09.2022 13:30 - 22.09.2022 13:45,29740,30532,29740,804,726,804,607,629,607
22.09.2022 13:45 - 22.09.2022 14:00,29180,29908,29180,796,728,796,620,648,620
22.09.2022 14:00 - 22.09.2022 14:15,28549,28797,28549,792,725,792,641,658,641
22.09.2022 14:15 - 22.09.2022 14:30,27788,27993,27788,776,720,776,651,664,651
22.09.2022 14:30 - 22.09.2022 14:45,26932,27071,26932,765,715,765,647,663,647
22.09.2022 14:45 - 22.09.2022 15:00,25940,26055,25940,752,704,752,635,652,635
22.09.2022 15:00 - 22.09.2022 15:15,24867,24965,24867,745,709,745,619,640,619
22.09.2022 15:15 - 22.09.2022 15:30,23607,23750,23607,732,698,732,596,623,596
22.09.2022 15:30 - 22.09.2022 15:45,22266,22426,22266,719,689,719,575,605,575
22.09.2022 15:45 - 22.09.2022 16:00,20803,20946,20803,709,679,709,551,588,551
22.09.2022 16:00 - 22.09.2022 16:15,19246,19379,19246,698,669,698,528,571,528
22.09.2022 16:15 - 22.09.2022 16:30,17531,17661,17531,689,659,689,518,557,518
22.09.2022 16:30 - 22.09.2022 16:45,15733,15842,15733,678,651,678,508,544,508
22.09.2022 16:45 - 22.09.2022 17:00,13854,13966,13854,669,642,669,498,530,498
22.09.2022 17:00 - 22.09.2022 17:15,11945,12032,11945,660,632,660,491,517,491
22.09.2022 17:15 - 22.09.2022 17:30,9971,10033,9971,644,624,644,521,538,521
22.09.2022 17:30 - 22.09.2022 17:45,8022,8050,8022,632,618,632,552,559,552
22.09.2022 17:45 - 22.09.2022 18:00,6169,6178,6169,621,613,621,589,584,589
22.09.2022 18:00 - 22.09.2022 18:15,4493,4520,4493,617,603,617,633,623,633
22.09.2022 18:15 - 22.09.2022 18:30,3011,3009,3011,615,605,615,824,810,824
22.09.2022 18:30 - 22.09.2022 18:45,1766,1757,1766,616,604,616,1006,989,1006
22.09.2022 18:45 - 22.09.2022 19:00,880,846,880,618,601,618,1219,1189,1219
22.09.2022 19:00 - 22.09.2022 19:15,375,328,375,623,608,623,1438,1407,1438
22.09.2022 19:15 - 22.09.2022 19:30,105,100,105,636,622,636,1678,1657,1678
22.09.2022 19:30 - 22.09.2022 19:45,0,0,0,647,636,647,1953,1942,1953
22.09.2022 19:45 - 22.09.2022 20:00,0,0,0,661,648,661,2172,2178,2172
22.09.2022 20:00 - 22.09.2022 20:15,0,0,0,673,669,673,2336,2372,2336
22.09.2022 20:15 - 22.09.2022 20:30,0,0,0,694,700,694,2475,2530,2475
22.09.2022 20:30 - 22.09.2022 20:45,0,0,0,715,733,715,2662,2721,2662
22.09.2022 20:45 - 22.09.2022 21:00,0,0,0,728,765,728,2877,2945,2877
22.09.2022 21:00 - 22.09.2022 21:15,0,0,0,755,798,755,3104,3186,3104
22.09.2022 21:15 - 22.09.2022 21:30,0,0,0,781,839,781,3328,3444,3328
22.09.2022 21:30 - 22.09.2022 21:45,0,0,0,811,879,811,3553,3698,3553
22.09.2022 21:45 - 22.09.2022 22:00,0,0,0,838,922,838,3778,3961,3778
22.09.2022 22:00 - 22.09.2022 22:15,0,0,0,869,960,869,3990,4213,3990
22.09.2022 22:15 - 22.09.2022 22:30,0,0,0,913,1005,913,4213,4500,4213
22.09.2022 22:30 - 22.09.2022 22:45,0,0,0,956,1055,956,4436,4787,4436
22.09.2022 22:45 - 22.09.2022 23:00,0,0,0,1002,1097,1002,4653,5060,4653
22.09.2022 23:00 - 22.09.2022 23:15,0,0,0,1046,1145,1046,4870,5303,4870
22.09.2022 23:15 - 22.09.2022 23:30,0,0,0,1104,1198,1104,5041,5432,5041
22.09.2022 23:30 - 22.09.2022 23:45,0,0,0,1157,1254,1157,5212,5568,5212
22.09.2022 23:45 - 23.09.2022 00:00,0,0,0,1209,1305,1209,5376,5667,5376
23.09.2022 00:00 - 23.09.2022 00:15,0,0,0,1342,1361,1342,5523,5464,5523
23.09.2022 00:15 - 23.09.2022 00:30,0,0,0,1396,1417,1396,5671,5669,5671
23.09.2022 00:30 - 23.09.2022 00:45,0,0,0,1454,1474,1454,5812,5814,5812
23.09.2022 00:45 - 23.09.2022 01:00,0,0,0,1510,1546,1510,5948,5947,5948
23.09.2022 01:00 - 23.09.2022 01:15,0,0,0,1528,1612,1528,6068,5849,6068
23.09.2022 01:15 - 23.09.2022 01:30,0,0,0,1570,1654,1570,6169,5870,6169
23.09.2022 01:30 - 23.09.2022 01:45,0,0,0,1606,1697,1606,6262,5855,6262
23.09.2022 01:45 - 23.09.2022 02:00,0,0,0,1640,1713,1640,6349,5902,6349
23.09.2022 02:00 - 23.09.2022 02:15,0,0,0,1680,1700,1680,6429,5924,6429
23.09.2022 02:15 - 23.09.2022 02:30,0,0,0,1705,1728,1705,6476,5943,6476
23.09.2022 02:30 - 23.09.2022 02:45,0,0,0,1734,1746,1734,6490,5886,6490
23.09.2022 02:45 - 23.09.2022 03:00,0,0,0,1757,1730,1757,6490,5894,6490
23.09.2022 03:00 - 23.09.2022 03:15,0,0,0,1783,1718,1783,6494,5843,6494
23.09.2022 03:15 - 23.09.2022 03:30,0,0,0,1802,1728,1802,6491,5825,6491
23.09.2022 03:30 - 23.09.2022 03:45,0,0,0,1820,1700,1820,6494,5799,6494
23.09.2022 03:45 - 23.09.2022 04:00,0,0,0,1839,1719,1839,6491,5724,6491
23.09.2022 04:00 - 23.09.2022 04:15,0,0,0,1857,1785,1857,6469,5597,6469
23.09.2022 04:15 - 23.09.2022 04:30,0,0,0,1871,1817,1871,6463,5576,6463
23.09.2022 04:30 - 23.09.2022 04:45,0,0,0,1892,1840,1892,6457,5533,6457
23.09.2022 04:45 - 23.09.2022 05:00,0,0,0,1906,1863,1906,6445,5458,6445
23.09.2022 05:00 - 23.09.2022 05:15,0,0,0,1921,1878,1921,6441,5429,6441
23.09.2022 05:15 - 23.09.2022 05:30,0,0,0,1930,1874,1930,6441,5366,6441
23.09.2022 05:30 - 23.09.2022 05:45,0,0,0,1937,1847,1937,6435,5302,6435
23.09.2022 05:45 - 23.09.2022 06:00,0,0,0,1950,1859,1950,6420,5254,6420
23.09.2022 06:00 - 23.09.2022 06:15,0,0,0,1949,1841,1949,6453,5278,6453
23.09.2022 06:15 - 23.09.2022 06:30,0,0,0,1953,1826,1953,6449,5274,6449
23.09.2022 06:30 - 23.09.2022 06:45,0,0,0,1953,1791,1953,6442,5243,6442
23.09.2022 06:45 - 23.09.2022 07:00,4,5,4,1956,1770,1956,6444,5205,6444
23.09.2022 07:00 - 23.09.2022 07:15,218,194,218,1960,1728,1960,6442,5275,6442
23.09.2022 07:15 - 23.09.2022 07:30,762,709,762,1953,1678,1953,6435,5281,6435
23.09.2022 07:30 - 23.09.2022 07:45,1488,1409,1488,1936,1645,1936,6431,5325,6431
23.09.2022 07:45 - 23.09.2022 08:00,2572,2544,2572,1923,1626,1923,6439,5331,6439
23.09.2022 08:00 - 23.09.2022 08:15,3942,4074,3942,1914,1609,1914,6423,5335,6423
23.09.2022 08:15 - 23.09.2022 08:30,5588,5944,5588,1899,1581,1899,6362,5300,6362
23.09.2022 08:30 - 23.09.2022 08:45,7462,7905,7462,1887,1549,1887,6233,5121,6233
23.09.2022 08:45 - 23.09.2022 09:00,9394,10107,9394,1876,1527,1876,6030,4946,6030
23.09.2022 09:00 - 23.09.2022 09:15,11433,12314,11433,1865,1502,1865,5705,4706,5705
23.09.2022 09:15 - 23.09.2022 09:30,13510,14456,13510,1843,1471,1843,5203,4322,5203
23.09.2022 09:30 - 23.09.2022 09:45,15530,16506,15530,1821,1439,1821,4607,3922,4607
23.09.2022 09:45 - 23.09.2022 10:00,17471,18452,17471,1801,1408,1801,4032,3464,4032
23.09.2022 10:00 - 23.09.2022 10:15,19281,20245,19281,1778,1373,1778,3517,3042,3517
23.09.2022 10:15 - 23.09.2022 10:30,20937,21895,20937,1777,1346,1777,3063,2620,3063
23.09.2022 10:30 - 23.09.2022 10:45,22455,23337,22455,1773,1317,1773,2629,2214,2629
23.09.2022 10:45 - 23.09.2022 11:00,23841,24623,23841,1769,1290,1769,2325,1853,2325
23.09.2022 11:00 - 23.09.2022 11:15,25147,25816,25147,1766,1266,1766,2082,1544,2082
23.09.2022 11:15 - 23.09.2022 11:30,26188,26774,26188,1752,1241,1752,2038,1503,2038
23.09.2022 11:30 - 23.09.2022 11:45,27041,27559,27041,1741,1221,1741,1998,1474,1998
23.09.2022 11:45 - 23.09.2022 12:00,27702,28163,27702,1726,1196,1726,1948,1434,1948
23.09.2022 12:00 - 23.09.2022 12:15,28210,28627,28210,1714,1176,1714,1891,1393,1891
23.09.2022 12:15 - 23.09.2022 12:30,28533,28918,28533,1707,1171,1707,1873,1388,1873
23.09.2022 12:30 - 23.09.2022 12:45,28680,29044,28680,1699,1161,1699,1855,1381,1855
23.09.2022 12:45 - 23.09.2022 13:00,28621,29024,28621,1688,1156,1688,1854,1380,1854
23.09.2022 13:00 - 23.09.2022 13:15,28456,28919,28456,1683,1149,1683,1852,1380,1852
23.09.2022 13:15 - 23.09.2022 13:30,28112,28633,28112,1682,1145,1682,1857,1380,1857
23.09.2022 13:30 - 23.09.2022 13:45,27618,28136,27618,1684,1145,1684,1868,1379,1868
23.09.2022 13:45 - 23.09.2022 14:00,26973,27495,26973,1682,1140,1682,1879,1382,1879
23.09.2022 14:00 - 23.09.2022 14:15,26271,26655,26271,1688,1141,1688,1907,1420,1907
23.09.2022 14:15 - 23.09.2022 14:30,25416,25800,25416,1688,1135,1688,1931,1431,1931
23.09.2022 14:30 - 23.09.2022 14:45,24472,24785,24472,1697,1131,1697,1935,1427,1935
23.09.2022 14:45 - 23.09.2022 15:00,23334,23658,23334,1707,1118,1707,1923,1410,1923
23.09.2022 15:00 - 23.09.2022 15:15,22109,22442,22109,1708,1155,1708,1896,1387,1896
23.09.2022 15:15 - 23.09.2022 15:30,20770,21121,20770,1666,1148,1666,1857,1361,1857
23.09.2022 15:30 - 23.09.2022 15:45,19316,19700,19316,1625,1146,1625,1810,1331,1810
23.09.2022 15:45 - 23.09.2022 16:00,17759,18152,17759,1582,1137,1582,1756,1299,1756
23.09.2022 16:00 - 23.09.2022 16:15,16132,16506,16132,1544,1133,1544,1705,1268,1705
23.09.2022 16:15 - 23.09.2022 16:30,14388,14744,14388,1519,1131,1519,1675,1237,1675
23.09.2022 16:30 - 23.09.2022 16:45,12607,12915,12607,1495,1124,1495,1642,1207,1642
23.09.2022 16:45 - 23.09.2022 17:00,10844,11109,10844,1463,1124,1463,1610,1177,1610
23.09.2022 17:00 - 23.09.2022 17:15,9153,9344,9153,1439,1114,1439,1581,1146,1581
23.09.2022 17:15 - 23.09.2022 17:30,7504,7619,7504,1415,1102,1415,1587,1146,1587
23.09.2022 17:30 - 23.09.2022 17:45,5962,6021,5962,1398,1093,1398,1589,1144,1589
23.09.2022 17:45 - 23.09.2022 18:00,4544,4569,4544,1379,1083,1379,1601,1155,1601
23.09.2022 18:00 - 23.09.2022 18:15,3299,3306,3299,1360,1070,1360,1621,1172,1621
23.09.2022 18:15 - 23.09.2022 18:30,2236,2210,2236,1367,1043,1367,1774,1272,1774
23.09.2022 18:30 - 23.09.2022 18:45,1338,1308,1338,1372,1021,1372,1912,1371,1912
23.09.2022 18:45 - 23.09.2022 19:00,692,661,692,1374,995,1374,2053,1466,2053
23.09.2022 19:00 - 23.09.2022 19:15,299,270,299,1383,977,1383,2201,1569,2201
23.09.2022 19:15 - 23.09.2022 19:30,80,77,80,1395,968,1395,2358,1680,2358
23.09.2022 19:30 - 23.09.2022 19:45,1,0,1,1413,960,1413,2517,1799,2517
23.09.2022 19:45 - 23.09.2022 20:00,1,0,1,1435,950,1435,2635,1879,2635
23.09.2022 20:00 - 23.09.2022 20:15,0,0,0,1452,940,1452,2694,1939,2694
23.09.2022 20:15 - 23.09.2022 20:30,0,0,0,1474,937,1474,2720,1992,2720
23.09.2022 20:30 - 23.09.2022 20:45,0,0,0,1495,924,1495,2781,2073,2781
23.09.2022 20:45 - 23.09.2022 21:00,0,0,0,1518,921,1518,2861,2182,2861
23.09.2022 21:00 - 23.09.2022 21:15,0,0,0,1533,918,1533,2934,2300,2934
23.09.2022 21:15 - 23.09.2022 21:30,0,0,0,1517,926,1517,3005,2416,3005
23.09.2022 21:30 - 23.09.2022 21:45,0,0,0,1502,928,1502,3079,2527,3079
23.09.2022 21:45 - 23.09.2022 22:00,0,0,0,1489,930,1489,3147,2636,3147
23.09.2022 22:00 - 23.09.2022 22:15,0,0,0,1482,956,1482,3197,2724,3197
23.09.2022 22:15 - 23.09.2022 22:30,0,0,0,1500,978,1500,3244,2802,3244
23.09.2022 22:30 - 23.09.2022 22:45,0,0,0,1521,1001,1521,3291,2879,3291
23.09.2022 22:45 - 23.09.2022 23:00,0,0,0,1546,1021,1546,3334,2954,3334
23.09.2022 23:00 - 23.09.2022 23:15,0,0,0,1571,1041,1571,3370,3021,3370
23.09.2022 23:15 - 23.09.2022 23:30,0,0,0,1577,1069,1577,3347,3038,3347
23.09.2022 23:30 - 23.09.2022 23:45,0,0,0,1579,1094,1579,3322,3055,3322
23.09.2022 23:45 - 24.09.2022 00:00,0,0,0,1592,1118,1592,3299,3054,3299
24.09.2022 00:00 - 24.09.2022 00:15,0,0,0,1165,1693,1165,2777,2584,2777
24.09.2022 00:15 - 24.09.2022 00:30,0,0,0,1214,1770,1214,2724,2503,2724
24.09.2022 00:30 - 24.09.2022 00:45,0,0,0,1262,1854,1262,2673,2482,2673
24.09.2022 00:45 - 24.09.2022 01:00,0,0,0,1310,1922,1310,2618,2473,2618
24.09.2022 01:00 - 24.09.2022 01:15,0,0,0,1300,2000,1300,2562,2413,2562
24.09.2022 01:15 - 24.09.2022 01:30,0,0,0,1359,2109,1359,2495,2357,2495
24.09.2022 01:30 - 24.09.2022 01:45,0,0,0,1416,2145,1416,2424,2295,2424
24.09.2022 01:45 - 24.09.2022 02:00,0,0,0,1476,2165,1476,2359,2270,2359
24.09.2022 02:00 - 24.09.2022 02:15,0,0,0,1537,2221,1537,2304,2221,2304
24.09.2022 02:15 - 24.09.2022 02:30,0,0,0,1587,2322,1587,2250,2160,2250
24.09.2022 02:30 - 24.09.2022 02:45,0,0,0,1633,2417,1633,2186,2041,2186
24.09.2022 02:45 - 24.09.2022 03:00,0,0,0,1681,2474,1681,2117,1980,2117
24.09.2022 03:00 - 24.09.2022 03:15,0,0,0,1727,2667,1727,2059,1934,2059
24.09.2022 03:15 - 24.09.2022 03:30,0,0,0,1768,2746,1768,2004,1876,2004
24.09.2022 03:30 - 24.09.2022 03:45,0,0,0,1807,2857,1807,1948,1822,1948
24.09.2022 03:45 - 24.09.2022 04:00,0,0,0,1843,2973,1843,1895,1809,1895
24.09.2022 04:00 - 24.09.2022 04:15,0,0,0,1881,3029,1881,1849,1826,1849
24.09.2022 04:15 - 24.09.2022 04:30,0,0,0,1924,3112,1924,1811,1787,1811
24.09.2022 04:30 - 24.09.2022 04:45,0,0,0,1951,3179,1951,1777,1707,1777
24.09.2022 04:45 - 24.09.2022 05:00,0,0,0,1985,3175,1985,1737,1665,1737
24.09.2022 05:00 - 24.09.2022 05:15,0,0,0,2018,3168,2018,1705,1655,1705
24.09.2022 05:15 - 24.09.2022 05:30,0,0,0,2045,3213,2045,1666,1627,1666
24.09.2022 05:30 - 24.09.2022 05:45,0,0,0,2073,3272,2073,1629,1595,1629
24.09.2022 05:45 - 24.09.2022 06:00,0,0,0,2107,3306,2107,1592,1599,1592
24.09.2022 06:00 - 24.09.2022 06:15,0,0,0,2105,3323,2105,1561,1576,1561
24.09.2022 06:15 - 24.09.2022 06:30,0,0,0,2109,3317,2109,1539,1526,1539
24.09.2022 06:30 - 24.09.2022 06:45,0,0,0,2114,3330,2114,1519,1548,1519
24.09.2022 06:45 - 24.09.2022 07:00,7,6,7,2114,3332,2114,1506,1539,1506
24.09.2022 07:00 - 24.09.2022 07:15,99,93,99,2118,3335,2118,1492,1515,1492
24.09.2022 07:15 - 24.09.2022 07:30,328,342,328,2124,3314,2124,1481,1538,1481
24.09.2022 07:30 - 24.09.2022 07:45,654,698,654,2132,3296,2132,1484,1572,1484
24.09.2022 07:45 - 24.09.2022 08:00,1103,1252,1103,2138,3321,2138,1495,1589,1495
24.09.2022 08:00 - 24.09.2022 08:15,1699,1999,1699,2148,3325,2148,1516,1592,1516
24.09.2022 08:15 - 24.09.2022 08:30,2438,2911,2438,2153,3319,2153,1529,1590,1529
24.09.2022 08:30 - 24.09.2022 08:45,3300,3943,3300,2151,3311,2151,1525,1546,1525
24.09.2022 08:45 - 24.09.2022 09:00,4195,5031,4195,2149,3308,2149,1511,1506,1511
24.09.2022 09:00 - 24.09.2022 09:15,5134,6144,5134,2146,3301,2146,1463,1465,1463
24.09.2022 09:15 - 24.09.2022 09:30,6124,7313,6124,2131,3277,2131,1397,1392,1397
24.09.2022 09:30 - 24.09.2022 09:45,7114,8430,7114,2111,3250,2111,1324,1319,1324
24.09.2022 09:45 - 24.09.2022 10:00,8071,9481,8071,2092,3215,2092,1236,1235,1236
24.09.2022 10:00 - 24.09.2022 10:15,8959,10442,8959,2068,3189,2068,1146,1151,1146
24.09.2022 10:15 - 24.09.2022 10:30,9788,11324,9788,2038,3140,2038,1080,1083,1080
24.09.2022 10:30 - 24.09.2022 10:45,10554,12069,10554,2008,3099,2008,1014,1014,1014
24.09.2022 10:45 - 24.09.2022 11:00,11255,12687,11255,1974,3053,1974,952,945,952
24.09.2022 11:00 - 24.09.2022 11:15,11904,13230,11904,1941,3001,1941,893,880,893
24.09.2022 11:15 - 24.09.2022 11:30,12492,13767,12492,1910,2951,1910,847,849,847
24.09.2022 11:30 - 24.09.2022 11:45,12977,14145,12977,1877,2896,1877,799,818,799
24.09.2022 11:45 - 24.09.2022 12:00,13340,14388,13340,1848,2846,1848,751,789,751
24.09.2022 12:00 - 24.09.2022 12:15,13632,14537,13632,1818,2791,1818,703,762,703
24.09.2022 12:15 - 24.09.2022 12:30,13841,14606,13841,1804,2745,1804,693,761,693
24.09.2022 12:30 - 24.09.2022 12:45,13947,14538,13947,1788,2701,1788,683,760,683
24.09.2022 12:45 - 24.09.2022 13:00,13919,14391,13919,1778,2654,1778,675,761,675
24.09.2022 13:00 - 24.09.2022 13:15,13838,14181,13838,1765,2608,1765,670,764,670
24.09.2022 13:15 - 24.09.2022 13:30,13681,13905,13681,1764,2578,1764,672,773,672
24.09.2022 13:30 - 24.09.2022 13:45,13462,13646,13462,1767,2547,1767,687,788,687
24.09.2022 13:45 - 24.09.2022 14:00,13160,13313,13160,1774,2519,1774,706,814,706
24.09.2022 14:00 - 24.09.2022 14:15,12816,13181,12816,1781,2492,1781,737,770,737
24.09.2022 14:15 - 24.09.2022 14:30,12403,12748,12403,1801,2492,1801,770,814,770
24.09.2022 14:30 - 24.09.2022 14:45,11946,12277,11946,1823,2485,1823,794,855,794
24.09.2022 14:45 - 24.09.2022 15:00,11462,11685,11462,1836,2485,1836,814,896,814
24.09.2022 15:00 - 24.09.2022 15:15,10853,11102,10853,1859,2127,1859,844,941,844
24.09.2022 15:15 - 24.09.2022 15:30,10237,10501,10237,1902,2135,1902,878,991,878
24.09.2022 15:30 - 24.09.2022 15:45,9587,9860,9587,1941,2140,1941,913,1040,913
24.09.2022 15:45 - 24.09.2022 16:00,8878,9114,8878,1979,2146,1979,950,1098,950
24.09.2022 16:00 - 24.09.2022 16:15,8140,8330,8140,2014,2148,2014,989,1160,989
24.09.2022 16:15 - 24.09.2022 16:30,7352,7500,7352,2031,2164,2031,1056,1226,1056
24.09.2022 16:30 - 24.09.2022 16:45,6520,6644,6520,2051,2180,2051,1120,1291,1120
24.09.2022 16:45 - 24.09.2022 17:00,5669,5732,5669,2068,2194,2068,1187,1363,1187
24.09.2022 17:00 - 24.09.2022 17:15,4830,4874,4830,2089,2209,2089,1251,1436,1251
24.09.2022 17:15 - 24.09.2022 17:30,3994,4021,3994,2113,2225,2113,1330,1543,1330
24.09.2022 17:30 - 24.09.2022 17:45,3184,3196,3184,2125,2249,2125,1404,1648,1404
24.09.2022 17:45 - 24.09.2022 18:00,2421,2431,2421,2150,2272,2150,1480,1759,1480
24.09.2022 18:00 - 24.09.2022 18:15,1756,1762,1756,2167,2296,2167,1553,1878,1553
24.09.2022 18:15 - 24.09.2022 18:30,1194,1189,1194,2182,2305,2182,1690,2059,1690
24.09.2022 18:30 - 24.09.2022 18:45,745,722,745,2200,2325,2200,1828,2231,1828
24.09.2022 18:45 - 24.09.2022 19:00,403,380,403,2215,2340,2215,1951,2397,1951
24.09.2022 19:00 - 24.09.2022 19:15,190,170,190,2228,2352,2228,2071,2560,2071
24.09.2022 19:15 - 24.09.2022 19:30,51,56,51,2232,2371,2232,2184,2705,2184
24.09.2022 19:30 - 24.09.2022 19:45,2,0,2,2241,2397,2241,2282,2823,2282
24.09.2022 19:45 - 24.09.2022 20:00,1,0,1,2246,2418,2246,2334,2882,2334
24.09.2022 20:00 - 24.09.2022 20:15,0,0,0,2253,2435,2253,2311,2870,2311
24.09.2022 20:15 - 24.09.2022 20:30,0,0,0,2262,2447,2262,2244,2814,2244
24.09.2022 20:30 - 24.09.2022 20:45,0,0,0,2267,2460,2267,2220,2811,2220
24.09.2022 20:45 - 24.09.2022 21:00,0,0,0,2275,2469,2275,2226,2848,2226
24.09.2022 21:00 - 24.09.2022 21:15,0,0,0,2270,2475,2270,2230,2886,2230
24.09.2022 21:15 - 24.09.2022 21:30,0,0,0,2263,2460,2263,2229,2913,2229
24.09.2022 21:30 - 24.09.2022 21:45,0,0,0,2260,2440,2260,2231,2936,2231
24.09.2022 21:45 - 24.09.2022 22:00,0,0,0,2257,2422,2257,2230,2952,2230
