Time (CET/CEST),Generation - Solar  [MW] Day Ahead/ United Kindom (UK),Generation - Solar  [MW] Day Ahead/ United Kindom (UK),Generation - Solar  [MW] Day Ahead/ United Kindom (UK),Generation - Wind Offshore  [MW] Day Ahead/ United Kindom (UK),Generation - Wind Offshore  [MW] Intraday / United Kindom (UK),Generation - Wind Offshore  [MW] Current / United Kindom (UK),Generation - Wind Onshore  [MW] Day Ahead/ United Kindom (UK),Generation - Wind Onshore  [MW] Day Ahead/ United Kindom (UK),Generation - Wind Onshore  [MW] Day Ahead/ United Kindom (UK)
04.03.2022 02:00 - 04.03.2022 02:30,0,0,0,0,0,0,667,667,667
04.03.2022 02:30 - 04.03.2022 03:00,0,0,0,0,0,0,684,684,684
04.03.2022 03:00 - 04.03.2022 03:30,0,0,0,0,0,0,678,678,678
04.03.2022 03:30 - 04.03.2022 04:00,0,0,0,0,0,0,699,699,699
04.03.2022 04:00 - 04.03.2022 04:30,0,0,0,0,0,0,700,700,700
04.03.2022 04:30 - 04.03.2022 05:00,0,0,0,0,0,0,738,738,738
04.03.2022 05:00 - 04.03.2022 05:30,0,0,0,0,0,0,704,704,704
04.03.2022 05:30 - 04.03.2022 06:00,0,0,0,0,0,0,724,724,724
04.03.2022 06:00 - 04.03.2022 06:30,0,0,0,0,0,0,695,695,695
04.03.2022 06:30 - 04.03.2022 07:00,0,0,0,0,0,0,707,707,707
04.03.2022 07:00 - 04.03.2022 07:30,43,43,43,0,0,0,678,678,678
04.03.2022 07:30 - 04.03.2022 08:00,217,217,217,0,0,0,686,686,686
04.03.2022 08:00 - 04.03.2022 08:30,536,536,536,0,0,0,734,734,734
04.03.2022 08:30 - 04.03.2022 09:00,1039,1039,1039,0,0,0,817,817,817
04.03.2022 09:00 - 04.03.2022 09:30,1561,1561,1561,0,0,0,834,834,834
04.03.2022 09:30 - 04.03.2022 10:00,1909,1909,1909,0,0,0,878,878,878
04.03.2022 10:00 - 04.03.2022 10:30,2265,2265,2265,0,0,0,941,941,941
04.03.2022 10:30 - 04.03.2022 11:00,2524,2524,2524,0,0,0,1028,1028,1028
04.03.2022 11:00 - 04.03.2022 11:30,2669,2669,2669,0,0,0,1036,1036,1036
04.03.2022 11:30 - 04.03.2022 12:00,2822,2822,2822,0,0,0,1073,1073,1073
04.03.2022 12:00 - 04.03.2022 12:30,2921,2921,2921,0,0,0,1077,1077,1077
04.03.2022 12:30 - 04.03.2022 13:00,2905,2905,2905,0,0,0,1114,1114,1114
04.03.2022 13:00 - 04.03.2022 13:30,2712,2712,2712,0,0,0,1213,1213,1213
04.03.2022 13:30 - 04.03.2022 14:00,2730,2730,2730,0,0,0,1384,1384,1384
04.03.2022 14:00 - 04.03.2022 14:30,2624,2624,2624,0,0,0,1303,1303,1303
04.03.2022 14:30 - 04.03.2022 15:00,2547,2547,2547,0,0,0,1295,1295,1295
04.03.2022 15:00 - 04.03.2022 15:30,2301,2301,2301,0,0,0,1268,1268,1268
04.03.2022 15:30 - 04.03.2022 16:00,1857,1857,1857,0,0,0,1299,1299,1299
04.03.2022 16:00 - 04.03.2022 16:30,1473,1473,1473,0,0,0,1241,1241,1241
04.03.2022 16:30 - 04.03.2022 17:00,811,811,811,0,0,0,1243,1243,1243
04.03.2022 17:00 - 04.03.2022 17:30,256,256,256,0,0,0,1126,1126,1126
04.03.2022 17:30 - 04.03.2022 18:00,12,12,12,0,0,0,1067,1067,1067
04.03.2022 18:00 - 04.03.2022 18:30,0,0,0,0,0,0,1038,1038,1038
04.03.2022 18:30 - 04.03.2022 19:00,0,0,0,0,0,0,1046,1046,1046
04.03.2022 19:00 - 04.03.2022 19:30,0,0,0,0,0,0,1067,1067,1067
04.03.2022 19:30 - 04.03.2022 20:00,0,0,0,0,0,0,1114,1114,1114
04.03.2022 20:00 - 04.03.2022 20:30,0,0,0,0,0,0,1097,1097,1097
04.03.2022 20:30 - 04.03.2022 21:00,0,0,0,0,0,0,1122,1122,1122
04.03.2022 21:00 - 04.03.2022 21:30,0,0,0,0,0,0,1124,1124,1124
04.03.2022 21:30 - 04.03.2022 22:00,0,0,0,0,0,0,1157,1157,1157
04.03.2022 22:00 - 04.03.2022 22:30,0,0,0,0,0,0,1185,1185,1185
04.03.2022 22:30 - 04.03.2022 23:00,0,0,0,0,0,0,1238,1238,1238
04.03.2022 23:00 - 04.03.2022 23:30,0,0,0,0,0,0,1257,1257,1257
04.03.2022 23:30 - 05.03.2022 00:00,0,0,0,0,0,0,1300,1300,1300
05.03.2022 00:00 - 05.03.2022 00:30,0,0,0,0,0,0,1335,1335,1335
05.03.2022 00:30 - 05.03.2022 01:00,0,0,0,0,0,0,1386,1386,1386
05.03.2022 01:00 - 05.03.2022 01:30,0,0,0,0,0,0,1409,1409,1409
05.03.2022 01:30 - 05.03.2022 02:00,0,0,0,0,0,0,1454,1454,1454
05.03.2022 02:00 - 05.03.2022 02:30,0,0,0,0,0,0,1487,1487,1487
05.03.2022 02:30 - 05.03.2022 03:00,0,0,0,0,0,0,1538,1538,1538
05.03.2022 03:00 - 05.03.2022 03:30,0,0,0,0,0,0,1575,1575,1575
05.03.2022 03:30 - 05.03.2022 04:00,0,0,0,0,0,0,1624,1624,1624
05.03.2022 04:00 - 05.03.2022 04:30,0,0,0,0,0,0,1597,1597,1597
05.03.2022 04:30 - 05.03.2022 05:00,0,0,0,0,0,0,1596,1596,1596
05.03.2022 05:00 - 05.03.2022 05:30,0,0,0,0,0,0,1580,1580,1580
05.03.2022 05:30 - 05.03.2022 06:00,0,0,0,0,0,0,1596,1596,1596
05.03.2022 06:00 - 05.03.2022 06:30,0,0,0,0,0,0,1647,1647,1647
05.03.2022 06:30 - 05.03.2022 07:00,0,0,0,0,0,0,1720,1720,1720
05.03.2022 07:00 - 05.03.2022 07:30,133,133,133,0,0,0,1739,1739,1739
05.03.2022 07:30 - 05.03.2022 08:00,673,673,673,0,0,0,1785,1785,1785
05.03.2022 08:00 - 05.03.2022 08:30,1317,1317,1317,0,0,0,1800,1800,1800
05.03.2022 08:30 - 05.03.2022 09:00,2052,2052,2052,0,0,0,1860,1860,1860
05.03.2022 09:00 - 05.03.2022 09:30,2564,2564,2564,0,0,0,1950,1950,1950
05.03.2022 09:30 - 05.03.2022 10:00,2912,2912,2912,0,0,0,2069,2069,2069
05.03.2022 10:00 - 05.03.2022 10:30,3501,3501,3501,0,0,0,2187,2187,2187
05.03.2022 10:30 - 05.03.2022 11:00,3541,3541,3541,0,0,0,2334,2334,2334
05.03.2022 11:00 - 05.03.2022 11:30,3747,3747,3747,0,0,0,2503,2503,2503
05.03.2022 11:30 - 05.03.2022 12:00,3753,3753,3753,0,0,0,2691,2691,2691
05.03.2022 12:00 - 05.03.2022 12:30,3900,3900,3900,0,0,0,2670,2670,2670
05.03.2022 12:30 - 05.03.2022 13:00,3875,3875,3875,0,0,0,2665,2665,2665
05.03.2022 13:00 - 05.03.2022 13:30,3843,3843,3843,0,0,0,2673,2673,2673
05.03.2022 13:30 - 05.03.2022 14:00,3588,3588,3588,0,0,0,2695,2695,2695
05.03.2022 14:00 - 05.03.2022 14:30,3274,3274,3274,0,0,0,2669,2669,2669
05.03.2022 14:30 - 05.03.2022 15:00,2858,2858,2858,0,0,0,2656,2656,2656
05.03.2022 15:00 - 05.03.2022 15:30,2504,2504,2504,0,0,0,2588,2588,2588
05.03.2022 15:30 - 05.03.2022 16:00,1829,1829,1829,0,0,0,2518,2518,2518
05.03.2022 16:00 - 05.03.2022 16:30,1248,1248,1248,0,0,0,2243,2243,2243
05.03.2022 16:30 - 05.03.2022 17:00,645,645,645,0,0,0,1973,1973,1973
05.03.2022 17:00 - 05.03.2022 17:30,178,178,178,0,0,0,1810,1810,1810
05.03.2022 17:30 - 05.03.2022 18:00,10,10,10,0,0,0,1693,1693,1693
05.03.2022 18:00 - 05.03.2022 18:30,0,0,0,0,0,0,1647,1647,1647
05.03.2022 18:30 - 05.03.2022 19:00,0,0,0,0,0,0,1648,1648,1648
05.03.2022 19:00 - 05.03.2022 19:30,0,0,0,0,0,0,1665,1665,1665
05.03.2022 19:30 - 05.03.2022 20:00,0,0,0,0,0,0,1716,1716,1716
05.03.2022 20:00 - 05.03.2022 20:30,0,0,0,0,0,0,1706,1706,1706
05.03.2022 20:30 - 05.03.2022 21:00,0,0,0,0,0,0,1706,1706,1706
05.03.2022 21:00 - 05.03.2022 21:30,0,0,0,0,0,0,1655,1655,1655
05.03.2022 21:30 - 05.03.2022 22:00,0,0,0,0,0,0,1618,1618,1618
05.03.2022 22:00 - 05.03.2022 22:30,0,0,0,0,0,0,1559,1559,1559
05.03.2022 22:30 - 05.03.2022 23:00,0,0,0,0,0,0,1533,1533,1533
05.03.2022 23:00 - 05.03.2022 23:30,0,0,0,0,0,0,1539,1539,1539
05.03.2022 23:30 - 06.03.2022 00:00,0,0,0,0,0,0,1571,1571,1571
06.03.2022 00:00 - 06.03.2022 00:30,0,0,0,0,0,0,1499,1499,1499
06.03.2022 00:30 - 06.03.2022 01:00,0,0,0,0,0,0,1455,1455,1455
06.03.2022 01:00 - 06.03.2022 01:30,0,0,0,0,0,0,1424,1424,1424
06.03.2022 01:30 - 06.03.2022 02:00,0,0,0,0,0,0,1413,1413,1413
06.03.2022 02:00 - 06.03.2022 02:30,0,0,0,0,0,0,1364,1364,1364
06.03.2022 02:30 - 06.03.2022 03:00,0,0,0,0,0,0,1332,1332,1332
06.03.2022 03:00 - 06.03.2022 03:30,0,0,0,0,0,0,1321,1321,1321
06.03.2022 03:30 - 06.03.2022 04:00,0,0,0,0,0,0,1330,1330,1330
06.03.2022 04:00 - 06.03.2022 04:30,0,0,0,0,0,0,1240,1240,1240
06.03.2022 04:30 - 06.03.2022 05:00,0,0,0,0,0,0,1170,1170,1170
06.03.2022 05:00 - 06.03.2022 05:30,0,0,0,0,0,0,1148,1148,1148
06.03.2022 05:30 - 06.03.2022 06:00,0,0,0,0,0,0,1150,1150,1150
06.03.2022 06:00 - 06.03.2022 06:30,0,0,0,0,0,0,1110,1110,1110
06.03.2022 06:30 - 06.03.2022 07:00,1,1,1,0,0,0,1092,1092,1092
06.03.2022 07:00 - 06.03.2022 07:30,123,123,123,0,0,0,1008,1008,1008
06.03.2022 07:30 - 06.03.2022 08:00,595,595,595,0,0,0,962,962,962
06.03.2022 08:00 - 06.03.2022 08:30,1257,1257,1257,0,0,0,983,983,983
06.03.2022 08:30 - 06.03.2022 09:00,1952,1952,1952,0,0,0,1050,1050,1050
06.03.2022 09:00 - 06.03.2022 09:30,2518,2518,2518,0,0,0,1161,1161,1161
06.03.2022 09:30 - 06.03.2022 10:00,2959,2959,2959,0,0,0,1329,1329,1329
06.03.2022 10:00 - 06.03.2022 10:30,3898,3898,3898,0,0,0,1418,1418,1418
06.03.2022 10:30 - 06.03.2022 11:00,3634,3634,3634,0,0,0,1555,1555,1555
06.03.2022 11:00 - 06.03.2022 11:30,3878,3878,3878,0,0,0,1593,1593,1593
06.03.2022 11:30 - 06.03.2022 12:00,3905,3905,3905,0,0,0,1667,1667,1667
06.03.2022 12:00 - 06.03.2022 12:30,4113,4113,4113,0,0,0,1662,1662,1662
06.03.2022 12:30 - 06.03.2022 13:00,4078,4078,4078,0,0,0,1676,1676,1676
06.03.2022 13:00 - 06.03.2022 13:30,3840,3840,3840,0,0,0,1589,1589,1589
06.03.2022 13:30 - 06.03.2022 14:00,4109,4109,4109,0,0,0,1537,1537,1537
06.03.2022 14:00 - 06.03.2022 14:30,3835,3835,3835,0,0,0,1517,1517,1517
06.03.2022 14:30 - 06.03.2022 15:00,3731,3731,3731,0,0,0,1514,1514,1514
06.03.2022 15:00 - 06.03.2022 15:30,3311,3311,3311,0,0,0,1504,1504,1504
06.03.2022 15:30 - 06.03.2022 16:00,2715,2715,2715,0,0,0,1519,1519,1519
06.03.2022 16:00 - 06.03.2022 16:30,2077,2077,2077,0,0,0,1390,1390,1390
06.03.2022 16:30 - 06.03.2022 17:00,1259,1259,1259,0,0,0,1290,1290,1290
06.03.2022 17:00 - 06.03.2022 17:30,452,452,452,0,0,0,1176,1176,1176
06.03.2022 17:30 - 06.03.2022 18:00,35,35,35,0,0,0,1126,1126,1126
06.03.2022 18:00 - 06.03.2022 18:30,0,0,0,0,0,0,1114,1114,1114
06.03.2022 18:30 - 06.03.2022 19:00,0,0,0,0,0,0,1135,1135,1135
06.03.2022 19:00 - 06.03.2022 19:30,0,0,0,0,0,0,1114,1114,1114
06.03.2022 19:30 - 06.03.2022 20:00,0,0,0,0,0,0,1125,1125,1125
06.03.2022 20:00 - 06.03.2022 20:30,0,0,0,0,0,0,1095,1095,1095
06.03.2022 20:30 - 06.03.2022 21:00,0,0,0,0,0,0,1075,1075,1075
06.03.2022 21:00 - 06.03.2022 21:30,0,0,0,0,0,0,1037,1037,1037
06.03.2022 21:30 - 06.03.2022 22:00,0,0,0,0,0,0,1022,1022,1022
06.03.2022 22:00 - 06.03.2022 22:30,0,0,0,0,0,0,1051,1051,1051
06.03.2022 22:30 - 06.03.2022 23:00,0,0,0,0,0,0,1107,1107,1107
06.03.2022 23:00 - 06.03.2022 23:30,0,0,0,0,0,0,1048,1048,1048
06.03.2022 23:30 - 07.03.2022 00:00,0,0,0,0,0,0,1016,1016,1016
07.03.2022 00:00 - 07.03.2022 00:30,0,0,0,0,0,0,1005,1005,1005
07.03.2022 00:30 - 07.03.2022 01:00,0,0,0,0,0,0,1018,1018,1018
07.03.2022 01:00 - 07.03.2022 01:30,0,0,0,0,0,0,1005,1005,1005
07.03.2022 01:30 - 07.03.2022 02:00,0,0,0,0,0,0,1022,1022,1022
07.03.2022 02:00 - 07.03.2022 02:30,0,0,0,0,0,0,1014,1014,1014
07.03.2022 02:30 - 07.03.2022 03:00,0,0,0,0,0,0,1030,1030,1030
07.03.2022 03:00 - 07.03.2022 03:30,0,0,0,0,0,0,963,963,963
07.03.2022 03:30 - 07.03.2022 04:00,0,0,0,0,0,0,924,924,924
07.03.2022 04:00 - 07.03.2022 04:30,0,0,0,0,0,0,985,985,985
07.03.2022 04:30 - 07.03.2022 05:00,0,0,0,0,0,0,1067,1067,1067
07.03.2022 05:00 - 07.03.2022 05:30,0,0,0,0,0,0,1046,1046,1046
07.03.2022 05:30 - 07.03.2022 06:00,0,0,0,0,0,0,1044,1044,1044
07.03.2022 06:00 - 07.03.2022 06:30,0,0,0,0,0,0,1104,1104,1104
07.03.2022 06:30 - 07.03.2022 07:00,6,6,6,0,0,0,1193,1193,1193
07.03.2022 07:00 - 07.03.2022 07:30,164,164,164,0,0,0,1238,1238,1238
07.03.2022 07:30 - 07.03.2022 08:00,551,551,551,0,0,0,1307,1307,1307
07.03.2022 08:00 - 07.03.2022 08:30,1121,1121,1121,0,0,0,1381,1381,1381
07.03.2022 08:30 - 07.03.2022 09:00,1893,1893,1893,0,0,0,1481,1481,1481
07.03.2022 09:00 - 07.03.2022 09:30,2721,2721,2721,0,0,0,1606,1606,1606
07.03.2022 09:30 - 07.03.2022 10:00,2654,2654,2654,0,0,0,1787,1787,1787
07.03.2022 10:00 - 07.03.2022 10:30,3311,3311,3311,0,0,0,1844,1844,1844
07.03.2022 10:30 - 07.03.2022 11:00,3846,3846,3846,0,0,0,1941,1941,1941
07.03.2022 11:00 - 07.03.2022 11:30,4448,4448,4448,0,0,0,2013,2013,2013
07.03.2022 11:30 - 07.03.2022 12:00,4973,4973,4973,0,0,0,2133,2133,2133
07.03.2022 12:00 - 07.03.2022 12:30,5753,5753,5753,0,0,0,2181,2181,2181
07.03.2022 12:30 - 07.03.2022 13:00,6355,6355,6355,0,0,0,2253,2253,2253
07.03.2022 13:00 - 07.03.2022 13:30,6566,6566,6566,0,0,0,2238,2238,2238
07.03.2022 13:30 - 07.03.2022 14:00,6444,6444,6444,0,0,0,2250,2250,2250
07.03.2022 14:00 - 07.03.2022 14:30,6191,6191,6191,0,0,0,2268,2268,2268
07.03.2022 14:30 - 07.03.2022 15:00,5652,5652,5652,0,0,0,2323,2323,2323
07.03.2022 15:00 - 07.03.2022 15:30,4898,4898,4898,0,0,0,2414,2414,2414
07.03.2022 15:30 - 07.03.2022 16:00,3939,3939,3939,0,0,0,2518,2518,2518
07.03.2022 16:00 - 07.03.2022 16:30,2858,2858,2858,0,0,0,2456,2456,2456
07.03.2022 16:30 - 07.03.2022 17:00,1654,1654,1654,0,0,0,2421,2421,2421
07.03.2022 17:00 - 07.03.2022 17:30,549,549,549,0,0,0,2375,2375,2375
07.03.2022 17:30 - 07.03.2022 18:00,43,43,43,0,0,0,2368,2368,2368
07.03.2022 18:00 - 07.03.2022 18:30,0,0,0,0,0,0,2460,2460,2460
07.03.2022 18:30 - 07.03.2022 19:00,0,0,0,0,0,0,2578,2578,2578
07.03.2022 19:00 - 07.03.2022 19:30,0,0,0,0,0,0,2729,2729,2729
07.03.2022 19:30 - 07.03.2022 20:00,0,0,0,0,0,0,2892,2892,2892
07.03.2022 20:00 - 07.03.2022 20:30,0,0,0,0,0,0,3011,3011,3011
07.03.2022 20:30 - 07.03.2022 21:00,0,0,0,0,0,0,3117,3117,3117
07.03.2022 21:00 - 07.03.2022 21:30,0,0,0,0,0,0,3169,3169,3169
07.03.2022 21:30 - 07.03.2022 22:00,0,0,0,0,0,0,3232,3232,3232
07.03.2022 22:00 - 07.03.2022 22:30,0,0,0,0,0,0,3264,3264,3264
07.03.2022 22:30 - 07.03.2022 23:00,0,0,0,0,0,0,3270,3270,3270
07.03.2022 23:00 - 07.03.2022 23:30,0,0,0,0,0,0,3292,3292,3292
07.03.2022 23:30 - 08.03.2022 00:00,0,0,0,0,0,0,3299,3299,3299
08.03.2022 00:00 - 08.03.2022 00:30,0,0,0,0,0,0,3290,3290,3290
08.03.2022 00:30 - 08.03.2022 01:00,0,0,0,0,0,0,3255,3255,3255
08.03.2022 01:00 - 08.03.2022 01:30,0,0,0,0,0,0,3320,3320,3320
08.03.2022 01:30 - 08.03.2022 02:00,0,0,0,0,0,0,3353,3353,3353
08.03.2022 02:00 - 08.03.2022 02:30,0,0,0,0,0,0,3362,3362,3362
08.03.2022 02:30 - 08.03.2022 03:00,0,0,0,0,0,0,3378,3378,3378
08.03.2022 03:00 - 08.03.2022 03:30,0,0,0,0,0,0,3366,3366,3366
08.03.2022 03:30 - 08.03.2022 04:00,0,0,0,0,0,0,3366,3366,3366
08.03.2022 04:00 - 08.03.2022 04:30,0,0,0,0,0,0,3263,3263,3263
08.03.2022 04:30 - 08.03.2022 05:00,0,0,0,0,0,0,3158,3158,3158
08.03.2022 05:00 - 08.03.2022 05:30,0,0,0,0,0,0,3300,3300,3300
08.03.2022 05:30 - 08.03.2022 06:00,0,0,0,0,0,0,3435,3435,3435
08.03.2022 06:00 - 08.03.2022 06:30,0,0,0,0,0,0,3383,3383,3383
08.03.2022 06:30 - 08.03.2022 07:00,33,33,33,0,0,0,3336,3336,3336
08.03.2022 07:00 - 08.03.2022 07:30,527,527,527,0,0,0,3429,3429,3429
08.03.2022 07:30 - 08.03.2022 08:00,1497,1497,1497,0,0,0,3531,3531,3531
08.03.2022 08:00 - 08.03.2022 08:30,2536,2536,2536,0,0,0,3773,3773,3773
08.03.2022 08:30 - 08.03.2022 09:00,3527,3527,3527,0,0,0,3997,3997,3997
08.03.2022 09:00 - 08.03.2022 09:30,4569,4569,4569,0,0,0,4063,4063,4063
08.03.2022 09:30 - 08.03.2022 10:00,5448,5448,5448,0,0,0,4096,4096,4096
08.03.2022 10:00 - 08.03.2022 10:30,6133,6133,6133,0,0,0,4034,4034,4034
08.03.2022 10:30 - 08.03.2022 11:00,6567,6567,6567,0,0,0,3982,3982,3982
08.03.2022 11:00 - 08.03.2022 11:30,7002,7002,7002,0,0,0,4155,4155,4155
08.03.2022 11:30 - 08.03.2022 12:00,7289,7289,7289,0,0,0,4309,4309,4309
08.03.2022 12:00 - 08.03.2022 12:30,7235,7235,7235,0,0,0,4398,4398,4398
08.03.2022 12:30 - 08.03.2022 13:00,7043,7043,7043,0,0,0,4446,4446,4446
08.03.2022 13:00 - 08.03.2022 13:30,6431,6431,6431,0,0,0,4438,4438,4438
08.03.2022 13:30 - 08.03.2022 14:00,5861,5861,5861,0,0,0,4411,4411,4411
08.03.2022 14:00 - 08.03.2022 14:30,5360,5360,5360,0,0,0,4352,4352,4352
08.03.2022 14:30 - 08.03.2022 15:00,4427,4427,4427,0,0,0,4283,4283,4283
08.03.2022 15:00 - 08.03.2022 15:30,3190,3190,3190,0,0,0,4228,4228,4228
08.03.2022 15:30 - 08.03.2022 16:00,2160,2160,2160,0,0,0,4151,4151,4151
08.03.2022 16:00 - 08.03.2022 16:30,1407,1407,1407,0,0,0,4025,4025,4025
08.03.2022 16:30 - 08.03.2022 17:00,779,779,779,0,0,0,3867,3867,3867
08.03.2022 17:00 - 08.03.2022 17:30,208,208,208,0,0,0,3795,3795,3795
08.03.2022 17:30 - 08.03.2022 18:00,24,24,24,0,0,0,3721,3721,3721
08.03.2022 18:00 - 08.03.2022 18:30,0,0,0,0,0,0,3619,3619,3619
08.03.2022 18:30 - 08.03.2022 19:00,0,0,0,0,0,0,3513,3513,3513
08.03.2022 19:00 - 08.03.2022 19:30,0,0,0,0,0,0,3562,3562,3562
08.03.2022 19:30 - 08.03.2022 20:00,0,0,0,0,0,0,3603,3603,3603
08.03.2022 20:00 - 08.03.2022 20:30,0,0,0,0,0,0,3453,3453,3453
08.03.2022 20:30 - 08.03.2022 21:00,0,0,0,0,0,0,3280,3280,3280
08.03.2022 21:00 - 08.03.2022 21:30,0,0,0,0,0,0,3174,3174,3174
08.03.2022 21:30 - 08.03.2022 22:00,0,0,0,0,0,0,3037,3037,3037
08.03.2022 22:00 - 08.03.2022 22:30,0,0,0,0,0,0,2938,2938,2938
08.03.2022 22:30 - 08.03.2022 23:00,0,0,0,0,0,0,2834,2834,2834
08.03.2022 23:00 - 08.03.2022 23:30,0,0,0,0,0,0,2836,2836,2836
08.03.2022 23:30 - 09.03.2022 00:00,0,0,0,0,0,0,2826,2826,2826
09.03.2022 00:00 - 09.03.2022 00:30,0,0,0,0,0,0,2865,2865,2865
09.03.2022 00:30 - 09.03.2022 01:00,0,0,0,0,0,0,2896,2896,2896
09.03.2022 01:00 - 09.03.2022 01:30,0,0,0,0,0,0,2929,2929,2929
09.03.2022 01:30 - 09.03.2022 02:00,0,0,0,0,0,0,2964,2964,2964
09.03.2022 02:00 - 09.03.2022 02:30,0,0,0,0,0,0,2970,2970,2970
09.03.2022 02:30 - 09.03.2022 03:00,0,0,0,0,0,0,2999,2999,2999
09.03.2022 03:00 - 09.03.2022 03:30,0,0,0,0,0,0,3102,3102,3102
09.03.2022 03:30 - 09.03.2022 04:00,0,0,0,0,0,0,3202,3202,3202
09.03.2022 04:00 - 09.03.2022 04:30,0,0,0,0,0,0,3227,3227,3227
09.03.2022 04:30 - 09.03.2022 05:00,0,0,0,0,0,0,3258,3258,3258
09.03.2022 05:00 - 09.03.2022 05:30,0,0,0,0,0,0,3268,3268,3268
09.03.2022 05:30 - 09.03.2022 06:00,0,0,0,0,0,0,3283,3283,3283
09.03.2022 06:00 - 09.03.2022 06:30,0,0,0,0,0,0,3353,3353,3353
09.03.2022 06:30 - 09.03.2022 07:00,28,28,28,0,0,0,3425,3425,3425
09.03.2022 07:00 - 09.03.2022 07:30,358,358,358,0,0,0,3507,3507,3507
09.03.2022 07:30 - 09.03.2022 08:00,988,988,988,0,0,0,3582,3582,3582
09.03.2022 08:00 - 09.03.2022 08:30,1955,1955,1955,0,0,0,3757,3757,3757
09.03.2022 08:30 - 09.03.2022 09:00,2695,2695,2695,0,0,0,3934,3934,3934
09.03.2022 09:00 - 09.03.2022 09:30,3354,3354,3354,0,0,0,4164,4164,4164
09.03.2022 09:30 - 09.03.2022 10:00,3375,3375,3375,0,0,0,4367,4367,4367
09.03.2022 10:00 - 09.03.2022 10:30,4082,4082,4082,0,0,0,4521,4521,4521
09.03.2022 10:30 - 09.03.2022 11:00,4410,4410,4410,0,0,0,4648,4648,4648
09.03.2022 11:00 - 09.03.2022 11:30,5099,5099,5099,0,0,0,4703,4703,4703
09.03.2022 11:30 - 09.03.2022 12:00,5453,5453,5453,0,0,0,4726,4726,4726
09.03.2022 12:00 - 09.03.2022 12:30,5132,5132,5132,0,0,0,4728,4728,4728
09.03.2022 12:30 - 09.03.2022 13:00,5013,5013,5013,0,0,0,4693,4693,4693
09.03.2022 13:00 - 09.03.2022 13:30,4625,4625,4625,0,0,0,4677,4677,4677
09.03.2022 13:30 - 09.03.2022 14:00,4167,4167,4167,0,0,0,4616,4616,4616
09.03.2022 14:00 - 09.03.2022 14:30,3747,3747,3747,0,0,0,4465,4465,4465
09.03.2022 14:30 - 09.03.2022 15:00,3367,3367,3367,0,0,0,4244,4244,4244
09.03.2022 15:00 - 09.03.2022 15:30,2498,2498,2498,0,0,0,4150,4150,4150
09.03.2022 15:30 - 09.03.2022 16:00,1823,1823,1823,0,0,0,4027,4027,4027
09.03.2022 16:00 - 09.03.2022 16:30,1275,1275,1275,0,0,0,3803,3803,3803
09.03.2022 16:30 - 09.03.2022 17:00,674,674,674,0,0,0,3532,3532,3532
09.03.2022 17:00 - 09.03.2022 17:30,194,194,194,0,0,0,3320,3320,3320
09.03.2022 17:30 - 09.03.2022 18:00,15,15,15,0,0,0,3104,3104,3104
09.03.2022 18:00 - 09.03.2022 18:30,0,0,0,0,0,0,3015,3015,3015
09.03.2022 18:30 - 09.03.2022 19:00,0,0,0,0,0,0,2893,2893,2893
09.03.2022 19:00 - 09.03.2022 19:30,0,0,0,0,0,0,2881,2881,2881
09.03.2022 19:30 - 09.03.2022 20:00,0,0,0,0,0,0,2914,2914,2914
09.03.2022 20:00 - 09.03.2022 20:30,0,0,0,0,0,0,2842,2842,2842
09.03.2022 20:30 - 09.03.2022 21:00,0,0,0,0,0,0,2784,2784,2784
09.03.2022 21:00 - 09.03.2022 21:30,0,0,0,0,0,0,2730,2730,2730
09.03.2022 21:30 - 09.03.2022 22:00,0,0,0,0,0,0,2678,2678,2678
09.03.2022 22:00 - 09.03.2022 22:30,0,0,0,0,0,0,2573,2573,2573
09.03.2022 22:30 - 09.03.2022 23:00,0,0,0,0,0,0,2474,2474,2474
09.03.2022 23:00 - 09.03.2022 23:30,0,0,0,0,0,0,2396,2396,2396
09.03.2022 23:30 - 10.03.2022 00:00,0,0,0,0,0,0,2329,2329,2329
10.03.2022 00:00 - 10.03.2022 00:30,0,0,0,0,0,0,2310,2310,2310
10.03.2022 00:30 - 10.03.2022 01:00,0,0,0,0,0,0,2303,2303,2303
10.03.2022 01:00 - 10.03.2022 01:30,0,0,0,0,0,0,2249,2249,2249
10.03.2022 01:30 - 10.03.2022 02:00,0,0,0,0,0,0,2233,2233,2233
10.03.2022 02:00 - 10.03.2022 02:30,0,0,0,0,0,0,2236,2236,2236
10.03.2022 02:30 - 10.03.2022 03:00,0,0,0,0,0,0,2272,2272,2272
10.03.2022 03:00 - 10.03.2022 03:30,0,0,0,0,0,0,2273,2273,2273
10.03.2022 03:30 - 10.03.2022 04:00,0,0,0,0,0,0,2295,2295,2295
10.03.2022 04:00 - 10.03.2022 04:30,0,0,0,0,0,0,2326,2326,2326
10.03.2022 04:30 - 10.03.2022 05:00,0,0,0,0,0,0,2382,2382,2382
10.03.2022 05:00 - 10.03.2022 05:30,0,0,0,0,0,0,2409,2409,2409
10.03.2022 05:30 - 10.03.2022 06:00,0,0,0,0,0,0,2456,2456,2456
10.03.2022 06:00 - 10.03.2022 06:30,0,0,0,0,0,0,2457,2457,2457
10.03.2022 06:30 - 10.03.2022 07:00,30,30,30,0,0,0,2482,2482,2482
10.03.2022 07:00 - 10.03.2022 07:30,380,380,380,0,0,0,2481,2481,2481
