MTU (CET/CEST),Generation - Solar  [MW] Day Ahead/ Italy (IT),Generation - Solar  [MW] Intraday / Italy (IT),Generation - Solar  [MW] Current / Italy (IT),Generation - Wind Offshore  [MW] Day Ahead/ Italy (IT),Generation - Wind Offshore  [MW] Intraday / Italy (IT),Generation - Wind Offshore  [MW] Current / Italy (IT),Generation - Wind Onshore  [MW] Day Ahead/ Italy (IT),Generation - Wind Onshore  [MW] Intraday / Italy (IT),Generation - Wind Onshore  [MW] Current / Italy (IT)
13.10.2022 09:00 - 13.10.2022 10:00,2215,2215,2251,N/A,n/e,n/e,226,617,226
13.10.2022 10:00 - 13.10.2022 11:00,3503,3503,3698,N/A,n/e,n/e,281,741,281
13.10.2022 11:00 - 13.10.2022 12:00,4515,4515,4790,N/A,n/e,n/e,322,965,322
13.10.2022 12:00 - 13.10.2022 13:00,5093,5093,5355,N/A,n/e,n/e,372,759,372
13.10.2022 13:00 - 13.10.2022 14:00,5289,5289,5416,N/A,n/e,n/e,1011,906,1011
13.10.2022 14:00 - 13.10.2022 15:00,4885,4885,4847,N/A,n/e,n/e,1171,970,1171
13.10.2022 15:00 - 13.10.2022 16:00,3909,3909,3818,N/A,n/e,n/e,1209,1051,1209
13.10.2022 16:00 - 13.10.2022 17:00,2680,2680,2547,N/A,n/e,n/e,1266,1298,1266
13.10.2022 17:00 - 13.10.2022 18:00,1233,1233,1082,N/A,n/e,n/e,1361,1466,1361
13.10.2022 18:00 - 13.10.2022 19:00,99,99,79,N/A,n/e,n/e,1309,1576,1309
13.10.2022 19:00 - 13.10.2022 20:00,0,0,0,N/A,n/e,n/e,1270,1770,1270
13.10.2022 20:00 - 13.10.2022 21:00,0,0,0,N/A,n/e,n/e,1319,1917,1319
13.10.2022 21:00 - 13.10.2022 22:00,0,0,0,N/A,n/e,n/e,1409,2006,1409
13.10.2022 22:00 - 13.10.2022 23:00,0,0,0,N/A,n/e,n/e,1379,2172,1379
13.10.2022 23:00 - 14.10.2022 00:00,0,0,0,N/A,n/e,n/e,1358,2237,1358
14.10.2022 00:00 - 14.10.2022 01:00,0,0,0,N/A,n/e,n/e,2479,2479,2479
14.10.2022 01:00 - 14.10.2022 02:00,0,0,0,N/A,n/e,n/e,2386,2386,2386
14.10.2022 02:00 - 14.10.2022 03:00,0,0,0,N/A,n/e,n/e,2377,2377,2377
14.10.2022 03:00 - 14.10.2022 04:00,0,0,0,N/A,n/e,n/e,2151,2151,2151
14.10.2022 04:00 - 14.10.2022 05:00,0,0,0,N/A,n/e,n/e,2179,2495,2179
14.10.2022 05:00 - 14.10.2022 06:00,0,0,0,N/A,n/e,n/e,2272,2719,2272
14.10.2022 06:00 - 14.10.2022 07:00,0,0,0,N/A,n/e,n/e,2446,3029,2446
14.10.2022 07:00 - 14.10.2022 08:00,80,80,76,N/A,n/e,n/e,2411,3244,2411
14.10.2022 08:00 - 14.10.2022 09:00,1244,1244,1315,N/A,n/e,n/e,2431,3176,2431
14.10.2022 09:00 - 14.10.2022 10:00,3313,3313,3397,N/A,n/e,n/e,2565,3148,2565
14.10.2022 10:00 - 14.10.2022 11:00,5251,5251,5293,N/A,n/e,n/e,2673,3338,2673
14.10.2022 11:00 - 14.10.2022 12:00,6463,6463,6537,N/A,n/e,n/e,2814,3517,2814
14.10.2022 12:00 - 14.10.2022 13:00,7257,7257,7270,N/A,n/e,n/e,3127,3773,3127
14.10.2022 13:00 - 14.10.2022 14:00,7367,7367,7376,N/A,n/e,n/e,3322,3863,3322
14.10.2022 14:00 - 14.10.2022 15:00,6769,6769,6642,N/A,n/e,n/e,3690,4035,3690
14.10.2022 15:00 - 14.10.2022 16:00,5591,5591,5512,N/A,n/e,n/e,3893,4028,3893
14.10.2022 16:00 - 14.10.2022 17:00,3729,3729,3693,N/A,n/e,n/e,4013,4002,4013
14.10.2022 17:00 - 14.10.2022 18:00,1570,1570,1551,N/A,n/e,n/e,3846,3602,3846
14.10.2022 18:00 - 14.10.2022 19:00,94,94,92,N/A,n/e,n/e,3321,3014,3321
14.10.2022 19:00 - 14.10.2022 20:00,0,0,0,N/A,n/e,n/e,2806,2677,2806
14.10.2022 20:00 - 14.10.2022 21:00,0,0,0,N/A,n/e,n/e,2250,2388,2250
14.10.2022 21:00 - 14.10.2022 22:00,0,0,0,N/A,n/e,n/e,1992,2122,1992
14.10.2022 22:00 - 14.10.2022 23:00,0,0,0,N/A,n/e,n/e,1859,1951,1859
14.10.2022 23:00 - 15.10.2022 00:00,0,0,0,N/A,n/e,n/e,1615,1748,1615
15.10.2022 00:00 - 15.10.2022 01:00,0,0,0,N/A,n/e,n/e,1459,1459,1459
15.10.2022 01:00 - 15.10.2022 02:00,0,0,0,N/A,n/e,n/e,1319,1319,1319
15.10.2022 02:00 - 15.10.2022 03:00,0,0,0,N/A,n/e,n/e,1194,1194,1194
15.10.2022 03:00 - 15.10.2022 04:00,0,0,0,N/A,n/e,n/e,918,918,918
15.10.2022 04:00 - 15.10.2022 05:00,0,0,0,N/A,n/e,n/e,846,940,846
15.10.2022 05:00 - 15.10.2022 06:00,0,0,0,N/A,n/e,n/e,782,871,782
15.10.2022 06:00 - 15.10.2022 07:00,0,0,0,N/A,n/e,n/e,762,816,762
15.10.2022 07:00 - 15.10.2022 08:00,112,112,112,N/A,n/e,n/e,710,740,710
15.10.2022 08:00 - 15.10.2022 09:00,1529,1529,1553,N/A,n/e,n/e,598,653,598
15.10.2022 09:00 - 15.10.2022 10:00,3928,3928,3954,N/A,n/e,n/e,499,556,499
15.10.2022 10:00 - 15.10.2022 11:00,6054,6054,6082,N/A,n/e,n/e,496,493,496
15.10.2022 11:00 - 15.10.2022 12:00,7271,7271,7268,N/A,n/e,n/e,512,480,512
15.10.2022 12:00 - 15.10.2022 13:00,8056,8056,8043,N/A,n/e,n/e,451,436,451
15.10.2022 13:00 - 15.10.2022 14:00,8089,8089,8045,N/A,n/e,n/e,489,425,489
15.10.2022 14:00 - 15.10.2022 15:00,7338,7338,7350,N/A,n/e,n/e,498,467,498
15.10.2022 15:00 - 15.10.2022 16:00,5986,5986,5943,N/A,n/e,n/e,517,492,517
15.10.2022 16:00 - 15.10.2022 17:00,4017,4017,3990,N/A,n/e,n/e,518,468,518
15.10.2022 17:00 - 15.10.2022 18:00,1637,1637,1603,N/A,n/e,n/e,429,376,429
15.10.2022 18:00 - 15.10.2022 19:00,70,70,65,N/A,n/e,n/e,332,374,332
15.10.2022 19:00 - 15.10.2022 20:00,0,0,0,N/A,n/e,n/e,258,319,258
15.10.2022 20:00 - 15.10.2022 21:00,0,0,0,N/A,n/e,n/e,213,240,213
15.10.2022 21:00 - 15.10.2022 22:00,0,0,0,N/A,n/e,n/e,152,200,152
15.10.2022 22:00 - 15.10.2022 23:00,0,0,0,N/A,n/e,n/e,129,163,129
15.10.2022 23:00 - 16.10.2022 00:00,0,0,0,N/A,n/e,n/e,107,150,107
16.10.2022 00:00 - 16.10.2022 01:00,0,0,0,N/A,n/e,n/e,145,145,145
16.10.2022 01:00 - 16.10.2022 02:00,0,0,0,N/A,n/e,n/e,117,117,117
16.10.2022 02:00 - 16.10.2022 03:00,0,0,0,N/A,n/e,n/e,96,96,96
16.10.2022 03:00 - 16.10.2022 04:00,0,0,0,N/A,n/e,n/e,53,53,53
16.10.2022 04:00 - 16.10.2022 05:00,0,0,0,N/A,n/e,n/e,49,77,49
16.10.2022 05:00 - 16.10.2022 06:00,0,0,0,N/A,n/e,n/e,51,63,51
16.10.2022 06:00 - 16.10.2022 07:00,0,0,0,N/A,n/e,n/e,56,67,56
16.10.2022 07:00 - 16.10.2022 08:00,106,106,106,N/A,n/e,n/e,58,70,58
16.10.2022 08:00 - 16.10.2022 09:00,1501,1501,1487,N/A,n/e,n/e,67,71,67
16.10.2022 09:00 - 16.10.2022 10:00,3796,3796,3813,N/A,n/e,n/e,85,91,85
16.10.2022 10:00 - 16.10.2022 11:00,5718,5718,5823,N/A,n/e,n/e,70,73,70
16.10.2022 11:00 - 16.10.2022 12:00,6969,6969,7150,N/A,n/e,n/e,76,79,76
16.10.2022 12:00 - 16.10.2022 13:00,7550,7550,7699,N/A,n/e,n/e,103,90,103
16.10.2022 13:00 - 16.10.2022 14:00,7459,7459,7596,N/A,n/e,n/e,134,126,134
16.10.2022 14:00 - 16.10.2022 15:00,6716,6716,6918,N/A,n/e,n/e,170,166,170
16.10.2022 15:00 - 16.10.2022 16:00,5596,5596,5840,N/A,n/e,n/e,213,208,213
16.10.2022 16:00 - 16.10.2022 17:00,3520,3520,3690,N/A,n/e,n/e,210,219,210
16.10.2022 17:00 - 16.10.2022 18:00,1436,1436,1431,N/A,n/e,n/e,252,250,252
16.10.2022 18:00 - 16.10.2022 19:00,67,67,56,N/A,n/e,n/e,293,320,293
16.10.2022 19:00 - 16.10.2022 20:00,0,0,0,N/A,n/e,n/e,236,257,236
16.10.2022 20:00 - 16.10.2022 21:00,0,0,0,N/A,n/e,n/e,198,198,198
16.10.2022 21:00 - 16.10.2022 22:00,0,0,0,N/A,n/e,n/e,169,173,169
16.10.2022 22:00 - 16.10.2022 23:00,0,0,0,N/A,n/e,n/e,162,134,162
16.10.2022 23:00 - 17.10.2022 00:00,0,0,0,N/A,n/e,n/e,169,147,169
17.10.2022 00:00 - 17.10.2022 01:00,0,0,0,N/A,n/e,n/e,165,165,165
17.10.2022 01:00 - 17.10.2022 02:00,0,0,0,N/A,n/e,n/e,173,173,173
17.10.2022 02:00 - 17.10.2022 03:00,0,0,0,N/A,n/e,n/e,186,186,186
17.10.2022 03:00 - 17.10.2022 04:00,0,0,0,N/A,n/e,n/e,153,153,153
17.10.2022 04:00 - 17.10.2022 05:00,0,0,0,N/A,n/e,n/e,161,239,161
17.10.2022 05:00 - 17.10.2022 06:00,0,0,0,N/A,n/e,n/e,167,251,167
17.10.2022 06:00 - 17.10.2022 07:00,0,0,0,N/A,n/e,n/e,188,270,188
17.10.2022 07:00 - 17.10.2022 08:00,95,95,97,N/A,n/e,n/e,200,289,200
17.10.2022 08:00 - 17.10.2022 09:00,1469,1469,1510,N/A,n/e,n/e,214,295,214
17.10.2022 09:00 - 17.10.2022 10:00,3781,3781,3870,N/A,n/e,n/e,189,259,189
17.10.2022 10:00 - 17.10.2022 11:00,5955,5955,6070,N/A,n/e,n/e,182,196,182
17.10.2022 11:00 - 17.10.2022 12:00,7273,7273,7514,N/A,n/e,n/e,196,204,196
17.10.2022 12:00 - 17.10.2022 13:00,8159,8159,8344,N/A,n/e,n/e,209,216,209
17.10.2022 13:00 - 17.10.2022 14:00,8203,8203,8323,N/A,n/e,n/e,247,247,247
17.10.2022 14:00 - 17.10.2022 15:00,7548,7548,7661,N/A,n/e,n/e,279,270,279
17.10.2022 15:00 - 17.10.2022 16:00,6377,6377,6425,N/A,n/e,n/e,307,300,307
17.10.2022 16:00 - 17.10.2022 17:00,4152,4152,4178,N/A,n/e,n/e,314,332,314
17.10.2022 17:00 - 17.10.2022 18:00,1621,1621,1609,N/A,n/e,n/e,349,372,349
17.10.2022 18:00 - 17.10.2022 19:00,75,75,53,N/A,n/e,n/e,367,435,367
17.10.2022 19:00 - 17.10.2022 20:00,0,0,0,N/A,n/e,n/e,280,369,280
17.10.2022 20:00 - 17.10.2022 21:00,0,0,0,N/A,n/e,n/e,197,288,197
17.10.2022 21:00 - 17.10.2022 22:00,0,0,0,N/A,n/e,n/e,173,251,173
17.10.2022 22:00 - 17.10.2022 23:00,0,0,0,N/A,n/e,n/e,175,244,175
17.10.2022 23:00 - 18.10.2022 00:00,0,0,0,N/A,n/e,n/e,179,236,179
18.10.2022 00:00 - 18.10.2022 01:00,0,0,0,N/A,n/e,n/e,235,235,235
18.10.2022 01:00 - 18.10.2022 02:00,0,0,0,N/A,n/e,n/e,220,220,220
18.10.2022 02:00 - 18.10.2022 03:00,0,0,0,N/A,n/e,n/e,203,203,203
18.10.2022 03:00 - 18.10.2022 04:00,0,0,0,N/A,n/e,n/e,152,152,152
18.10.2022 04:00 - 18.10.2022 05:00,0,0,0,N/A,n/e,n/e,157,207,157
18.10.2022 05:00 - 18.10.2022 06:00,0,0,0,N/A,n/e,n/e,164,205,164
18.10.2022 06:00 - 18.10.2022 07:00,0,0,0,N/A,n/e,n/e,175,213,175
18.10.2022 07:00 - 18.10.2022 08:00,89,89,89,N/A,n/e,n/e,191,228,191
18.10.2022 08:00 - 18.10.2022 09:00,1484,1484,1472,N/A,n/e,n/e,199,251,199
18.10.2022 09:00 - 18.10.2022 10:00,3926,3926,3943,N/A,n/e,n/e,177,227,177
18.10.2022 10:00 - 18.10.2022 11:00,6266,6266,6268,N/A,n/e,n/e,176,174,176
18.10.2022 11:00 - 18.10.2022 12:00,7644,7644,7686,N/A,n/e,n/e,181,178,181
18.10.2022 12:00 - 18.10.2022 13:00,8388,8388,8430,N/A,n/e,n/e,209,198,209
18.10.2022 13:00 - 18.10.2022 14:00,8377,8377,8424,N/A,n/e,n/e,243,225,243
18.10.2022 14:00 - 18.10.2022 15:00,7748,7748,7797,N/A,n/e,n/e,333,286,333
18.10.2022 15:00 - 18.10.2022 16:00,6451,6451,6468,N/A,n/e,n/e,439,376,439
18.10.2022 16:00 - 18.10.2022 17:00,4150,4150,4111,N/A,n/e,n/e,513,454,513
18.10.2022 17:00 - 18.10.2022 18:00,1614,1614,1565,N/A,n/e,n/e,552,520,552
18.10.2022 18:00 - 18.10.2022 19:00,67,67,64,N/A,n/e,n/e,514,576,514
18.10.2022 19:00 - 18.10.2022 20:00,0,0,0,N/A,n/e,n/e,421,561,421
18.10.2022 20:00 - 18.10.2022 21:00,0,0,0,N/A,n/e,n/e,361,538,361
18.10.2022 21:00 - 18.10.2022 22:00,0,0,0,N/A,n/e,n/e,364,504,364
18.10.2022 22:00 - 18.10.2022 23:00,0,0,0,N/A,n/e,n/e,364,453,364
18.10.2022 23:00 - 19.10.2022 00:00,0,0,0,N/A,n/e,n/e,367,426,367
19.10.2022 00:00 - 19.10.2022 01:00,0,0,0,N/A,n/e,n/e,359,359,359
19.10.2022 01:00 - 19.10.2022 02:00,0,0,0,N/A,n/e,n/e,396,396,396
19.10.2022 02:00 - 19.10.2022 03:00,0,0,0,N/A,n/e,n/e,421,421,421
19.10.2022 03:00 - 19.10.2022 04:00,0,0,0,N/A,n/e,n/e,521,521,521
19.10.2022 04:00 - 19.10.2022 05:00,0,0,0,N/A,n/e,n/e,646,652,646
19.10.2022 05:00 - 19.10.2022 06:00,0,0,0,N/A,n/e,n/e,765,777,765
19.10.2022 06:00 - 19.10.2022 07:00,0,0,0,N/A,n/e,n/e,816,887,816
19.10.2022 07:00 - 19.10.2022 08:00,84,84,84,N/A,n/e,n/e,866,964,866
19.10.2022 08:00 - 19.10.2022 09:00,1370,1370,1337,N/A,n/e,n/e,891,1000,891
19.10.2022 09:00 - 19.10.2022 10:00,3770,3770,3690,N/A,n/e,n/e,895,941,895
19.10.2022 10:00 - 19.10.2022 11:00,5918,5918,5871,N/A,n/e,n/e,557,889,557
19.10.2022 11:00 - 19.10.2022 12:00,7312,7312,7287,N/A,n/e,n/e,812,1127,812
19.10.2022 12:00 - 19.10.2022 13:00,7968,7968,7965,N/A,n/e,n/e,1020,1137,1020
19.10.2022 13:00 - 19.10.2022 14:00,8052,8052,8044,N/A,n/e,n/e,1326,1268,1326
19.10.2022 14:00 - 19.10.2022 15:00,7549,7549,7542,N/A,n/e,n/e,1499,1625,1499
19.10.2022 15:00 - 19.10.2022 16:00,6316,6316,6312,N/A,n/e,n/e,1691,1824,1691
19.10.2022 16:00 - 19.10.2022 17:00,4065,4065,4058,N/A,n/e,n/e,1850,1905,1850
19.10.2022 17:00 - 19.10.2022 18:00,1584,1584,1563,N/A,n/e,n/e,1870,1746,1870
19.10.2022 18:00 - 19.10.2022 19:00,61,61,58,N/A,n/e,n/e,1705,1564,1705
19.10.2022 19:00 - 19.10.2022 20:00,0,0,0,N/A,n/e,n/e,1636,1569,1636
19.10.2022 20:00 - 19.10.2022 21:00,0,0,0,N/A,n/e,n/e,1770,1671,1770
19.10.2022 21:00 - 19.10.2022 22:00,0,0,0,N/A,n/e,n/e,1959,1830,1959
19.10.2022 22:00 - 19.10.2022 23:00,0,0,0,N/A,n/e,n/e,1925,1892,1925
19.10.2022 23:00 - 20.10.2022 00:00,0,0,0,N/A,n/e,n/e,1851,1822,1851
20.10.2022 00:00 - 20.10.2022 01:00,0,0,0,N/A,n/e,n/e,1674,N/A,1674
20.10.2022 01:00 - 20.10.2022 02:00,0,0,0,N/A,n/e,n/e,1617,N/A,1617
20.10.2022 02:00 - 20.10.2022 03:00,0,0,0,N/A,n/e,n/e,1648,N/A,1648
20.10.2022 03:00 - 20.10.2022 04:00,0,0,0,N/A,n/e,n/e,1703,N/A,1703
20.10.2022 04:00 - 20.10.2022 05:00,0,0,0,N/A,n/e,n/e,1751,N/A,1751
20.10.2022 05:00 - 20.10.2022 06:00,0,0,0,N/A,n/e,n/e,1791,N/A,1791
20.10.2022 06:00 - 20.10.2022 07:00,0,0,0,N/A,n/e,n/e,1813,N/A,1813
20.10.2022 07:00 - 20.10.2022 08:00,80,80,80,N/A,n/e,n/e,1664,N/A,1664
20.10.2022 08:00 - 20.10.2022 09:00,1443,1443,1443,N/A,n/e,n/e,1303,N/A,1303
20.10.2022 09:00 - 20.10.2022 10:00,3840,3840,3840,N/A,n/e,n/e,1076,N/A,1076
20.10.2022 10:00 - 20.10.2022 11:00,5966,5966,5966,N/A,n/e,n/e,938,N/A,938
20.10.2022 11:00 - 20.10.2022 12:00,7145,7145,7145,N/A,n/e,n/e,783,N/A,783
20.10.2022 12:00 - 20.10.2022 13:00,7768,7768,7768,N/A,n/e,n/e,695,N/A,695
20.10.2022 13:00 - 20.10.2022 14:00,7712,7712,7712,N/A,n/e,n/e,658,N/A,658
20.10.2022 14:00 - 20.10.2022 15:00,7051,7051,7051,N/A,n/e,n/e,628,N/A,628
20.10.2022 15:00 - 20.10.2022 16:00,5973,5973,5973,N/A,n/e,n/e,615,N/A,615
20.10.2022 16:00 - 20.10.2022 17:00,3804,3804,3804,N/A,n/e,n/e,584,N/A,584
20.10.2022 17:00 - 20.10.2022 18:00,1475,1475,1475,N/A,n/e,n/e,548,N/A,548
20.10.2022 18:00 - 20.10.2022 19:00,49,49,49,N/A,n/e,n/e,555,N/A,555
20.10.2022 19:00 - 20.10.2022 20:00,0,0,0,N/A,n/e,n/e,435,N/A,435
20.10.2022 20:00 - 20.10.2022 21:00,0,0,0,N/A,n/e,n/e,294,N/A,294
20.10.2022 21:00 - 20.10.2022 22:00,0,0,0,N/A,n/e,n/e,218,N/A,218
20.10.2022 22:00 - 20.10.2022 23:00,0,0,0,N/A,n/e,n/e,191,N/A,191
20.10.2022 23:00 - 21.10.2022 00:00,0,0,0,N/A,n/e,n/e,186,N/A,186
21.10.2022 00:00 - 21.10.2022 01:00,0,0,0,N/A,n/e,n/e,180,N/A,180
21.10.2022 01:00 - 21.10.2022 02:00,0,0,0,N/A,n/e,n/e,186,N/A,186
21.10.2022 02:00 - 21.10.2022 03:00,0,0,0,N/A,n/e,n/e,219,N/A,219
21.10.2022 03:00 - 21.10.2022 04:00,0,0,0,N/A,n/e,n/e,220,N/A,220
21.10.2022 04:00 - 21.10.2022 05:00,0,0,0,N/A,n/e,n/e,252,N/A,252
21.10.2022 05:00 - 21.10.2022 06:00,0,0,0,N/A,n/e,n/e,309,N/A,309
21.10.2022 06:00 - 21.10.2022 07:00,0,0,0,N/A,n/e,n/e,372,N/A,372
21.10.2022 07:00 - 21.10.2022 08:00,77,77,77,N/A,n/e,n/e,441,N/A,441
21.10.2022 08:00 - 21.10.2022 09:00,1184,1184,1184,N/A,n/e,n/e,550,N/A,550
21.10.2022 09:00 - 21.10.2022 10:00,2746,2746,2746,N/A,n/e,n/e,623,N/A,623
21.10.2022 10:00 - 21.10.2022 11:00,4180,4180,4180,N/A,n/e,n/e,583,N/A,583
21.10.2022 11:00 - 21.10.2022 12:00,5252,5252,5252,N/A,n/e,n/e,617,N/A,617
21.10.2022 12:00 - 21.10.2022 13:00,5756,5756,5756,N/A,n/e,n/e,753,N/A,753
21.10.2022 13:00 - 21.10.2022 14:00,5612,5612,5612,N/A,n/e,n/e,962,N/A,962
21.10.2022 14:00 - 21.10.2022 15:00,4857,4857,4857,N/A,n/e,n/e,1146,N/A,1146
21.10.2022 15:00 - 21.10.2022 16:00,3653,3653,3653,N/A,n/e,n/e,1253,N/A,1253
21.10.2022 16:00 - 21.10.2022 17:00,2266,2266,2266,N/A,n/e,n/e,1307,N/A,1307
21.10.2022 17:00 - 21.10.2022 18:00,976,976,976,N/A,n/e,n/e,1278,N/A,1278
21.10.2022 18:00 - 21.10.2022 19:00,37,37,37,N/A,n/e,n/e,1264,N/A,1264
21.10.2022 19:00 - 21.10.2022 20:00,0,0,0,N/A,n/e,n/e,1223,N/A,1223
21.10.2022 20:00 - 21.10.2022 21:00,0,0,0,N/A,n/e,n/e,1270,N/A,1270
21.10.2022 21:00 - 21.10.2022 22:00,0,0,0,N/A,n/e,n/e,1334,N/A,1334
21.10.2022 22:00 - 21.10.2022 23:00,0,0,0,N/A,n/e,n/e,1419,N/A,1419
21.10.2022 23:00 - 22.10.2022 00:00,0,0,0,N/A,n/e,n/e,1489,N/A,1489
22.10.2022 00:00 - 22.10.2022 01:00,0,0,0,N/A,n/e,n/e,1723,1723,1723
22.10.2022 01:00 - 22.10.2022 02:00,0,0,0,N/A,n/e,n/e,2104,2104,2104
22.10.2022 02:00 - 22.10.2022 03:00,0,0,0,N/A,n/e,n/e,2222,2222,2222
22.10.2022 03:00 - 22.10.2022 04:00,0,0,0,N/A,n/e,n/e,940,940,940
22.10.2022 04:00 - 22.10.2022 05:00,0,0,0,N/A,n/e,n/e,975,2466,975
22.10.2022 05:00 - 22.10.2022 06:00,0,0,0,N/A,n/e,n/e,895,2518,895
22.10.2022 06:00 - 22.10.2022 07:00,0,0,0,N/A,n/e,n/e,895,2504,895
22.10.2022 07:00 - 22.10.2022 08:00,66,66,66,N/A,n/e,n/e,915,2504,915
22.10.2022 08:00 - 22.10.2022 09:00,1018,1018,1092,N/A,n/e,n/e,1025,2542,1025
22.10.2022 09:00 - 22.10.2022 10:00,2410,2410,2532,N/A,n/e,n/e,892,2456,892
22.10.2022 10:00 - 22.10.2022 11:00,3788,3788,3863,N/A,n/e,n/e,982,2316,982
22.10.2022 11:00 - 22.10.2022 12:00,4959,4959,4940,N/A,n/e,n/e,1098,2533,1098
22.10.2022 12:00 - 22.10.2022 13:00,5699,5699,5592,N/A,n/e,n/e,1780,2990,1780
22.10.2022 13:00 - 22.10.2022 14:00,5830,5830,5688,N/A,n/e,n/e,2180,3350,2180
22.10.2022 14:00 - 22.10.2022 15:00,5273,5273,5150,N/A,n/e,n/e,2655,3555,2655
22.10.2022 15:00 - 22.10.2022 16:00,4104,4104,4032,N/A,n/e,n/e,2749,3627,2749
22.10.2022 16:00 - 22.10.2022 17:00,2596,2596,2570,N/A,n/e,n/e,2720,3531,2720
22.10.2022 17:00 - 22.10.2022 18:00,1102,1102,1101,N/A,n/e,n/e,2424,3206,2424
22.10.2022 18:00 - 22.10.2022 19:00,25,25,31,N/A,n/e,n/e,1974,3161,1974
22.10.2022 19:00 - 22.10.2022 20:00,0,0,0,N/A,n/e,n/e,1650,3023,1650
22.10.2022 20:00 - 22.10.2022 21:00,0,0,0,N/A,n/e,n/e,1416,2869,1416
22.10.2022 21:00 - 22.10.2022 22:00,0,0,0,N/A,n/e,n/e,1351,2701,1351
22.10.2022 22:00 - 22.10.2022 23:00,0,0,0,N/A,n/e,n/e,1243,2524,1243
22.10.2022 23:00 - 23.10.2022 00:00,0,0,0,N/A,n/e,n/e,1098,2313,1098
23.10.2022 00:00 - 23.10.2022 01:00,0,0,0,N/A,n/e,n/e,2150,2150,2150
23.10.2022 01:00 - 23.10.2022 02:00,0,0,0,N/A,n/e,n/e,1809,1809,1809
23.10.2022 02:00 - 23.10.2022 03:00,0,0,0,N/A,n/e,n/e,1795,1795,1795
23.10.2022 03:00 - 23.10.2022 04:00,0,0,0,N/A,n/e,n/e,1508,1508,1508
23.10.2022 04:00 - 23.10.2022 05:00,0,0,0,N/A,n/e,n/e,1295,1273,1295
23.10.2022 05:00 - 23.10.2022 06:00,0,0,0,N/A,n/e,n/e,1089,1082,1089
23.10.2022 06:00 - 23.10.2022 07:00,0,0,0,N/A,n/e,n/e,954,968,954
23.10.2022 07:00 - 23.10.2022 08:00,58,58,58,N/A,n/e,n/e,895,896,895
23.10.2022 08:00 - 23.10.2022 09:00,1119,1119,1136,N/A,n/e,n/e,907,886,907
23.10.2022 09:00 - 23.10.2022 10:00,2680,2680,2754,N/A,n/e,n/e,799,919,799
23.10.2022 10:00 - 23.10.2022 11:00,4182,4182,4338,N/A,n/e,n/e,706,792,706
23.10.2022 11:00 - 23.10.2022 12:00,5444,5444,5679,N/A,n/e,n/e,668,708,668
23.10.2022 12:00 - 23.10.2022 13:00,6238,6238,6515,N/A,n/e,n/e,744,657,744
23.10.2022 13:00 - 23.10.2022 14:00,6378,6378,6651,N/A,n/e,n/e,876,808,876
23.10.2022 14:00 - 23.10.2022 15:00,5771,5771,5992,N/A,n/e,n/e,958,1018,958
23.10.2022 15:00 - 23.10.2022 16:00,4492,4492,4633,N/A,n/e,n/e,951,1098,951
23.10.2022 16:00 - 23.10.2022 17:00,2830,2830,2896,N/A,n/e,n/e,916,1016,916
23.10.2022 17:00 - 23.10.2022 18:00,1179,1179,1199,N/A,n/e,n/e,886,1004,886
23.10.2022 18:00 - 23.10.2022 19:00,27,27,30,N/A,n/e,n/e,837,1106,837
23.10.2022 19:00 - 23.10.2022 20:00,0,0,0,N/A,n/e,n/e,786,1184,786
23.10.2022 20:00 - 23.10.2022 21:00,0,0,0,N/A,n/e,n/e,778,1167,778
23.10.2022 21:00 - 23.10.2022 22:00,0,0,0,N/A,n/e,n/e,802,1137,802
23.10.2022 22:00 - 23.10.2022 23:00,0,0,0,N/A,n/e,n/e,814,1070,814
23.10.2022 23:00 - 24.10.2022 00:00,0,0,0,N/A,n/e,n/e,840,1057,840
24.10.2022 00:00 - 24.10.2022 01:00,0,0,0,N/A,n/e,n/e,1131,1131,1131
24.10.2022 01:00 - 24.10.2022 02:00,0,0,0,N/A,n/e,n/e,1167,1167,1167
24.10.2022 02:00 - 24.10.2022 03:00,0,0,0,N/A,n/e,n/e,1170,1170,1170
24.10.2022 03:00 - 24.10.2022 04:00,0,0,0,N/A,n/e,n/e,1372,1372,1372
24.10.2022 04:00 - 24.10.2022 05:00,0,0,0,N/A,n/e,n/e,1419,1490,1419
24.10.2022 05:00 - 24.10.2022 06:00,0,0,0,N/A,n/e,n/e,1452,1531,1452
24.10.2022 06:00 - 24.10.2022 07:00,0,0,0,N/A,n/e,n/e,1492,1567,1492
24.10.2022 07:00 - 24.10.2022 08:00,67,67,67,N/A,n/e,n/e,1557,1632,1557
24.10.2022 08:00 - 24.10.2022 09:00,1090,1090,1134,N/A,n/e,n/e,1624,1736,1624
24.10.2022 09:00 - 24.10.2022 10:00,2552,2552,2727,N/A,n/e,n/e,1727,1785,1727
24.10.2022 10:00 - 24.10.2022 11:00,3998,3998,4251,N/A,n/e,n/e,1617,1709,1617
24.10.2022 11:00 - 24.10.2022 12:00,5261,5261,5505,N/A,n/e,n/e,1582,1629,1582
24.10.2022 12:00 - 24.10.2022 13:00,6101,6101,6261,N/A,n/e,n/e,1906,1911,1906
24.10.2022 13:00 - 24.10.2022 14:00,6288,6288,6348,N/A,n/e,n/e,2523,2596,2523
24.10.2022 14:00 - 24.10.2022 15:00,5700,5700,5699,N/A,n/e,n/e,2942,2957,2942
