MTU (CET/CEST),Generation - Solar  [MW] Day Ahead/ France (FR),Generation - Solar  [MW] Day Ahead/ France (FR),Generation - Solar  [MW] Current / France (FR),Generation - Wind Offshore  [MW] Day Ahead/ France (FR),Generation - Wind Offshore  [MW] Intraday / France (FR),Generation - Wind Offshore  [MW] Current / France (FR),Generation - Wind Onshore  [MW] Day Ahead/ France (FR),Generation - Wind Onshore  [MW] Day Ahead/ France (FR),Generation - Wind Onshore  [MW] Current / France (FR)
05.08.2022 13:00 - 05.08.2022 14:00,8981,8981,8539,n/e,n/e,n/e,3332,3332,3439
05.08.2022 14:00 - 05.08.2022 15:00,9242,9242,8497,n/e,n/e,n/e,3677,3677,3864
05.08.2022 15:00 - 05.08.2022 16:00,8722,8722,8183,n/e,n/e,n/e,3970,3970,4165
05.08.2022 16:00 - 05.08.2022 17:00,7781,7781,7468,n/e,n/e,n/e,4263,4263,4468
05.08.2022 17:00 - 05.08.2022 18:00,6545,6545,6197,n/e,n/e,n/e,4556,4556,4772
05.08.2022 18:00 - 05.08.2022 19:00,4734,4734,4582,n/e,n/e,n/e,4764,4764,4979
05.08.2022 19:00 - 05.08.2022 20:00,2615,2615,2588,n/e,n/e,n/e,4972,4972,5189
05.08.2022 20:00 - 05.08.2022 21:00,892,892,880,n/e,n/e,n/e,5179,5179,5399
05.08.2022 21:00 - 05.08.2022 22:00,31,31,31,n/e,n/e,n/e,4939,4939,5124
05.08.2022 22:00 - 05.08.2022 23:00,0,0,0,n/e,n/e,n/e,4698,4698,4849
05.08.2022 23:00 - 06.08.2022 00:00,0,0,0,n/e,n/e,n/e,4458,4458,4574
06.08.2022 00:00 - 06.08.2022 01:00,0,0,0,n/e,n/e,n/e,4585,4585,4612
06.08.2022 01:00 - 06.08.2022 02:00,0,0,0,n/e,n/e,n/e,4414,4414,4450
06.08.2022 02:00 - 06.08.2022 03:00,0,0,0,n/e,n/e,n/e,4247,4247,4297
06.08.2022 03:00 - 06.08.2022 04:00,0,0,0,n/e,n/e,n/e,4322,4322,4344
06.08.2022 04:00 - 06.08.2022 05:00,0,0,0,n/e,n/e,n/e,4399,4399,4398
06.08.2022 05:00 - 06.08.2022 06:00,0,0,0,n/e,n/e,n/e,4475,4475,4457
06.08.2022 06:00 - 06.08.2022 07:00,0,0,0,n/e,n/e,n/e,4358,4358,4360
06.08.2022 07:00 - 06.08.2022 08:00,179,179,181,n/e,n/e,n/e,4242,4242,4625
06.08.2022 08:00 - 06.08.2022 09:00,1516,1516,1525,n/e,n/e,n/e,4126,4126,4355
06.08.2022 09:00 - 06.08.2022 10:00,3903,3903,3915,n/e,n/e,n/e,4063,4063,4161
06.08.2022 10:00 - 06.08.2022 11:00,6455,6455,6578,n/e,n/e,n/e,4001,4001,4362
06.08.2022 11:00 - 06.08.2022 12:00,8484,8484,8318,n/e,n/e,n/e,3940,3940,4103
06.08.2022 12:00 - 06.08.2022 13:00,9647,9647,9559,n/e,n/e,n/e,4086,4086,4260
06.08.2022 13:00 - 06.08.2022 14:00,10209,10209,10062,n/e,n/e,n/e,4232,4232,4439
06.08.2022 14:00 - 06.08.2022 15:00,10247,10247,10133,n/e,n/e,n/e,4379,4379,4631
06.08.2022 15:00 - 06.08.2022 16:00,9920,9920,9757,n/e,n/e,n/e,4596,4596,4800
06.08.2022 16:00 - 06.08.2022 17:00,9011,9011,8779,n/e,n/e,n/e,4812,4812,4977
06.08.2022 17:00 - 06.08.2022 18:00,7462,7462,7377,n/e,n/e,n/e,5028,5028,5159
06.08.2022 18:00 - 06.08.2022 19:00,5308,5308,5269,n/e,n/e,n/e,5340,5340,5316
06.08.2022 19:00 - 06.08.2022 20:00,2843,2843,2856,n/e,n/e,n/e,5651,5651,5478
06.08.2022 20:00 - 06.08.2022 21:00,916,916,925,n/e,n/e,n/e,5963,5963,5643
06.08.2022 21:00 - 06.08.2022 22:00,25,25,25,n/e,n/e,n/e,6020,6020,5858
06.08.2022 22:00 - 06.08.2022 23:00,0,0,0,n/e,n/e,n/e,6077,6077,6073
06.08.2022 23:00 - 07.08.2022 00:00,0,0,0,n/e,n/e,n/e,6134,6134,6289
07.08.2022 00:00 - 07.08.2022 01:00,0,0,0,n/e,n/e,n/e,5673,5673,5821
07.08.2022 01:00 - 07.08.2022 02:00,0,0,0,n/e,n/e,n/e,5592,5592,5708
07.08.2022 02:00 - 07.08.2022 03:00,0,0,0,n/e,n/e,n/e,5513,5513,5598
07.08.2022 03:00 - 07.08.2022 04:00,0,0,0,n/e,n/e,n/e,5190,5190,5228
07.08.2022 04:00 - 07.08.2022 05:00,0,0,0,n/e,n/e,n/e,4868,4868,4860
07.08.2022 05:00 - 07.08.2022 06:00,0,0,0,n/e,n/e,n/e,4545,4545,4497
07.08.2022 06:00 - 07.08.2022 07:00,0,0,0,n/e,n/e,n/e,4285,4285,4235
07.08.2022 07:00 - 07.08.2022 08:00,172,172,174,n/e,n/e,n/e,4025,4025,4625
07.08.2022 08:00 - 07.08.2022 09:00,1544,1544,1571,n/e,n/e,n/e,3766,3766,4165
07.08.2022 09:00 - 07.08.2022 10:00,3974,3974,3996,n/e,n/e,n/e,3570,3570,3906
07.08.2022 10:00 - 07.08.2022 11:00,6574,6574,6809,n/e,n/e,n/e,3375,3375,4032
07.08.2022 11:00 - 07.08.2022 12:00,8559,8559,8688,n/e,n/e,n/e,3180,3180,3723
07.08.2022 12:00 - 07.08.2022 13:00,9788,9788,9896,n/e,n/e,n/e,3451,3451,3781
07.08.2022 13:00 - 07.08.2022 14:00,10365,10365,10480,n/e,n/e,n/e,3722,3722,3868
07.08.2022 14:00 - 07.08.2022 15:00,10487,10487,10528,n/e,n/e,n/e,3993,3993,3975
07.08.2022 15:00 - 07.08.2022 16:00,10103,10103,10115,n/e,n/e,n/e,4237,4237,4166
07.08.2022 16:00 - 07.08.2022 17:00,9215,9215,9138,n/e,n/e,n/e,4480,4480,4369
07.08.2022 17:00 - 07.08.2022 18:00,7677,7677,7622,n/e,n/e,n/e,4723,4723,4577
07.08.2022 18:00 - 07.08.2022 19:00,5522,5522,5457,n/e,n/e,n/e,4966,4966,4904
07.08.2022 19:00 - 07.08.2022 20:00,2972,2972,2910,n/e,n/e,n/e,5209,5209,5239
07.08.2022 20:00 - 07.08.2022 21:00,945,945,921,n/e,n/e,n/e,5452,5452,5575
07.08.2022 21:00 - 07.08.2022 22:00,20,20,19,n/e,n/e,n/e,5540,5540,5653
07.08.2022 22:00 - 07.08.2022 23:00,0,0,0,n/e,n/e,n/e,5628,5628,5732
07.08.2022 23:00 - 08.08.2022 00:00,0,0,0,n/e,n/e,n/e,5715,5715,5812
08.08.2022 00:00 - 08.08.2022 01:00,0,0,0,n/e,n/e,n/e,5358,5358,5391
08.08.2022 01:00 - 08.08.2022 02:00,0,0,0,n/e,n/e,n/e,5224,5224,5206
08.08.2022 02:00 - 08.08.2022 03:00,0,0,0,n/e,n/e,n/e,5093,5093,5024
08.08.2022 03:00 - 08.08.2022 04:00,0,0,0,n/e,n/e,n/e,4754,4754,4809
08.08.2022 04:00 - 08.08.2022 05:00,0,0,0,n/e,n/e,n/e,4415,4415,4597
08.08.2022 05:00 - 08.08.2022 06:00,0,0,0,n/e,n/e,n/e,4076,4076,4388
08.08.2022 06:00 - 08.08.2022 07:00,0,0,0,n/e,n/e,n/e,3927,3927,4190
08.08.2022 07:00 - 08.08.2022 08:00,158,158,157,n/e,n/e,n/e,3779,3779,4493
08.08.2022 08:00 - 08.08.2022 09:00,1511,1511,1519,n/e,n/e,n/e,3632,3632,4172
08.08.2022 09:00 - 08.08.2022 10:00,3944,3944,3927,n/e,n/e,n/e,3389,3389,3812
08.08.2022 10:00 - 08.08.2022 11:00,6551,6551,6744,n/e,n/e,n/e,3146,3146,3812
08.08.2022 11:00 - 08.08.2022 12:00,8578,8578,8573,n/e,n/e,n/e,2905,2905,3462
08.08.2022 12:00 - 08.08.2022 13:00,9838,9838,9798,n/e,n/e,n/e,3272,3272,3600
08.08.2022 13:00 - 08.08.2022 14:00,10412,10412,10351,n/e,n/e,n/e,3640,3640,3763
08.08.2022 14:00 - 08.08.2022 15:00,10507,10507,10398,n/e,n/e,n/e,4008,4008,3941
08.08.2022 15:00 - 08.08.2022 16:00,10095,10095,9973,n/e,n/e,n/e,4119,4119,4054
08.08.2022 16:00 - 08.08.2022 17:00,9220,9220,9084,n/e,n/e,n/e,4230,4230,4178
08.08.2022 17:00 - 08.08.2022 18:00,7688,7688,7589,n/e,n/e,n/e,4341,4341,4307
08.08.2022 18:00 - 08.08.2022 19:00,5475,5475,5401,n/e,n/e,n/e,4515,4515,4651
08.08.2022 19:00 - 08.08.2022 20:00,2910,2910,2877,n/e,n/e,n/e,4689,4689,4999
08.08.2022 20:00 - 08.08.2022 21:00,906,906,888,n/e,n/e,n/e,4864,4864,5350
08.08.2022 21:00 - 08.08.2022 22:00,14,14,13,n/e,n/e,n/e,5281,5281,5738
08.08.2022 22:00 - 08.08.2022 23:00,0,0,0,n/e,n/e,n/e,5697,5697,6126
08.08.2022 23:00 - 09.08.2022 00:00,0,0,0,n/e,n/e,n/e,6113,6113,6516
09.08.2022 00:00 - 09.08.2022 01:00,0,0,0,n/e,n/e,n/e,6004,6004,5950
09.08.2022 01:00 - 09.08.2022 02:00,0,0,0,n/e,n/e,n/e,5791,5791,5757
09.08.2022 02:00 - 09.08.2022 03:00,0,0,0,n/e,n/e,n/e,5579,5579,5569
09.08.2022 03:00 - 09.08.2022 04:00,0,0,0,n/e,n/e,n/e,5282,5282,5249
09.08.2022 04:00 - 09.08.2022 05:00,0,0,0,n/e,n/e,n/e,4985,4985,4932
09.08.2022 05:00 - 09.08.2022 06:00,0,0,0,n/e,n/e,n/e,4688,4688,4618
09.08.2022 06:00 - 09.08.2022 07:00,0,0,0,n/e,n/e,n/e,4414,4414,4351
09.08.2022 07:00 - 09.08.2022 08:00,142,142,143,n/e,n/e,n/e,4140,4140,4683
09.08.2022 08:00 - 09.08.2022 09:00,1474,1474,1469,n/e,n/e,n/e,3868,3868,4306
09.08.2022 09:00 - 09.08.2022 10:00,3870,3870,3875,n/e,n/e,n/e,3677,3677,4026
09.08.2022 10:00 - 09.08.2022 11:00,6469,6469,6431,n/e,n/e,n/e,3486,3486,4062
09.08.2022 11:00 - 09.08.2022 12:00,8479,8479,8349,n/e,n/e,n/e,3296,3296,3767
09.08.2022 12:00 - 09.08.2022 13:00,9795,9795,9618,n/e,n/e,n/e,3578,3578,3881
09.08.2022 13:00 - 09.08.2022 14:00,10385,10385,10191,n/e,n/e,n/e,3861,3861,4025
09.08.2022 14:00 - 09.08.2022 15:00,10451,10451,10329,n/e,n/e,n/e,4145,4145,4183
09.08.2022 15:00 - 09.08.2022 16:00,10026,10026,9959,n/e,n/e,n/e,4093,4093,4247
09.08.2022 16:00 - 09.08.2022 17:00,9084,9084,9023,n/e,n/e,n/e,4040,4040,4322
09.08.2022 17:00 - 09.08.2022 18:00,7544,7544,7515,n/e,n/e,n/e,3986,3986,4403
09.08.2022 18:00 - 09.08.2022 19:00,5391,5391,5309,n/e,n/e,n/e,4317,4317,4793
09.08.2022 19:00 - 09.08.2022 20:00,2850,2850,2797,n/e,n/e,n/e,4649,4649,5188
09.08.2022 20:00 - 09.08.2022 21:00,875,875,851,n/e,n/e,n/e,4980,4980,5586
09.08.2022 21:00 - 09.08.2022 22:00,11,11,11,n/e,n/e,n/e,5278,5278,5872
09.08.2022 22:00 - 09.08.2022 23:00,0,0,0,n/e,n/e,n/e,5575,5575,6159
09.08.2022 23:00 - 10.08.2022 00:00,0,0,0,n/e,n/e,n/e,5873,5873,6448
10.08.2022 00:00 - 10.08.2022 01:00,0,0,0,n/e,n/e,n/e,5669,5669,5802
10.08.2022 01:00 - 10.08.2022 02:00,0,0,0,n/e,n/e,n/e,5575,5575,5617
10.08.2022 02:00 - 10.08.2022 03:00,0,0,0,n/e,n/e,n/e,5481,5481,5432
10.08.2022 03:00 - 10.08.2022 04:00,0,0,0,n/e,n/e,n/e,5218,5218,5149
10.08.2022 04:00 - 10.08.2022 05:00,0,0,0,n/e,n/e,n/e,4954,4954,4866
10.08.2022 05:00 - 10.08.2022 06:00,0,0,0,n/e,n/e,n/e,4693,4693,4584
10.08.2022 06:00 - 10.08.2022 07:00,0,0,0,n/e,n/e,n/e,4437,4437,4318
10.08.2022 07:00 - 10.08.2022 08:00,125,125,124,n/e,n/e,n/e,4183,4183,4482
10.08.2022 08:00 - 10.08.2022 09:00,1429,1429,1418,n/e,n/e,n/e,3929,3929,4109
10.08.2022 09:00 - 10.08.2022 10:00,3835,3835,3793,n/e,n/e,n/e,3531,3531,3580
10.08.2022 10:00 - 10.08.2022 11:00,6416,6416,6609,n/e,n/e,n/e,3134,3134,3201
10.08.2022 11:00 - 10.08.2022 12:00,8368,8368,8426,n/e,n/e,n/e,2737,2737,2714
10.08.2022 12:00 - 10.08.2022 13:00,9591,9591,9646,n/e,n/e,n/e,3211,3211,3115
10.08.2022 13:00 - 10.08.2022 14:00,10204,10204,10194,n/e,n/e,n/e,3685,3685,3532
10.08.2022 14:00 - 10.08.2022 15:00,10215,10215,10223,n/e,n/e,n/e,4160,4160,3957
10.08.2022 15:00 - 10.08.2022 16:00,9836,9836,9786,n/e,n/e,n/e,4112,4112,3836
10.08.2022 16:00 - 10.08.2022 17:00,8905,8905,8877,n/e,n/e,n/e,4063,4063,3722
10.08.2022 17:00 - 10.08.2022 18:00,7342,7342,7361,n/e,n/e,n/e,4014,4014,3611
10.08.2022 18:00 - 10.08.2022 19:00,5165,5165,5220,n/e,n/e,n/e,4359,4359,3875
10.08.2022 19:00 - 10.08.2022 20:00,2687,2687,2724,n/e,n/e,n/e,4704,4704,4143
10.08.2022 20:00 - 10.08.2022 21:00,804,804,818,n/e,n/e,n/e,5049,5049,4413
10.08.2022 21:00 - 10.08.2022 22:00,8,8,8,n/e,n/e,n/e,5203,5203,4748
10.08.2022 22:00 - 10.08.2022 23:00,0,0,0,n/e,n/e,n/e,5355,5355,5082
10.08.2022 23:00 - 11.08.2022 00:00,0,0,0,n/e,n/e,n/e,5509,5509,5417
11.08.2022 00:00 - 11.08.2022 01:00,0,0,0,n/e,n/e,n/e,5168,5168,5071
11.08.2022 01:00 - 11.08.2022 02:00,0,0,0,n/e,n/e,n/e,5085,5085,4996
11.08.2022 02:00 - 11.08.2022 03:00,0,0,0,n/e,n/e,n/e,5002,5002,4919
11.08.2022 03:00 - 11.08.2022 04:00,0,0,0,n/e,n/e,n/e,4868,4868,4746
11.08.2022 04:00 - 11.08.2022 05:00,0,0,0,n/e,n/e,n/e,4735,4735,4571
11.08.2022 05:00 - 11.08.2022 06:00,0,0,0,n/e,n/e,n/e,4601,4601,4395
11.08.2022 06:00 - 11.08.2022 07:00,0,0,0,n/e,n/e,n/e,4403,4403,4163
11.08.2022 07:00 - 11.08.2022 08:00,110,110,110,n/e,n/e,n/e,4205,4205,3800
11.08.2022 08:00 - 11.08.2022 09:00,1372,1372,1360,n/e,n/e,n/e,4007,4007,3638
11.08.2022 09:00 - 11.08.2022 10:00,3725,3725,3697,n/e,n/e,n/e,3570,3570,3170
11.08.2022 10:00 - 11.08.2022 11:00,6303,6303,6437,n/e,n/e,n/e,3133,3133,2882
11.08.2022 11:00 - 11.08.2022 12:00,8293,8293,8278,n/e,n/e,n/e,2697,2697,2386
11.08.2022 12:00 - 11.08.2022 13:00,9590,9590,9498,n/e,n/e,n/e,3002,3002,2717
11.08.2022 13:00 - 11.08.2022 14:00,10161,10161,10013,n/e,n/e,n/e,3307,3307,3062
11.08.2022 14:00 - 11.08.2022 15:00,10275,10275,10006,n/e,n/e,n/e,3613,3613,3411
11.08.2022 15:00 - 11.08.2022 16:00,9867,9867,9581,n/e,n/e,n/e,3624,3624,3268
11.08.2022 16:00 - 11.08.2022 17:00,8880,8880,8685,n/e,n/e,n/e,3635,3635,3126
11.08.2022 17:00 - 11.08.2022 18:00,7360,7360,7201,n/e,n/e,n/e,3645,3645,2986
11.08.2022 18:00 - 11.08.2022 19:00,5257,5257,5151,n/e,n/e,n/e,3807,3807,3171
11.08.2022 19:00 - 11.08.2022 20:00,2749,2749,2687,n/e,n/e,n/e,3969,3969,3357
11.08.2022 20:00 - 11.08.2022 21:00,805,805,785,n/e,n/e,n/e,4131,4131,3544
11.08.2022 21:00 - 11.08.2022 22:00,6,6,6,n/e,n/e,n/e,4429,4429,3935
11.08.2022 22:00 - 11.08.2022 23:00,0,0,0,n/e,n/e,n/e,4727,4727,4326
11.08.2022 23:00 - 12.08.2022 00:00,0,0,0,n/e,n/e,n/e,5026,5026,4718
12.08.2022 00:00 - 12.08.2022 01:00,0,0,0,n/e,n/e,n/e,4712,4712,4442
12.08.2022 01:00 - 12.08.2022 02:00,0,0,0,n/e,n/e,n/e,4707,4707,4456
12.08.2022 02:00 - 12.08.2022 03:00,0,0,0,n/e,n/e,n/e,4704,4704,4471
12.08.2022 03:00 - 12.08.2022 04:00,0,0,0,n/e,n/e,n/e,4472,4472,4337
12.08.2022 04:00 - 12.08.2022 05:00,0,0,0,n/e,n/e,n/e,4241,4241,4204
12.08.2022 05:00 - 12.08.2022 06:00,0,0,0,n/e,n/e,n/e,4010,4010,4072
12.08.2022 06:00 - 12.08.2022 07:00,0,0,0,n/e,n/e,n/e,3998,3998,3915
12.08.2022 07:00 - 12.08.2022 08:00,97,97,99,n/e,n/e,n/e,3988,3988,3425
12.08.2022 08:00 - 12.08.2022 09:00,1332,1332,1335,n/e,n/e,n/e,3979,3979,3355
12.08.2022 09:00 - 12.08.2022 10:00,3654,3654,3683,n/e,n/e,n/e,3396,3396,2831
12.08.2022 10:00 - 12.08.2022 11:00,6226,6226,6453,n/e,n/e,n/e,2814,2814,2109
12.08.2022 11:00 - 12.08.2022 12:00,8268,8268,8336,n/e,n/e,n/e,2234,2234,1510
12.08.2022 12:00 - 12.08.2022 13:00,9585,9585,9617,n/e,n/e,n/e,2375,2375,1703
12.08.2022 13:00 - 12.08.2022 14:00,10197,10197,10223,n/e,n/e,n/e,2516,2516,1922
12.08.2022 14:00 - 12.08.2022 15:00,10283,10283,10235,n/e,n/e,n/e,2658,2658,2143
12.08.2022 15:00 - 12.08.2022 16:00,9894,9894,9838,n/e,n/e,n/e,2640,2640,2176
12.08.2022 16:00 - 12.08.2022 17:00,8918,8918,8895,n/e,n/e,n/e,2622,2622,2209
12.08.2022 17:00 - 12.08.2022 18:00,7326,7326,7306,n/e,n/e,n/e,2604,2604,2243
12.08.2022 18:00 - 12.08.2022 19:00,5193,5193,5150,n/e,n/e,n/e,2867,2867,2365
12.08.2022 19:00 - 12.08.2022 20:00,2713,2713,2679,n/e,n/e,n/e,3130,3130,2492
12.08.2022 20:00 - 12.08.2022 21:00,778,778,770,n/e,n/e,n/e,3393,3393,2618
12.08.2022 21:00 - 12.08.2022 22:00,5,5,5,n/e,n/e,n/e,3635,3635,3120
12.08.2022 22:00 - 12.08.2022 23:00,0,0,0,n/e,n/e,n/e,3876,3876,3624
12.08.2022 23:00 - 13.08.2022 00:00,0,0,0,n/e,n/e,n/e,4118,4118,4126
13.08.2022 00:00 - 13.08.2022 01:00,0,0,0,n/e,n/e,n/e,3774,3774,3882
13.08.2022 01:00 - 13.08.2022 02:00,0,0,0,n/e,n/e,n/e,3838,3838,3819
13.08.2022 02:00 - 13.08.2022 03:00,0,0,0,n/e,n/e,n/e,3903,3903,3754
13.08.2022 03:00 - 13.08.2022 04:00,0,0,0,n/e,n/e,n/e,3859,3859,3774
13.08.2022 04:00 - 13.08.2022 05:00,0,0,0,n/e,n/e,n/e,3816,3816,3793
13.08.2022 05:00 - 13.08.2022 06:00,0,0,0,n/e,n/e,n/e,3772,3772,3811
13.08.2022 06:00 - 13.08.2022 07:00,0,0,0,n/e,n/e,n/e,3706,3706,3722
13.08.2022 07:00 - 13.08.2022 08:00,85,85,88,n/e,n/e,n/e,3640,3640,3437
13.08.2022 08:00 - 13.08.2022 09:00,1260,1260,1288,n/e,n/e,n/e,3574,3574,3399
13.08.2022 09:00 - 13.08.2022 10:00,3552,3552,3582,n/e,n/e,n/e,2971,2971,2822
13.08.2022 10:00 - 13.08.2022 11:00,6073,6073,6254,n/e,n/e,n/e,2368,2368,2285
13.08.2022 11:00 - 13.08.2022 12:00,8144,8144,8195,n/e,n/e,n/e,1766,1766,1627
13.08.2022 12:00 - 13.08.2022 13:00,9359,9359,9538,n/e,n/e,n/e,1811,1811,1645
13.08.2022 13:00 - 13.08.2022 14:00,9985,9985,10100,n/e,n/e,n/e,1857,1857,1665
13.08.2022 14:00 - 13.08.2022 15:00,10107,10107,10158,n/e,n/e,n/e,1903,1903,1687
13.08.2022 15:00 - 13.08.2022 16:00,9518,9518,9696,n/e,n/e,n/e,1853,1853,1735
13.08.2022 16:00 - 13.08.2022 17:00,8491,8491,8612,n/e,n/e,n/e,1804,1804,1785
13.08.2022 17:00 - 13.08.2022 18:00,6782,6782,6908,n/e,n/e,n/e,1755,1755,1836
13.08.2022 18:00 - 13.08.2022 19:00,4676,4676,4706,n/e,n/e,n/e,1827,1827,1868
13.08.2022 19:00 - 13.08.2022 20:00,2377,2377,2358,n/e,n/e,n/e,1898,1898,1901
13.08.2022 20:00 - 13.08.2022 21:00,646,646,638,n/e,n/e,n/e,1969,1969,1935
13.08.2022 21:00 - 13.08.2022 22:00,3,3,3,n/e,n/e,n/e,2390,2390,2481
13.08.2022 22:00 - 13.08.2022 23:00,0,0,0,n/e,n/e,n/e,2810,2810,3030
13.08.2022 23:00 - 14.08.2022 00:00,0,0,0,n/e,n/e,n/e,3229,3229,3579
14.08.2022 00:00 - 14.08.2022 01:00,0,0,0,n/e,n/e,n/e,3561,3561,3506
14.08.2022 01:00 - 14.08.2022 02:00,0,0,0,n/e,n/e,n/e,3849,3849,3681
14.08.2022 02:00 - 14.08.2022 03:00,0,0,0,n/e,n/e,n/e,4139,4139,3853
14.08.2022 03:00 - 14.08.2022 04:00,0,0,0,n/e,n/e,n/e,3931,3931,3700
14.08.2022 04:00 - 14.08.2022 05:00,0,0,0,n/e,n/e,n/e,3724,3724,3546
14.08.2022 05:00 - 14.08.2022 06:00,0,0,0,n/e,n/e,n/e,3518,3518,3392
14.08.2022 06:00 - 14.08.2022 07:00,0,0,0,n/e,n/e,n/e,3329,3329,3275
14.08.2022 07:00 - 14.08.2022 08:00,57,57,52,n/e,n/e,n/e,3140,3140,3151
14.08.2022 08:00 - 14.08.2022 09:00,834,834,788,n/e,n/e,n/e,2951,2951,2984
14.08.2022 09:00 - 14.08.2022 10:00,2304,2304,2133,n/e,n/e,n/e,2700,2700,2556
14.08.2022 10:00 - 14.08.2022 11:00,3874,3874,3774,n/e,n/e,n/e,2449,2449,2173
14.08.2022 11:00 - 14.08.2022 12:00,4966,4966,5166,n/e,n/e,n/e,2200,2200,1744
14.08.2022 12:00 - 14.08.2022 13:00,5821,5821,5911,n/e,n/e,n/e,2267,2267,1955
14.08.2022 13:00 - 14.08.2022 14:00,6477,6477,6615,n/e,n/e,n/e,2335,2335,2195
14.08.2022 14:00 - 14.08.2022 15:00,6631,6631,6715,n/e,n/e,n/e,2403,2403,2448
14.08.2022 15:00 - 14.08.2022 16:00,6739,6739,6638,n/e,n/e,n/e,3066,3066,2507
14.08.2022 16:00 - 14.08.2022 17:00,6108,6108,6261,n/e,n/e,n/e,3728,3728,2578
14.08.2022 17:00 - 14.08.2022 18:00,5080,5080,5317,n/e,n/e,n/e,4391,4391,2656
14.08.2022 18:00 - 14.08.2022 19:00,3764,3764,3842,n/e,n/e,n/e,4348,4348,2969
14.08.2022 19:00 - 14.08.2022 20:00,2020,2020,2096,n/e,n/e,n/e,4306,4306,3290
14.08.2022 20:00 - 14.08.2022 21:00,581,581,591,n/e,n/e,n/e,4264,4264,3613
14.08.2022 21:00 - 14.08.2022 22:00,2,2,2,n/e,n/e,n/e,3654,3654,3562
14.08.2022 22:00 - 14.08.2022 23:00,0,0,0,n/e,n/e,n/e,3044,3044,3512
14.08.2022 23:00 - 15.08.2022 00:00,0,0,0,n/e,n/e,n/e,2434,2434,3464
15.08.2022 00:00 - 15.08.2022 01:00,0,0,0,n/e,n/e,n/e,2732,2732,2928
15.08.2022 01:00 - 15.08.2022 02:00,0,0,0,n/e,n/e,n/e,2662,2662,2846
15.08.2022 02:00 - 15.08.2022 03:00,0,0,0,n/e,n/e,n/e,2597,2597,2775
15.08.2022 03:00 - 15.08.2022 04:00,0,0,0,n/e,n/e,n/e,2647,2647,2827
15.08.2022 04:00 - 15.08.2022 05:00,0,0,0,n/e,n/e,n/e,2697,2697,2887
15.08.2022 05:00 - 15.08.2022 06:00,0,0,0,n/e,n/e,n/e,2748,2748,2950
15.08.2022 06:00 - 15.08.2022 07:00,0,0,0,n/e,n/e,n/e,2757,2757,2929
15.08.2022 07:00 - 15.08.2022 08:00,46,46,51,n/e,n/e,n/e,2769,2769,2388
15.08.2022 08:00 - 15.08.2022 09:00,915,915,992,n/e,n/e,n/e,2780,2780,2309
15.08.2022 09:00 - 15.08.2022 10:00,2660,2660,2885,n/e,n/e,n/e,2882,2882,2308
15.08.2022 10:00 - 15.08.2022 11:00,4680,4680,5021,n/e,n/e,n/e,2984,2984,2540
15.08.2022 11:00 - 15.08.2022 12:00,6268,6268,6614,n/e,n/e,n/e,3086,3086,2626
15.08.2022 12:00 - 15.08.2022 13:00,7423,7423,7633,n/e,n/e,n/e,3354,3354,2804
15.08.2022 13:00 - 15.08.2022 14:00,8085,8085,8141,n/e,n/e,n/e,3621,3621,2984
15.08.2022 14:00 - 15.08.2022 15:00,8131,8131,8107,n/e,n/e,n/e,3889,3889,3167
15.08.2022 15:00 - 15.08.2022 16:00,7745,7745,7841,n/e,n/e,n/e,3932,3932,3144
15.08.2022 16:00 - 15.08.2022 17:00,6953,6953,7197,n/e,n/e,n/e,3973,3973,3121
15.08.2022 17:00 - 15.08.2022 18:00,5583,5583,6020,n/e,n/e,n/e,4013,4013,3099
15.08.2022 18:00 - 15.08.2022 19:00,4101,4101,4236,n/e,n/e,n/e,3552,3552,2732
15.08.2022 19:00 - 15.08.2022 20:00,2198,2198,2176,n/e,n/e,n/e,3093,3093,2367
15.08.2022 20:00 - 15.08.2022 21:00,589,589,583,n/e,n/e,n/e,2634,2634,2003
15.08.2022 21:00 - 15.08.2022 22:00,1,1,1,n/e,n/e,n/e,2498,2498,1883
15.08.2022 22:00 - 15.08.2022 23:00,0,0,0,n/e,n/e,n/e,2363,2363,1763
15.08.2022 23:00 - 16.08.2022 00:00,0,0,0,n/e,n/e,n/e,2228,2228,1644
16.08.2022 00:00 - 16.08.2022 01:00,0,0,0,n/e,n/e,n/e,1680,1680,1567
16.08.2022 01:00 - 16.08.2022 02:00,0,0,0,n/e,n/e,n/e,1690,1690,1489
16.08.2022 02:00 - 16.08.2022 03:00,0,0,0,n/e,n/e,n/e,1702,1702,1416
16.08.2022 03:00 - 16.08.2022 04:00,0,0,0,n/e,n/e,n/e,1597,1597,1368
16.08.2022 04:00 - 16.08.2022 05:00,0,0,0,n/e,n/e,n/e,1493,1493,1325
16.08.2022 05:00 - 16.08.2022 06:00,0,0,0,n/e,n/e,n/e,1391,1391,1285
16.08.2022 06:00 - 16.08.2022 07:00,0,0,0,n/e,n/e,n/e,1411,1411,1294
16.08.2022 07:00 - 16.08.2022 08:00,50,50,52,n/e,n/e,n/e,1434,1434,1078
16.08.2022 08:00 - 16.08.2022 09:00,1014,1014,1054,n/e,n/e,n/e,1458,1458,1159
16.08.2022 09:00 - 16.08.2022 10:00,2921,2921,3013,n/e,n/e,n/e,1387,1387,1131
16.08.2022 10:00 - 16.08.2022 11:00,4986,4986,5221,n/e,n/e,n/e,1316,1316,1025
