MTU (CET/CEST),Generation - Solar  [MW] Day Ahead/ France (FR),Generation - Solar  [MW] Day Ahead/ France (FR),Generation - Solar  [MW] Current / France (FR),Generation - Wind Offshore  [MW] Day Ahead/ France (FR),Generation - Wind Offshore  [MW] Intraday / France (FR),Generation - Wind Offshore  [MW] Current / France (FR),Generation - Wind Onshore  [MW] Day Ahead/ France (FR),Generation - Wind Onshore  [MW] Day Ahead/ France (FR),Generation - Wind Onshore  [MW] Current / France (FR)
02.05.2022 06:00 - 02.05.2022 07:00,0,0,0,n/e,n/e,n/e,2012,2012,2024
02.05.2022 07:00 - 02.05.2022 08:00,102,102,101,n/e,n/e,n/e,1977,1977,1908
02.05.2022 08:00 - 02.05.2022 09:00,1066,1066,1011,n/e,n/e,n/e,1942,1942,1836
02.05.2022 09:00 - 02.05.2022 10:00,2912,2912,2816,n/e,n/e,n/e,1689,1689,1595
02.05.2022 10:00 - 02.05.2022 11:00,4980,4980,4922,n/e,n/e,n/e,1435,1435,1355
02.05.2022 11:00 - 02.05.2022 12:00,6617,6617,6791,n/e,n/e,n/e,1182,1182,1114
02.05.2022 12:00 - 02.05.2022 13:00,7844,7844,8040,n/e,n/e,n/e,1230,1230,1157
02.05.2022 13:00 - 02.05.2022 14:00,8282,8282,8636,n/e,n/e,n/e,1278,1278,1200
02.05.2022 14:00 - 02.05.2022 15:00,8218,8218,8803,n/e,n/e,n/e,1328,1328,1244
02.05.2022 15:00 - 02.05.2022 16:00,8077,8077,8307,n/e,n/e,n/e,1460,1460,1352
02.05.2022 16:00 - 02.05.2022 17:00,7197,7197,7274,n/e,n/e,n/e,1593,1593,1461
02.05.2022 17:00 - 02.05.2022 18:00,5647,5647,5682,n/e,n/e,n/e,1727,1727,1570
02.05.2022 18:00 - 02.05.2022 19:00,4030,4030,3854,n/e,n/e,n/e,2141,2141,1930
02.05.2022 19:00 - 02.05.2022 20:00,2079,2079,1948,n/e,n/e,n/e,2556,2556,2290
02.05.2022 20:00 - 02.05.2022 21:00,625,625,591,n/e,n/e,n/e,2972,2972,2651
02.05.2022 21:00 - 02.05.2022 22:00,7,7,7,n/e,n/e,n/e,3235,3235,3120
02.05.2022 22:00 - 02.05.2022 23:00,0,0,0,n/e,n/e,n/e,3499,3499,3589
02.05.2022 23:00 - 03.05.2022 00:00,0,0,0,n/e,n/e,n/e,3763,3763,4058
03.05.2022 00:00 - 03.05.2022 01:00,0,0,0,n/e,n/e,n/e,3919,3919,3752
03.05.2022 01:00 - 03.05.2022 02:00,0,0,0,n/e,n/e,n/e,3781,3781,3595
03.05.2022 02:00 - 03.05.2022 03:00,0,0,0,n/e,n/e,n/e,3642,3642,3441
03.05.2022 03:00 - 03.05.2022 04:00,0,0,0,n/e,n/e,n/e,3472,3472,3247
03.05.2022 04:00 - 03.05.2022 05:00,0,0,0,n/e,n/e,n/e,3301,3301,3055
03.05.2022 05:00 - 03.05.2022 06:00,0,0,0,n/e,n/e,n/e,3130,3130,2863
03.05.2022 06:00 - 03.05.2022 07:00,0,0,0,n/e,n/e,n/e,3024,3024,2719
03.05.2022 07:00 - 03.05.2022 08:00,103,103,112,n/e,n/e,n/e,2918,2918,2692
03.05.2022 08:00 - 03.05.2022 09:00,998,998,1055,n/e,n/e,n/e,2813,2813,2500
03.05.2022 09:00 - 03.05.2022 10:00,2679,2679,2773,n/e,n/e,n/e,2569,2569,2226
03.05.2022 10:00 - 03.05.2022 11:00,4689,4689,4660,n/e,n/e,n/e,2326,2326,1986
03.05.2022 11:00 - 03.05.2022 12:00,6462,6462,6303,n/e,n/e,n/e,2083,2083,1752
03.05.2022 12:00 - 03.05.2022 13:00,7731,7731,7308,n/e,n/e,n/e,2062,2062,1698
03.05.2022 13:00 - 03.05.2022 14:00,8418,8418,7958,n/e,n/e,n/e,2040,2040,1653
03.05.2022 14:00 - 03.05.2022 15:00,8512,8512,7891,n/e,n/e,n/e,2019,2019,1616
03.05.2022 15:00 - 03.05.2022 16:00,8149,8149,7486,n/e,n/e,n/e,2104,2104,1648
03.05.2022 16:00 - 03.05.2022 17:00,7258,7258,6399,n/e,n/e,n/e,2189,2189,1682
03.05.2022 17:00 - 03.05.2022 18:00,6055,6055,5089,n/e,n/e,n/e,2274,2274,1721
03.05.2022 18:00 - 03.05.2022 19:00,4359,4359,3691,n/e,n/e,n/e,2429,2429,1985
03.05.2022 19:00 - 03.05.2022 20:00,2326,2326,2083,n/e,n/e,n/e,2585,2585,2250
03.05.2022 20:00 - 03.05.2022 21:00,722,722,681,n/e,n/e,n/e,2740,2740,2514
03.05.2022 21:00 - 03.05.2022 22:00,11,11,10,n/e,n/e,n/e,3008,3008,2588
03.05.2022 22:00 - 03.05.2022 23:00,0,0,0,n/e,n/e,n/e,3277,3277,2662
03.05.2022 23:00 - 04.05.2022 00:00,0,0,0,n/e,n/e,n/e,3546,3546,2738
04.05.2022 00:00 - 04.05.2022 01:00,0,0,0,n/e,n/e,n/e,2606,2606,2597
04.05.2022 01:00 - 04.05.2022 02:00,0,0,0,n/e,n/e,n/e,2489,2489,2487
04.05.2022 02:00 - 04.05.2022 03:00,0,0,0,n/e,n/e,n/e,2372,2372,2378
04.05.2022 03:00 - 04.05.2022 04:00,0,0,0,n/e,n/e,n/e,2144,2144,2175
04.05.2022 04:00 - 04.05.2022 05:00,0,0,0,n/e,n/e,n/e,1916,1916,1973
04.05.2022 05:00 - 04.05.2022 06:00,0,0,0,n/e,n/e,n/e,1689,1689,1771
04.05.2022 06:00 - 04.05.2022 07:00,0,0,0,n/e,n/e,n/e,1472,1472,1575
04.05.2022 07:00 - 04.05.2022 08:00,121,121,131,n/e,n/e,n/e,1255,1255,1262
04.05.2022 08:00 - 04.05.2022 09:00,1133,1133,1213,n/e,n/e,n/e,1038,1038,1085
04.05.2022 09:00 - 04.05.2022 10:00,2961,2961,3167,n/e,n/e,n/e,878,878,934
04.05.2022 10:00 - 04.05.2022 11:00,5098,5098,5099,n/e,n/e,n/e,719,719,846
04.05.2022 11:00 - 04.05.2022 12:00,6669,6669,6744,n/e,n/e,n/e,560,560,692
04.05.2022 12:00 - 04.05.2022 13:00,7948,7948,7617,n/e,n/e,n/e,816,816,874
04.05.2022 13:00 - 04.05.2022 14:00,8709,8709,8092,n/e,n/e,n/e,1072,1072,1070
04.05.2022 14:00 - 04.05.2022 15:00,8776,8776,8206,n/e,n/e,n/e,1329,1329,1271
04.05.2022 15:00 - 04.05.2022 16:00,8346,8346,7853,n/e,n/e,n/e,1550,1550,1578
04.05.2022 16:00 - 04.05.2022 17:00,7104,7104,6855,n/e,n/e,n/e,1771,1771,1886
04.05.2022 17:00 - 04.05.2022 18:00,5791,5791,5565,n/e,n/e,n/e,1992,1992,2195
04.05.2022 18:00 - 04.05.2022 19:00,4121,4121,4055,n/e,n/e,n/e,2039,2039,2159
04.05.2022 19:00 - 04.05.2022 20:00,2225,2225,2211,n/e,n/e,n/e,2086,2086,2123
04.05.2022 20:00 - 04.05.2022 21:00,705,705,693,n/e,n/e,n/e,2134,2134,2086
04.05.2022 21:00 - 04.05.2022 22:00,13,13,13,n/e,n/e,n/e,2110,2110,2072
04.05.2022 22:00 - 04.05.2022 23:00,0,0,0,n/e,n/e,n/e,2087,2087,2058
04.05.2022 23:00 - 05.05.2022 00:00,0,0,0,n/e,n/e,n/e,2063,2063,2044
05.05.2022 00:00 - 05.05.2022 01:00,0,0,0,n/e,n/e,n/e,2019,2019,1986
05.05.2022 01:00 - 05.05.2022 02:00,0,0,0,n/e,n/e,n/e,2075,2075,2031
05.05.2022 02:00 - 05.05.2022 03:00,0,0,0,n/e,n/e,n/e,2132,2132,2077
05.05.2022 03:00 - 05.05.2022 04:00,0,0,0,n/e,n/e,n/e,2084,2084,2114
05.05.2022 04:00 - 05.05.2022 05:00,0,0,0,n/e,n/e,n/e,2035,2035,2153
05.05.2022 05:00 - 05.05.2022 06:00,0,0,0,n/e,n/e,n/e,1987,1987,2192
05.05.2022 06:00 - 05.05.2022 07:00,0,0,0,n/e,n/e,n/e,1831,1831,2011
05.05.2022 07:00 - 05.05.2022 08:00,99,99,102,n/e,n/e,n/e,1675,1675,1632
05.05.2022 08:00 - 05.05.2022 09:00,1080,1080,1114,n/e,n/e,n/e,1519,1519,1499
05.05.2022 09:00 - 05.05.2022 10:00,2933,2933,3013,n/e,n/e,n/e,1454,1454,1425
05.05.2022 10:00 - 05.05.2022 11:00,4960,4960,5220,n/e,n/e,n/e,1389,1389,1351
05.05.2022 11:00 - 05.05.2022 12:00,6586,6586,6950,n/e,n/e,n/e,1325,1325,1280
05.05.2022 12:00 - 05.05.2022 13:00,7790,7790,8043,n/e,n/e,n/e,1481,1481,1505
05.05.2022 13:00 - 05.05.2022 14:00,8393,8393,8670,n/e,n/e,n/e,1637,1637,1733
05.05.2022 14:00 - 05.05.2022 15:00,8576,8576,8751,n/e,n/e,n/e,1793,1793,1962
05.05.2022 15:00 - 05.05.2022 16:00,8067,8067,8278,n/e,n/e,n/e,2046,2046,2186
05.05.2022 16:00 - 05.05.2022 17:00,7213,7213,7454,n/e,n/e,n/e,2299,2299,2410
05.05.2022 17:00 - 05.05.2022 18:00,6094,6094,6236,n/e,n/e,n/e,2552,2552,2634
05.05.2022 18:00 - 05.05.2022 19:00,4516,4516,4608,n/e,n/e,n/e,2660,2660,2689
05.05.2022 19:00 - 05.05.2022 20:00,2543,2543,2576,n/e,n/e,n/e,2769,2769,2744
05.05.2022 20:00 - 05.05.2022 21:00,828,828,850,n/e,n/e,n/e,2878,2878,2799
05.05.2022 21:00 - 05.05.2022 22:00,18,18,18,n/e,n/e,n/e,2926,2926,2778
05.05.2022 22:00 - 05.05.2022 23:00,0,0,0,n/e,n/e,n/e,2974,2974,2757
05.05.2022 23:00 - 06.05.2022 00:00,0,0,0,n/e,n/e,n/e,3022,3022,2737
06.05.2022 00:00 - 06.05.2022 01:00,0,0,0,n/e,n/e,n/e,3005,3005,2896
06.05.2022 01:00 - 06.05.2022 02:00,0,0,0,n/e,n/e,n/e,3093,3093,2990
06.05.2022 02:00 - 06.05.2022 03:00,0,0,0,n/e,n/e,n/e,3181,3181,3083
06.05.2022 03:00 - 06.05.2022 04:00,0,0,0,n/e,n/e,n/e,3112,3112,3068
06.05.2022 04:00 - 06.05.2022 05:00,0,0,0,n/e,n/e,n/e,3043,3043,3053
06.05.2022 05:00 - 06.05.2022 06:00,0,0,0,n/e,n/e,n/e,2974,2974,3039
06.05.2022 06:00 - 06.05.2022 07:00,0,0,0,n/e,n/e,n/e,2863,2863,2930
06.05.2022 07:00 - 06.05.2022 08:00,140,140,148,n/e,n/e,n/e,2752,2752,2912
06.05.2022 08:00 - 06.05.2022 09:00,1248,1248,1310,n/e,n/e,n/e,2640,2640,2799
06.05.2022 09:00 - 06.05.2022 10:00,3263,3263,3306,n/e,n/e,n/e,2435,2435,2552
06.05.2022 10:00 - 06.05.2022 11:00,5571,5571,5646,n/e,n/e,n/e,2229,2229,2301
06.05.2022 11:00 - 06.05.2022 12:00,7446,7446,7433,n/e,n/e,n/e,2025,2025,2027
06.05.2022 12:00 - 06.05.2022 13:00,8663,8663,8516,n/e,n/e,n/e,2149,2149,2102
06.05.2022 13:00 - 06.05.2022 14:00,9165,9165,9140,n/e,n/e,n/e,2273,2273,2183
06.05.2022 14:00 - 06.05.2022 15:00,9055,9055,9047,n/e,n/e,n/e,2397,2397,2264
06.05.2022 15:00 - 06.05.2022 16:00,8510,8510,8713,n/e,n/e,n/e,2623,2623,2451
06.05.2022 16:00 - 06.05.2022 17:00,7550,7550,7515,n/e,n/e,n/e,2848,2848,2642
06.05.2022 17:00 - 06.05.2022 18:00,6064,6064,6121,n/e,n/e,n/e,3074,3074,2835
06.05.2022 18:00 - 06.05.2022 19:00,4477,4477,4532,n/e,n/e,n/e,3195,3195,2929
06.05.2022 19:00 - 06.05.2022 20:00,2477,2477,2545,n/e,n/e,n/e,3316,3316,3025
06.05.2022 20:00 - 06.05.2022 21:00,811,811,853,n/e,n/e,n/e,3437,3437,3120
06.05.2022 21:00 - 06.05.2022 22:00,20,20,21,n/e,n/e,n/e,3521,3521,3230
06.05.2022 22:00 - 06.05.2022 23:00,0,0,0,n/e,n/e,n/e,3605,3605,3342
06.05.2022 23:00 - 07.05.2022 00:00,0,0,0,n/e,n/e,n/e,3689,3689,3454
07.05.2022 00:00 - 07.05.2022 01:00,0,0,0,n/e,n/e,n/e,3289,3289,3212
07.05.2022 01:00 - 07.05.2022 02:00,0,0,0,n/e,n/e,n/e,3200,3200,3072
07.05.2022 02:00 - 07.05.2022 03:00,0,0,0,n/e,n/e,n/e,3111,3111,2932
07.05.2022 03:00 - 07.05.2022 04:00,0,0,0,n/e,n/e,n/e,3014,3014,2851
07.05.2022 04:00 - 07.05.2022 05:00,0,0,0,n/e,n/e,n/e,2917,2917,2769
07.05.2022 05:00 - 07.05.2022 06:00,0,0,0,n/e,n/e,n/e,2821,2821,2688
07.05.2022 06:00 - 07.05.2022 07:00,0,0,0,n/e,n/e,n/e,2562,2562,2485
07.05.2022 07:00 - 07.05.2022 08:00,165,165,174,n/e,n/e,n/e,2304,2304,2400
07.05.2022 08:00 - 07.05.2022 09:00,1309,1309,1382,n/e,n/e,n/e,2046,2046,2220
07.05.2022 09:00 - 07.05.2022 10:00,3394,3394,3496,n/e,n/e,n/e,1889,1889,2049
07.05.2022 10:00 - 07.05.2022 11:00,5749,5749,5613,n/e,n/e,n/e,1733,1733,1770
07.05.2022 11:00 - 07.05.2022 12:00,7737,7737,7520,n/e,n/e,n/e,1577,1577,1625
07.05.2022 12:00 - 07.05.2022 13:00,8975,8975,8708,n/e,n/e,n/e,1674,1674,1679
07.05.2022 13:00 - 07.05.2022 14:00,9545,9545,9216,n/e,n/e,n/e,1771,1771,1742
07.05.2022 14:00 - 07.05.2022 15:00,9571,9571,9042,n/e,n/e,n/e,1868,1868,1805
07.05.2022 15:00 - 07.05.2022 16:00,9017,9017,8553,n/e,n/e,n/e,2157,2157,2001
07.05.2022 16:00 - 07.05.2022 17:00,7940,7940,7571,n/e,n/e,n/e,2446,2446,2198
07.05.2022 17:00 - 07.05.2022 18:00,6550,6550,6394,n/e,n/e,n/e,2734,2734,2396
07.05.2022 18:00 - 07.05.2022 19:00,4815,4815,4715,n/e,n/e,n/e,2905,2905,2646
07.05.2022 19:00 - 07.05.2022 20:00,2687,2687,2670,n/e,n/e,n/e,3075,3075,2897
07.05.2022 20:00 - 07.05.2022 21:00,918,918,912,n/e,n/e,n/e,3246,3246,3147
07.05.2022 21:00 - 07.05.2022 22:00,29,29,30,n/e,n/e,n/e,3262,3262,3261
07.05.2022 22:00 - 07.05.2022 23:00,0,0,0,n/e,n/e,n/e,3278,3278,3375
07.05.2022 23:00 - 08.05.2022 00:00,0,0,0,n/e,n/e,n/e,3294,3294,3490
08.05.2022 00:00 - 08.05.2022 01:00,0,0,0,n/e,n/e,n/e,3586,3586,3695
08.05.2022 01:00 - 08.05.2022 02:00,0,0,0,n/e,n/e,n/e,3540,3540,3611
08.05.2022 02:00 - 08.05.2022 03:00,0,0,0,n/e,n/e,n/e,3494,3494,3529
08.05.2022 03:00 - 08.05.2022 04:00,0,0,0,n/e,n/e,n/e,3399,3399,3490
08.05.2022 04:00 - 08.05.2022 05:00,0,0,0,n/e,n/e,n/e,3305,3305,3453
08.05.2022 05:00 - 08.05.2022 06:00,0,0,0,n/e,n/e,n/e,3210,3210,3417
08.05.2022 06:00 - 08.05.2022 07:00,0,0,0,n/e,n/e,n/e,3018,3018,3222
08.05.2022 07:00 - 08.05.2022 08:00,187,187,190,n/e,n/e,n/e,2825,2825,2913
08.05.2022 08:00 - 08.05.2022 09:00,1395,1395,1411,n/e,n/e,n/e,2632,2632,2732
08.05.2022 09:00 - 08.05.2022 10:00,3386,3386,3453,n/e,n/e,n/e,2451,2451,2515
08.05.2022 10:00 - 08.05.2022 11:00,5617,5617,5771,n/e,n/e,n/e,2270,2270,2210
08.05.2022 11:00 - 08.05.2022 12:00,7264,7264,7361,n/e,n/e,n/e,2089,2089,1948
08.05.2022 12:00 - 08.05.2022 13:00,8276,8276,8400,n/e,n/e,n/e,2193,2193,2096
08.05.2022 13:00 - 08.05.2022 14:00,8762,8762,8938,n/e,n/e,n/e,2298,2298,2250
08.05.2022 14:00 - 08.05.2022 15:00,8813,8813,8909,n/e,n/e,n/e,2402,2402,2411
08.05.2022 15:00 - 08.05.2022 16:00,8577,8577,8291,n/e,n/e,n/e,2488,2488,2459
08.05.2022 16:00 - 08.05.2022 17:00,7766,7766,7344,n/e,n/e,n/e,2574,2574,2509
08.05.2022 17:00 - 08.05.2022 18:00,6564,6564,6202,n/e,n/e,n/e,2661,2661,2561
08.05.2022 18:00 - 08.05.2022 19:00,4813,4813,4569,n/e,n/e,n/e,2797,2797,2575
08.05.2022 19:00 - 08.05.2022 20:00,2730,2730,2603,n/e,n/e,n/e,2934,2934,2591
08.05.2022 20:00 - 08.05.2022 21:00,929,929,901,n/e,n/e,n/e,3071,3071,2607
08.05.2022 21:00 - 08.05.2022 22:00,37,37,36,n/e,n/e,n/e,3283,3283,2924
08.05.2022 22:00 - 08.05.2022 23:00,0,0,0,n/e,n/e,n/e,3495,3495,3244
08.05.2022 23:00 - 09.05.2022 00:00,0,0,0,n/e,n/e,n/e,3707,3707,3565
09.05.2022 00:00 - 09.05.2022 01:00,0,0,0,n/e,n/e,n/e,3453,3453,3314
09.05.2022 01:00 - 09.05.2022 02:00,0,0,0,n/e,n/e,n/e,3441,3441,3278
09.05.2022 02:00 - 09.05.2022 03:00,0,0,0,n/e,n/e,n/e,3431,3431,3244
09.05.2022 03:00 - 09.05.2022 04:00,0,0,0,n/e,n/e,n/e,3284,3284,3104
09.05.2022 04:00 - 09.05.2022 05:00,0,0,0,n/e,n/e,n/e,3136,3136,2964
09.05.2022 05:00 - 09.05.2022 06:00,0,0,0,n/e,n/e,n/e,2990,2990,2824
09.05.2022 06:00 - 09.05.2022 07:00,0,0,0,n/e,n/e,n/e,2692,2692,2606
09.05.2022 07:00 - 09.05.2022 08:00,222,222,231,n/e,n/e,n/e,2393,2393,2219
09.05.2022 08:00 - 09.05.2022 09:00,1534,1534,1609,n/e,n/e,n/e,2094,2094,1999
09.05.2022 09:00 - 09.05.2022 10:00,3834,3834,3978,n/e,n/e,n/e,1563,1563,1487
09.05.2022 10:00 - 09.05.2022 11:00,6387,6387,6526,n/e,n/e,n/e,1032,1032,844
09.05.2022 11:00 - 09.05.2022 12:00,8362,8362,8353,n/e,n/e,n/e,504,504,470
09.05.2022 12:00 - 09.05.2022 13:00,9614,9614,9411,n/e,n/e,n/e,520,520,464
09.05.2022 13:00 - 09.05.2022 14:00,10146,10146,9959,n/e,n/e,n/e,537,537,468
09.05.2022 14:00 - 09.05.2022 15:00,10133,10133,9839,n/e,n/e,n/e,556,556,480
09.05.2022 15:00 - 09.05.2022 16:00,9597,9597,9474,n/e,n/e,n/e,640,640,533
09.05.2022 16:00 - 09.05.2022 17:00,8552,8552,8503,n/e,n/e,n/e,726,726,597
09.05.2022 17:00 - 09.05.2022 18:00,7135,7135,7146,n/e,n/e,n/e,812,812,666
09.05.2022 18:00 - 09.05.2022 19:00,5273,5273,5241,n/e,n/e,n/e,818,818,670
09.05.2022 19:00 - 09.05.2022 20:00,2933,2933,2869,n/e,n/e,n/e,824,824,678
09.05.2022 20:00 - 09.05.2022 21:00,994,994,972,n/e,n/e,n/e,831,831,688
09.05.2022 21:00 - 09.05.2022 22:00,39,39,38,n/e,n/e,n/e,823,823,713
09.05.2022 22:00 - 09.05.2022 23:00,0,0,0,n/e,n/e,n/e,815,815,740
09.05.2022 23:00 - 10.05.2022 00:00,0,0,0,n/e,n/e,n/e,808,808,768
10.05.2022 00:00 - 10.05.2022 01:00,0,0,0,n/e,n/e,n/e,845,845,918
10.05.2022 01:00 - 10.05.2022 02:00,0,0,0,n/e,n/e,n/e,907,907,958
10.05.2022 02:00 - 10.05.2022 03:00,0,0,0,n/e,n/e,n/e,969,969,998
10.05.2022 03:00 - 10.05.2022 04:00,0,0,0,n/e,n/e,n/e,1311,1311,1286
10.05.2022 04:00 - 10.05.2022 05:00,0,0,0,n/e,n/e,n/e,1652,1652,1575
10.05.2022 05:00 - 10.05.2022 06:00,0,0,0,n/e,n/e,n/e,1995,1995,1865
10.05.2022 06:00 - 10.05.2022 07:00,0,0,0,n/e,n/e,n/e,2323,2323,2270
10.05.2022 07:00 - 10.05.2022 08:00,240,240,236,n/e,n/e,n/e,2652,2652,2594
10.05.2022 08:00 - 10.05.2022 09:00,1576,1576,1576,n/e,n/e,n/e,2981,2981,2645
10.05.2022 09:00 - 10.05.2022 10:00,3794,3794,3787,n/e,n/e,n/e,2709,2709,2218
10.05.2022 10:00 - 10.05.2022 11:00,6093,6093,5889,n/e,n/e,n/e,2439,2439,1805
10.05.2022 11:00 - 10.05.2022 12:00,7827,7827,7598,n/e,n/e,n/e,2170,2170,1392
10.05.2022 12:00 - 10.05.2022 13:00,8931,8931,8684,n/e,n/e,n/e,2802,2802,1804
10.05.2022 13:00 - 10.05.2022 14:00,9465,9465,9192,n/e,n/e,n/e,3434,3434,2220
10.05.2022 14:00 - 10.05.2022 15:00,9644,9644,9209,n/e,n/e,n/e,4065,4065,2635
10.05.2022 15:00 - 10.05.2022 16:00,9216,9216,8754,n/e,n/e,n/e,4186,4186,2853
10.05.2022 16:00 - 10.05.2022 17:00,8319,8319,7946,n/e,n/e,n/e,4305,4305,3070
10.05.2022 17:00 - 10.05.2022 18:00,6829,6829,6594,n/e,n/e,n/e,4425,4425,3285
10.05.2022 18:00 - 10.05.2022 19:00,4979,4979,4843,n/e,n/e,n/e,4092,4092,3060
10.05.2022 19:00 - 10.05.2022 20:00,2824,2824,2723,n/e,n/e,n/e,3759,3759,2835
10.05.2022 20:00 - 10.05.2022 21:00,982,982,953,n/e,n/e,n/e,3426,3426,2611
10.05.2022 21:00 - 10.05.2022 22:00,49,49,47,n/e,n/e,n/e,2968,2968,2553
10.05.2022 22:00 - 10.05.2022 23:00,0,0,0,n/e,n/e,n/e,2510,2510,2495
10.05.2022 23:00 - 11.05.2022 00:00,0,0,0,n/e,n/e,n/e,2053,2053,2439
11.05.2022 00:00 - 11.05.2022 01:00,0,0,0,n/e,n/e,n/e,2291,2291,2202
11.05.2022 01:00 - 11.05.2022 02:00,0,0,0,n/e,n/e,n/e,2466,2466,2355
11.05.2022 02:00 - 11.05.2022 03:00,0,0,0,n/e,n/e,n/e,2644,2644,2514
11.05.2022 03:00 - 11.05.2022 04:00,0,0,0,n/e,n/e,n/e,2579,2579,2458
11.05.2022 04:00 - 11.05.2022 05:00,0,0,0,n/e,n/e,n/e,2521,2521,2406
11.05.2022 05:00 - 11.05.2022 06:00,0,0,0,n/e,n/e,n/e,2465,2465,2355
11.05.2022 06:00 - 11.05.2022 07:00,0,0,0,n/e,n/e,n/e,2461,2461,2405
11.05.2022 07:00 - 11.05.2022 08:00,262,262,269,n/e,n/e,n/e,2458,2458,2675
11.05.2022 08:00 - 11.05.2022 09:00,1602,1602,1631,n/e,n/e,n/e,2456,2456,2645
11.05.2022 09:00 - 11.05.2022 10:00,3844,3844,3931,n/e,n/e,n/e,2383,2383,2750
11.05.2022 10:00 - 11.05.2022 11:00,6159,6159,6370,n/e,n/e,n/e,2312,2312,3069
11.05.2022 11:00 - 11.05.2022 12:00,7994,7994,8244,n/e,n/e,n/e,2242,2242,3121
11.05.2022 12:00 - 11.05.2022 13:00,9171,9171,9348,n/e,n/e,n/e,3395,3395,4573
11.05.2022 13:00 - 11.05.2022 14:00,9832,9832,9682,n/e,n/e,n/e,4549,4549,6033
11.05.2022 14:00 - 11.05.2022 15:00,9949,9949,9609,n/e,n/e,n/e,5702,5702,7501
11.05.2022 15:00 - 11.05.2022 16:00,9457,9457,9147,n/e,n/e,n/e,6354,6354,8294
11.05.2022 16:00 - 11.05.2022 17:00,8473,8473,8227,n/e,n/e,n/e,7005,7005,9088
11.05.2022 17:00 - 11.05.2022 18:00,6964,6964,6902,n/e,n/e,n/e,7655,7655,9886
11.05.2022 18:00 - 11.05.2022 19:00,5021,5021,4956,n/e,n/e,n/e,7365,7365,9222
11.05.2022 19:00 - 11.05.2022 20:00,2801,2801,2678,n/e,n/e,n/e,7076,7076,8560
11.05.2022 20:00 - 11.05.2022 21:00,977,977,925,n/e,n/e,n/e,6786,6786,7898
11.05.2022 21:00 - 11.05.2022 22:00,50,50,49,n/e,n/e,n/e,6383,6383,7060
11.05.2022 22:00 - 11.05.2022 23:00,0,0,0,n/e,n/e,n/e,5979,5979,6223
11.05.2022 23:00 - 12.05.2022 00:00,0,0,0,n/e,n/e,n/e,5577,5577,5388
12.05.2022 00:00 - 12.05.2022 01:00,0,0,0,n/e,n/e,n/e,5220,5220,5253
12.05.2022 01:00 - 12.05.2022 02:00,0,0,0,n/e,n/e,n/e,4478,4478,4406
12.05.2022 02:00 - 12.05.2022 03:00,0,0,0,n/e,n/e,n/e,3739,3739,3560
12.05.2022 03:00 - 12.05.2022 04:00,0,0,0,n/e,n/e,n/e,3038,3038,2914
12.05.2022 04:00 - 12.05.2022 05:00,0,0,0,n/e,n/e,n/e,2338,2338,2269
12.05.2022 05:00 - 12.05.2022 06:00,0,0,0,n/e,n/e,n/e,1639,1639,1628
12.05.2022 06:00 - 12.05.2022 07:00,0,0,0,n/e,n/e,n/e,1420,1420,1405
12.05.2022 07:00 - 12.05.2022 08:00,233,233,243,n/e,n/e,n/e,1204,1204,1136
12.05.2022 08:00 - 12.05.2022 09:00,1260,1260,1304,n/e,n/e,n/e,995,995,949
12.05.2022 09:00 - 12.05.2022 10:00,2976,2976,3000,n/e,n/e,n/e,936,936,919
12.05.2022 10:00 - 12.05.2022 11:00,4822,4822,4779,n/e,n/e,n/e,879,879,922
12.05.2022 11:00 - 12.05.2022 12:00,6477,6477,6205,n/e,n/e,n/e,830,830,905
12.05.2022 12:00 - 12.05.2022 13:00,7735,7735,7333,n/e,n/e,n/e,1108,1108,1188
12.05.2022 13:00 - 12.05.2022 14:00,8403,8403,7837,n/e,n/e,n/e,1398,1398,1472
12.05.2022 14:00 - 12.05.2022 15:00,8515,8515,8029,n/e,n/e,n/e,1691,1691,1757
12.05.2022 15:00 - 12.05.2022 16:00,8086,8086,7644,n/e,n/e,n/e,1818,1818,1899
12.05.2022 16:00 - 12.05.2022 17:00,6868,6868,6534,n/e,n/e,n/e,1947,1947,2041
12.05.2022 17:00 - 12.05.2022 18:00,5396,5396,5352,n/e,n/e,n/e,2077,2077,2183
12.05.2022 18:00 - 12.05.2022 19:00,3852,3852,3778,n/e,n/e,n/e,2072,2072,2144
12.05.2022 19:00 - 12.05.2022 20:00,2117,2117,2161,n/e,n/e,n/e,2068,2068,2105
12.05.2022 20:00 - 12.05.2022 21:00,778,778,774,n/e,n/e,n/e,2064,2064,2065
12.05.2022 21:00 - 12.05.2022 22:00,51,51,50,n/e,n/e,n/e,2074,2074,2091
12.05.2022 22:00 - 12.05.2022 23:00,0,0,0,n/e,n/e,n/e,2084,2084,2117
12.05.2022 23:00 - 13.05.2022 00:00,0,0,0,n/e,n/e,n/e,2093,2093,2143
13.05.2022 00:00 - 13.05.2022 01:00,0,0,0,n/e,n/e,n/e,1909,1909,2061
13.05.2022 01:00 - 13.05.2022 02:00,0,0,0,n/e,n/e,n/e,1893,1893,2036
13.05.2022 02:00 - 13.05.2022 03:00,0,0,0,n/e,n/e,n/e,1878,1878,2012
13.05.2022 03:00 - 13.05.2022 04:00,0,0,0,n/e,n/e,n/e,1794,1794,1889
13.05.2022 04:00 - 13.05.2022 05:00,0,0,0,n/e,n/e,n/e,1711,1711,1766
