"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Romania (RO)","Generation - Solar  [MW] Intraday / Romania (RO)","Generation - Solar  [MW] Current / Romania (RO)","Generation - Wind Offshore  [MW] Day Ahead/ Romania (RO)","Generation - Wind Offshore  [MW] Intraday / Romania (RO)","Generation - Wind Offshore  [MW] Current / Romania (RO)","Generation - Wind Onshore  [MW] Day Ahead/ Romania (RO)","Generation - Wind Onshore  [MW] Intraday / Romania (RO)","Generation - Wind Onshore  [MW] Current / Romania (RO)"
"12.07.2022 14:45 - 12.07.2022 15:00","597","597","597","n/e","n/e","n/e","224","224","224"
"12.07.2022 15:00 - 12.07.2022 15:15","533","533","533","n/e","n/e","n/e","237","237","237"
"12.07.2022 15:15 - 12.07.2022 15:30","523","523","523","n/e","n/e","n/e","237","237","237"
"12.07.2022 15:30 - 12.07.2022 15:45","513","513","513","n/e","n/e","n/e","237","237","237"
"12.07.2022 15:45 - 12.07.2022 16:00","505","505","505","n/e","n/e","n/e","237","237","237"
"12.07.2022 16:00 - 12.07.2022 16:15","391","391","391","n/e","n/e","n/e","240","240","240"
"12.07.2022 16:15 - 12.07.2022 16:30","380","380","380","n/e","n/e","n/e","240","240","240"
"12.07.2022 16:30 - 12.07.2022 16:45","366","366","366","n/e","n/e","n/e","240","240","240"
"12.07.2022 16:45 - 12.07.2022 17:00","354","354","354","n/e","n/e","n/e","240","240","240"
"12.07.2022 17:00 - 12.07.2022 17:15","237","237","237","n/e","n/e","n/e","262","262","262"
"12.07.2022 17:15 - 12.07.2022 17:30","218","218","218","n/e","n/e","n/e","262","262","262"
"12.07.2022 17:30 - 12.07.2022 17:45","208","208","208","n/e","n/e","n/e","262","262","262"
"12.07.2022 17:45 - 12.07.2022 18:00","198","198","198","n/e","n/e","n/e","263","263","263"
"12.07.2022 18:00 - 12.07.2022 18:15","93","93","93","n/e","n/e","n/e","297","297","297"
"12.07.2022 18:15 - 12.07.2022 18:30","83","83","83","n/e","n/e","n/e","298","298","298"
"12.07.2022 18:30 - 12.07.2022 18:45","74","74","74","n/e","n/e","n/e","298","298","298"
"12.07.2022 18:45 - 12.07.2022 19:00","68","68","68","n/e","n/e","n/e","298","298","298"
"12.07.2022 19:00 - 12.07.2022 19:15","13","13","13","n/e","n/e","n/e","325","325","325"
"12.07.2022 19:15 - 12.07.2022 19:30","13","13","13","n/e","n/e","n/e","325","325","325"
"12.07.2022 19:30 - 12.07.2022 19:45","10","10","10","n/e","n/e","n/e","325","325","325"
"12.07.2022 19:45 - 12.07.2022 20:00","9","9","9","n/e","n/e","n/e","326","326","326"
"12.07.2022 20:00 - 12.07.2022 20:15","0","0","0","n/e","n/e","n/e","352","352","352"
"12.07.2022 20:15 - 12.07.2022 20:30","0","0","0","n/e","n/e","n/e","352","352","352"
"12.07.2022 20:30 - 12.07.2022 20:45","0","0","0","n/e","n/e","n/e","352","352","352"
"12.07.2022 20:45 - 12.07.2022 21:00","0","0","0","n/e","n/e","n/e","353","353","353"
"12.07.2022 21:00 - 12.07.2022 21:15","0","0","0","n/e","n/e","n/e","391","391","391"
"12.07.2022 21:15 - 12.07.2022 21:30","0","0","0","n/e","n/e","n/e","390","390","390"
"12.07.2022 21:30 - 12.07.2022 21:45","0","0","0","n/e","n/e","n/e","390","390","390"
"12.07.2022 21:45 - 12.07.2022 22:00","0","0","0","n/e","n/e","n/e","390","390","390"
"12.07.2022 22:00 - 12.07.2022 22:15","0","0","0","n/e","n/e","n/e","407","407","407"
"12.07.2022 22:15 - 12.07.2022 22:30","0","0","0","n/e","n/e","n/e","406","406","406"
"12.07.2022 22:30 - 12.07.2022 22:45","0","0","0","n/e","n/e","n/e","406","406","406"
"12.07.2022 22:45 - 12.07.2022 23:00","0","0","0","n/e","n/e","n/e","406","406","406"
"12.07.2022 23:00 - 12.07.2022 23:15","0","0","0","n/e","n/e","n/e","375","388","388"
"12.07.2022 23:15 - 12.07.2022 23:30","0","0","0","n/e","n/e","n/e","374","388","388"
"12.07.2022 23:30 - 12.07.2022 23:45","0","0","0","n/e","n/e","n/e","373","387","387"
"12.07.2022 23:45 - 13.07.2022 00:00","0","0","0","n/e","n/e","n/e","373","386","386"
"13.07.2022 00:00 - 13.07.2022 00:15","0","0","0","n/e","n/e","n/e","347","360","360"
"13.07.2022 00:15 - 13.07.2022 00:30","0","0","0","n/e","n/e","n/e","347","367","367"
"13.07.2022 00:30 - 13.07.2022 00:45","0","0","0","n/e","n/e","n/e","347","364","364"
"13.07.2022 00:45 - 13.07.2022 01:00","0","0","0","n/e","n/e","n/e","347","362","362"
"13.07.2022 01:00 - 13.07.2022 01:15","0","0","0","n/e","n/e","n/e","339","358","358"
"13.07.2022 01:15 - 13.07.2022 01:30","0","0","0","n/e","n/e","n/e","339","358","358"
"13.07.2022 01:30 - 13.07.2022 01:45","0","0","0","n/e","n/e","n/e","339","357","357"
"13.07.2022 01:45 - 13.07.2022 02:00","0","0","0","n/e","n/e","n/e","339","357","357"
"13.07.2022 02:00 - 13.07.2022 02:15","0","0","0","n/e","n/e","n/e","366","375","375"
"13.07.2022 02:15 - 13.07.2022 02:30","0","0","0","n/e","n/e","n/e","367","376","376"
"13.07.2022 02:30 - 13.07.2022 02:45","0","0","0","n/e","n/e","n/e","367","376","376"
"13.07.2022 02:45 - 13.07.2022 03:00","0","0","0","n/e","n/e","n/e","367","376","376"
"13.07.2022 03:00 - 13.07.2022 03:15","0","0","0","n/e","n/e","n/e","403","400","400"
"13.07.2022 03:15 - 13.07.2022 03:30","0","0","0","n/e","n/e","n/e","403","400","400"
"13.07.2022 03:30 - 13.07.2022 03:45","0","0","0","n/e","n/e","n/e","403","400","400"
"13.07.2022 03:45 - 13.07.2022 04:00","0","0","0","n/e","n/e","n/e","403","400","400"
"13.07.2022 04:00 - 13.07.2022 04:15","0","0","0","n/e","n/e","n/e","407","398","398"
"13.07.2022 04:15 - 13.07.2022 04:30","0","0","0","n/e","n/e","n/e","407","398","398"
"13.07.2022 04:30 - 13.07.2022 04:45","0","0","0","n/e","n/e","n/e","407","398","398"
"13.07.2022 04:45 - 13.07.2022 05:00","0","0","0","n/e","n/e","n/e","407","398","398"
"13.07.2022 05:00 - 13.07.2022 05:15","16","16","16","n/e","n/e","n/e","393","393","393"
"13.07.2022 05:15 - 13.07.2022 05:30","18","18","18","n/e","n/e","n/e","393","393","393"
"13.07.2022 05:30 - 13.07.2022 05:45","21","21","21","n/e","n/e","n/e","393","393","393"
"13.07.2022 05:45 - 13.07.2022 06:00","26","26","26","n/e","n/e","n/e","392","392","392"
"13.07.2022 06:00 - 13.07.2022 06:15","88","88","88","n/e","n/e","n/e","307","305","305"
"13.07.2022 06:15 - 13.07.2022 06:30","96","96","96","n/e","n/e","n/e","306","304","304"
"13.07.2022 06:30 - 13.07.2022 06:45","107","107","107","n/e","n/e","n/e","306","304","304"
"13.07.2022 06:45 - 13.07.2022 07:00","121","122","122","n/e","n/e","n/e","305","303","303"
"13.07.2022 07:00 - 13.07.2022 07:15","256","256","256","n/e","n/e","n/e","219","218","218"
"13.07.2022 07:15 - 13.07.2022 07:30","270","270","270","n/e","n/e","n/e","219","218","218"
"13.07.2022 07:30 - 13.07.2022 07:45","285","285","285","n/e","n/e","n/e","218","218","218"
"13.07.2022 07:45 - 13.07.2022 08:00","299","300","300","n/e","n/e","n/e","218","217","217"
"13.07.2022 08:00 - 13.07.2022 08:15","445","445","445","n/e","n/e","n/e","213","213","213"
"13.07.2022 08:15 - 13.07.2022 08:30","461","461","461","n/e","n/e","n/e","213","213","213"
"13.07.2022 08:30 - 13.07.2022 08:45","473","473","473","n/e","n/e","n/e","213","213","213"
"13.07.2022 08:45 - 13.07.2022 09:00","485","486","486","n/e","n/e","n/e","213","213","213"
"13.07.2022 09:00 - 13.07.2022 09:15","592","592","592","n/e","n/e","n/e","269","269","269"
"13.07.2022 09:15 - 13.07.2022 09:30","602","602","602","n/e","n/e","n/e","270","270","270"
"13.07.2022 09:30 - 13.07.2022 09:45","610","610","610","n/e","n/e","n/e","271","271","271"
"13.07.2022 09:45 - 13.07.2022 10:00","618","618","618","n/e","n/e","n/e","272","272","272"
"13.07.2022 10:00 - 13.07.2022 10:15","679","679","679","n/e","n/e","n/e","338","338","338"
"13.07.2022 10:15 - 13.07.2022 10:30","684","684","684","n/e","n/e","n/e","339","339","339"
"13.07.2022 10:30 - 13.07.2022 10:45","689","689","689","n/e","n/e","n/e","340","340","340"
"13.07.2022 10:45 - 13.07.2022 11:00","693","693","693","n/e","n/e","n/e","342","342","342"
"13.07.2022 11:00 - 13.07.2022 11:15","716","716","716","n/e","n/e","n/e","445","445","445"
"13.07.2022 11:15 - 13.07.2022 11:30","720","720","720","n/e","n/e","n/e","445","445","445"
"13.07.2022 11:30 - 13.07.2022 11:45","721","721","721","n/e","n/e","n/e","446","446","446"
"13.07.2022 11:45 - 13.07.2022 12:00","721","721","721","n/e","n/e","n/e","447","447","447"
"13.07.2022 12:00 - 13.07.2022 12:15","710","710","710","n/e","n/e","n/e","524","524","524"
"13.07.2022 12:15 - 13.07.2022 12:30","709","709","709","n/e","n/e","n/e","525","525","525"
"13.07.2022 12:30 - 13.07.2022 12:45","708","708","708","n/e","n/e","n/e","525","525","525"
"13.07.2022 12:45 - 13.07.2022 13:00","707","707","707","n/e","n/e","n/e","526","526","526"
"13.07.2022 13:00 - 13.07.2022 13:15","668","668","668","n/e","n/e","n/e","634","634","634"
"13.07.2022 13:15 - 13.07.2022 13:30","664","664","664","n/e","n/e","n/e","635","635","635"
"13.07.2022 13:30 - 13.07.2022 13:45","661","661","661","n/e","n/e","n/e","635","635","635"
"13.07.2022 13:45 - 13.07.2022 14:00","657","657","657","n/e","n/e","n/e","636","636","636"
"13.07.2022 14:00 - 13.07.2022 14:15","597","597","597","n/e","n/e","n/e","784","784","784"
"13.07.2022 14:15 - 13.07.2022 14:30","593","593","593","n/e","n/e","n/e","785","785","785"
"13.07.2022 14:30 - 13.07.2022 14:45","586","586","586","n/e","n/e","n/e","786","786","786"
"13.07.2022 14:45 - 13.07.2022 15:00","581","581","581","n/e","n/e","n/e","787","787","787"
"13.07.2022 15:00 - 13.07.2022 15:15","505","505","505","n/e","n/e","n/e","962","962","962"
"13.07.2022 15:15 - 13.07.2022 15:30","496","496","496","n/e","n/e","n/e","964","964","964"
"13.07.2022 15:30 - 13.07.2022 15:45","486","486","486","n/e","n/e","n/e","966","966","966"
"13.07.2022 15:45 - 13.07.2022 16:00","479","479","479","n/e","n/e","n/e","967","967","967"
"13.07.2022 16:00 - 13.07.2022 16:15","369","369","369","n/e","n/e","n/e","1030","1030","1030"
"13.07.2022 16:15 - 13.07.2022 16:30","359","359","359","n/e","n/e","n/e","1032","1032","1032"
"13.07.2022 16:30 - 13.07.2022 16:45","347","347","347","n/e","n/e","n/e","1034","1034","1034"
"13.07.2022 16:45 - 13.07.2022 17:00","335","335","335","n/e","n/e","n/e","1036","1036","1036"
"13.07.2022 17:00 - 13.07.2022 17:15","228","228","228","n/e","n/e","n/e","1152","1152","1152"
"13.07.2022 17:15 - 13.07.2022 17:30","209","209","209","n/e","n/e","n/e","1152","1152","1152"
"13.07.2022 17:30 - 13.07.2022 17:45","200","200","200","n/e","n/e","n/e","1152","1152","1152"
"13.07.2022 17:45 - 13.07.2022 18:00","190","190","190","n/e","n/e","n/e","1152","1152","1152"
"13.07.2022 18:00 - 13.07.2022 18:15","89","89","89","n/e","n/e","n/e","1073","1073","1073"
"13.07.2022 18:15 - 13.07.2022 18:30","79","79","79","n/e","n/e","n/e","1072","1072","1072"
"13.07.2022 18:30 - 13.07.2022 18:45","70","70","70","n/e","n/e","n/e","1071","1071","1071"
"13.07.2022 18:45 - 13.07.2022 19:00","64","64","64","n/e","n/e","n/e","1070","1070","1070"
"13.07.2022 19:00 - 13.07.2022 19:15","14","14","14","n/e","n/e","n/e","929","929","929"
"13.07.2022 19:15 - 13.07.2022 19:30","13","13","13","n/e","n/e","n/e","927","927","927"
"13.07.2022 19:30 - 13.07.2022 19:45","11","11","11","n/e","n/e","n/e","925","925","925"
"13.07.2022 19:45 - 13.07.2022 20:00","10","10","10","n/e","n/e","n/e","923","923","923"
"13.07.2022 20:00 - 13.07.2022 20:15","0","0","0","n/e","n/e","n/e","647","647","647"
"13.07.2022 20:15 - 13.07.2022 20:30","0","0","0","n/e","n/e","n/e","644","644","644"
"13.07.2022 20:30 - 13.07.2022 20:45","0","0","0","n/e","n/e","n/e","641","641","641"
"13.07.2022 20:45 - 13.07.2022 21:00","0","0","0","n/e","n/e","n/e","638","638","638"
"13.07.2022 21:00 - 13.07.2022 21:15","0","0","0","n/e","n/e","n/e","442","442","442"
"13.07.2022 21:15 - 13.07.2022 21:30","0","0","0","n/e","n/e","n/e","440","440","440"
"13.07.2022 21:30 - 13.07.2022 21:45","0","0","0","n/e","n/e","n/e","438","438","438"
"13.07.2022 21:45 - 13.07.2022 22:00","0","0","0","n/e","n/e","n/e","436","436","436"
"13.07.2022 22:00 - 13.07.2022 22:15","0","0","0","n/e","n/e","n/e","337","337","337"
"13.07.2022 22:15 - 13.07.2022 22:30","0","0","0","n/e","n/e","n/e","337","337","337"
"13.07.2022 22:30 - 13.07.2022 22:45","0","0","0","n/e","n/e","n/e","337","337","337"
"13.07.2022 22:45 - 13.07.2022 23:00","0","0","0","n/e","n/e","n/e","337","337","337"
"13.07.2022 23:00 - 13.07.2022 23:15","0","0","0","n/e","n/e","n/e","310","294","294"
"13.07.2022 23:15 - 13.07.2022 23:30","0","0","0","n/e","n/e","n/e","310","294","294"
"13.07.2022 23:30 - 13.07.2022 23:45","0","0","0","n/e","n/e","n/e","310","294","294"
"13.07.2022 23:45 - 14.07.2022 00:00","0","0","0","n/e","n/e","n/e","311","294","294"
"14.07.2022 00:00 - 14.07.2022 00:15","0","0","0","n/e","n/e","n/e","384","388","388"
"14.07.2022 00:15 - 14.07.2022 00:30","0","0","0","n/e","n/e","n/e","384","389","389"
"14.07.2022 00:30 - 14.07.2022 00:45","0","0","0","n/e","n/e","n/e","385","389","389"
"14.07.2022 00:45 - 14.07.2022 01:00","0","0","0","n/e","n/e","n/e","385","389","389"
"14.07.2022 01:00 - 14.07.2022 01:15","0","0","0","n/e","n/e","n/e","492","500","500"
"14.07.2022 01:15 - 14.07.2022 01:30","0","0","0","n/e","n/e","n/e","492","500","500"
"14.07.2022 01:30 - 14.07.2022 01:45","0","0","0","n/e","n/e","n/e","493","500","500"
"14.07.2022 01:45 - 14.07.2022 02:00","0","0","0","n/e","n/e","n/e","493","501","501"
"14.07.2022 02:00 - 14.07.2022 02:15","0","0","0","n/e","n/e","n/e","590","596","596"
"14.07.2022 02:15 - 14.07.2022 02:30","0","0","0","n/e","n/e","n/e","591","597","597"
"14.07.2022 02:30 - 14.07.2022 02:45","0","0","0","n/e","n/e","n/e","592","598","598"
"14.07.2022 02:45 - 14.07.2022 03:00","0","0","0","n/e","n/e","n/e","593","599","599"
"14.07.2022 03:00 - 14.07.2022 03:15","0","0","0","n/e","n/e","n/e","671","678","678"
"14.07.2022 03:15 - 14.07.2022 03:30","0","0","0","n/e","n/e","n/e","672","679","679"
"14.07.2022 03:30 - 14.07.2022 03:45","0","0","0","n/e","n/e","n/e","673","679","679"
"14.07.2022 03:45 - 14.07.2022 04:00","0","0","0","n/e","n/e","n/e","673","680","680"
"14.07.2022 04:00 - 14.07.2022 04:15","0","0","0","n/e","n/e","n/e","713","728","728"
"14.07.2022 04:15 - 14.07.2022 04:30","0","0","0","n/e","n/e","n/e","713","728","728"
"14.07.2022 04:30 - 14.07.2022 04:45","0","0","0","n/e","n/e","n/e","713","728","728"
"14.07.2022 04:45 - 14.07.2022 05:00","0","0","0","n/e","n/e","n/e","713","746","746"
"14.07.2022 05:00 - 14.07.2022 05:15","15","15","15","n/e","n/e","n/e","678","708","708"
"14.07.2022 05:15 - 14.07.2022 05:30","18","18","18","n/e","n/e","n/e","678","708","708"
"14.07.2022 05:30 - 14.07.2022 05:45","21","21","21","n/e","n/e","n/e","677","707","707"
"14.07.2022 05:45 - 14.07.2022 06:00","26","27","27","n/e","n/e","n/e","677","720","720"
"14.07.2022 06:00 - 14.07.2022 06:15","98","103","103","n/e","n/e","n/e","548","570","570"
"14.07.2022 06:15 - 14.07.2022 06:30","107","112","112","n/e","n/e","n/e","547","569","569"
"14.07.2022 06:30 - 14.07.2022 06:45","119","125","125","n/e","n/e","n/e","546","568","568"
"14.07.2022 06:45 - 14.07.2022 07:00","136","142","142","n/e","n/e","n/e","545","568","568"
"14.07.2022 07:00 - 14.07.2022 07:15","291","294","294","n/e","n/e","n/e","377","382","382"
"14.07.2022 07:15 - 14.07.2022 07:30","307","309","309","n/e","n/e","n/e","376","381","381"
"14.07.2022 07:30 - 14.07.2022 07:45","324","327","327","n/e","n/e","n/e","374","380","380"
"14.07.2022 07:45 - 14.07.2022 08:00","340","344","344","n/e","n/e","n/e","373","379","379"
"14.07.2022 08:00 - 14.07.2022 08:15","507","507","507","n/e","n/e","n/e","264","266","266"
"14.07.2022 08:15 - 14.07.2022 08:30","525","525","525","n/e","n/e","n/e","264","266","266"
"14.07.2022 08:30 - 14.07.2022 08:45","540","540","540","n/e","n/e","n/e","264","266","266"
"14.07.2022 08:45 - 14.07.2022 09:00","554","555","555","n/e","n/e","n/e","264","266","266"
"14.07.2022 09:00 - 14.07.2022 09:15","691","693","693","n/e","n/e","n/e","262","262","262"
"14.07.2022 09:15 - 14.07.2022 09:30","702","704","704","n/e","n/e","n/e","263","263","263"
"14.07.2022 09:30 - 14.07.2022 09:45","712","715","715","n/e","n/e","n/e","263","263","263"
"14.07.2022 09:45 - 14.07.2022 10:00","721","724","724","n/e","n/e","n/e","263","263","263"
"14.07.2022 10:00 - 14.07.2022 10:15","806","807","807","n/e","n/e","n/e","268","268","268"
"14.07.2022 10:15 - 14.07.2022 10:30","813","814","814","n/e","n/e","n/e","268","268","268"
"14.07.2022 10:30 - 14.07.2022 10:45","819","820","820","n/e","n/e","n/e","268","268","268"
"14.07.2022 10:45 - 14.07.2022 11:00","823","824","824","n/e","n/e","n/e","268","268","268"
"14.07.2022 11:00 - 14.07.2022 11:15","859","860","860","n/e","n/e","n/e","277","277","277"
"14.07.2022 11:15 - 14.07.2022 11:30","862","863","863","n/e","n/e","n/e","277","277","277"
"14.07.2022 11:30 - 14.07.2022 11:45","863","863","863","n/e","n/e","n/e","277","277","277"
"14.07.2022 11:45 - 14.07.2022 12:00","863","863","863","n/e","n/e","n/e","277","277","277"
"14.07.2022 12:00 - 14.07.2022 12:15","862","863","863","n/e","n/e","n/e","273","273","273"
"14.07.2022 12:15 - 14.07.2022 12:30","862","862","862","n/e","n/e","n/e","273","273","273"
"14.07.2022 12:30 - 14.07.2022 12:45","859","859","859","n/e","n/e","n/e","273","273","273"
"14.07.2022 12:45 - 14.07.2022 13:00","857","857","857","n/e","n/e","n/e","273","273","273"
"14.07.2022 13:00 - 14.07.2022 13:15","813","813","813","n/e","n/e","n/e","276","276","276"
"14.07.2022 13:15 - 14.07.2022 13:30","811","811","811","n/e","n/e","n/e","276","276","276"
"14.07.2022 13:30 - 14.07.2022 13:45","807","807","807","n/e","n/e","n/e","276","276","276"
"14.07.2022 13:45 - 14.07.2022 14:00","801","801","801","n/e","n/e","n/e","276","276","276"
"14.07.2022 14:00 - 14.07.2022 14:15","718","720","720","n/e","n/e","n/e","265","265","265"
"14.07.2022 14:15 - 14.07.2022 14:30","714","714","714","n/e","n/e","n/e","265","265","265"
"14.07.2022 14:30 - 14.07.2022 14:45","706","706","706","n/e","n/e","n/e","265","265","265"
"14.07.2022 14:45 - 14.07.2022 15:00","699","699","699","n/e","n/e","n/e","265","265","265"
"14.07.2022 15:00 - 14.07.2022 15:15","594","594","594","n/e","n/e","n/e","257","257","257"
"14.07.2022 15:15 - 14.07.2022 15:30","581","581","581","n/e","n/e","n/e","257","257","257"
"14.07.2022 15:30 - 14.07.2022 15:45","568","568","568","n/e","n/e","n/e","257","257","257"
"14.07.2022 15:45 - 14.07.2022 16:00","560","560","560","n/e","n/e","n/e","257","257","257"
"14.07.2022 16:00 - 14.07.2022 16:15","431","431","431","n/e","n/e","n/e","253","253","253"
"14.07.2022 16:15 - 14.07.2022 16:30","418","418","418","n/e","n/e","n/e","253","253","253"
"14.07.2022 16:30 - 14.07.2022 16:45","403","403","403","n/e","n/e","n/e","253","253","253"
"14.07.2022 16:45 - 14.07.2022 17:00","390","390","390","n/e","n/e","n/e","253","253","253"
"14.07.2022 17:00 - 14.07.2022 17:15","257","257","257","n/e","n/e","n/e","274","274","274"
"14.07.2022 17:15 - 14.07.2022 17:30","235","235","235","n/e","n/e","n/e","274","274","274"
"14.07.2022 17:30 - 14.07.2022 17:45","225","225","225","n/e","n/e","n/e","274","274","274"
"14.07.2022 17:45 - 14.07.2022 18:00","215","215","215","n/e","n/e","n/e","274","274","274"
"14.07.2022 18:00 - 14.07.2022 18:15","98","99","99","n/e","n/e","n/e","327","327","327"
"14.07.2022 18:15 - 14.07.2022 18:30","87","87","87","n/e","n/e","n/e","329","329","329"
"14.07.2022 18:30 - 14.07.2022 18:45","78","78","78","n/e","n/e","n/e","330","330","330"
"14.07.2022 18:45 - 14.07.2022 19:00","71","71","71","n/e","n/e","n/e","331","331","331"
"14.07.2022 19:00 - 14.07.2022 19:15","15","15","15","n/e","n/e","n/e","412","412","412"
"14.07.2022 19:15 - 14.07.2022 19:30","15","15","15","n/e","n/e","n/e","413","413","413"
"14.07.2022 19:30 - 14.07.2022 19:45","12","12","12","n/e","n/e","n/e","415","415","415"
"14.07.2022 19:45 - 14.07.2022 20:00","11","11","11","n/e","n/e","n/e","417","417","417"
"14.07.2022 20:00 - 14.07.2022 20:15","0","0","0","n/e","n/e","n/e","492","492","492"
"14.07.2022 20:15 - 14.07.2022 20:30","0","0","0","n/e","n/e","n/e","492","492","492"
"14.07.2022 20:30 - 14.07.2022 20:45","0","0","0","n/e","n/e","n/e","492","492","492"
"14.07.2022 20:45 - 14.07.2022 21:00","0","0","0","n/e","n/e","n/e","492","492","492"
"14.07.2022 21:00 - 14.07.2022 21:15","0","0","0","n/e","n/e","n/e","471","471","471"
"14.07.2022 21:15 - 14.07.2022 21:30","0","0","0","n/e","n/e","n/e","471","471","471"
"14.07.2022 21:30 - 14.07.2022 21:45","0","0","0","n/e","n/e","n/e","470","470","470"
"14.07.2022 21:45 - 14.07.2022 22:00","0","0","0","n/e","n/e","n/e","470","470","470"
"14.07.2022 22:00 - 14.07.2022 22:15","0","0","0","n/e","n/e","n/e","491","491","491"
"14.07.2022 22:15 - 14.07.2022 22:30","0","0","0","n/e","n/e","n/e","490","490","490"
"14.07.2022 22:30 - 14.07.2022 22:45","0","0","0","n/e","n/e","n/e","489","489","489"
"14.07.2022 22:45 - 14.07.2022 23:00","0","0","0","n/e","n/e","n/e","488","488","488"
"14.07.2022 23:00 - 14.07.2022 23:15","0","0","0","n/e","n/e","n/e","422","441","441"
"14.07.2022 23:15 - 14.07.2022 23:30","0","0","0","n/e","n/e","n/e","421","455","455"
"14.07.2022 23:30 - 14.07.2022 23:45","0","0","0","n/e","n/e","n/e","420","450","450"
"14.07.2022 23:45 - 15.07.2022 00:00","0","0","0","n/e","n/e","n/e","419","448","448"
"15.07.2022 00:00 - 15.07.2022 00:15","0","0","0","n/e","n/e","n/e","367","407","407"
"15.07.2022 00:15 - 15.07.2022 00:30","0","0","0","n/e","n/e","n/e","367","407","407"
"15.07.2022 00:30 - 15.07.2022 00:45","0","0","0","n/e","n/e","n/e","367","410","410"
"15.07.2022 00:45 - 15.07.2022 01:00","0","0","0","n/e","n/e","n/e","367","408","408"
"15.07.2022 01:00 - 15.07.2022 01:15","0","0","0","n/e","n/e","n/e","337","368","368"
"15.07.2022 01:15 - 15.07.2022 01:30","0","0","0","n/e","n/e","n/e","337","371","371"
"15.07.2022 01:30 - 15.07.2022 01:45","0","0","0","n/e","n/e","n/e","337","367","367"
"15.07.2022 01:45 - 15.07.2022 02:00","0","0","0","n/e","n/e","n/e","336","366","366"
"15.07.2022 02:00 - 15.07.2022 02:15","0","0","0","n/e","n/e","n/e","248","281","281"
"15.07.2022 02:15 - 15.07.2022 02:30","0","0","0","n/e","n/e","n/e","247","281","281"
"15.07.2022 02:30 - 15.07.2022 02:45","0","0","0","n/e","n/e","n/e","247","281","281"
"15.07.2022 02:45 - 15.07.2022 03:00","0","0","0","n/e","n/e","n/e","247","281","281"
"15.07.2022 03:00 - 15.07.2022 03:15","0","0","0","n/e","n/e","n/e","194","205","205"
"15.07.2022 03:15 - 15.07.2022 03:30","0","0","0","n/e","n/e","n/e","194","204","204"
"15.07.2022 03:30 - 15.07.2022 03:45","0","0","0","n/e","n/e","n/e","194","204","204"
"15.07.2022 03:45 - 15.07.2022 04:00","0","0","0","n/e","n/e","n/e","194","204","204"
"15.07.2022 04:00 - 15.07.2022 04:15","0","0","0","n/e","n/e","n/e","135","147","147"
"15.07.2022 04:15 - 15.07.2022 04:30","0","0","0","n/e","n/e","n/e","135","147","147"
"15.07.2022 04:30 - 15.07.2022 04:45","0","0","0","n/e","n/e","n/e","135","147","147"
"15.07.2022 04:45 - 15.07.2022 05:00","0","0","0","n/e","n/e","n/e","135","146","146"
"15.07.2022 05:00 - 15.07.2022 05:15","16","16","16","n/e","n/e","n/e","105","113","113"
"15.07.2022 05:15 - 15.07.2022 05:30","18","18","18","n/e","n/e","n/e","105","113","113"
"15.07.2022 05:30 - 15.07.2022 05:45","21","21","21","n/e","n/e","n/e","105","113","113"
"15.07.2022 05:45 - 15.07.2022 06:00","27","27","27","n/e","n/e","n/e","105","113","113"
"15.07.2022 06:00 - 15.07.2022 06:15","100","100","100","n/e","n/e","n/e","93","98","98"
"15.07.2022 06:15 - 15.07.2022 06:30","109","109","109","n/e","n/e","n/e","93","98","98"
"15.07.2022 06:30 - 15.07.2022 06:45","122","122","122","n/e","n/e","n/e","93","98","98"
"15.07.2022 06:45 - 15.07.2022 07:00","138","139","139","n/e","n/e","n/e","92","98","98"
"15.07.2022 07:00 - 15.07.2022 07:15","288","287","287","n/e","n/e","n/e","78","78","78"
"15.07.2022 07:15 - 15.07.2022 07:30","303","303","303","n/e","n/e","n/e","78","78","78"
"15.07.2022 07:30 - 15.07.2022 07:45","320","321","321","n/e","n/e","n/e","78","78","78"
"15.07.2022 07:45 - 15.07.2022 08:00","336","337","337","n/e","n/e","n/e","78","78","78"
"15.07.2022 08:00 - 15.07.2022 08:15","504","504","504","n/e","n/e","n/e","76","76","76"
"15.07.2022 08:15 - 15.07.2022 08:30","522","522","522","n/e","n/e","n/e","76","76","76"
"15.07.2022 08:30 - 15.07.2022 08:45","536","536","536","n/e","n/e","n/e","76","76","76"
"15.07.2022 08:45 - 15.07.2022 09:00","550","551","551","n/e","n/e","n/e","76","76","76"
"15.07.2022 09:00 - 15.07.2022 09:15","681","681","681","n/e","n/e","n/e","98","98","98"
"15.07.2022 09:15 - 15.07.2022 09:30","692","692","692","n/e","n/e","n/e","98","98","98"
"15.07.2022 09:30 - 15.07.2022 09:45","702","702","702","n/e","n/e","n/e","98","98","98"
"15.07.2022 09:45 - 15.07.2022 10:00","711","712","712","n/e","n/e","n/e","98","98","98"
"15.07.2022 10:00 - 15.07.2022 10:15","785","785","785","n/e","n/e","n/e","125","125","125"
"15.07.2022 10:15 - 15.07.2022 10:30","792","792","792","n/e","n/e","n/e","125","125","125"
"15.07.2022 10:30 - 15.07.2022 10:45","798","799","799","n/e","n/e","n/e","125","125","125"
"15.07.2022 10:45 - 15.07.2022 11:00","802","802","802","n/e","n/e","n/e","125","125","125"
