"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Romania (RO)","Generation - Solar  [MW] Intraday / Romania (RO)","Generation - Solar  [MW] Current / Romania (RO)","Generation - Wind Offshore  [MW] Day Ahead/ Romania (RO)","Generation - Wind Offshore  [MW] Intraday / Romania (RO)","Generation - Wind Offshore  [MW] Current / Romania (RO)","Generation - Wind Onshore  [MW] Day Ahead/ Romania (RO)","Generation - Wind Onshore  [MW] Intraday / Romania (RO)","Generation - Wind Onshore  [MW] Current / Romania (RO)"
"31.10.2022 07:00 - 31.10.2022 07:15","196","196","196","n/e","n/e","n/e","271","271","271"
"31.10.2022 07:15 - 31.10.2022 07:30","212","212","212","n/e","n/e","n/e","270","270","270"
"31.10.2022 07:30 - 31.10.2022 07:45","229","229","229","n/e","n/e","n/e","270","270","270"
"31.10.2022 07:45 - 31.10.2022 08:00","245","245","245","n/e","n/e","n/e","270","270","270"
"31.10.2022 08:00 - 31.10.2022 08:15","378","378","378","n/e","n/e","n/e","288","288","288"
"31.10.2022 08:15 - 31.10.2022 08:30","396","396","396","n/e","n/e","n/e","288","288","288"
"31.10.2022 08:30 - 31.10.2022 08:45","413","413","413","n/e","n/e","n/e","288","288","288"
"31.10.2022 08:45 - 31.10.2022 09:00","427","427","427","n/e","n/e","n/e","288","288","288"
"31.10.2022 09:00 - 31.10.2022 09:15","533","533","533","n/e","n/e","n/e","447","447","447"
"31.10.2022 09:15 - 31.10.2022 09:30","544","544","544","n/e","n/e","n/e","447","447","447"
"31.10.2022 09:30 - 31.10.2022 09:45","554","555","555","n/e","n/e","n/e","447","447","447"
"31.10.2022 09:45 - 31.10.2022 10:00","563","563","563","n/e","n/e","n/e","448","448","448"
"31.10.2022 10:00 - 31.10.2022 10:15","632","632","632","n/e","n/e","n/e","612","602","602"
"31.10.2022 10:15 - 31.10.2022 10:30","638","638","638","n/e","n/e","n/e","615","605","605"
"31.10.2022 10:30 - 31.10.2022 10:45","643","643","643","n/e","n/e","n/e","617","607","607"
"31.10.2022 10:45 - 31.10.2022 11:00","647","647","647","n/e","n/e","n/e","620","610","610"
"31.10.2022 11:00 - 31.10.2022 11:15","669","669","669","n/e","n/e","n/e","758","748","748"
"31.10.2022 11:15 - 31.10.2022 11:30","671","671","671","n/e","n/e","n/e","759","749","749"
"31.10.2022 11:30 - 31.10.2022 11:45","670","670","670","n/e","n/e","n/e","761","751","751"
"31.10.2022 11:45 - 31.10.2022 12:00","669","669","669","n/e","n/e","n/e","762","752","752"
"31.10.2022 12:00 - 31.10.2022 12:15","625","626","626","n/e","n/e","n/e","859","849","849"
"31.10.2022 12:15 - 31.10.2022 12:30","623","623","623","n/e","n/e","n/e","859","849","849"
"31.10.2022 12:30 - 31.10.2022 12:45","619","619","619","n/e","n/e","n/e","860","850","850"
"31.10.2022 12:45 - 31.10.2022 13:00","615","615","615","n/e","n/e","n/e","860","850","850"
"31.10.2022 13:00 - 31.10.2022 13:15","515","515","515","n/e","n/e","n/e","837","827","827"
"31.10.2022 13:15 - 31.10.2022 13:30","509","509","509","n/e","n/e","n/e","836","826","826"
"31.10.2022 13:30 - 31.10.2022 13:45","501","502","502","n/e","n/e","n/e","835","825","825"
"31.10.2022 13:45 - 31.10.2022 14:00","493","493","493","n/e","n/e","n/e","834","824","824"
"31.10.2022 14:00 - 31.10.2022 14:15","334","334","334","n/e","n/e","n/e","671","661","661"
"31.10.2022 14:15 - 31.10.2022 14:30","325","325","325","n/e","n/e","n/e","669","659","659"
"31.10.2022 14:30 - 31.10.2022 14:45","314","314","314","n/e","n/e","n/e","666","656","656"
"31.10.2022 14:45 - 31.10.2022 15:00","304","304","304","n/e","n/e","n/e","664","654","654"
"31.10.2022 15:00 - 31.10.2022 15:15","116","116","116","n/e","n/e","n/e","516","506","506"
"31.10.2022 15:15 - 31.10.2022 15:30","107","107","107","n/e","n/e","n/e","514","504","504"
"31.10.2022 15:30 - 31.10.2022 15:45","98","98","98","n/e","n/e","n/e","513","503","503"
"31.10.2022 15:45 - 31.10.2022 16:00","92","92","92","n/e","n/e","n/e","511","501","501"
"31.10.2022 16:00 - 31.10.2022 16:15","17","17","17","n/e","n/e","n/e","414","404","404"
"31.10.2022 16:15 - 31.10.2022 16:30","15","15","15","n/e","n/e","n/e","413","403","403"
"31.10.2022 16:30 - 31.10.2022 16:45","14","14","14","n/e","n/e","n/e","412","402","402"
"31.10.2022 16:45 - 31.10.2022 17:00","14","14","14","n/e","n/e","n/e","412","402","402"
"31.10.2022 17:00 - 31.10.2022 17:15","4","4","4","n/e","n/e","n/e","376","366","366"
"31.10.2022 17:15 - 31.10.2022 17:30","4","4","4","n/e","n/e","n/e","376","366","366"
"31.10.2022 17:30 - 31.10.2022 17:45","3","3","3","n/e","n/e","n/e","376","366","366"
"31.10.2022 17:45 - 31.10.2022 18:00","3","3","3","n/e","n/e","n/e","376","366","366"
"31.10.2022 18:00 - 31.10.2022 18:15","1","1","1","n/e","n/e","n/e","390","380","380"
"31.10.2022 18:15 - 31.10.2022 18:30","1","1","1","n/e","n/e","n/e","391","381","381"
"31.10.2022 18:30 - 31.10.2022 18:45","1","1","1","n/e","n/e","n/e","391","381","381"
"31.10.2022 18:45 - 31.10.2022 19:00","1","1","1","n/e","n/e","n/e","391","381","381"
"31.10.2022 19:00 - 31.10.2022 19:15","0","0","0","n/e","n/e","n/e","429","419","419"
"31.10.2022 19:15 - 31.10.2022 19:30","0","0","0","n/e","n/e","n/e","429","419","419"
"31.10.2022 19:30 - 31.10.2022 19:45","0","0","0","n/e","n/e","n/e","429","419","419"
"31.10.2022 19:45 - 31.10.2022 20:00","0","0","0","n/e","n/e","n/e","429","419","419"
"31.10.2022 20:00 - 31.10.2022 20:15","0","0","0","n/e","n/e","n/e","464","454","454"
"31.10.2022 20:15 - 31.10.2022 20:30","0","0","0","n/e","n/e","n/e","464","454","454"
"31.10.2022 20:30 - 31.10.2022 20:45","0","0","0","n/e","n/e","n/e","464","454","454"
"31.10.2022 20:45 - 31.10.2022 21:00","0","0","0","n/e","n/e","n/e","464","454","454"
"31.10.2022 21:00 - 31.10.2022 21:15","0","0","0","n/e","n/e","n/e","468","468","468"
"31.10.2022 21:15 - 31.10.2022 21:30","0","0","0","n/e","n/e","n/e","468","468","468"
"31.10.2022 21:30 - 31.10.2022 21:45","0","0","0","n/e","n/e","n/e","468","468","468"
"31.10.2022 21:45 - 31.10.2022 22:00","0","0","0","n/e","n/e","n/e","468","468","468"
"31.10.2022 22:00 - 31.10.2022 22:15","0","0","0","n/e","n/e","n/e","484","484","484"
"31.10.2022 22:15 - 31.10.2022 22:30","0","0","0","n/e","n/e","n/e","484","484","484"
"31.10.2022 22:30 - 31.10.2022 22:45","0","0","0","n/e","n/e","n/e","484","484","484"
"31.10.2022 22:45 - 31.10.2022 23:00","0","0","0","n/e","n/e","n/e","483","483","483"
"31.10.2022 23:00 - 31.10.2022 23:15","0","0","0","n/e","n/e","n/e","438","459","459"
"31.10.2022 23:15 - 31.10.2022 23:30","0","0","0","n/e","n/e","n/e","437","458","458"
"31.10.2022 23:30 - 31.10.2022 23:45","0","0","0","n/e","n/e","n/e","436","457","457"
"31.10.2022 23:45 - 01.11.2022 00:00","0","0","0","n/e","n/e","n/e","435","456","456"
"01.11.2022 00:00 - 01.11.2022 00:15","3","3","3","n/e","n/e","n/e","275","276","276"
"01.11.2022 00:15 - 01.11.2022 00:30","3","3","3","n/e","n/e","n/e","275","276","276"
"01.11.2022 00:30 - 01.11.2022 00:45","3","3","3","n/e","n/e","n/e","274","275","275"
"01.11.2022 00:45 - 01.11.2022 01:00","3","3","3","n/e","n/e","n/e","274","275","275"
"01.11.2022 01:00 - 01.11.2022 01:15","3","3","3","n/e","n/e","n/e","191","200","200"
"01.11.2022 01:15 - 01.11.2022 01:30","3","3","3","n/e","n/e","n/e","191","200","200"
"01.11.2022 01:30 - 01.11.2022 01:45","3","3","3","n/e","n/e","n/e","191","200","200"
"01.11.2022 01:45 - 01.11.2022 02:00","3","3","3","n/e","n/e","n/e","191","199","199"
"01.11.2022 02:00 - 01.11.2022 02:15","3","3","3","n/e","n/e","n/e","125","130","130"
"01.11.2022 02:15 - 01.11.2022 02:30","3","3","3","n/e","n/e","n/e","125","130","130"
"01.11.2022 02:30 - 01.11.2022 02:45","3","3","3","n/e","n/e","n/e","125","130","130"
"01.11.2022 02:45 - 01.11.2022 03:00","3","3","3","n/e","n/e","n/e","124","130","130"
"01.11.2022 03:00 - 01.11.2022 03:15","3","3","3","n/e","n/e","n/e","72","77","77"
"01.11.2022 03:15 - 01.11.2022 03:30","3","3","3","n/e","n/e","n/e","72","77","77"
"01.11.2022 03:30 - 01.11.2022 03:45","3","3","3","n/e","n/e","n/e","72","77","77"
"01.11.2022 03:45 - 01.11.2022 04:00","3","3","3","n/e","n/e","n/e","72","77","77"
"01.11.2022 04:00 - 01.11.2022 04:15","0","0","0","n/e","n/e","n/e","46","51","51"
"01.11.2022 04:15 - 01.11.2022 04:30","0","0","0","n/e","n/e","n/e","46","51","51"
"01.11.2022 04:30 - 01.11.2022 04:45","0","0","0","n/e","n/e","n/e","46","51","51"
"01.11.2022 04:45 - 01.11.2022 05:00","0","0","0","n/e","n/e","n/e","46","51","51"
"01.11.2022 05:00 - 01.11.2022 05:15","1","1","1","n/e","n/e","n/e","38","43","43"
"01.11.2022 05:15 - 01.11.2022 05:30","1","1","1","n/e","n/e","n/e","38","43","43"
"01.11.2022 05:30 - 01.11.2022 05:45","1","1","1","n/e","n/e","n/e","38","43","43"
"01.11.2022 05:45 - 01.11.2022 06:00","1","1","1","n/e","n/e","n/e","38","43","43"
"01.11.2022 06:00 - 01.11.2022 06:15","34","34","34","n/e","n/e","n/e","35","40","40"
"01.11.2022 06:15 - 01.11.2022 06:30","40","40","40","n/e","n/e","n/e","35","40","40"
"01.11.2022 06:30 - 01.11.2022 06:45","49","49","49","n/e","n/e","n/e","35","40","40"
"01.11.2022 06:45 - 01.11.2022 07:00","62","62","62","n/e","n/e","n/e","35","40","40"
"01.11.2022 07:00 - 01.11.2022 07:15","215","214","214","n/e","n/e","n/e","34","39","39"
"01.11.2022 07:15 - 01.11.2022 07:30","234","234","234","n/e","n/e","n/e","34","39","39"
"01.11.2022 07:30 - 01.11.2022 07:45","255","255","255","n/e","n/e","n/e","34","39","39"
"01.11.2022 07:45 - 01.11.2022 08:00","273","274","274","n/e","n/e","n/e","34","39","39"
"01.11.2022 08:00 - 01.11.2022 08:15","420","420","420","n/e","n/e","n/e","34","34","34"
"01.11.2022 08:15 - 01.11.2022 08:30","441","441","441","n/e","n/e","n/e","34","34","34"
"01.11.2022 08:30 - 01.11.2022 08:45","460","461","461","n/e","n/e","n/e","34","34","34"
"01.11.2022 08:45 - 01.11.2022 09:00","476","476","476","n/e","n/e","n/e","34","34","34"
"01.11.2022 09:00 - 01.11.2022 09:15","588","588","588","n/e","n/e","n/e","35","35","35"
"01.11.2022 09:15 - 01.11.2022 09:30","601","601","601","n/e","n/e","n/e","35","35","35"
"01.11.2022 09:30 - 01.11.2022 09:45","612","613","613","n/e","n/e","n/e","35","35","35"
"01.11.2022 09:45 - 01.11.2022 10:00","622","623","623","n/e","n/e","n/e","35","35","35"
"01.11.2022 10:00 - 01.11.2022 10:15","695","695","695","n/e","n/e","n/e","61","51","51"
"01.11.2022 10:15 - 01.11.2022 10:30","702","702","702","n/e","n/e","n/e","61","51","51"
"01.11.2022 10:30 - 01.11.2022 10:45","708","709","709","n/e","n/e","n/e","61","51","51"
"01.11.2022 10:45 - 01.11.2022 11:00","712","712","712","n/e","n/e","n/e","62","52","52"
"01.11.2022 11:00 - 01.11.2022 11:15","734","735","735","n/e","n/e","n/e","69","59","59"
"01.11.2022 11:15 - 01.11.2022 11:30","736","736","736","n/e","n/e","n/e","69","59","59"
"01.11.2022 11:30 - 01.11.2022 11:45","736","736","736","n/e","n/e","n/e","69","59","59"
"01.11.2022 11:45 - 01.11.2022 12:00","734","734","734","n/e","n/e","n/e","69","59","59"
"01.11.2022 12:00 - 01.11.2022 12:15","681","682","682","n/e","n/e","n/e","84","74","74"
"01.11.2022 12:15 - 01.11.2022 12:30","678","678","678","n/e","n/e","n/e","84","74","74"
"01.11.2022 12:30 - 01.11.2022 12:45","674","674","674","n/e","n/e","n/e","84","74","74"
"01.11.2022 12:45 - 01.11.2022 13:00","668","668","668","n/e","n/e","n/e","84","74","74"
"01.11.2022 13:00 - 01.11.2022 13:15","542","543","543","n/e","n/e","n/e","112","102","102"
"01.11.2022 13:15 - 01.11.2022 13:30","535","536","536","n/e","n/e","n/e","112","102","102"
"01.11.2022 13:30 - 01.11.2022 13:45","526","527","527","n/e","n/e","n/e","112","102","102"
"01.11.2022 13:45 - 01.11.2022 14:00","517","517","517","n/e","n/e","n/e","112","102","102"
"01.11.2022 14:00 - 01.11.2022 14:15","332","333","333","n/e","n/e","n/e","170","160","160"
"01.11.2022 14:15 - 01.11.2022 14:30","322","322","322","n/e","n/e","n/e","171","161","161"
"01.11.2022 14:30 - 01.11.2022 14:45","310","310","310","n/e","n/e","n/e","171","161","161"
"01.11.2022 14:45 - 01.11.2022 15:00","298","298","298","n/e","n/e","n/e","172","162","162"
"01.11.2022 15:00 - 01.11.2022 15:15","94","94","94","n/e","n/e","n/e","296","286","286"
"01.11.2022 15:15 - 01.11.2022 15:30","84","84","84","n/e","n/e","n/e","298","288","288"
"01.11.2022 15:30 - 01.11.2022 15:45","75","75","75","n/e","n/e","n/e","301","291","291"
"01.11.2022 15:45 - 01.11.2022 16:00","69","69","69","n/e","n/e","n/e","304","294","294"
"01.11.2022 16:00 - 01.11.2022 16:15","6","6","6","n/e","n/e","n/e","533","523","523"
"01.11.2022 16:15 - 01.11.2022 16:30","5","5","5","n/e","n/e","n/e","536","526","526"
"01.11.2022 16:30 - 01.11.2022 16:45","5","5","5","n/e","n/e","n/e","539","529","529"
"01.11.2022 16:45 - 01.11.2022 17:00","5","5","5","n/e","n/e","n/e","543","533","533"
"01.11.2022 17:00 - 01.11.2022 17:15","2","2","2","n/e","n/e","n/e","738","728","728"
"01.11.2022 17:15 - 01.11.2022 17:30","1","1","1","n/e","n/e","n/e","741","731","731"
"01.11.2022 17:30 - 01.11.2022 17:45","1","1","1","n/e","n/e","n/e","744","734","734"
"01.11.2022 17:45 - 01.11.2022 18:00","1","1","1","n/e","n/e","n/e","747","737","737"
"01.11.2022 18:00 - 01.11.2022 18:15","1","1","1","n/e","n/e","n/e","931","921","921"
"01.11.2022 18:15 - 01.11.2022 18:30","1","1","1","n/e","n/e","n/e","934","924","924"
"01.11.2022 18:30 - 01.11.2022 18:45","0","0","0","n/e","n/e","n/e","937","927","927"
"01.11.2022 18:45 - 01.11.2022 19:00","0","0","0","n/e","n/e","n/e","939","929","929"
"01.11.2022 19:00 - 01.11.2022 19:15","0","0","0","n/e","n/e","n/e","1101","1091","1091"
"01.11.2022 19:15 - 01.11.2022 19:30","0","0","0","n/e","n/e","n/e","1103","1093","1093"
"01.11.2022 19:30 - 01.11.2022 19:45","0","0","0","n/e","n/e","n/e","1105","1095","1095"
"01.11.2022 19:45 - 01.11.2022 20:00","0","0","0","n/e","n/e","n/e","1108","1098","1098"
"01.11.2022 20:00 - 01.11.2022 20:15","0","0","0","n/e","n/e","n/e","1191","1181","1181"
"01.11.2022 20:15 - 01.11.2022 20:30","0","0","0","n/e","n/e","n/e","1192","1182","1182"
"01.11.2022 20:30 - 01.11.2022 20:45","0","0","0","n/e","n/e","n/e","1193","1183","1183"
"01.11.2022 20:45 - 01.11.2022 21:00","0","0","0","n/e","n/e","n/e","1193","1183","1183"
"01.11.2022 21:00 - 01.11.2022 21:15","0","0","0","n/e","n/e","n/e","1163","1163","1163"
"01.11.2022 21:15 - 01.11.2022 21:30","0","0","0","n/e","n/e","n/e","1162","1162","1162"
"01.11.2022 21:30 - 01.11.2022 21:45","0","0","0","n/e","n/e","n/e","1161","1161","1161"
"01.11.2022 21:45 - 01.11.2022 22:00","0","0","0","n/e","n/e","n/e","1160","1160","1160"
"01.11.2022 22:00 - 01.11.2022 22:15","0","0","0","n/e","n/e","n/e","1099","1099","1099"
"01.11.2022 22:15 - 01.11.2022 22:30","0","0","0","n/e","n/e","n/e","1098","1098","1098"
"01.11.2022 22:30 - 01.11.2022 22:45","0","0","0","n/e","n/e","n/e","1096","1096","1096"
"01.11.2022 22:45 - 01.11.2022 23:00","0","0","0","n/e","n/e","n/e","1095","1095","1095"
"01.11.2022 23:00 - 01.11.2022 23:15","0","0","0","n/e","n/e","n/e","1018","1039","1039"
"01.11.2022 23:15 - 01.11.2022 23:30","0","0","0","n/e","n/e","n/e","1016","1038","1038"
"01.11.2022 23:30 - 01.11.2022 23:45","0","0","0","n/e","n/e","n/e","1015","1036","1036"
"01.11.2022 23:45 - 02.11.2022 00:00","0","0","0","n/e","n/e","n/e","1014","1035","1035"
"02.11.2022 00:00 - 02.11.2022 00:15","0","0","0","n/e","n/e","n/e","909","904","904"
"02.11.2022 00:15 - 02.11.2022 00:30","0","0","0","n/e","n/e","n/e","908","904","904"
"02.11.2022 00:30 - 02.11.2022 00:45","0","0","0","n/e","n/e","n/e","907","903","903"
"02.11.2022 00:45 - 02.11.2022 01:00","0","0","0","n/e","n/e","n/e","906","902","902"
"02.11.2022 01:00 - 02.11.2022 01:15","0","0","0","n/e","n/e","n/e","863","862","862"
"02.11.2022 01:15 - 02.11.2022 01:30","0","0","0","n/e","n/e","n/e","863","861","861"
"02.11.2022 01:30 - 02.11.2022 01:45","0","0","0","n/e","n/e","n/e","862","861","861"
"02.11.2022 01:45 - 02.11.2022 02:00","0","0","0","n/e","n/e","n/e","862","861","861"
"02.11.2022 02:00 - 02.11.2022 02:15","0","0","0","n/e","n/e","n/e","850","845","845"
"02.11.2022 02:15 - 02.11.2022 02:30","0","0","0","n/e","n/e","n/e","850","845","845"
"02.11.2022 02:30 - 02.11.2022 02:45","0","0","0","n/e","n/e","n/e","850","844","844"
"02.11.2022 02:45 - 02.11.2022 03:00","0","0","0","n/e","n/e","n/e","849","844","844"
"02.11.2022 03:00 - 02.11.2022 03:15","0","0","0","n/e","n/e","n/e","856","852","852"
"02.11.2022 03:15 - 02.11.2022 03:30","0","0","0","n/e","n/e","n/e","856","853","853"
"02.11.2022 03:30 - 02.11.2022 03:45","0","0","0","n/e","n/e","n/e","856","853","853"
"02.11.2022 03:45 - 02.11.2022 04:00","0","0","0","n/e","n/e","n/e","856","853","853"
"02.11.2022 04:00 - 02.11.2022 04:15","0","0","0","n/e","n/e","n/e","867","864","864"
"02.11.2022 04:15 - 02.11.2022 04:30","0","0","0","n/e","n/e","n/e","867","864","864"
"02.11.2022 04:30 - 02.11.2022 04:45","0","0","0","n/e","n/e","n/e","868","864","864"
"02.11.2022 04:45 - 02.11.2022 05:00","0","0","0","n/e","n/e","n/e","868","864","864"
"02.11.2022 05:00 - 02.11.2022 05:15","1","1","1","n/e","n/e","n/e","888","885","885"
"02.11.2022 05:15 - 02.11.2022 05:30","1","1","1","n/e","n/e","n/e","888","885","885"
"02.11.2022 05:30 - 02.11.2022 05:45","1","1","1","n/e","n/e","n/e","889","886","886"
"02.11.2022 05:45 - 02.11.2022 06:00","1","1","1","n/e","n/e","n/e","889","886","886"
"02.11.2022 06:00 - 02.11.2022 06:15","33","33","33","n/e","n/e","n/e","881","878","878"
"02.11.2022 06:15 - 02.11.2022 06:30","39","39","39","n/e","n/e","n/e","880","878","878"
"02.11.2022 06:30 - 02.11.2022 06:45","48","48","48","n/e","n/e","n/e","880","877","877"
"02.11.2022 06:45 - 02.11.2022 07:00","59","60","60","n/e","n/e","n/e","879","877","877"
"02.11.2022 07:00 - 02.11.2022 07:15","199","199","199","n/e","n/e","n/e","794","791","791"
"02.11.2022 07:15 - 02.11.2022 07:30","217","217","217","n/e","n/e","n/e","791","788","788"
"02.11.2022 07:30 - 02.11.2022 07:45","236","236","236","n/e","n/e","n/e","788","786","786"
"02.11.2022 07:45 - 02.11.2022 08:00","253","253","253","n/e","n/e","n/e","785","783","783"
"02.11.2022 08:00 - 02.11.2022 08:15","405","405","405","n/e","n/e","n/e","577","575","575"
"02.11.2022 08:15 - 02.11.2022 08:30","425","425","425","n/e","n/e","n/e","575","573","573"
"02.11.2022 08:30 - 02.11.2022 08:45","441","442","442","n/e","n/e","n/e","573","571","571"
"02.11.2022 08:45 - 02.11.2022 09:00","456","457","457","n/e","n/e","n/e","571","569","569"
"02.11.2022 09:00 - 02.11.2022 09:15","552","552","552","n/e","n/e","n/e","419","419","419"
"02.11.2022 09:15 - 02.11.2022 09:30","564","564","564","n/e","n/e","n/e","418","418","418"
"02.11.2022 09:30 - 02.11.2022 09:45","573","574","574","n/e","n/e","n/e","417","417","417"
"02.11.2022 09:45 - 02.11.2022 10:00","582","582","582","n/e","n/e","n/e","416","416","416"
"02.11.2022 10:00 - 02.11.2022 10:15","632","632","632","n/e","n/e","n/e","364","354","354"
"02.11.2022 10:15 - 02.11.2022 10:30","639","639","639","n/e","n/e","n/e","363","353","353"
"02.11.2022 10:30 - 02.11.2022 10:45","644","644","644","n/e","n/e","n/e","362","352","352"
"02.11.2022 10:45 - 02.11.2022 11:00","647","647","647","n/e","n/e","n/e","362","352","352"
"02.11.2022 11:00 - 02.11.2022 11:15","645","645","645","n/e","n/e","n/e","295","285","285"
"02.11.2022 11:15 - 02.11.2022 11:30","646","646","646","n/e","n/e","n/e","295","285","285"
"02.11.2022 11:30 - 02.11.2022 11:45","645","645","645","n/e","n/e","n/e","294","284","284"
"02.11.2022 11:45 - 02.11.2022 12:00","643","643","643","n/e","n/e","n/e","293","283","283"
"02.11.2022 12:00 - 02.11.2022 12:15","582","582","582","n/e","n/e","n/e","242","232","232"
"02.11.2022 12:15 - 02.11.2022 12:30","579","579","579","n/e","n/e","n/e","242","232","232"
"02.11.2022 12:30 - 02.11.2022 12:45","574","574","574","n/e","n/e","n/e","241","231","231"
"02.11.2022 12:45 - 02.11.2022 13:00","569","569","569","n/e","n/e","n/e","241","231","231"
"02.11.2022 13:00 - 02.11.2022 13:15","459","460","460","n/e","n/e","n/e","208","198","198"
"02.11.2022 13:15 - 02.11.2022 13:30","452","453","453","n/e","n/e","n/e","207","197","197"
"02.11.2022 13:30 - 02.11.2022 13:45","445","445","445","n/e","n/e","n/e","206","196","196"
"02.11.2022 13:45 - 02.11.2022 14:00","436","436","436","n/e","n/e","n/e","205","195","195"
"02.11.2022 14:00 - 02.11.2022 14:15","269","269","269","n/e","n/e","n/e","181","171","171"
"02.11.2022 14:15 - 02.11.2022 14:30","260","260","260","n/e","n/e","n/e","180","170","170"
"02.11.2022 14:30 - 02.11.2022 14:45","250","250","250","n/e","n/e","n/e","180","170","170"
"02.11.2022 14:45 - 02.11.2022 15:00","240","240","240","n/e","n/e","n/e","179","169","169"
"02.11.2022 15:00 - 02.11.2022 15:15","74","74","74","n/e","n/e","n/e","186","176","176"
"02.11.2022 15:15 - 02.11.2022 15:30","66","66","66","n/e","n/e","n/e","186","176","176"
"02.11.2022 15:30 - 02.11.2022 15:45","58","58","58","n/e","n/e","n/e","186","176","176"
"02.11.2022 15:45 - 02.11.2022 16:00","54","54","54","n/e","n/e","n/e","186","176","176"
"02.11.2022 16:00 - 02.11.2022 16:15","6","6","6","n/e","n/e","n/e","219","209","209"
"02.11.2022 16:15 - 02.11.2022 16:30","5","5","5","n/e","n/e","n/e","219","209","209"
"02.11.2022 16:30 - 02.11.2022 16:45","5","5","5","n/e","n/e","n/e","220","210","210"
"02.11.2022 16:45 - 02.11.2022 17:00","5","5","5","n/e","n/e","n/e","220","210","210"
"02.11.2022 17:00 - 02.11.2022 17:15","2","2","2","n/e","n/e","n/e","241","231","231"
"02.11.2022 17:15 - 02.11.2022 17:30","2","2","2","n/e","n/e","n/e","241","231","231"
"02.11.2022 17:30 - 02.11.2022 17:45","2","2","2","n/e","n/e","n/e","241","231","231"
"02.11.2022 17:45 - 02.11.2022 18:00","2","2","2","n/e","n/e","n/e","241","231","231"
"02.11.2022 18:00 - 02.11.2022 18:15","1","1","1","n/e","n/e","n/e","283","273","273"
