"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Denmark (DK)","Generation - Solar  [MW] Intraday / Denmark (DK)","Generation - Solar  [MW] Current / Denmark (DK)","Generation - Wind Offshore  [MW] Day Ahead/ Denmark (DK)","Generation - Wind Offshore  [MW] Intraday / Denmark (DK)","Generation - Wind Offshore  [MW] Current / Denmark (DK)","Generation - Wind Onshore  [MW] Day Ahead/ Denmark (DK)","Generation - Wind Onshore  [MW] Intraday / Denmark (DK)","Generation - Wind Onshore  [MW] Current / Denmark (DK)"
"09.03.2022 22:00 - 09.03.2022 23:00","0","n/e","n/e","886","n/e","n/e","1102","n/e","n/e"
"09.03.2022 23:00 - 10.03.2022 00:00","0","n/e","n/e","977","n/e","n/e","1161","n/e","n/e"
"10.03.2022 00:00 - 10.03.2022 01:00","0","n/e","n/e","952","n/e","n/e","1256","n/e","n/e"
"10.03.2022 01:00 - 10.03.2022 02:00","0","n/e","n/e","922","n/e","n/e","1255","n/e","n/e"
"10.03.2022 02:00 - 10.03.2022 03:00","0","n/e","n/e","906","n/e","n/e","1220","n/e","n/e"
"10.03.2022 03:00 - 10.03.2022 04:00","0","n/e","n/e","989","n/e","n/e","1265","n/e","n/e"
"10.03.2022 04:00 - 10.03.2022 05:00","0","n/e","n/e","1027","n/e","n/e","1265","n/e","n/e"
"10.03.2022 05:00 - 10.03.2022 06:00","0","n/e","n/e","985","n/e","n/e","1197","n/e","n/e"
"10.03.2022 06:00 - 10.03.2022 07:00","1","n/e","n/e","978","n/e","n/e","1196","n/e","n/e"
"10.03.2022 07:00 - 10.03.2022 08:00","50","n/e","n/e","1005","n/e","n/e","1253","n/e","n/e"
"10.03.2022 08:00 - 10.03.2022 09:00","182","n/e","n/e","1060","n/e","n/e","1274","n/e","n/e"
"10.03.2022 09:00 - 10.03.2022 10:00","350","n/e","n/e","1109","n/e","n/e","1303","n/e","n/e"
"10.03.2022 10:00 - 10.03.2022 11:00","509","n/e","n/e","1151","n/e","n/e","1355","n/e","n/e"
"10.03.2022 11:00 - 10.03.2022 12:00","655","n/e","n/e","1160","n/e","n/e","1444","n/e","n/e"
"10.03.2022 12:00 - 10.03.2022 13:00","733","n/e","n/e","1156","n/e","n/e","1565","n/e","n/e"
"10.03.2022 13:00 - 10.03.2022 14:00","745","n/e","n/e","1170","n/e","n/e","1692","n/e","n/e"
"10.03.2022 14:00 - 10.03.2022 15:00","680","n/e","n/e","1127","n/e","n/e","1779","n/e","n/e"
"10.03.2022 15:00 - 10.03.2022 16:00","522","n/e","n/e","1125","n/e","n/e","1868","n/e","n/e"
"10.03.2022 16:00 - 10.03.2022 17:00","292","n/e","n/e","1116","n/e","n/e","1871","n/e","n/e"
"10.03.2022 17:00 - 10.03.2022 18:00","85","n/e","n/e","1170","n/e","n/e","1923","n/e","n/e"
"10.03.2022 18:00 - 10.03.2022 19:00","2","n/e","n/e","1273","n/e","n/e","2039","n/e","n/e"
"10.03.2022 19:00 - 10.03.2022 20:00","0","n/e","n/e","1323","n/e","n/e","2130","n/e","n/e"
"10.03.2022 20:00 - 10.03.2022 21:00","0","n/e","n/e","1364","n/e","n/e","2194","n/e","n/e"
"10.03.2022 21:00 - 10.03.2022 22:00","0","n/e","n/e","1339","n/e","n/e","2189","n/e","n/e"
"10.03.2022 22:00 - 10.03.2022 23:00","0","n/e","n/e","1337","n/e","n/e","2176","n/e","n/e"
"10.03.2022 23:00 - 11.03.2022 00:00","0","n/e","n/e","1354","n/e","n/e","2121","n/e","n/e"
"11.03.2022 00:00 - 11.03.2022 01:00","0","n/e","n/e","1405","n/e","n/e","2052","n/e","n/e"
"11.03.2022 01:00 - 11.03.2022 02:00","0","n/e","n/e","1399","n/e","n/e","2054","n/e","n/e"
"11.03.2022 02:00 - 11.03.2022 03:00","0","n/e","n/e","1395","n/e","n/e","2019","n/e","n/e"
"11.03.2022 03:00 - 11.03.2022 04:00","0","n/e","n/e","1388","n/e","n/e","2037","n/e","n/e"
"11.03.2022 04:00 - 11.03.2022 05:00","0","n/e","n/e","1373","n/e","n/e","2039","n/e","n/e"
"11.03.2022 05:00 - 11.03.2022 06:00","0","n/e","n/e","1348","n/e","n/e","2107","n/e","n/e"
"11.03.2022 06:00 - 11.03.2022 07:00","3","n/e","n/e","1357","n/e","n/e","2292","n/e","n/e"
"11.03.2022 07:00 - 11.03.2022 08:00","95","n/e","n/e","1368","n/e","n/e","2464","n/e","n/e"
"11.03.2022 08:00 - 11.03.2022 09:00","322","n/e","n/e","1355","n/e","n/e","2555","n/e","n/e"
"11.03.2022 09:00 - 11.03.2022 10:00","578","n/e","n/e","1369","n/e","n/e","2623","n/e","n/e"
"11.03.2022 10:00 - 11.03.2022 11:00","797","n/e","n/e","1379","n/e","n/e","2720","n/e","n/e"
"11.03.2022 11:00 - 11.03.2022 12:00","962","n/e","n/e","1381","n/e","n/e","2840","n/e","n/e"
"11.03.2022 12:00 - 11.03.2022 13:00","1033","n/e","n/e","1379","n/e","n/e","3047","n/e","n/e"
"11.03.2022 13:00 - 11.03.2022 14:00","982","n/e","n/e","1399","n/e","n/e","3206","n/e","n/e"
"11.03.2022 14:00 - 11.03.2022 15:00","846","n/e","n/e","1422","n/e","n/e","3340","n/e","n/e"
"11.03.2022 15:00 - 11.03.2022 16:00","618","n/e","n/e","1415","n/e","n/e","3397","n/e","n/e"
"11.03.2022 16:00 - 11.03.2022 17:00","345","n/e","n/e","1403","n/e","n/e","3364","n/e","n/e"
"11.03.2022 17:00 - 11.03.2022 18:00","102","n/e","n/e","1372","n/e","n/e","3368","n/e","n/e"
"11.03.2022 18:00 - 11.03.2022 19:00","2","n/e","n/e","1385","n/e","n/e","3276","n/e","n/e"
"11.03.2022 19:00 - 11.03.2022 20:00","0","n/e","n/e","1376","n/e","n/e","3223","n/e","n/e"
"11.03.2022 20:00 - 11.03.2022 21:00","0","n/e","n/e","1354","n/e","n/e","3131","n/e","n/e"
"11.03.2022 21:00 - 11.03.2022 22:00","0","n/e","n/e","1294","n/e","n/e","3050","n/e","n/e"
"11.03.2022 22:00 - 11.03.2022 23:00","0","n/e","n/e","1314","n/e","n/e","3038","n/e","n/e"
"11.03.2022 23:00 - 12.03.2022 00:00","0","n/e","n/e","1357","n/e","n/e","2974","n/e","n/e"
"12.03.2022 00:00 - 12.03.2022 01:00","0","n/e","n/e","1275","n/e","n/e","2820","n/e","n/e"
"12.03.2022 01:00 - 12.03.2022 02:00","0","n/e","n/e","1296","n/e","n/e","2749","n/e","n/e"
"12.03.2022 02:00 - 12.03.2022 03:00","0","n/e","n/e","1315","n/e","n/e","2607","n/e","n/e"
"12.03.2022 03:00 - 12.03.2022 04:00","0","n/e","n/e","1319","n/e","n/e","2555","n/e","n/e"
"12.03.2022 04:00 - 12.03.2022 05:00","0","n/e","n/e","1330","n/e","n/e","2496","n/e","n/e"
"12.03.2022 05:00 - 12.03.2022 06:00","0","n/e","n/e","1331","n/e","n/e","2448","n/e","n/e"
"12.03.2022 06:00 - 12.03.2022 07:00","3","n/e","n/e","1337","n/e","n/e","2508","n/e","n/e"
"12.03.2022 07:00 - 12.03.2022 08:00","102","n/e","n/e","1326","n/e","n/e","2538","n/e","n/e"
"12.03.2022 08:00 - 12.03.2022 09:00","330","n/e","n/e","1289","n/e","n/e","2474","n/e","n/e"
"12.03.2022 09:00 - 12.03.2022 10:00","577","n/e","n/e","1293","n/e","n/e","2358","n/e","n/e"
"12.03.2022 10:00 - 12.03.2022 11:00","775","n/e","n/e","1278","n/e","n/e","2227","n/e","n/e"
"12.03.2022 11:00 - 12.03.2022 12:00","918","n/e","n/e","1250","n/e","n/e","2113","n/e","n/e"
"12.03.2022 12:00 - 12.03.2022 13:00","975","n/e","n/e","1240","n/e","n/e","2107","n/e","n/e"
"12.03.2022 13:00 - 12.03.2022 14:00","923","n/e","n/e","1228","n/e","n/e","2038","n/e","n/e"
"12.03.2022 14:00 - 12.03.2022 15:00","814","n/e","n/e","1208","n/e","n/e","1882","n/e","n/e"
"12.03.2022 15:00 - 12.03.2022 16:00","597","n/e","n/e","1131","n/e","n/e","1655","n/e","n/e"
"12.03.2022 16:00 - 12.03.2022 17:00","333","n/e","n/e","1038","n/e","n/e","1469","n/e","n/e"
"12.03.2022 17:00 - 12.03.2022 18:00","97","n/e","n/e","1022","n/e","n/e","1461","n/e","n/e"
"12.03.2022 18:00 - 12.03.2022 19:00","1","n/e","n/e","1096","n/e","n/e","1551","n/e","n/e"
"12.03.2022 19:00 - 12.03.2022 20:00","0","n/e","n/e","1134","n/e","n/e","1607","n/e","n/e"
"12.03.2022 20:00 - 12.03.2022 21:00","0","n/e","n/e","1239","n/e","n/e","1581","n/e","n/e"
"12.03.2022 21:00 - 12.03.2022 22:00","0","n/e","n/e","1259","n/e","n/e","1532","n/e","n/e"
"12.03.2022 22:00 - 12.03.2022 23:00","0","n/e","n/e","1224","n/e","n/e","1477","n/e","n/e"
"12.03.2022 23:00 - 13.03.2022 00:00","0","n/e","n/e","1140","n/e","n/e","1367","n/e","n/e"
"13.03.2022 00:00 - 13.03.2022 01:00","0","n/e","n/e","1122","n/e","n/e","1212","n/e","n/e"
"13.03.2022 01:00 - 13.03.2022 02:00","0","n/e","n/e","1076","n/e","n/e","1191","n/e","n/e"
"13.03.2022 02:00 - 13.03.2022 03:00","0","n/e","n/e","1097","n/e","n/e","1233","n/e","n/e"
"13.03.2022 03:00 - 13.03.2022 04:00","0","n/e","n/e","1145","n/e","n/e","1377","n/e","n/e"
"13.03.2022 04:00 - 13.03.2022 05:00","0","n/e","n/e","1204","n/e","n/e","1544","n/e","n/e"
"13.03.2022 05:00 - 13.03.2022 06:00","0","n/e","n/e","1229","n/e","n/e","1746","n/e","n/e"
"13.03.2022 06:00 - 13.03.2022 07:00","4","n/e","n/e","1235","n/e","n/e","1957","n/e","n/e"
"13.03.2022 07:00 - 13.03.2022 08:00","107","n/e","n/e","1220","n/e","n/e","2030","n/e","n/e"
"13.03.2022 08:00 - 13.03.2022 09:00","337","n/e","n/e","1185","n/e","n/e","1914","n/e","n/e"
"13.03.2022 09:00 - 13.03.2022 10:00","585","n/e","n/e","1208","n/e","n/e","1783","n/e","n/e"
"13.03.2022 10:00 - 13.03.2022 11:00","786","n/e","n/e","1180","n/e","n/e","1776","n/e","n/e"
"13.03.2022 11:00 - 13.03.2022 12:00","933","n/e","n/e","1160","n/e","n/e","1782","n/e","n/e"
"13.03.2022 12:00 - 13.03.2022 13:00","976","n/e","n/e","1132","n/e","n/e","1908","n/e","n/e"
"13.03.2022 13:00 - 13.03.2022 14:00","930","n/e","n/e","1163","n/e","n/e","2048","n/e","n/e"
"13.03.2022 14:00 - 13.03.2022 15:00","803","n/e","n/e","1184","n/e","n/e","2211","n/e","n/e"
"13.03.2022 15:00 - 13.03.2022 16:00","594","n/e","n/e","1225","n/e","n/e","2323","n/e","n/e"
"13.03.2022 16:00 - 13.03.2022 17:00","337","n/e","n/e","1274","n/e","n/e","2402","n/e","n/e"
"13.03.2022 17:00 - 13.03.2022 18:00","104","n/e","n/e","1283","n/e","n/e","2526","n/e","n/e"
"13.03.2022 18:00 - 13.03.2022 19:00","1","n/e","n/e","1330","n/e","n/e","2571","n/e","n/e"
"13.03.2022 19:00 - 13.03.2022 20:00","0","n/e","n/e","1343","n/e","n/e","2554","n/e","n/e"
"13.03.2022 20:00 - 13.03.2022 21:00","0","n/e","n/e","1357","n/e","n/e","2412","n/e","n/e"
"13.03.2022 21:00 - 13.03.2022 22:00","0","n/e","n/e","1321","n/e","n/e","2261","n/e","n/e"
"13.03.2022 22:00 - 13.03.2022 23:00","0","n/e","n/e","1298","n/e","n/e","2121","n/e","n/e"
"13.03.2022 23:00 - 14.03.2022 00:00","0","n/e","n/e","1263","n/e","n/e","1946","n/e","n/e"
"14.03.2022 00:00 - 14.03.2022 01:00","0","n/e","n/e","1253","n/e","n/e","1812","n/e","n/e"
"14.03.2022 01:00 - 14.03.2022 02:00","0","n/e","n/e","1215","n/e","n/e","1805","n/e","n/e"
"14.03.2022 02:00 - 14.03.2022 03:00","0","n/e","n/e","1205","n/e","n/e","1788","n/e","n/e"
"14.03.2022 03:00 - 14.03.2022 04:00","0","n/e","n/e","1184","n/e","n/e","1741","n/e","n/e"
"14.03.2022 04:00 - 14.03.2022 05:00","0","n/e","n/e","1184","n/e","n/e","1617","n/e","n/e"
"14.03.2022 05:00 - 14.03.2022 06:00","0","n/e","n/e","1141","n/e","n/e","1581","n/e","n/e"
"14.03.2022 06:00 - 14.03.2022 07:00","6","n/e","n/e","1143","n/e","n/e","1586","n/e","n/e"
"14.03.2022 07:00 - 14.03.2022 08:00","102","n/e","n/e","1132","n/e","n/e","1499","n/e","n/e"
"14.03.2022 08:00 - 14.03.2022 09:00","300","n/e","n/e","1066","n/e","n/e","1369","n/e","n/e"
"14.03.2022 09:00 - 14.03.2022 10:00","526","n/e","n/e","1029","n/e","n/e","1261","n/e","n/e"
"14.03.2022 10:00 - 14.03.2022 11:00","720","n/e","n/e","928","n/e","n/e","1124","n/e","n/e"
"14.03.2022 11:00 - 14.03.2022 12:00","860","n/e","n/e","714","n/e","n/e","942","n/e","n/e"
"14.03.2022 12:00 - 14.03.2022 13:00","915","n/e","n/e","504","n/e","n/e","800","n/e","n/e"
"14.03.2022 13:00 - 14.03.2022 14:00","859","n/e","n/e","446","n/e","n/e","705","n/e","n/e"
"14.03.2022 14:00 - 14.03.2022 15:00","694","n/e","n/e","363","n/e","n/e","653","n/e","n/e"
"14.03.2022 15:00 - 14.03.2022 16:00","465","n/e","n/e","289","n/e","n/e","560","n/e","n/e"
"14.03.2022 16:00 - 14.03.2022 17:00","239","n/e","n/e","241","n/e","n/e","454","n/e","n/e"
"14.03.2022 17:00 - 14.03.2022 18:00","70","n/e","n/e","247","n/e","n/e","371","n/e","n/e"
"14.03.2022 18:00 - 14.03.2022 19:00","3","n/e","n/e","250","n/e","n/e","358","n/e","n/e"
"14.03.2022 19:00 - 14.03.2022 20:00","0","n/e","n/e","252","n/e","n/e","347","n/e","n/e"
"14.03.2022 20:00 - 14.03.2022 21:00","0","n/e","n/e","297","n/e","n/e","316","n/e","n/e"
"14.03.2022 21:00 - 14.03.2022 22:00","0","n/e","n/e","292","n/e","n/e","289","n/e","n/e"
"14.03.2022 22:00 - 14.03.2022 23:00","0","n/e","n/e","260","n/e","n/e","286","n/e","n/e"
"14.03.2022 23:00 - 15.03.2022 00:00","0","n/e","n/e","288","n/e","n/e","291","n/e","n/e"
"15.03.2022 00:00 - 15.03.2022 01:00","0","n/e","n/e","273","n/e","n/e","376","n/e","n/e"
"15.03.2022 01:00 - 15.03.2022 02:00","0","n/e","n/e","289","n/e","n/e","392","n/e","n/e"
"15.03.2022 02:00 - 15.03.2022 03:00","0","n/e","n/e","273","n/e","n/e","338","n/e","n/e"
"15.03.2022 03:00 - 15.03.2022 04:00","0","n/e","n/e","229","n/e","n/e","305","n/e","n/e"
"15.03.2022 04:00 - 15.03.2022 05:00","0","n/e","n/e","198","n/e","n/e","270","n/e","n/e"
"15.03.2022 05:00 - 15.03.2022 06:00","0","n/e","n/e","167","n/e","n/e","225","n/e","n/e"
"15.03.2022 06:00 - 15.03.2022 07:00","3","n/e","n/e","146","n/e","n/e","208","n/e","n/e"
"15.03.2022 07:00 - 15.03.2022 08:00","56","n/e","n/e","135","n/e","n/e","209","n/e","n/e"
"15.03.2022 08:00 - 15.03.2022 09:00","171","n/e","n/e","128","n/e","n/e","218","n/e","n/e"
"15.03.2022 09:00 - 15.03.2022 10:00","336","n/e","n/e","131","n/e","n/e","230","n/e","n/e"
"15.03.2022 10:00 - 15.03.2022 11:00","527","n/e","n/e","155","n/e","n/e","255","n/e","n/e"
"15.03.2022 11:00 - 15.03.2022 12:00","728","n/e","n/e","186","n/e","n/e","277","n/e","n/e"
"15.03.2022 12:00 - 15.03.2022 13:00","835","n/e","n/e","170","n/e","n/e","304","n/e","n/e"
"15.03.2022 13:00 - 15.03.2022 14:00","812","n/e","n/e","136","n/e","n/e","322","n/e","n/e"
"15.03.2022 14:00 - 15.03.2022 15:00","714","n/e","n/e","99","n/e","n/e","261","n/e","n/e"
"15.03.2022 15:00 - 15.03.2022 16:00","510","n/e","n/e","84","n/e","n/e","238","n/e","n/e"
"15.03.2022 16:00 - 15.03.2022 17:00","297","n/e","n/e","70","n/e","n/e","186","n/e","n/e"
"15.03.2022 17:00 - 15.03.2022 18:00","102","n/e","n/e","60","n/e","n/e","128","n/e","n/e"
"15.03.2022 18:00 - 15.03.2022 19:00","4","n/e","n/e","57","n/e","n/e","107","n/e","n/e"
"15.03.2022 19:00 - 15.03.2022 20:00","0","n/e","n/e","59","n/e","n/e","101","n/e","n/e"
"15.03.2022 20:00 - 15.03.2022 21:00","0","n/e","n/e","65","n/e","n/e","93","n/e","n/e"
"15.03.2022 21:00 - 15.03.2022 22:00","0","n/e","n/e","77","n/e","n/e","84","n/e","n/e"
"15.03.2022 22:00 - 15.03.2022 23:00","0","n/e","n/e","109","n/e","n/e","74","n/e","n/e"
"15.03.2022 23:00 - 16.03.2022 00:00","0","n/e","n/e","135","n/e","n/e","76","n/e","n/e"
"16.03.2022 00:00 - 16.03.2022 01:00","0","n/e","n/e","120","n/e","n/e","102","n/e","n/e"
"16.03.2022 01:00 - 16.03.2022 02:00","0","n/e","n/e","136","n/e","n/e","114","n/e","n/e"
"16.03.2022 02:00 - 16.03.2022 03:00","0","n/e","n/e","135","n/e","n/e","122","n/e","n/e"
"16.03.2022 03:00 - 16.03.2022 04:00","0","n/e","n/e","124","n/e","n/e","135","n/e","n/e"
"16.03.2022 04:00 - 16.03.2022 05:00","0","n/e","n/e","138","n/e","n/e","142","n/e","n/e"
"16.03.2022 05:00 - 16.03.2022 06:00","0","n/e","n/e","196","n/e","n/e","166","n/e","n/e"
"16.03.2022 06:00 - 16.03.2022 07:00","5","n/e","n/e","245","n/e","n/e","204","n/e","n/e"
"16.03.2022 07:00 - 16.03.2022 08:00","73","n/e","n/e","253","n/e","n/e","231","n/e","n/e"
"16.03.2022 08:00 - 16.03.2022 09:00","192","n/e","n/e","304","n/e","n/e","243","n/e","n/e"
"16.03.2022 09:00 - 16.03.2022 10:00","318","n/e","n/e","393","n/e","n/e","288","n/e","n/e"
"16.03.2022 10:00 - 16.03.2022 11:00","454","n/e","n/e","460","n/e","n/e","408","n/e","n/e"
"16.03.2022 11:00 - 16.03.2022 12:00","616","n/e","n/e","594","n/e","n/e","507","n/e","n/e"
"16.03.2022 12:00 - 16.03.2022 13:00","741","n/e","n/e","619","n/e","n/e","620","n/e","n/e"
"16.03.2022 13:00 - 16.03.2022 14:00","773","n/e","n/e","546","n/e","n/e","727","n/e","n/e"
"16.03.2022 14:00 - 16.03.2022 15:00","666","n/e","n/e","506","n/e","n/e","781","n/e","n/e"
"16.03.2022 15:00 - 16.03.2022 16:00","465","n/e","n/e","562","n/e","n/e","863","n/e","n/e"
"16.03.2022 16:00 - 16.03.2022 17:00","234","n/e","n/e","635","n/e","n/e","968","n/e","n/e"
"16.03.2022 17:00 - 16.03.2022 18:00","68","n/e","n/e","791","n/e","n/e","1062","n/e","n/e"
"16.03.2022 18:00 - 16.03.2022 19:00","2","n/e","n/e","967","n/e","n/e","1255","n/e","n/e"
"16.03.2022 19:00 - 16.03.2022 20:00","0","n/e","n/e","1046","n/e","n/e","1538","n/e","n/e"
"16.03.2022 20:00 - 16.03.2022 21:00","0","n/e","n/e","1174","n/e","n/e","1776","n/e","n/e"
"16.03.2022 21:00 - 16.03.2022 22:00","0","n/e","n/e","1226","n/e","n/e","1955","n/e","n/e"
"16.03.2022 22:00 - 16.03.2022 23:00","0","n/e","n/e","1262","n/e","n/e","2128","n/e","n/e"
"16.03.2022 23:00 - 17.03.2022 00:00","0","n/e","n/e","1239","n/e","n/e","2247","n/e","n/e"
"17.03.2022 00:00 - 17.03.2022 01:00","0","n/e","n/e","1195","n/e","n/e","2033","n/e","n/e"
"17.03.2022 01:00 - 17.03.2022 02:00","0","n/e","n/e","1230","n/e","n/e","2219","n/e","n/e"
"17.03.2022 02:00 - 17.03.2022 03:00","0","n/e","n/e","1260","n/e","n/e","2320","n/e","n/e"
"17.03.2022 03:00 - 17.03.2022 04:00","0","n/e","n/e","1242","n/e","n/e","2489","n/e","n/e"
"17.03.2022 04:00 - 17.03.2022 05:00","0","n/e","n/e","1247","n/e","n/e","2617","n/e","n/e"
"17.03.2022 05:00 - 17.03.2022 06:00","0","n/e","n/e","1237","n/e","n/e","2772","n/e","n/e"
"17.03.2022 06:00 - 17.03.2022 07:00","8","n/e","n/e","1185","n/e","n/e","2968","n/e","n/e"
"17.03.2022 07:00 - 17.03.2022 08:00","87","n/e","n/e","1260","n/e","n/e","3107","n/e","n/e"
"17.03.2022 08:00 - 17.03.2022 09:00","196","n/e","n/e","1342","n/e","n/e","3150","n/e","n/e"
"17.03.2022 09:00 - 17.03.2022 10:00","248","n/e","n/e","1315","n/e","n/e","3087","n/e","n/e"
"17.03.2022 10:00 - 17.03.2022 11:00","240","n/e","n/e","1277","n/e","n/e","2977","n/e","n/e"
"17.03.2022 11:00 - 17.03.2022 12:00","233","n/e","n/e","1271","n/e","n/e","2650","n/e","n/e"
"17.03.2022 12:00 - 17.03.2022 13:00","220","n/e","n/e","1302","n/e","n/e","2421","n/e","n/e"
"17.03.2022 13:00 - 17.03.2022 14:00","173","n/e","n/e","1249","n/e","n/e","2217","n/e","n/e"
"17.03.2022 14:00 - 17.03.2022 15:00","172","n/e","n/e","1142","n/e","n/e","2041","n/e","n/e"
"17.03.2022 15:00 - 17.03.2022 16:00","222","n/e","n/e","1018","n/e","n/e","1847","n/e","n/e"
"17.03.2022 16:00 - 17.03.2022 17:00","194","n/e","n/e","826","n/e","n/e","1616","n/e","n/e"
"17.03.2022 17:00 - 17.03.2022 18:00","83","n/e","n/e","667","n/e","n/e","1277","n/e","n/e"
"17.03.2022 18:00 - 17.03.2022 19:00","6","n/e","n/e","607","n/e","n/e","1015","n/e","n/e"
"17.03.2022 19:00 - 17.03.2022 20:00","0","n/e","n/e","565","n/e","n/e","964","n/e","n/e"
"17.03.2022 20:00 - 17.03.2022 21:00","0","n/e","n/e","600","n/e","n/e","1003","n/e","n/e"
"17.03.2022 21:00 - 17.03.2022 22:00","0","n/e","n/e","646","n/e","n/e","995","n/e","n/e"
"17.03.2022 22:00 - 17.03.2022 23:00","0","n/e","n/e","608","n/e","n/e","972","n/e","n/e"
"17.03.2022 23:00 - 18.03.2022 00:00","0","n/e","n/e","544","n/e","n/e","923","n/e","n/e"
"18.03.2022 00:00 - 18.03.2022 01:00","0","n/e","n/e","874","n/e","n/e","1557","n/e","n/e"
"18.03.2022 01:00 - 18.03.2022 02:00","0","n/e","n/e","776","n/e","n/e","1485","n/e","n/e"
"18.03.2022 02:00 - 18.03.2022 03:00","0","n/e","n/e","709","n/e","n/e","1338","n/e","n/e"
"18.03.2022 03:00 - 18.03.2022 04:00","0","n/e","n/e","674","n/e","n/e","1280","n/e","n/e"
"18.03.2022 04:00 - 18.03.2022 05:00","0","n/e","n/e","634","n/e","n/e","1100","n/e","n/e"
"18.03.2022 05:00 - 18.03.2022 06:00","0","n/e","n/e","558","n/e","n/e","899","n/e","n/e"
"18.03.2022 06:00 - 18.03.2022 07:00","14","n/e","n/e","527","n/e","n/e","806","n/e","n/e"
"18.03.2022 07:00 - 18.03.2022 08:00","157","n/e","n/e","443","n/e","n/e","777","n/e","n/e"
"18.03.2022 08:00 - 18.03.2022 09:00","402","n/e","n/e","427","n/e","n/e","796","n/e","n/e"
"18.03.2022 09:00 - 18.03.2022 10:00","665","n/e","n/e","460","n/e","n/e","920","n/e","n/e"
"18.03.2022 10:00 - 18.03.2022 11:00","856","n/e","n/e","438","n/e","n/e","1100","n/e","n/e"
"18.03.2022 11:00 - 18.03.2022 12:00","992","n/e","n/e","385","n/e","n/e","1169","n/e","n/e"
"18.03.2022 12:00 - 18.03.2022 13:00","1063","n/e","n/e","330","n/e","n/e","1258","n/e","n/e"
"18.03.2022 13:00 - 18.03.2022 14:00","1018","n/e","n/e","306","n/e","n/e","1257","n/e","n/e"
"18.03.2022 14:00 - 18.03.2022 15:00","886","n/e","n/e","304","n/e","n/e","1182","n/e","n/e"
"18.03.2022 15:00 - 18.03.2022 16:00","653","n/e","n/e","334","n/e","n/e","1010","n/e","n/e"
"18.03.2022 16:00 - 18.03.2022 17:00","374","n/e","n/e","325","n/e","n/e","778","n/e","n/e"
"18.03.2022 17:00 - 18.03.2022 18:00","125","n/e","n/e","329","n/e","n/e","545","n/e","n/e"
"18.03.2022 18:00 - 18.03.2022 19:00","8","n/e","n/e","323","n/e","n/e","430","n/e","n/e"
"18.03.2022 19:00 - 18.03.2022 20:00","0","n/e","n/e","310","n/e","n/e","371","n/e","n/e"
"18.03.2022 20:00 - 18.03.2022 21:00","0","n/e","n/e","301","n/e","n/e","361","n/e","n/e"
"18.03.2022 21:00 - 18.03.2022 22:00","0","n/e","n/e","295","n/e","n/e","345","n/e","n/e"
"18.03.2022 22:00 - 18.03.2022 23:00","0","n/e","n/e","232","n/e","n/e","316","n/e","n/e"
"18.03.2022 23:00 - 19.03.2022 00:00","0","n/e","n/e","177","n/e","n/e","275","n/e","n/e"
"19.03.2022 00:00 - 19.03.2022 01:00","0","n/e","n/e","129","n/e","n/e","206","n/e","n/e"
"19.03.2022 01:00 - 19.03.2022 02:00","0","n/e","n/e","127","n/e","n/e","186","n/e","n/e"
"19.03.2022 02:00 - 19.03.2022 03:00","0","n/e","n/e","126","n/e","n/e","176","n/e","n/e"
"19.03.2022 03:00 - 19.03.2022 04:00","0","n/e","n/e","108","n/e","n/e","179","n/e","n/e"
"19.03.2022 04:00 - 19.03.2022 05:00","0","n/e","n/e","113","n/e","n/e","183","n/e","n/e"
"19.03.2022 05:00 - 19.03.2022 06:00","0","n/e","n/e","142","n/e","n/e","187","n/e","n/e"
"19.03.2022 06:00 - 19.03.2022 07:00","22","n/e","n/e","173","n/e","n/e","210","n/e","n/e"
"19.03.2022 07:00 - 19.03.2022 08:00","190","n/e","n/e","181","n/e","n/e","232","n/e","n/e"
"19.03.2022 08:00 - 19.03.2022 09:00","425","n/e","n/e","178","n/e","n/e","221","n/e","n/e"
"19.03.2022 09:00 - 19.03.2022 10:00","663","n/e","n/e","191","n/e","n/e","182","n/e","n/e"
"19.03.2022 10:00 - 19.03.2022 11:00","851","n/e","n/e","176","n/e","n/e","165","n/e","n/e"
"19.03.2022 11:00 - 19.03.2022 12:00","990","n/e","n/e","169","n/e","n/e","198","n/e","n/e"
"19.03.2022 12:00 - 19.03.2022 13:00","1046","n/e","n/e","192","n/e","n/e","298","n/e","n/e"
"19.03.2022 13:00 - 19.03.2022 14:00","995","n/e","n/e","254","n/e","n/e","402","n/e","n/e"
"19.03.2022 14:00 - 19.03.2022 15:00","850","n/e","n/e","284","n/e","n/e","479","n/e","n/e"
"19.03.2022 15:00 - 19.03.2022 16:00","626","n/e","n/e","321","n/e","n/e","512","n/e","n/e"
"19.03.2022 16:00 - 19.03.2022 17:00","361","n/e","n/e","349","n/e","n/e","536","n/e","n/e"
"19.03.2022 17:00 - 19.03.2022 18:00","123","n/e","n/e","408","n/e","n/e","525","n/e","n/e"
"19.03.2022 18:00 - 19.03.2022 19:00","7","n/e","n/e","498","n/e","n/e","561","n/e","n/e"
"19.03.2022 19:00 - 19.03.2022 20:00","0","n/e","n/e","595","n/e","n/e","633","n/e","n/e"
"19.03.2022 20:00 - 19.03.2022 21:00","0","n/e","n/e","718","n/e","n/e","733","n/e","n/e"
"19.03.2022 21:00 - 19.03.2022 22:00","0","n/e","n/e","778","n/e","n/e","823","n/e","n/e"
