"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Poland (PL)","Generation - Solar  [MW] Intraday / Poland (PL)","Generation - Solar  [MW] Current / Poland (PL)","Generation - Wind Offshore  [MW] Day Ahead/ Poland (PL)","Generation - Wind Offshore  [MW] Intraday / Poland (PL)","Generation - Wind Offshore  [MW] Current / Poland (PL)","Generation - Wind Onshore  [MW] Day Ahead/ Poland (PL)","Generation - Wind Onshore  [MW] Intraday / Poland (PL)","Generation - Wind Onshore  [MW] Current / Poland (PL)"
"22.04.2022 20:00 - 22.04.2022 21:00","0","0","0","n/e","n/e","n/e","2365","2224","2301"
"22.04.2022 21:00 - 22.04.2022 22:00","0","0","0","n/e","n/e","n/e","2231","2159","1948"
"22.04.2022 22:00 - 22.04.2022 23:00","0","0","0","n/e","n/e","n/e","2043","2028","1881"
"22.04.2022 23:00 - 23.04.2022 00:00","0","0","0","n/e","n/e","n/e","1839","1875","1815"
"23.04.2022 00:00 - 23.04.2022 01:00","0","0","0","n/e","n/e","n/e","1627","1423","1423"
"23.04.2022 01:00 - 23.04.2022 02:00","0","0","0","n/e","n/e","n/e","1438","1451","1451"
"23.04.2022 02:00 - 23.04.2022 03:00","0","0","0","n/e","n/e","n/e","1322","1311","1311"
"23.04.2022 03:00 - 23.04.2022 04:00","0","0","0","n/e","n/e","n/e","1269","1226","1226"
"23.04.2022 04:00 - 23.04.2022 05:00","0","0","0","n/e","n/e","n/e","1259","1346","1346"
"23.04.2022 05:00 - 23.04.2022 06:00","11","9","9","n/e","n/e","n/e","1224","1340","1340"
"23.04.2022 06:00 - 23.04.2022 07:00","267","294","294","n/e","n/e","n/e","1128","1239","1239"
"23.04.2022 07:00 - 23.04.2022 08:00","984","1066","1066","n/e","n/e","n/e","886","1057","1037"
"23.04.2022 08:00 - 23.04.2022 09:00","1969","2099","2130","n/e","n/e","n/e","635","762","555"
"23.04.2022 09:00 - 23.04.2022 10:00","2741","3067","3064","n/e","n/e","n/e","702","494","455"
"23.04.2022 10:00 - 23.04.2022 11:00","2887","3469","3356","n/e","n/e","n/e","1079","712","754"
"23.04.2022 11:00 - 23.04.2022 12:00","2632","3172","3096","n/e","n/e","n/e","1377","1065","1177"
"23.04.2022 12:00 - 23.04.2022 13:00","2374","2823","3653","n/e","n/e","n/e","1417","1313","1744"
"23.04.2022 13:00 - 23.04.2022 14:00","2321","2661","3521","n/e","n/e","n/e","1411","1391","1663"
"23.04.2022 14:00 - 23.04.2022 15:00","2271","2372","3040","n/e","n/e","n/e","1475","1422","1556"
"23.04.2022 15:00 - 23.04.2022 16:00","2044","2064","2970","n/e","n/e","n/e","1563","1446","1684"
"23.04.2022 16:00 - 23.04.2022 17:00","1625","1684","2501","n/e","n/e","n/e","1582","1455","1814"
"23.04.2022 17:00 - 23.04.2022 18:00","1075","1103","1450","n/e","n/e","n/e","1522","1361","1744"
"23.04.2022 18:00 - 23.04.2022 19:00","473","482","621","n/e","n/e","n/e","1390","1180","1517"
"23.04.2022 19:00 - 23.04.2022 20:00","82","87","246","n/e","n/e","n/e","1320","1110","1242"
"23.04.2022 20:00 - 23.04.2022 21:00","0","0","1","n/e","n/e","n/e","1352","1171","1247"
"23.04.2022 21:00 - 23.04.2022 22:00","0","0","0","n/e","n/e","n/e","1354","1210","1227"
"23.04.2022 22:00 - 23.04.2022 23:00","0","0","0","n/e","n/e","n/e","1323","1206","1329"
"23.04.2022 23:00 - 24.04.2022 00:00","0","0","0","n/e","n/e","n/e","1298","1187","1346"
"24.04.2022 00:00 - 24.04.2022 01:00","0","0","0","n/e","n/e","n/e","1269","1384","1384"
"24.04.2022 01:00 - 24.04.2022 02:00","0","0","0","n/e","n/e","n/e","1278","1253","1253"
"24.04.2022 02:00 - 24.04.2022 03:00","0","0","0","n/e","n/e","n/e","1240","1357","1357"
"24.04.2022 03:00 - 24.04.2022 04:00","0","0","0","n/e","n/e","n/e","1159","1243","1243"
"24.04.2022 04:00 - 24.04.2022 05:00","0","0","0","n/e","n/e","n/e","1088","1159","1159"
"24.04.2022 05:00 - 24.04.2022 06:00","15","10","10","n/e","n/e","n/e","1049","1135","1135"
"24.04.2022 06:00 - 24.04.2022 07:00","260","277","277","n/e","n/e","n/e","995","1039","1039"
"24.04.2022 07:00 - 24.04.2022 08:00","903","1141","1141","n/e","n/e","n/e","849","958","959"
"24.04.2022 08:00 - 24.04.2022 09:00","1763","2183","2185","n/e","n/e","n/e","693","836","743"
"24.04.2022 09:00 - 24.04.2022 10:00","2413","3084","2996","n/e","n/e","n/e","728","831","499"
"24.04.2022 10:00 - 24.04.2022 11:00","2595","3523","3325","n/e","n/e","n/e","997","898","757"
"24.04.2022 11:00 - 24.04.2022 12:00","3724","3131","3369","n/e","n/e","n/e","1416","1292","1113"
"24.04.2022 12:00 - 24.04.2022 13:00","3613","3043","3439","n/e","n/e","n/e","1865","1704","1534"
"24.04.2022 13:00 - 24.04.2022 14:00","3478","2954","3408","n/e","n/e","n/e","2236","2062","1961"
"24.04.2022 14:00 - 24.04.2022 15:00","3086","2651","3098","n/e","n/e","n/e","2475","2374","2242"
"24.04.2022 15:00 - 24.04.2022 16:00","2527","2112","2644","n/e","n/e","n/e","2603","2603","2700"
"24.04.2022 16:00 - 24.04.2022 17:00","1870","1493","1923","n/e","n/e","n/e","2717","2761","3247"
"24.04.2022 17:00 - 24.04.2022 18:00","1120","893","1140","n/e","n/e","n/e","2840","2865","3621"
"24.04.2022 18:00 - 24.04.2022 19:00","452","365","453","n/e","n/e","n/e","2891","2948","3748"
"24.04.2022 19:00 - 24.04.2022 20:00","75","60","84","n/e","n/e","n/e","2941","3099","3724"
"24.04.2022 20:00 - 24.04.2022 21:00","0","0","1","n/e","n/e","n/e","3046","3222","3384"
"24.04.2022 21:00 - 24.04.2022 22:00","0","0","0","n/e","n/e","n/e","3095","3233","3409"
"24.04.2022 22:00 - 24.04.2022 23:00","0","0","0","n/e","n/e","n/e","3027","3144","3338"
"24.04.2022 23:00 - 25.04.2022 00:00","0","0","0","n/e","n/e","n/e","2880","3003","3124"
"25.04.2022 00:00 - 25.04.2022 01:00","0","0","0","n/e","n/e","n/e","2954","2734","2734"
"25.04.2022 01:00 - 25.04.2022 02:00","0","0","0","n/e","n/e","n/e","2730","2409","2409"
"25.04.2022 02:00 - 25.04.2022 03:00","0","0","0","n/e","n/e","n/e","2523","1992","1992"
"25.04.2022 03:00 - 25.04.2022 04:00","0","0","0","n/e","n/e","n/e","2333","1838","1838"
"25.04.2022 04:00 - 25.04.2022 05:00","0","0","0","n/e","n/e","n/e","2139","1629","1629"
"25.04.2022 05:00 - 25.04.2022 06:00","15","9","9","n/e","n/e","n/e","1963","1492","1492"
"25.04.2022 06:00 - 25.04.2022 07:00","206","201","201","n/e","n/e","n/e","1800","1313","1313"
"25.04.2022 07:00 - 25.04.2022 08:00","664","630","630","n/e","n/e","n/e","1628","1194","1178"
"25.04.2022 08:00 - 25.04.2022 09:00","1248","1159","1202","n/e","n/e","n/e","1524","1131","1053"
"25.04.2022 09:00 - 25.04.2022 10:00","1714","1663","1732","n/e","n/e","n/e","1521","1072","976"
"25.04.2022 10:00 - 25.04.2022 11:00","1912","1942","2035","n/e","n/e","n/e","1527","1025","941"
"25.04.2022 11:00 - 25.04.2022 12:00","1927","1955","2089","n/e","n/e","n/e","1500","1009","906"
"25.04.2022 12:00 - 25.04.2022 13:00","1919","1906","2075","n/e","n/e","n/e","1476","1015","956"
"25.04.2022 13:00 - 25.04.2022 14:00","1845","1824","1963","n/e","n/e","n/e","1500","1053","1014"
"25.04.2022 14:00 - 25.04.2022 15:00","1675","1637","1771","n/e","n/e","n/e","1570","1135","1029"
"25.04.2022 15:00 - 25.04.2022 16:00","1438","1379","1364","n/e","n/e","n/e","1628","1225","1079"
"25.04.2022 16:00 - 25.04.2022 17:00","1107","1031","858","n/e","n/e","n/e","1641","1269","1057"
"25.04.2022 17:00 - 25.04.2022 18:00","687","621","512","n/e","n/e","n/e","1592","1215","1007"
"25.04.2022 18:00 - 25.04.2022 19:00","285","254","200","n/e","n/e","n/e","1449","1079","893"
"25.04.2022 19:00 - 25.04.2022 20:00","49","41","41","n/e","n/e","n/e","1320","981","824"
"25.04.2022 20:00 - 25.04.2022 21:00","0","0","1","n/e","n/e","n/e","1261","950","810"
"25.04.2022 21:00 - 25.04.2022 22:00","0","0","0","n/e","n/e","n/e","1218","929","800"
"25.04.2022 22:00 - 25.04.2022 23:00","0","0","0","n/e","n/e","n/e","1187","900","784"
"25.04.2022 23:00 - 26.04.2022 00:00","0","0","0","n/e","n/e","n/e","1169","866","754"
"26.04.2022 00:00 - 26.04.2022 01:00","0","0","0","n/e","n/e","n/e","839","675","675"
"26.04.2022 01:00 - 26.04.2022 02:00","0","0","0","n/e","n/e","n/e","825","660","660"
"26.04.2022 02:00 - 26.04.2022 03:00","0","0","0","n/e","n/e","n/e","805","631","631"
"26.04.2022 03:00 - 26.04.2022 04:00","0","0","0","n/e","n/e","n/e","768","642","642"
"26.04.2022 04:00 - 26.04.2022 05:00","0","0","0","n/e","n/e","n/e","722","614","614"
"26.04.2022 05:00 - 26.04.2022 06:00","7","4","4","n/e","n/e","n/e","652","558","558"
"26.04.2022 06:00 - 26.04.2022 07:00","170","150","150","n/e","n/e","n/e","537","482","482"
"26.04.2022 07:00 - 26.04.2022 08:00","619","493","493","n/e","n/e","n/e","395","351","336"
"26.04.2022 08:00 - 26.04.2022 09:00","1301","992","1106","n/e","n/e","n/e","291","259","224"
"26.04.2022 09:00 - 26.04.2022 10:00","2021","1585","1873","n/e","n/e","n/e","257","220","175"
"26.04.2022 10:00 - 26.04.2022 11:00","2507","2147","2535","n/e","n/e","n/e","265","230","178"
"26.04.2022 11:00 - 26.04.2022 12:00","2597","2487","2875","n/e","n/e","n/e","295","261","204"
"26.04.2022 12:00 - 26.04.2022 13:00","2540","2571","3202","n/e","n/e","n/e","332","308","268"
"26.04.2022 13:00 - 26.04.2022 14:00","2483","2532","3382","n/e","n/e","n/e","363","345","323"
"26.04.2022 14:00 - 26.04.2022 15:00","2305","2311","3093","n/e","n/e","n/e","378","353","341"
"26.04.2022 15:00 - 26.04.2022 16:00","1974","1945","2619","n/e","n/e","n/e","377","344","329"
"26.04.2022 16:00 - 26.04.2022 17:00","1522","1508","1914","n/e","n/e","n/e","368","329","312"
"26.04.2022 17:00 - 26.04.2022 18:00","969","974","1234","n/e","n/e","n/e","346","304","279"
"26.04.2022 18:00 - 26.04.2022 19:00","420","425","527","n/e","n/e","n/e","326","278","262"
"26.04.2022 19:00 - 26.04.2022 20:00","77","80","107","n/e","n/e","n/e","361","302","312"
"26.04.2022 20:00 - 26.04.2022 21:00","0","0","2","n/e","n/e","n/e","437","364","348"
"26.04.2022 21:00 - 26.04.2022 22:00","0","0","0","n/e","n/e","n/e","477","402","360"
"26.04.2022 22:00 - 26.04.2022 23:00","0","0","0","n/e","n/e","n/e","482","408","348"
"26.04.2022 23:00 - 27.04.2022 00:00","0","0","0","n/e","n/e","n/e","482","396","321"
"27.04.2022 00:00 - 27.04.2022 01:00","0","0","0","n/e","n/e","n/e","356","313","313"
"27.04.2022 01:00 - 27.04.2022 02:00","0","0","0","n/e","n/e","n/e","328","290","290"
"27.04.2022 02:00 - 27.04.2022 03:00","0","0","0","n/e","n/e","n/e","306","302","302"
"27.04.2022 03:00 - 27.04.2022 04:00","0","0","0","n/e","n/e","n/e","276","303","303"
"27.04.2022 04:00 - 27.04.2022 05:00","0","0","0","n/e","n/e","n/e","252","300","300"
"27.04.2022 05:00 - 27.04.2022 06:00","36","25","25","n/e","n/e","n/e","246","354","354"
"27.04.2022 06:00 - 27.04.2022 07:00","432","441","441","n/e","n/e","n/e","247","554","554"
"27.04.2022 07:00 - 27.04.2022 08:00","1435","1407","1407","n/e","n/e","n/e","214","499","512"
"27.04.2022 08:00 - 27.04.2022 09:00","2835","2448","2459","n/e","n/e","n/e","157","405","374"
"27.04.2022 09:00 - 27.04.2022 10:00","4030","3493","3339","n/e","n/e","n/e","148","383","262"
"27.04.2022 10:00 - 27.04.2022 11:00","4478","3974","3742","n/e","n/e","n/e","180","205","289"
"27.04.2022 11:00 - 27.04.2022 12:00","4354","4024","3991","n/e","n/e","n/e","208","222","327"
"27.04.2022 12:00 - 27.04.2022 13:00","4172","3996","4054","n/e","n/e","n/e","235","248","383"
"27.04.2022 13:00 - 27.04.2022 14:00","4052","3897","3669","n/e","n/e","n/e","284","295","377"
"27.04.2022 14:00 - 27.04.2022 15:00","3741","3600","3111","n/e","n/e","n/e","355","361","452"
"27.04.2022 15:00 - 27.04.2022 16:00","3249","3093","2618","n/e","n/e","n/e","438","436","686"
"27.04.2022 16:00 - 27.04.2022 17:00","2562","2798","2185","n/e","n/e","n/e","530","513","822"
"27.04.2022 17:00 - 27.04.2022 18:00","1635","1747","1527","n/e","n/e","n/e","619","581","1018"
"27.04.2022 18:00 - 27.04.2022 19:00","696","736","671","n/e","n/e","n/e","706","638","1113"
"27.04.2022 19:00 - 27.04.2022 20:00","128","136","136","n/e","n/e","n/e","851","741","1162"
"27.04.2022 20:00 - 27.04.2022 21:00","0","0","3","n/e","n/e","n/e","1011","875","1314"
"27.04.2022 21:00 - 27.04.2022 22:00","0","0","0","n/e","n/e","n/e","1080","952","1290"
"27.04.2022 22:00 - 27.04.2022 23:00","0","0","0","n/e","n/e","n/e","1051","942","1030"
"27.04.2022 23:00 - 28.04.2022 00:00","0","0","0","n/e","n/e","n/e","969","868","918"
"28.04.2022 00:00 - 28.04.2022 01:00","0","0","0","n/e","n/e","n/e","786","754","754"
"28.04.2022 01:00 - 28.04.2022 02:00","0","0","0","n/e","n/e","n/e","693","646","646"
"28.04.2022 02:00 - 28.04.2022 03:00","0","0","0","n/e","n/e","n/e","631","568","568"
"28.04.2022 03:00 - 28.04.2022 04:00","0","0","0","n/e","n/e","n/e","600","535","535"
"28.04.2022 04:00 - 28.04.2022 05:00","0","0","0","n/e","n/e","n/e","561","539","539"
"28.04.2022 05:00 - 28.04.2022 06:00","29","20","20","n/e","n/e","n/e","509","586","586"
"28.04.2022 06:00 - 28.04.2022 07:00","329","335","335","n/e","n/e","n/e","469","754","754"
"28.04.2022 07:00 - 28.04.2022 08:00","1073","1113","1113","n/e","n/e","n/e","344","672","672"
"28.04.2022 08:00 - 28.04.2022 09:00","2105","2167","2226","n/e","n/e","n/e","190","505","488"
"28.04.2022 09:00 - 28.04.2022 10:00","3070","3214","3290","n/e","n/e","n/e","147","140","124"
"28.04.2022 10:00 - 28.04.2022 11:00","3550","3849","3790","n/e","n/e","n/e","180","158","159"
"28.04.2022 11:00 - 28.04.2022 12:00","3508","3952","4314","n/e","n/e","n/e","235","214","224"
"28.04.2022 12:00 - 28.04.2022 13:00","3384","3879","4602","n/e","n/e","n/e","291","264","295"
"28.04.2022 13:00 - 28.04.2022 14:00","3309","3704","4490","n/e","n/e","n/e","367","317","347"
"28.04.2022 14:00 - 28.04.2022 15:00","3079","3273","3928","n/e","n/e","n/e","464","386","406"
"28.04.2022 15:00 - 28.04.2022 16:00","2662","2754","3429","n/e","n/e","n/e","553","450","464"
"28.04.2022 16:00 - 28.04.2022 17:00","2078","2140","2666","n/e","n/e","n/e","593","487","509"
"28.04.2022 17:00 - 28.04.2022 18:00","1313","1327","1661","n/e","n/e","n/e","586","494","513"
"28.04.2022 18:00 - 28.04.2022 19:00","556","546","577","n/e","n/e","n/e","530","460","465"
"28.04.2022 19:00 - 28.04.2022 20:00","105","100","118","n/e","n/e","n/e","481","431","430"
"28.04.2022 20:00 - 28.04.2022 21:00","0","0","4","n/e","n/e","n/e","479","439","438"
"28.04.2022 21:00 - 28.04.2022 22:00","0","0","0","n/e","n/e","n/e","473","442","415"
"28.04.2022 22:00 - 28.04.2022 23:00","0","0","0","n/e","n/e","n/e","473","445","395"
"28.04.2022 23:00 - 29.04.2022 00:00","0","0","0","n/e","n/e","n/e","497","468","373"
"29.04.2022 00:00 - 29.04.2022 01:00","0","0","0","n/e","n/e","n/e","409","385","385"
"29.04.2022 01:00 - 29.04.2022 02:00","0","0","0","n/e","n/e","n/e","476","413","413"
"29.04.2022 02:00 - 29.04.2022 03:00","0","0","0","n/e","n/e","n/e","524","482","482"
"29.04.2022 03:00 - 29.04.2022 04:00","0","0","0","n/e","n/e","n/e","532","508","508"
"29.04.2022 04:00 - 29.04.2022 05:00","0","0","0","n/e","n/e","n/e","519","513","513"
"29.04.2022 05:00 - 29.04.2022 06:00","38","25","25","n/e","n/e","n/e","497","508","508"
"29.04.2022 06:00 - 29.04.2022 07:00","376","359","359","n/e","n/e","n/e","460","441","441"
"29.04.2022 07:00 - 29.04.2022 08:00","1189","1174","1174","n/e","n/e","n/e","350","343","347"
"29.04.2022 08:00 - 29.04.2022 09:00","2263","2270","2356","n/e","n/e","n/e","200","202","161"
"29.04.2022 09:00 - 29.04.2022 10:00","3199","3267","3356","n/e","n/e","n/e","150","140","116"
"29.04.2022 10:00 - 29.04.2022 11:00","3641","3793","3979","n/e","n/e","n/e","182","166","142"
"29.04.2022 11:00 - 29.04.2022 12:00","3649","3904","4214","n/e","n/e","n/e","209","194","170"
"29.04.2022 12:00 - 29.04.2022 13:00","3592","3894","4338","n/e","n/e","n/e","235","219","219"
"29.04.2022 13:00 - 29.04.2022 14:00","3456","3700","4212","n/e","n/e","n/e","270","253","274"
"29.04.2022 14:00 - 29.04.2022 15:00","3084","3210","4042","n/e","n/e","n/e","316","290","326"
"29.04.2022 15:00 - 29.04.2022 16:00","2578","2647","4030","n/e","n/e","n/e","361","320","390"
"29.04.2022 16:00 - 29.04.2022 17:00","1987","2068","3251","n/e","n/e","n/e","382","330","390"
"29.04.2022 17:00 - 29.04.2022 18:00","1273","1344","2047","n/e","n/e","n/e","364","320","376"
"29.04.2022 18:00 - 29.04.2022 19:00","562","592","886","n/e","n/e","n/e","319","293","348"
"29.04.2022 19:00 - 29.04.2022 20:00","113","117","187","n/e","n/e","n/e","326","312","354"
"29.04.2022 20:00 - 29.04.2022 21:00","0","1","7","n/e","n/e","n/e","413","407","455"
"29.04.2022 21:00 - 29.04.2022 22:00","0","0","0","n/e","n/e","n/e","516","519","657"
"29.04.2022 22:00 - 29.04.2022 23:00","0","0","0","n/e","n/e","n/e","603","630","948"
"29.04.2022 23:00 - 30.04.2022 00:00","0","0","0","n/e","n/e","n/e","653","721","1086"
"30.04.2022 00:00 - 30.04.2022 01:00","0","0","0","n/e","n/e","n/e","743","1437","1437"
"30.04.2022 01:00 - 30.04.2022 02:00","0","0","0","n/e","n/e","n/e","761","1398","1398"
"30.04.2022 02:00 - 30.04.2022 03:00","0","0","0","n/e","n/e","n/e","749","1368","1368"
"30.04.2022 03:00 - 30.04.2022 04:00","0","0","0","n/e","n/e","n/e","712","1277","1277"
"30.04.2022 04:00 - 30.04.2022 05:00","0","0","0","n/e","n/e","n/e","656","1184","1184"
"30.04.2022 05:00 - 30.04.2022 06:00","56","42","42","n/e","n/e","n/e","598","744","744"
"30.04.2022 06:00 - 30.04.2022 07:00","541","548","548","n/e","n/e","n/e","533","884","884"
"30.04.2022 07:00 - 30.04.2022 08:00","1717","1751","1751","n/e","n/e","n/e","457","839","826"
"30.04.2022 08:00 - 30.04.2022 09:00","3301","3335","3083","n/e","n/e","n/e","300","633","521"
"30.04.2022 09:00 - 30.04.2022 10:00","4682","4739","4087","n/e","n/e","n/e","166","373","267"
"30.04.2022 10:00 - 30.04.2022 11:00","5397","5496","4387","n/e","n/e","n/e","150","240","231"
"30.04.2022 11:00 - 30.04.2022 12:00","5506","5717","4545","n/e","n/e","n/e","155","229","189"
"30.04.2022 12:00 - 30.04.2022 13:00","5457","5737","5063","n/e","n/e","n/e","166","224","195"
"30.04.2022 13:00 - 30.04.2022 14:00","5274","5553","4620","n/e","n/e","n/e","178","224","194"
"30.04.2022 14:00 - 30.04.2022 15:00","4734","4963","3957","n/e","n/e","n/e","182","233","194"
"30.04.2022 15:00 - 30.04.2022 16:00","3942","4105","3511","n/e","n/e","n/e","180","244","203"
"30.04.2022 16:00 - 30.04.2022 17:00","3006","3113","2758","n/e","n/e","n/e","179","251","239"
"30.04.2022 17:00 - 30.04.2022 18:00","1883","1947","1598","n/e","n/e","n/e","187","251","218"
"30.04.2022 18:00 - 30.04.2022 19:00","788","814","662","n/e","n/e","n/e","225","276","222"
"30.04.2022 19:00 - 30.04.2022 20:00","146","153","143","n/e","n/e","n/e","347","382","339"
"30.04.2022 20:00 - 30.04.2022 21:00","1","1","6","n/e","n/e","n/e","555","578","505"
"30.04.2022 21:00 - 30.04.2022 22:00","0","0","0","n/e","n/e","n/e","795","786","648"
"30.04.2022 22:00 - 30.04.2022 23:00","0","0","0","n/e","n/e","n/e","1003","948","802"
"30.04.2022 23:00 - 01.05.2022 00:00","0","0","0","n/e","n/e","n/e","1147","1052","932"
"01.05.2022 00:00 - 01.05.2022 01:00","0","0","0","n/e","n/e","n/e","1084","985","985"
"01.05.2022 01:00 - 01.05.2022 02:00","0","0","0","n/e","n/e","n/e","1057","970","970"
"01.05.2022 02:00 - 01.05.2022 03:00","0","0","0","n/e","n/e","n/e","964","856","856"
"01.05.2022 03:00 - 01.05.2022 04:00","0","0","0","n/e","n/e","n/e","816","696","696"
"01.05.2022 04:00 - 01.05.2022 05:00","0","0","0","n/e","n/e","n/e","666","546","546"
"01.05.2022 05:00 - 01.05.2022 06:00","58","44","44","n/e","n/e","n/e","549","452","452"
"01.05.2022 06:00 - 01.05.2022 07:00","519","527","527","n/e","n/e","n/e","466","404","404"
"01.05.2022 07:00 - 01.05.2022 08:00","1627","1660","1660","n/e","n/e","n/e","334","282","281"
"01.05.2022 08:00 - 01.05.2022 09:00","3140","3149","2881","n/e","n/e","n/e","172","158","152"
"01.05.2022 09:00 - 01.05.2022 10:00","4491","4505","3757","n/e","n/e","n/e","114","104","82"
"01.05.2022 10:00 - 01.05.2022 11:00","5227","5307","4356","n/e","n/e","n/e","134","112","91"
"01.05.2022 11:00 - 01.05.2022 12:00","5367","5516","4731","n/e","n/e","n/e","169","143","139"
"01.05.2022 12:00 - 01.05.2022 13:00","5338","5513","4854","n/e","n/e","n/e","203","185","188"
"01.05.2022 13:00 - 01.05.2022 14:00","5168","5339","4760","n/e","n/e","n/e","240","221","252"
"01.05.2022 14:00 - 01.05.2022 15:00","4665","4780","4171","n/e","n/e","n/e","284","252","287"
"01.05.2022 15:00 - 01.05.2022 16:00","3916","3954","3335","n/e","n/e","n/e","321","275","274"
"01.05.2022 16:00 - 01.05.2022 17:00","3000","2992","2565","n/e","n/e","n/e","351","292","302"
"01.05.2022 17:00 - 01.05.2022 18:00","1879","1871","1574","n/e","n/e","n/e","386","328","372"
"01.05.2022 18:00 - 01.05.2022 19:00","794","795","761","n/e","n/e","n/e","441","372","567"
"01.05.2022 19:00 - 01.05.2022 20:00","157","154","172","n/e","n/e","n/e","533","454","664"
"01.05.2022 20:00 - 01.05.2022 21:00","1","1","7","n/e","n/e","n/e","653","566","644"
"01.05.2022 21:00 - 01.05.2022 22:00","0","0","0","n/e","n/e","n/e","733","649","790"
"01.05.2022 22:00 - 01.05.2022 23:00","0","0","0","n/e","n/e","n/e","753","681","1064"
"01.05.2022 23:00 - 02.05.2022 00:00","0","0","0","n/e","n/e","n/e","740","667","982"
"02.05.2022 00:00 - 02.05.2022 01:00","0","0","0","n/e","n/e","n/e","613","977","977"
"02.05.2022 01:00 - 02.05.2022 02:00","0","0","0","n/e","n/e","n/e","550","898","898"
"02.05.2022 02:00 - 02.05.2022 03:00","0","0","0","n/e","n/e","n/e","499","762","762"
"02.05.2022 03:00 - 02.05.2022 04:00","0","0","0","n/e","n/e","n/e","443","673","673"
"02.05.2022 04:00 - 02.05.2022 05:00","0","0","0","n/e","n/e","n/e","389","535","535"
"02.05.2022 05:00 - 02.05.2022 06:00","66","46","46","n/e","n/e","n/e","343","375","375"
"02.05.2022 06:00 - 02.05.2022 07:00","551","544","544","n/e","n/e","n/e","290","269","269"
"02.05.2022 07:00 - 02.05.2022 08:00","1718","1741","1741","n/e","n/e","n/e","179","128","119"
"02.05.2022 08:00 - 02.05.2022 09:00","3331","3343","3105","n/e","n/e","n/e","77","90","62"
"02.05.2022 09:00 - 02.05.2022 10:00","4787","4784","4099","n/e","n/e","n/e","58","63","36"
"02.05.2022 10:00 - 02.05.2022 11:00","5611","5568","4787","n/e","n/e","n/e","59","58","38"
