"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Lithuania (LT)","Generation - Solar  [MW] Intraday / Lithuania (LT)","Generation - Solar  [MW] Current / Lithuania (LT)","Generation - Wind Offshore  [MW] Day Ahead/ Lithuania (LT)","Generation - Wind Offshore  [MW] Intraday / Lithuania (LT)","Generation - Wind Offshore  [MW] Current / Lithuania (LT)","Generation - Wind Onshore  [MW] Day Ahead/ Lithuania (LT)","Generation - Wind Onshore  [MW] Intraday / Lithuania (LT)","Generation - Wind Onshore  [MW] Current / Lithuania (LT)"
"04.08.2022 05:00 - 04.08.2022 06:00","9","8","8","n/e","n/e","n/e","146","157","130"
"04.08.2022 06:00 - 04.08.2022 07:00","29","30","30","n/e","n/e","n/e","117","136","120"
"04.08.2022 07:00 - 04.08.2022 08:00","72","92","92","n/e","n/e","n/e","90","115","92"
"04.08.2022 08:00 - 04.08.2022 09:00","123","164","164","n/e","n/e","n/e","64","77","56"
"04.08.2022 09:00 - 04.08.2022 10:00","163","222","221","n/e","n/e","n/e","44","55","23"
"04.08.2022 10:00 - 04.08.2022 11:00","182","257","255","n/e","n/e","n/e","40","44","18"
"04.08.2022 11:00 - 04.08.2022 12:00","194","271","268","n/e","n/e","n/e","44","44","20"
"04.08.2022 12:00 - 04.08.2022 13:00","189","265","266","n/e","n/e","n/e","56","47","26"
"04.08.2022 13:00 - 04.08.2022 14:00","171","254","255","n/e","n/e","n/e","61","49","31"
"04.08.2022 14:00 - 04.08.2022 15:00","156","224","222","n/e","n/e","n/e","63","51","37"
"04.08.2022 15:00 - 04.08.2022 16:00","133","179","175","n/e","n/e","n/e","62","49","38"
"04.08.2022 16:00 - 04.08.2022 17:00","102","128","125","n/e","n/e","n/e","59","45","37"
"04.08.2022 17:00 - 04.08.2022 18:00","63","71","71","n/e","n/e","n/e","61","45","37"
"04.08.2022 18:00 - 04.08.2022 19:00","25","26","26","n/e","n/e","n/e","70","54","45"
"04.08.2022 19:00 - 04.08.2022 20:00","7","7","7","n/e","n/e","n/e","102","79","69"
"04.08.2022 20:00 - 04.08.2022 21:00","0","0","0","n/e","n/e","n/e","148","113","101"
"04.08.2022 21:00 - 04.08.2022 22:00","0","0","0","n/e","n/e","n/e","198","153","137"
"04.08.2022 22:00 - 04.08.2022 23:00","0","0","0","n/e","n/e","n/e","220","194","175"
"04.08.2022 23:00 - 05.08.2022 00:00","0","0","0","n/e","n/e","n/e","226","217","197"
"05.08.2022 00:00 - 05.08.2022 01:00","0","0","0","n/e","n/e","n/e","229","225","201"
"05.08.2022 01:00 - 05.08.2022 02:00","0","0","0","n/e","n/e","n/e","226","224","199"
"05.08.2022 02:00 - 05.08.2022 03:00","0","0","0","n/e","n/e","n/e","218","218","189"
"05.08.2022 03:00 - 05.08.2022 04:00","0","0","0","n/e","n/e","n/e","210","212","162"
"05.08.2022 04:00 - 05.08.2022 05:00","0","1","1","n/e","n/e","n/e","203","187","153"
"05.08.2022 05:00 - 05.08.2022 06:00","9","8","8","n/e","n/e","n/e","192","184","168"
"05.08.2022 06:00 - 05.08.2022 07:00","30","30","30","n/e","n/e","n/e","166","191","167"
"05.08.2022 07:00 - 05.08.2022 08:00","70","86","86","n/e","n/e","n/e","127","165","137"
"05.08.2022 08:00 - 05.08.2022 09:00","120","154","154","n/e","n/e","n/e","96","117","86"
"05.08.2022 09:00 - 05.08.2022 10:00","161","208","208","n/e","n/e","n/e","88","98","56"
"05.08.2022 10:00 - 05.08.2022 11:00","186","241","241","n/e","n/e","n/e","96","104","69"
"05.08.2022 11:00 - 05.08.2022 12:00","197","259","258","n/e","n/e","n/e","103","116","85"
"05.08.2022 12:00 - 05.08.2022 13:00","187","258","258","n/e","n/e","n/e","106","123","97"
"05.08.2022 13:00 - 05.08.2022 14:00","193","252","253","n/e","n/e","n/e","112","131","108"
"05.08.2022 14:00 - 05.08.2022 15:00","174","232","233","n/e","n/e","n/e","118","145","124"
"05.08.2022 15:00 - 05.08.2022 16:00","144","192","191","n/e","n/e","n/e","122","149","130"
"05.08.2022 16:00 - 05.08.2022 17:00","108","141","141","n/e","n/e","n/e","121","149","132"
"05.08.2022 17:00 - 05.08.2022 18:00","63","76","76","n/e","n/e","n/e","115","148","130"
"05.08.2022 18:00 - 05.08.2022 19:00","25","24","24","n/e","n/e","n/e","115","143","129"
"05.08.2022 19:00 - 05.08.2022 20:00","6","6","6","n/e","n/e","n/e","133","159","148"
"05.08.2022 20:00 - 05.08.2022 21:00","0","0","0","n/e","n/e","n/e","178","194","186"
"05.08.2022 21:00 - 05.08.2022 22:00","0","0","0","n/e","n/e","n/e","227","242","234"
"05.08.2022 22:00 - 05.08.2022 23:00","0","0","0","n/e","n/e","n/e","255","281","272"
"05.08.2022 23:00 - 06.08.2022 00:00","0","0","0","n/e","n/e","n/e","262","270","286"
"06.08.2022 00:00 - 06.08.2022 01:00","0","0","0","n/e","n/e","n/e","280","260","226"
"06.08.2022 01:00 - 06.08.2022 02:00","0","0","0","n/e","n/e","n/e","249","246","194"
"06.08.2022 02:00 - 06.08.2022 03:00","0","0","0","n/e","n/e","n/e","212","213","154"
"06.08.2022 03:00 - 06.08.2022 04:00","0","0","0","n/e","n/e","n/e","174","175","137"
"06.08.2022 04:00 - 06.08.2022 05:00","0","0","0","n/e","n/e","n/e","156","161","130"
"06.08.2022 05:00 - 06.08.2022 06:00","9","9","9","n/e","n/e","n/e","153","159","116"
"06.08.2022 06:00 - 06.08.2022 07:00","28","31","31","n/e","n/e","n/e","163","161","118"
"06.08.2022 07:00 - 06.08.2022 08:00","61","69","67","n/e","n/e","n/e","175","168","111"
"06.08.2022 08:00 - 06.08.2022 09:00","100","110","111","n/e","n/e","n/e","191","169","146"
"06.08.2022 09:00 - 06.08.2022 10:00","133","139","138","n/e","n/e","n/e","193","192","172"
"06.08.2022 10:00 - 06.08.2022 11:00","142","140","141","n/e","n/e","n/e","197","208","207"
"06.08.2022 11:00 - 06.08.2022 12:00","142","120","122","n/e","n/e","n/e","196","236","235"
"06.08.2022 12:00 - 06.08.2022 13:00","135","132","133","n/e","n/e","n/e","213","276","267"
"06.08.2022 13:00 - 06.08.2022 14:00","114","118","121","n/e","n/e","n/e","247","318","303"
"06.08.2022 14:00 - 06.08.2022 15:00","86","71","69","n/e","n/e","n/e","289","342","319"
"06.08.2022 15:00 - 06.08.2022 16:00","68","45","43","n/e","n/e","n/e","313","339","310"
"06.08.2022 16:00 - 06.08.2022 17:00","47","33","33","n/e","n/e","n/e","312","320","290"
"06.08.2022 17:00 - 06.08.2022 18:00","31","20","19","n/e","n/e","n/e","286","295","267"
"06.08.2022 18:00 - 06.08.2022 19:00","15","13","14","n/e","n/e","n/e","243","276","251"
"06.08.2022 19:00 - 06.08.2022 20:00","4","4","4","n/e","n/e","n/e","209","247","226"
"06.08.2022 20:00 - 06.08.2022 21:00","0","0","0","n/e","n/e","n/e","180","203","188"
"06.08.2022 21:00 - 06.08.2022 22:00","0","0","0","n/e","n/e","n/e","165","179","168"
"06.08.2022 22:00 - 06.08.2022 23:00","0","0","0","n/e","n/e","n/e","158","172","161"
"06.08.2022 23:00 - 07.08.2022 00:00","0","0","0","n/e","n/e","n/e","152","124","154"
"07.08.2022 00:00 - 07.08.2022 01:00","0","0","0","n/e","n/e","n/e","147","131","97"
"07.08.2022 01:00 - 07.08.2022 02:00","0","0","0","n/e","n/e","n/e","132","128","95"
"07.08.2022 02:00 - 07.08.2022 03:00","0","0","0","n/e","n/e","n/e","121","118","78"
"07.08.2022 03:00 - 07.08.2022 04:00","0","0","0","n/e","n/e","n/e","113","101","71"
"07.08.2022 04:00 - 07.08.2022 05:00","0","0","0","n/e","n/e","n/e","103","84","55"
"07.08.2022 05:00 - 07.08.2022 06:00","8","7","7","n/e","n/e","n/e","84","61","44"
"07.08.2022 06:00 - 07.08.2022 07:00","29","29","29","n/e","n/e","n/e","72","53","42"
"07.08.2022 07:00 - 07.08.2022 08:00","72","91","91","n/e","n/e","n/e","59","50","45"
"07.08.2022 08:00 - 07.08.2022 09:00","126","164","164","n/e","n/e","n/e","68","53","45"
"07.08.2022 09:00 - 07.08.2022 10:00","170","221","221","n/e","n/e","n/e","88","67","55"
"07.08.2022 10:00 - 07.08.2022 11:00","191","252","249","n/e","n/e","n/e","104","79","72"
"07.08.2022 11:00 - 07.08.2022 12:00","198","251","246","n/e","n/e","n/e","119","94","87"
"07.08.2022 12:00 - 07.08.2022 13:00","178","213","211","n/e","n/e","n/e","135","112","103"
"07.08.2022 13:00 - 07.08.2022 14:00","168","196","198","n/e","n/e","n/e","147","124","112"
"07.08.2022 14:00 - 07.08.2022 15:00","148","182","182","n/e","n/e","n/e","161","131","117"
"07.08.2022 15:00 - 07.08.2022 16:00","127","152","154","n/e","n/e","n/e","160","135","120"
"07.08.2022 16:00 - 07.08.2022 17:00","91","116","117","n/e","n/e","n/e","145","134","116"
"07.08.2022 17:00 - 07.08.2022 18:00","56","66","66","n/e","n/e","n/e","127","123","106"
"07.08.2022 18:00 - 07.08.2022 19:00","22","24","24","n/e","n/e","n/e","107","112","95"
"07.08.2022 19:00 - 07.08.2022 20:00","5","6","6","n/e","n/e","n/e","92","96","81"
"07.08.2022 20:00 - 07.08.2022 21:00","0","0","0","n/e","n/e","n/e","78","75","63"
"07.08.2022 21:00 - 07.08.2022 22:00","0","0","0","n/e","n/e","n/e","67","60","52"
"07.08.2022 22:00 - 07.08.2022 23:00","0","0","0","n/e","n/e","n/e","68","55","49"
"07.08.2022 23:00 - 08.08.2022 00:00","0","0","0","n/e","n/e","n/e","66","56","51"
"08.08.2022 00:00 - 08.08.2022 01:00","0","0","0","n/e","n/e","n/e","57","55","40"
"08.08.2022 01:00 - 08.08.2022 02:00","0","0","0","n/e","n/e","n/e","60","57","42"
"08.08.2022 02:00 - 08.08.2022 03:00","0","0","0","n/e","n/e","n/e","59","56","41"
"08.08.2022 03:00 - 08.08.2022 04:00","0","0","0","n/e","n/e","n/e","58","59","48"
"08.08.2022 04:00 - 08.08.2022 05:00","0","0","0","n/e","n/e","n/e","59","63","55"
"08.08.2022 05:00 - 08.08.2022 06:00","7","8","8","n/e","n/e","n/e","54","65","54"
"08.08.2022 06:00 - 08.08.2022 07:00","25","29","29","n/e","n/e","n/e","41","58","48"
"08.08.2022 07:00 - 08.08.2022 08:00","63","85","84","n/e","n/e","n/e","33","52","50"
"08.08.2022 08:00 - 08.08.2022 09:00","113","153","154","n/e","n/e","n/e","30","47","30"
"08.08.2022 09:00 - 08.08.2022 10:00","160","213","213","n/e","n/e","n/e","30","40","23"
"08.08.2022 10:00 - 08.08.2022 11:00","184","251","252","n/e","n/e","n/e","32","37","25"
"08.08.2022 11:00 - 08.08.2022 12:00","198","267","271","n/e","n/e","n/e","35","37","27"
"08.08.2022 12:00 - 08.08.2022 13:00","203","263","270","n/e","n/e","n/e","40","39","32"
"08.08.2022 13:00 - 08.08.2022 14:00","189","242","246","n/e","n/e","n/e","46","44","37"
"08.08.2022 14:00 - 08.08.2022 15:00","167","184","188","n/e","n/e","n/e","55","49","43"
"08.08.2022 15:00 - 08.08.2022 16:00","131","145","144","n/e","n/e","n/e","56","46","42"
"08.08.2022 16:00 - 08.08.2022 17:00","95","100","100","n/e","n/e","n/e","57","44","40"
"08.08.2022 17:00 - 08.08.2022 18:00","56","57","59","n/e","n/e","n/e","58","43","39"
"08.08.2022 18:00 - 08.08.2022 19:00","22","23","23","n/e","n/e","n/e","49","42","38"
"08.08.2022 19:00 - 08.08.2022 20:00","5","5","5","n/e","n/e","n/e","45","39","35"
"08.08.2022 20:00 - 08.08.2022 21:00","0","0","0","n/e","n/e","n/e","39","36","33"
"08.08.2022 21:00 - 08.08.2022 22:00","0","0","0","n/e","n/e","n/e","38","37","33"
"08.08.2022 22:00 - 08.08.2022 23:00","0","0","0","n/e","n/e","n/e","37","37","32"
"08.08.2022 23:00 - 09.08.2022 00:00","0","0","0","n/e","n/e","n/e","33","21","28"
"09.08.2022 00:00 - 09.08.2022 01:00","0","0","0","n/e","n/e","n/e","26","14","13"
"09.08.2022 01:00 - 09.08.2022 02:00","0","0","0","n/e","n/e","n/e","23","12","10"
"09.08.2022 02:00 - 09.08.2022 03:00","0","0","0","n/e","n/e","n/e","20","9","6"
"09.08.2022 03:00 - 09.08.2022 04:00","0","0","0","n/e","n/e","n/e","19","8","8"
"09.08.2022 04:00 - 09.08.2022 05:00","0","0","0","n/e","n/e","n/e","19","11","12"
"09.08.2022 05:00 - 09.08.2022 06:00","7","8","8","n/e","n/e","n/e","19","14","12"
"09.08.2022 06:00 - 09.08.2022 07:00","24","30","30","n/e","n/e","n/e","17","11","8"
"09.08.2022 07:00 - 09.08.2022 08:00","61","71","68","n/e","n/e","n/e","12","10","3"
"09.08.2022 08:00 - 09.08.2022 09:00","111","113","110","n/e","n/e","n/e","9","7","1"
"09.08.2022 09:00 - 09.08.2022 10:00","151","146","132","n/e","n/e","n/e","9","7","1"
"09.08.2022 10:00 - 09.08.2022 11:00","179","158","149","n/e","n/e","n/e","11","7","6"
"09.08.2022 11:00 - 09.08.2022 12:00","196","160","156","n/e","n/e","n/e","12","8","9"
"09.08.2022 12:00 - 09.08.2022 13:00","198","153","154","n/e","n/e","n/e","18","10","10"
"09.08.2022 13:00 - 09.08.2022 14:00","186","150","148","n/e","n/e","n/e","24","14","13"
"09.08.2022 14:00 - 09.08.2022 15:00","164","136","128","n/e","n/e","n/e","33","18","19"
"09.08.2022 15:00 - 09.08.2022 16:00","132","120","115","n/e","n/e","n/e","37","23","27"
"09.08.2022 16:00 - 09.08.2022 17:00","98","97","92","n/e","n/e","n/e","45","33","38"
"09.08.2022 17:00 - 09.08.2022 18:00","58","61","59","n/e","n/e","n/e","55","42","47"
"09.08.2022 18:00 - 09.08.2022 19:00","22","23","23","n/e","n/e","n/e","61","47","51"
"09.08.2022 19:00 - 09.08.2022 20:00","5","5","5","n/e","n/e","n/e","64","50","54"
"09.08.2022 20:00 - 09.08.2022 21:00","0","0","0","n/e","n/e","n/e","68","55","58"
"09.08.2022 21:00 - 09.08.2022 22:00","0","0","0","n/e","n/e","n/e","75","60","63"
"09.08.2022 22:00 - 09.08.2022 23:00","0","0","0","n/e","n/e","n/e","75","64","67"
"09.08.2022 23:00 - 10.08.2022 00:00","0","0","0","n/e","n/e","n/e","64","51","61"
"10.08.2022 00:00 - 10.08.2022 01:00","0","0","0","n/e","n/e","n/e","50","38","34"
"10.08.2022 01:00 - 10.08.2022 02:00","0","0","0","n/e","n/e","n/e","39","29","24"
"10.08.2022 02:00 - 10.08.2022 03:00","0","0","0","n/e","n/e","n/e","35","21","26"
"10.08.2022 03:00 - 10.08.2022 04:00","0","0","0","n/e","n/e","n/e","33","25","30"
"10.08.2022 04:00 - 10.08.2022 05:00","0","0","0","n/e","n/e","n/e","34","29","36"
"10.08.2022 05:00 - 10.08.2022 06:00","7","7","7","n/e","n/e","n/e","33","33","43"
"10.08.2022 06:00 - 10.08.2022 07:00","25","28","28","n/e","n/e","n/e","29","35","33"
"10.08.2022 07:00 - 10.08.2022 08:00","68","83","83","n/e","n/e","n/e","20","26","24"
"10.08.2022 08:00 - 10.08.2022 09:00","117","149","147","n/e","n/e","n/e","12","17","13"
"10.08.2022 09:00 - 10.08.2022 10:00","159","199","195","n/e","n/e","n/e","9","12","8"
"10.08.2022 10:00 - 10.08.2022 11:00","182","225","224","n/e","n/e","n/e","10","11","9"
"10.08.2022 11:00 - 10.08.2022 12:00","196","229","231","n/e","n/e","n/e","10","11","10"
"10.08.2022 12:00 - 10.08.2022 13:00","194","215","221","n/e","n/e","n/e","10","11","11"
"10.08.2022 13:00 - 10.08.2022 14:00","179","202","202","n/e","n/e","n/e","15","13","13"
"10.08.2022 14:00 - 10.08.2022 15:00","164","185","185","n/e","n/e","n/e","25","19","19"
"10.08.2022 15:00 - 10.08.2022 16:00","130","154","154","n/e","n/e","n/e","35","28","28"
"10.08.2022 16:00 - 10.08.2022 17:00","98","121","120","n/e","n/e","n/e","44","39","40"
"10.08.2022 17:00 - 10.08.2022 18:00","58","67","67","n/e","n/e","n/e","55","45","46"
"10.08.2022 18:00 - 10.08.2022 19:00","23","23","23","n/e","n/e","n/e","61","48","47"
"10.08.2022 19:00 - 10.08.2022 20:00","5","5","5","n/e","n/e","n/e","75","58","54"
"10.08.2022 20:00 - 10.08.2022 21:00","0","0","0","n/e","n/e","n/e","91","76","67"
"10.08.2022 21:00 - 10.08.2022 22:00","0","0","0","n/e","n/e","n/e","95","91","79"
"10.08.2022 22:00 - 10.08.2022 23:00","0","0","0","n/e","n/e","n/e","97","97","86"
"10.08.2022 23:00 - 11.08.2022 00:00","0","0","0","n/e","n/e","n/e","85","89","80"
"11.08.2022 00:00 - 11.08.2022 01:00","0","0","0","n/e","n/e","n/e","63","64","54"
"11.08.2022 01:00 - 11.08.2022 02:00","0","0","0","n/e","n/e","n/e","48","46","35"
"11.08.2022 02:00 - 11.08.2022 03:00","0","0","0","n/e","n/e","n/e","31","27","22"
"11.08.2022 03:00 - 11.08.2022 04:00","0","0","0","n/e","n/e","n/e","21","14","12"
"11.08.2022 04:00 - 11.08.2022 05:00","0","0","0","n/e","n/e","n/e","16","8","5"
"11.08.2022 05:00 - 11.08.2022 06:00","6","6","6","n/e","n/e","n/e","13","5","3"
"11.08.2022 06:00 - 11.08.2022 07:00","24","27","27","n/e","n/e","n/e","12","5","7"
"11.08.2022 07:00 - 11.08.2022 08:00","69","86","86","n/e","n/e","n/e","8","9","2"
"11.08.2022 08:00 - 11.08.2022 09:00","123","157","157","n/e","n/e","n/e","7","4","1"
"11.08.2022 09:00 - 11.08.2022 10:00","169","215","214","n/e","n/e","n/e","6","3","1"
"11.08.2022 10:00 - 11.08.2022 11:00","196","252","250","n/e","n/e","n/e","9","4","2"
"11.08.2022 11:00 - 11.08.2022 12:00","215","267","264","n/e","n/e","n/e","10","6","4"
"11.08.2022 12:00 - 11.08.2022 13:00","216","252","250","n/e","n/e","n/e","12","8","6"
"11.08.2022 13:00 - 11.08.2022 14:00","201","205","201","n/e","n/e","n/e","15","10","8"
"11.08.2022 14:00 - 11.08.2022 15:00","175","180","177","n/e","n/e","n/e","20","12","9"
"11.08.2022 15:00 - 11.08.2022 16:00","145","160","156","n/e","n/e","n/e","24","13","10"
"11.08.2022 16:00 - 11.08.2022 17:00","104","123","117","n/e","n/e","n/e","30","17","12"
"11.08.2022 17:00 - 11.08.2022 18:00","62","69","67","n/e","n/e","n/e","34","23","17"
"11.08.2022 18:00 - 11.08.2022 19:00","22","21","21","n/e","n/e","n/e","48","32","25"
"11.08.2022 19:00 - 11.08.2022 20:00","4","4","5","n/e","n/e","n/e","57","46","35"
"11.08.2022 20:00 - 11.08.2022 21:00","0","0","0","n/e","n/e","n/e","62","53","42"
"11.08.2022 21:00 - 11.08.2022 22:00","0","0","0","n/e","n/e","n/e","49","46","38"
"11.08.2022 22:00 - 11.08.2022 23:00","0","0","0","n/e","n/e","n/e","36","32","29"
"11.08.2022 23:00 - 12.08.2022 00:00","0","0","0","n/e","n/e","n/e","30","39","24"
"12.08.2022 00:00 - 12.08.2022 01:00","0","0","0","n/e","n/e","n/e","25","34","25"
"12.08.2022 01:00 - 12.08.2022 02:00","0","0","0","n/e","n/e","n/e","25","23","23"
"12.08.2022 02:00 - 12.08.2022 03:00","0","0","0","n/e","n/e","n/e","23","22","23"
"12.08.2022 03:00 - 12.08.2022 04:00","0","0","0","n/e","n/e","n/e","28","24","25"
"12.08.2022 04:00 - 12.08.2022 05:00","0","0","0","n/e","n/e","n/e","30","24","32"
"12.08.2022 05:00 - 12.08.2022 06:00","6","6","6","n/e","n/e","n/e","29","31","33"
"12.08.2022 06:00 - 12.08.2022 07:00","23","27","27","n/e","n/e","n/e","26","33","35"
"12.08.2022 07:00 - 12.08.2022 08:00","67","84","84","n/e","n/e","n/e","22","33","28"
"12.08.2022 08:00 - 12.08.2022 09:00","118","153","153","n/e","n/e","n/e","15","23","16"
"12.08.2022 09:00 - 12.08.2022 10:00","163","210","210","n/e","n/e","n/e","10","14","11"
"12.08.2022 10:00 - 12.08.2022 11:00","192","250","250","n/e","n/e","n/e","10","11","8"
"12.08.2022 11:00 - 12.08.2022 12:00","212","273","273","n/e","n/e","n/e","10","10","7"
"12.08.2022 12:00 - 12.08.2022 13:00","216","280","280","n/e","n/e","n/e","12","9","7"
"12.08.2022 13:00 - 12.08.2022 14:00","197","271","270","n/e","n/e","n/e","13","8","6"
"12.08.2022 14:00 - 12.08.2022 15:00","186","246","245","n/e","n/e","n/e","16","9","7"
"12.08.2022 15:00 - 12.08.2022 16:00","157","203","202","n/e","n/e","n/e","20","9","7"
"12.08.2022 16:00 - 12.08.2022 17:00","111","142","142","n/e","n/e","n/e","22","10","8"
"12.08.2022 17:00 - 12.08.2022 18:00","62","72","72","n/e","n/e","n/e","24","13","10"
"12.08.2022 18:00 - 12.08.2022 19:00","22","20","20","n/e","n/e","n/e","31","19","13"
"12.08.2022 19:00 - 12.08.2022 20:00","4","4","4","n/e","n/e","n/e","49","30","20"
"12.08.2022 20:00 - 12.08.2022 21:00","0","0","0","n/e","n/e","n/e","72","43","31"
"12.08.2022 21:00 - 12.08.2022 22:00","0","0","0","n/e","n/e","n/e","87","61","49"
"12.08.2022 22:00 - 12.08.2022 23:00","0","0","0","n/e","n/e","n/e","93","78","67"
"12.08.2022 23:00 - 13.08.2022 00:00","0","0","0","n/e","n/e","n/e","90","77","72"
"13.08.2022 00:00 - 13.08.2022 01:00","0","0","0","n/e","n/e","n/e","81","102","114"
"13.08.2022 01:00 - 13.08.2022 02:00","0","0","0","n/e","n/e","n/e","78","120","93"
"13.08.2022 02:00 - 13.08.2022 03:00","0","0","0","n/e","n/e","n/e","76","97","87"
"13.08.2022 03:00 - 13.08.2022 04:00","0","0","0","n/e","n/e","n/e","75","96","78"
"13.08.2022 04:00 - 13.08.2022 05:00","0","0","0","n/e","n/e","n/e","69","82","71"
"13.08.2022 05:00 - 13.08.2022 06:00","6","6","6","n/e","n/e","n/e","62","72","56"
"13.08.2022 06:00 - 13.08.2022 07:00","22","27","27","n/e","n/e","n/e","54","56","46"
"13.08.2022 07:00 - 13.08.2022 08:00","65","84","84","n/e","n/e","n/e","38","43","41"
"13.08.2022 08:00 - 13.08.2022 09:00","117","153","153","n/e","n/e","n/e","23","28","34"
"13.08.2022 09:00 - 13.08.2022 10:00","162","211","211","n/e","n/e","n/e","12","15","23"
"13.08.2022 10:00 - 13.08.2022 11:00","189","251","251","n/e","n/e","n/e","13","17","26"
"13.08.2022 11:00 - 13.08.2022 12:00","208","275","274","n/e","n/e","n/e","17","23","30"
"13.08.2022 12:00 - 13.08.2022 13:00","207","282","281","n/e","n/e","n/e","19","26","32"
"13.08.2022 13:00 - 13.08.2022 14:00","194","272","272","n/e","n/e","n/e","24","29","33"
"13.08.2022 14:00 - 13.08.2022 15:00","176","246","246","n/e","n/e","n/e","32","34","38"
"13.08.2022 15:00 - 13.08.2022 16:00","147","203","203","n/e","n/e","n/e","38","41","43"
"13.08.2022 16:00 - 13.08.2022 17:00","105","143","142","n/e","n/e","n/e","46","49","49"
"13.08.2022 17:00 - 13.08.2022 18:00","58","72","72","n/e","n/e","n/e","57","58","57"
"13.08.2022 18:00 - 13.08.2022 19:00","20","19","19","n/e","n/e","n/e","63","71","69"
"13.08.2022 19:00 - 13.08.2022 20:00","4","4","4","n/e","n/e","n/e","85","98","93"
"13.08.2022 20:00 - 13.08.2022 21:00","0","0","0","n/e","n/e","n/e","112","133","124"
"13.08.2022 21:00 - 13.08.2022 22:00","0","0","0","n/e","n/e","n/e","127","163","152"
"13.08.2022 22:00 - 13.08.2022 23:00","0","0","0","n/e","n/e","n/e","142","179","169"
"13.08.2022 23:00 - 14.08.2022 00:00","0","0","0","n/e","n/e","n/e","154","205","182"
"14.08.2022 00:00 - 14.08.2022 01:00","0","0","0","n/e","n/e","n/e","183","200","176"
"14.08.2022 01:00 - 14.08.2022 02:00","0","0","0","n/e","n/e","n/e","178","203","178"
"14.08.2022 02:00 - 14.08.2022 03:00","0","0","0","n/e","n/e","n/e","172","200","173"
"14.08.2022 03:00 - 14.08.2022 04:00","0","0","0","n/e","n/e","n/e","166","198","168"
"14.08.2022 04:00 - 14.08.2022 05:00","0","0","0","n/e","n/e","n/e","165","197","169"
"14.08.2022 05:00 - 14.08.2022 06:00","6","6","6","n/e","n/e","n/e","160","192","175"
"14.08.2022 06:00 - 14.08.2022 07:00","23","26","26","n/e","n/e","n/e","148","187","155"
"14.08.2022 07:00 - 14.08.2022 08:00","62","65","64","n/e","n/e","n/e","113","136","119"
"14.08.2022 08:00 - 14.08.2022 09:00","107","106","107","n/e","n/e","n/e","73","86","89"
"14.08.2022 09:00 - 14.08.2022 10:00","147","136","134","n/e","n/e","n/e","71","80","79"
"14.08.2022 10:00 - 14.08.2022 11:00","170","155","150","n/e","n/e","n/e","91","103","105"
"14.08.2022 11:00 - 14.08.2022 12:00","181","154","146","n/e","n/e","n/e","107","125","125"
"14.08.2022 12:00 - 14.08.2022 13:00","191","177","174","n/e","n/e","n/e","106","129","124"
"14.08.2022 13:00 - 14.08.2022 14:00","182","165","162","n/e","n/e","n/e","104","127","117"
"14.08.2022 14:00 - 14.08.2022 15:00","172","120","119","n/e","n/e","n/e","101","121","111"
"14.08.2022 15:00 - 14.08.2022 16:00","143","95","99","n/e","n/e","n/e","104","122","108"
"14.08.2022 16:00 - 14.08.2022 17:00","101","68","71","n/e","n/e","n/e","109","124","107"
"14.08.2022 17:00 - 14.08.2022 18:00","54","44","45","n/e","n/e","n/e","115","126","109"
"14.08.2022 18:00 - 14.08.2022 19:00","22","20","20","n/e","n/e","n/e","124","137","119"
"14.08.2022 19:00 - 14.08.2022 20:00","4","3","3","n/e","n/e","n/e","150","161","145"
"14.08.2022 20:00 - 14.08.2022 21:00","0","0","0","n/e","n/e","n/e","191","197","180"
"14.08.2022 21:00 - 14.08.2022 22:00","0","0","0","n/e","n/e","n/e","229","229","210"
"14.08.2022 22:00 - 14.08.2022 23:00","0","0","0","n/e","n/e","n/e","243","246","229"
"14.08.2022 23:00 - 15.08.2022 00:00","0","0","0","n/e","n/e","n/e","245","234","227"
"15.08.2022 00:00 - 15.08.2022 01:00","0","0","0","n/e","n/e","n/e","222","249","193"
"15.08.2022 01:00 - 15.08.2022 02:00","0","0","0","n/e","n/e","n/e","215","216","179"
"15.08.2022 02:00 - 15.08.2022 03:00","0","0","0","n/e","n/e","n/e","204","196","171"
"15.08.2022 03:00 - 15.08.2022 04:00","0","0","0","n/e","n/e","n/e","203","190","167"
"15.08.2022 04:00 - 15.08.2022 05:00","0","0","0","n/e","n/e","n/e","201","202","180"
"15.08.2022 05:00 - 15.08.2022 06:00","6","5","5","n/e","n/e","n/e","190","208","184"
"15.08.2022 06:00 - 15.08.2022 07:00","22","25","25","n/e","n/e","n/e","179","200","166"
"15.08.2022 07:00 - 15.08.2022 08:00","61","59","58","n/e","n/e","n/e","134","153","124"
"15.08.2022 08:00 - 15.08.2022 09:00","106","99","101","n/e","n/e","n/e","111","109","81"
"15.08.2022 09:00 - 15.08.2022 10:00","148","144","144","n/e","n/e","n/e","116","107","56"
"15.08.2022 10:00 - 15.08.2022 11:00","173","179","176","n/e","n/e","n/e","141","119","77"
"15.08.2022 11:00 - 15.08.2022 12:00","187","201","193","n/e","n/e","n/e","170","150","112"
"15.08.2022 12:00 - 15.08.2022 13:00","197","209","200","n/e","n/e","n/e","196","188","150"
"15.08.2022 13:00 - 15.08.2022 14:00","186","181","187","n/e","n/e","n/e","205","215","178"
"15.08.2022 14:00 - 15.08.2022 15:00","172","153","162","n/e","n/e","n/e","203","234","201"
