"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Lithuania (LT)","Generation - Solar  [MW] Intraday / Lithuania (LT)","Generation - Solar  [MW] Current / Lithuania (LT)","Generation - Wind Offshore  [MW] Day Ahead/ Lithuania (LT)","Generation - Wind Offshore  [MW] Intraday / Lithuania (LT)","Generation - Wind Offshore  [MW] Current / Lithuania (LT)","Generation - Wind Onshore  [MW] Day Ahead/ Lithuania (LT)","Generation - Wind Onshore  [MW] Intraday / Lithuania (LT)","Generation - Wind Onshore  [MW] Current / Lithuania (LT)"
"15.08.2022 15:00 - 15.08.2022 16:00","142","134","141","n/e","n/e","n/e","201","230","203"
"15.08.2022 16:00 - 15.08.2022 17:00","101","98","100","n/e","n/e","n/e","208","212","191"
"15.08.2022 17:00 - 15.08.2022 18:00","54","56","56","n/e","n/e","n/e","206","200","179"
"15.08.2022 18:00 - 15.08.2022 19:00","22","20","20","n/e","n/e","n/e","191","198","180"
"15.08.2022 19:00 - 15.08.2022 20:00","4","3","3","n/e","n/e","n/e","204","221","204"
"15.08.2022 20:00 - 15.08.2022 21:00","0","0","0","n/e","n/e","n/e","210","243","223"
"15.08.2022 21:00 - 15.08.2022 22:00","0","0","0","n/e","n/e","n/e","216","243","224"
"15.08.2022 22:00 - 15.08.2022 23:00","0","0","0","n/e","n/e","n/e","218","241","222"
"15.08.2022 23:00 - 16.08.2022 00:00","0","0","0","n/e","n/e","n/e","224","242","222"
"16.08.2022 00:00 - 16.08.2022 01:00","0","0","0","n/e","n/e","n/e","223","253","238"
"16.08.2022 01:00 - 16.08.2022 02:00","0","0","0","n/e","n/e","n/e","218","266","227"
"16.08.2022 02:00 - 16.08.2022 03:00","0","0","0","n/e","n/e","n/e","212","257","220"
"16.08.2022 03:00 - 16.08.2022 04:00","0","0","0","n/e","n/e","n/e","209","232","185"
"16.08.2022 04:00 - 16.08.2022 05:00","0","0","0","n/e","n/e","n/e","204","195","179"
"16.08.2022 05:00 - 16.08.2022 06:00","5","5","5","n/e","n/e","n/e","196","193","188"
"16.08.2022 06:00 - 16.08.2022 07:00","19","24","24","n/e","n/e","n/e","176","202","202"
"16.08.2022 07:00 - 16.08.2022 08:00","45","49","49","n/e","n/e","n/e","139","195","174"
"16.08.2022 08:00 - 16.08.2022 09:00","70","88","88","n/e","n/e","n/e","98","158","126"
"16.08.2022 09:00 - 16.08.2022 10:00","100","119","119","n/e","n/e","n/e","84","131","78"
"16.08.2022 10:00 - 16.08.2022 11:00","128","137","137","n/e","n/e","n/e","86","125","84"
"16.08.2022 11:00 - 16.08.2022 12:00","158","163","163","n/e","n/e","n/e","103","137","101"
"16.08.2022 12:00 - 16.08.2022 13:00","162","169","169","n/e","n/e","n/e","118","144","113"
"16.08.2022 13:00 - 16.08.2022 14:00","149","151","151","n/e","n/e","n/e","134","144","118"
"16.08.2022 14:00 - 16.08.2022 15:00","131","133","133","n/e","n/e","n/e","133","136","116"
"16.08.2022 15:00 - 16.08.2022 16:00","98","116","116","n/e","n/e","n/e","118","126","112"
"16.08.2022 16:00 - 16.08.2022 17:00","56","80","80","n/e","n/e","n/e","108","119","107"
"16.08.2022 17:00 - 16.08.2022 18:00","33","43","43","n/e","n/e","n/e","100","114","103"
"16.08.2022 18:00 - 16.08.2022 19:00","14","18","18","n/e","n/e","n/e","95","106","95"
"16.08.2022 19:00 - 16.08.2022 20:00","2","3","3","n/e","n/e","n/e","104","110","100"
"16.08.2022 20:00 - 16.08.2022 21:00","0","0","0","n/e","n/e","n/e","116","137","126"
"16.08.2022 21:00 - 16.08.2022 22:00","0","0","0","n/e","n/e","n/e","124","153","138"
"16.08.2022 22:00 - 16.08.2022 23:00","0","0","0","n/e","n/e","n/e","133","150","133"
"16.08.2022 23:00 - 17.08.2022 00:00","0","0","0","n/e","n/e","n/e","137","190","133"
"17.08.2022 00:00 - 17.08.2022 01:00","0","0","0","n/e","n/e","n/e","154","198","189"
"17.08.2022 01:00 - 17.08.2022 02:00","0","0","0","n/e","n/e","n/e","148","196","146"
"17.08.2022 02:00 - 17.08.2022 03:00","0","0","0","n/e","n/e","n/e","131","150","119"
"17.08.2022 03:00 - 17.08.2022 04:00","0","0","0","n/e","n/e","n/e","117","113","102"
"17.08.2022 04:00 - 17.08.2022 05:00","0","0","0","n/e","n/e","n/e","112","103","117"
"17.08.2022 05:00 - 17.08.2022 06:00","4","5","5","n/e","n/e","n/e","105","119","101"
"17.08.2022 06:00 - 17.08.2022 07:00","17","25","25","n/e","n/e","n/e","94","106","83"
"17.08.2022 07:00 - 17.08.2022 08:00","53","65","65","n/e","n/e","n/e","67","80","63"
"17.08.2022 08:00 - 17.08.2022 09:00","96","110","110","n/e","n/e","n/e","46","56","57"
"17.08.2022 09:00 - 17.08.2022 10:00","136","156","157","n/e","n/e","n/e","35","39","42"
"17.08.2022 10:00 - 17.08.2022 11:00","164","197","197","n/e","n/e","n/e","30","24","30"
"17.08.2022 11:00 - 17.08.2022 12:00","186","231","229","n/e","n/e","n/e","25","17","24"
"17.08.2022 12:00 - 17.08.2022 13:00","194","237","232","n/e","n/e","n/e","24","17","23"
"17.08.2022 13:00 - 17.08.2022 14:00","185","209","206","n/e","n/e","n/e","22","17","22"
"17.08.2022 14:00 - 17.08.2022 15:00","172","197","195","n/e","n/e","n/e","21","17","21"
"17.08.2022 15:00 - 17.08.2022 16:00","140","171","172","n/e","n/e","n/e","18","16","19"
"17.08.2022 16:00 - 17.08.2022 17:00","96","119","120","n/e","n/e","n/e","18","16","19"
"17.08.2022 17:00 - 17.08.2022 18:00","54","59","59","n/e","n/e","n/e","21","18","21"
"17.08.2022 18:00 - 17.08.2022 19:00","20","18","18","n/e","n/e","n/e","22","24","26"
"17.08.2022 19:00 - 17.08.2022 20:00","3","3","3","n/e","n/e","n/e","29","34","34"
"17.08.2022 20:00 - 17.08.2022 21:00","0","0","0","n/e","n/e","n/e","36","42","41"
"17.08.2022 21:00 - 17.08.2022 22:00","0","0","0","n/e","n/e","n/e","51","51","50"
"17.08.2022 22:00 - 17.08.2022 23:00","0","0","0","n/e","n/e","n/e","59","58","57"
"17.08.2022 23:00 - 18.08.2022 00:00","0","0","0","n/e","n/e","n/e","57","20","59"
"18.08.2022 00:00 - 18.08.2022 01:00","0","0","0","n/e","n/e","n/e","44","20","12"
"18.08.2022 01:00 - 18.08.2022 02:00","0","0","0","n/e","n/e","n/e","42","23","14"
"18.08.2022 02:00 - 18.08.2022 03:00","0","0","0","n/e","n/e","n/e","38","20","18"
"18.08.2022 03:00 - 18.08.2022 04:00","0","0","0","n/e","n/e","n/e","36","28","19"
"18.08.2022 04:00 - 18.08.2022 05:00","0","0","0","n/e","n/e","n/e","33","27","27"
"18.08.2022 05:00 - 18.08.2022 06:00","5","5","5","n/e","n/e","n/e","33","32","29"
"18.08.2022 06:00 - 18.08.2022 07:00","18","25","25","n/e","n/e","n/e","36","35","25"
"18.08.2022 07:00 - 18.08.2022 08:00","61","76","76","n/e","n/e","n/e","35","30","20"
"18.08.2022 08:00 - 18.08.2022 09:00","110","134","134","n/e","n/e","n/e","27","21","10"
"18.08.2022 09:00 - 18.08.2022 10:00","155","188","188","n/e","n/e","n/e","16","12","3"
"18.08.2022 10:00 - 18.08.2022 11:00","190","231","231","n/e","n/e","n/e","19","16","7"
"18.08.2022 11:00 - 18.08.2022 12:00","209","253","253","n/e","n/e","n/e","26","27","17"
"18.08.2022 12:00 - 18.08.2022 13:00","218","252","252","n/e","n/e","n/e","27","35","25"
"18.08.2022 13:00 - 18.08.2022 14:00","208","236","236","n/e","n/e","n/e","30","39","29"
"18.08.2022 14:00 - 18.08.2022 15:00","191","214","214","n/e","n/e","n/e","34","39","31"
"18.08.2022 15:00 - 18.08.2022 16:00","155","180","180","n/e","n/e","n/e","36","40","33"
"18.08.2022 16:00 - 18.08.2022 17:00","108","126","126","n/e","n/e","n/e","37","42","35"
"18.08.2022 17:00 - 18.08.2022 18:00","59","62","62","n/e","n/e","n/e","43","42","36"
"18.08.2022 18:00 - 18.08.2022 19:00","19","17","17","n/e","n/e","n/e","59","42","36"
"18.08.2022 19:00 - 18.08.2022 20:00","2","2","2","n/e","n/e","n/e","82","50","43"
"18.08.2022 20:00 - 18.08.2022 21:00","0","0","0","n/e","n/e","n/e","104","70","64"
"18.08.2022 21:00 - 18.08.2022 22:00","0","0","0","n/e","n/e","n/e","123","98","90"
"18.08.2022 22:00 - 18.08.2022 23:00","0","0","0","n/e","n/e","n/e","149","129","119"
"18.08.2022 23:00 - 19.08.2022 00:00","0","0","0","n/e","n/e","n/e","177","137","145"
"19.08.2022 00:00 - 19.08.2022 01:00","0","0","0","n/e","n/e","n/e","162","165","142"
"19.08.2022 01:00 - 19.08.2022 02:00","0","0","0","n/e","n/e","n/e","157","175","132"
"19.08.2022 02:00 - 19.08.2022 03:00","0","0","0","n/e","n/e","n/e","154","164","131"
"19.08.2022 03:00 - 19.08.2022 04:00","0","0","0","n/e","n/e","n/e","152","168","144"
"19.08.2022 04:00 - 19.08.2022 05:00","0","0","0","n/e","n/e","n/e","150","177","147"
"19.08.2022 05:00 - 19.08.2022 06:00","5","4","4","n/e","n/e","n/e","146","169","147"
"19.08.2022 06:00 - 19.08.2022 07:00","19","24","24","n/e","n/e","n/e","142","167","151"
"19.08.2022 07:00 - 19.08.2022 08:00","62","73","73","n/e","n/e","n/e","114","153","117"
"19.08.2022 08:00 - 19.08.2022 09:00","112","137","137","n/e","n/e","n/e","86","103","85"
"19.08.2022 09:00 - 19.08.2022 10:00","160","191","191","n/e","n/e","n/e","80","90","57"
"19.08.2022 10:00 - 19.08.2022 11:00","192","233","233","n/e","n/e","n/e","93","102","75"
"19.08.2022 11:00 - 19.08.2022 12:00","211","259","259","n/e","n/e","n/e","129","131","105"
"19.08.2022 12:00 - 19.08.2022 13:00","218","268","268","n/e","n/e","n/e","168","166","140"
"19.08.2022 13:00 - 19.08.2022 14:00","208","260","260","n/e","n/e","n/e","188","191","166"
"19.08.2022 14:00 - 19.08.2022 15:00","191","236","236","n/e","n/e","n/e","195","197","175"
"19.08.2022 15:00 - 19.08.2022 16:00","157","193","193","n/e","n/e","n/e","197","197","177"
"19.08.2022 16:00 - 19.08.2022 17:00","106","131","131","n/e","n/e","n/e","188","197","181"
"19.08.2022 17:00 - 19.08.2022 18:00","56","62","62","n/e","n/e","n/e","184","205","188"
"19.08.2022 18:00 - 19.08.2022 19:00","19","16","16","n/e","n/e","n/e","183","224","205"
"19.08.2022 19:00 - 19.08.2022 20:00","2","2","2","n/e","n/e","n/e","210","248","227"
"19.08.2022 20:00 - 19.08.2022 21:00","0","0","0","n/e","n/e","n/e","250","265","244"
"19.08.2022 21:00 - 19.08.2022 22:00","0","0","0","n/e","n/e","n/e","285","294","273"
"19.08.2022 22:00 - 19.08.2022 23:00","0","0","0","n/e","n/e","n/e","306","319","296"
"19.08.2022 23:00 - 20.08.2022 00:00","0","0","0","n/e","n/e","n/e","293","346","306"
"20.08.2022 00:00 - 20.08.2022 01:00","0","0","0","n/e","n/e","n/e","325","351","303"
"20.08.2022 01:00 - 20.08.2022 02:00","0","0","0","n/e","n/e","n/e","322","349","296"
"20.08.2022 02:00 - 20.08.2022 03:00","0","0","0","n/e","n/e","n/e","318","316","290"
"20.08.2022 03:00 - 20.08.2022 04:00","0","0","0","n/e","n/e","n/e","311","309","274"
"20.08.2022 04:00 - 20.08.2022 05:00","0","0","0","n/e","n/e","n/e","287","301","285"
"20.08.2022 05:00 - 20.08.2022 06:00","4","4","4","n/e","n/e","n/e","280","322","280"
"20.08.2022 06:00 - 20.08.2022 07:00","18","24","24","n/e","n/e","n/e","257","307","253"
"20.08.2022 07:00 - 20.08.2022 08:00","63","74","74","n/e","n/e","n/e","210","250","204"
"20.08.2022 08:00 - 20.08.2022 09:00","114","137","137","n/e","n/e","n/e","175","197","152"
"20.08.2022 09:00 - 20.08.2022 10:00","157","183","183","n/e","n/e","n/e","167","180","147"
"20.08.2022 10:00 - 20.08.2022 11:00","171","195","195","n/e","n/e","n/e","173","163","132"
"20.08.2022 11:00 - 20.08.2022 12:00","173","172","170","n/e","n/e","n/e","177","138","111"
"20.08.2022 12:00 - 20.08.2022 13:00","154","162","160","n/e","n/e","n/e","166","122","103"
"20.08.2022 13:00 - 20.08.2022 14:00","138","152","154","n/e","n/e","n/e","137","113","99"
"20.08.2022 14:00 - 20.08.2022 15:00","125","131","136","n/e","n/e","n/e","106","110","100"
"20.08.2022 15:00 - 20.08.2022 16:00","98","109","111","n/e","n/e","n/e","80","111","105"
"20.08.2022 16:00 - 20.08.2022 17:00","72","90","88","n/e","n/e","n/e","72","114","109"
"20.08.2022 17:00 - 20.08.2022 18:00","45","50","48","n/e","n/e","n/e","84","123","116"
"20.08.2022 18:00 - 20.08.2022 19:00","17","17","16","n/e","n/e","n/e","106","136","122"
"20.08.2022 19:00 - 20.08.2022 20:00","1","2","2","n/e","n/e","n/e","133","154","136"
"20.08.2022 20:00 - 20.08.2022 21:00","0","0","0","n/e","n/e","n/e","170","169","147"
"20.08.2022 21:00 - 20.08.2022 22:00","0","0","0","n/e","n/e","n/e","205","178","154"
"20.08.2022 22:00 - 20.08.2022 23:00","0","0","0","n/e","n/e","n/e","209","173","156"
"20.08.2022 23:00 - 21.08.2022 00:00","0","0","0","n/e","n/e","n/e","189","181","161"
"21.08.2022 00:00 - 21.08.2022 01:00","0","0","0","n/e","n/e","n/e","194","165","137"
"21.08.2022 01:00 - 21.08.2022 02:00","0","0","0","n/e","n/e","n/e","176","151","121"
"21.08.2022 02:00 - 21.08.2022 03:00","0","0","0","n/e","n/e","n/e","159","129","108"
"21.08.2022 03:00 - 21.08.2022 04:00","0","0","0","n/e","n/e","n/e","145","122","108"
"21.08.2022 04:00 - 21.08.2022 05:00","0","0","0","n/e","n/e","n/e","138","119","111"
"21.08.2022 05:00 - 21.08.2022 06:00","3","4","4","n/e","n/e","n/e","132","125","109"
"21.08.2022 06:00 - 21.08.2022 07:00","15","22","22","n/e","n/e","n/e","124","126","108"
"21.08.2022 07:00 - 21.08.2022 08:00","47","61","61","n/e","n/e","n/e","104","114","98"
"21.08.2022 08:00 - 21.08.2022 09:00","79","109","98","n/e","n/e","n/e","83","109","95"
"21.08.2022 09:00 - 21.08.2022 10:00","104","147","124","n/e","n/e","n/e","68","105","93"
"21.08.2022 10:00 - 21.08.2022 11:00","125","171","145","n/e","n/e","n/e","62","97","93"
"21.08.2022 11:00 - 21.08.2022 12:00","155","162","135","n/e","n/e","n/e","59","86","83"
"21.08.2022 12:00 - 21.08.2022 13:00","164","160","136","n/e","n/e","n/e","55","76","73"
"21.08.2022 13:00 - 21.08.2022 14:00","146","179","165","n/e","n/e","n/e","48","70","65"
"21.08.2022 14:00 - 21.08.2022 15:00","146","165","161","n/e","n/e","n/e","46","59","54"
"21.08.2022 15:00 - 21.08.2022 16:00","122","130","135","n/e","n/e","n/e","49","49","43"
"21.08.2022 16:00 - 21.08.2022 17:00","82","93","96","n/e","n/e","n/e","50","45","40"
"21.08.2022 17:00 - 21.08.2022 18:00","45","49","51","n/e","n/e","n/e","56","40","36"
"21.08.2022 18:00 - 21.08.2022 19:00","15","15","16","n/e","n/e","n/e","57","38","35"
"21.08.2022 19:00 - 21.08.2022 20:00","1","2","2","n/e","n/e","n/e","61","45","42"
"21.08.2022 20:00 - 21.08.2022 21:00","0","0","0","n/e","n/e","n/e","66","53","49"
"21.08.2022 21:00 - 21.08.2022 22:00","0","0","0","n/e","n/e","n/e","67","57","55"
"21.08.2022 22:00 - 21.08.2022 23:00","0","0","0","n/e","n/e","n/e","64","59","58"
"21.08.2022 23:00 - 22.08.2022 00:00","0","0","0","n/e","n/e","n/e","60","55","65"
"22.08.2022 00:00 - 22.08.2022 01:00","0","0","0","n/e","n/e","n/e","69","62","51"
"22.08.2022 01:00 - 22.08.2022 02:00","0","0","0","n/e","n/e","n/e","69","66","43"
"22.08.2022 02:00 - 22.08.2022 03:00","0","0","0","n/e","n/e","n/e","68","53","28"
"22.08.2022 03:00 - 22.08.2022 04:00","0","0","0","n/e","n/e","n/e","71","42","27"
"22.08.2022 04:00 - 22.08.2022 05:00","0","0","0","n/e","n/e","n/e","72","45","60"
"22.08.2022 05:00 - 22.08.2022 06:00","3","4","4","n/e","n/e","n/e","67","83","63"
"22.08.2022 06:00 - 22.08.2022 07:00","14","23","23","n/e","n/e","n/e","55","88","56"
"22.08.2022 07:00 - 22.08.2022 08:00","49","61","61","n/e","n/e","n/e","38","69","66"
"22.08.2022 08:00 - 22.08.2022 09:00","93","103","107","n/e","n/e","n/e","32","91","54"
"22.08.2022 09:00 - 22.08.2022 10:00","134","148","154","n/e","n/e","n/e","29","77","50"
"22.08.2022 10:00 - 22.08.2022 11:00","164","197","202","n/e","n/e","n/e","25","66","53"
"22.08.2022 11:00 - 22.08.2022 12:00","173","234","243","n/e","n/e","n/e","27","58","51"
"22.08.2022 12:00 - 22.08.2022 13:00","179","242","252","n/e","n/e","n/e","28","52","47"
"22.08.2022 13:00 - 22.08.2022 14:00","167","224","234","n/e","n/e","n/e","28","49","47"
"22.08.2022 14:00 - 22.08.2022 15:00","156","198","206","n/e","n/e","n/e","32","45","44"
"22.08.2022 15:00 - 22.08.2022 16:00","124","156","161","n/e","n/e","n/e","38","43","44"
"22.08.2022 16:00 - 22.08.2022 17:00","79","107","109","n/e","n/e","n/e","46","48","47"
"22.08.2022 17:00 - 22.08.2022 18:00","46","52","52","n/e","n/e","n/e","65","60","56"
"22.08.2022 18:00 - 22.08.2022 19:00","16","16","15","n/e","n/e","n/e","83","81","74"
"22.08.2022 19:00 - 22.08.2022 20:00","1","1","1","n/e","n/e","n/e","107","107","97"
"22.08.2022 20:00 - 22.08.2022 21:00","0","0","0","n/e","n/e","n/e","129","128","113"
"22.08.2022 21:00 - 22.08.2022 22:00","0","0","0","n/e","n/e","n/e","145","141","126"
"22.08.2022 22:00 - 22.08.2022 23:00","0","0","0","n/e","n/e","n/e","156","150","136"
"22.08.2022 23:00 - 23.08.2022 00:00","0","0","0","n/e","n/e","n/e","157","155","135"
"23.08.2022 00:00 - 23.08.2022 01:00","0","0","0","n/e","n/e","n/e","137","161","128"
"23.08.2022 01:00 - 23.08.2022 02:00","0","0","0","n/e","n/e","n/e","122","141","103"
"23.08.2022 02:00 - 23.08.2022 03:00","0","0","0","n/e","n/e","n/e","108","109","92"
"23.08.2022 03:00 - 23.08.2022 04:00","0","0","0","n/e","n/e","n/e","99","101","90"
"23.08.2022 04:00 - 23.08.2022 05:00","0","0","0","n/e","n/e","n/e","92","98","94"
"23.08.2022 05:00 - 23.08.2022 06:00","3","3","3","n/e","n/e","n/e","89","101","91"
"23.08.2022 06:00 - 23.08.2022 07:00","17","23","23","n/e","n/e","n/e","83","98","74"
"23.08.2022 07:00 - 23.08.2022 08:00","62","74","72","n/e","n/e","n/e","65","72","65"
"23.08.2022 08:00 - 23.08.2022 09:00","113","139","139","n/e","n/e","n/e","50","54","50"
"23.08.2022 09:00 - 23.08.2022 10:00","157","197","197","n/e","n/e","n/e","32","36","31"
"23.08.2022 10:00 - 23.08.2022 11:00","188","238","238","n/e","n/e","n/e","31","27","26"
"23.08.2022 11:00 - 23.08.2022 12:00","212","261","262","n/e","n/e","n/e","40","28","29"
"23.08.2022 12:00 - 23.08.2022 13:00","220","267","268","n/e","n/e","n/e","52","32","32"
"23.08.2022 13:00 - 23.08.2022 14:00","210","254","256","n/e","n/e","n/e","52","32","32"
"23.08.2022 14:00 - 23.08.2022 15:00","193","224","225","n/e","n/e","n/e","39","27","26"
"23.08.2022 15:00 - 23.08.2022 16:00","158","177","178","n/e","n/e","n/e","32","21","19"
"23.08.2022 16:00 - 23.08.2022 17:00","106","121","119","n/e","n/e","n/e","27","17","15"
"23.08.2022 17:00 - 23.08.2022 18:00","55","57","57","n/e","n/e","n/e","26","17","13"
"23.08.2022 18:00 - 23.08.2022 19:00","17","14","14","n/e","n/e","n/e","38","21","15"
"23.08.2022 19:00 - 23.08.2022 20:00","1","1","1","n/e","n/e","n/e","60","35","27"
"23.08.2022 20:00 - 23.08.2022 21:00","0","0","0","n/e","n/e","n/e","74","56","47"
"23.08.2022 21:00 - 23.08.2022 22:00","0","0","0","n/e","n/e","n/e","85","75","66"
"23.08.2022 22:00 - 23.08.2022 23:00","0","0","0","n/e","n/e","n/e","90","88","81"
"23.08.2022 23:00 - 24.08.2022 00:00","0","0","0","n/e","n/e","n/e","86","106","88"
"24.08.2022 00:00 - 24.08.2022 01:00","0","0","0","n/e","n/e","n/e","66","86","64"
"24.08.2022 01:00 - 24.08.2022 02:00","0","0","0","n/e","n/e","n/e","69","80","63"
"24.08.2022 02:00 - 24.08.2022 03:00","0","0","0","n/e","n/e","n/e","64","76","60"
"24.08.2022 03:00 - 24.08.2022 04:00","0","0","0","n/e","n/e","n/e","57","69","63"
"24.08.2022 04:00 - 24.08.2022 05:00","0","0","0","n/e","n/e","n/e","55","77","69"
"24.08.2022 05:00 - 24.08.2022 06:00","3","3","3","n/e","n/e","n/e","53","72","74"
"24.08.2022 06:00 - 24.08.2022 07:00","16","22","22","n/e","n/e","n/e","52","83","64"
"24.08.2022 07:00 - 24.08.2022 08:00","59","69","70","n/e","n/e","n/e","40","63","50"
"24.08.2022 08:00 - 24.08.2022 09:00","103","128","126","n/e","n/e","n/e","24","41","32"
"24.08.2022 09:00 - 24.08.2022 10:00","148","186","180","n/e","n/e","n/e","15","34","20"
"24.08.2022 10:00 - 24.08.2022 11:00","179","224","215","n/e","n/e","n/e","13","28","21"
"24.08.2022 11:00 - 24.08.2022 12:00","200","249","241","n/e","n/e","n/e","15","23","19"
"24.08.2022 12:00 - 24.08.2022 13:00","211","256","250","n/e","n/e","n/e","15","20","18"
"24.08.2022 13:00 - 24.08.2022 14:00","201","242","240","n/e","n/e","n/e","16","19","18"
"24.08.2022 14:00 - 24.08.2022 15:00","186","222","217","n/e","n/e","n/e","17","19","18"
"24.08.2022 15:00 - 24.08.2022 16:00","151","181","175","n/e","n/e","n/e","19","22","19"
"24.08.2022 16:00 - 24.08.2022 17:00","96","119","116","n/e","n/e","n/e","23","30","25"
"24.08.2022 17:00 - 24.08.2022 18:00","52","55","54","n/e","n/e","n/e","28","35","30"
"24.08.2022 18:00 - 24.08.2022 19:00","16","13","14","n/e","n/e","n/e","48","45","38"
"24.08.2022 19:00 - 24.08.2022 20:00","1","1","1","n/e","n/e","n/e","72","67","59"
"24.08.2022 20:00 - 24.08.2022 21:00","0","0","0","n/e","n/e","n/e","88","77","70"
"24.08.2022 21:00 - 24.08.2022 22:00","0","0","0","n/e","n/e","n/e","89","79","70"
"24.08.2022 22:00 - 24.08.2022 23:00","0","0","0","n/e","n/e","n/e","97","81","68"
"24.08.2022 23:00 - 25.08.2022 00:00","0","0","0","n/e","n/e","n/e","95","63","70"
"25.08.2022 00:00 - 25.08.2022 01:00","0","0","0","n/e","n/e","n/e","100","61","40"
"25.08.2022 01:00 - 25.08.2022 02:00","0","0","0","n/e","n/e","n/e","99","57","42"
"25.08.2022 02:00 - 25.08.2022 03:00","0","0","0","n/e","n/e","n/e","96","62","58"
"25.08.2022 03:00 - 25.08.2022 04:00","0","0","0","n/e","n/e","n/e","94","69","69"
"25.08.2022 04:00 - 25.08.2022 05:00","0","0","0","n/e","n/e","n/e","92","77","72"
"25.08.2022 05:00 - 25.08.2022 06:00","2","3","3","n/e","n/e","n/e","78","78","63"
"25.08.2022 06:00 - 25.08.2022 07:00","14","19","19","n/e","n/e","n/e","67","73","57"
"25.08.2022 07:00 - 25.08.2022 08:00","54","49","51","n/e","n/e","n/e","58","64","47"
"25.08.2022 08:00 - 25.08.2022 09:00","96","88","89","n/e","n/e","n/e","45","52","52"
"25.08.2022 09:00 - 25.08.2022 10:00","135","132","147","n/e","n/e","n/e","38","47","39"
"25.08.2022 10:00 - 25.08.2022 11:00","157","165","183","n/e","n/e","n/e","32","38","34"
"25.08.2022 11:00 - 25.08.2022 12:00","182","180","194","n/e","n/e","n/e","30","36","34"
"25.08.2022 12:00 - 25.08.2022 13:00","192","186","189","n/e","n/e","n/e","30","34","35"
"25.08.2022 13:00 - 25.08.2022 14:00","180","166","166","n/e","n/e","n/e","30","32","32"
"25.08.2022 14:00 - 25.08.2022 15:00","153","121","124","n/e","n/e","n/e","32","34","35"
"25.08.2022 15:00 - 25.08.2022 16:00","112","92","90","n/e","n/e","n/e","34","38","37"
"25.08.2022 16:00 - 25.08.2022 17:00","75","68","67","n/e","n/e","n/e","42","43","43"
"25.08.2022 17:00 - 25.08.2022 18:00","39","36","36","n/e","n/e","n/e","57","56","57"
"25.08.2022 18:00 - 25.08.2022 19:00","13","12","12","n/e","n/e","n/e","71","71","72"
"25.08.2022 19:00 - 25.08.2022 20:00","1","1","1","n/e","n/e","n/e","98","95","96"
